WRKCOUNT,TRIPPURP,HHSIZE,NWALKTRP,HHFAMINC2,TIMETOWK,WHYFROM,WKFMHMXX,WEBUSE,WHYTRP1S,WRKTRANS,WHYTO,HOUSEID,URBRUR,DRIVER,NBIKETRP,HHFAMINC,R_AGE,PERSONID,CNTTDTR,GCDWORK
3,NHB,4,-1,High,-1,HangOut,Skip,Skip,ToWork,Skip,GoToWork,10270512,Urban,No,-1,55K-60K,15,4,5,-1
3,NHB,4,-1,High,-1,GoToWork,Skip,Skip,SocialRecreation,Skip,HangOut,10270512,Urban,No,-1,55K-60K,15,4,5,-1
3,NHB,4,-1,High,-1,HangOut,Skip,Skip,ServePassenger,Skip,PickUpSomeone,10270512,Urban,No,-1,55K-60K,15,4,5,-1
3,HBO,4,-1,High,-1,PickUpSomeone,Skip,Skip,ReturnHome,Skip,Home,10270512,Urban,No,-1,55K-60K,15,4,5,-1
2,HBSHOP,4,25,High,-1,Home,Skip,AlmostEveryday,Family,Skip,Shopping,10276019,Urban,Yes,0,morethan100K,37,1,11,0
2,NHB,4,25,High,-1,Shopping,Skip,AlmostEveryday,Shopping,Skip,BuyGoods,10276019,Urban,Yes,0,morethan100K,37,1,11,0
2,NHB,4,25,High,-1,BuyGoods,Skip,AlmostEveryday,Shopping,Skip,BuyGoods,10276019,Urban,Yes,0,morethan100K,37,1,11,0
2,NHB,4,25,High,-1,BuyGoods,Skip,AlmostEveryday,Family,Skip,BuyService,10276019,Urban,Yes,0,morethan100K,37,1,11,0
2,HBSHOP,4,25,High,-1,BuyService,Skip,AlmostEveryday,ReturnHome,Skip,Home,10276019,Urban,Yes,0,morethan100K,37,1,11,0
2,HBSOCREC,4,25,High,-1,Home,Skip,AlmostEveryday,SocialRecreation,Skip,SocialRecreational,10276019,Urban,Yes,0,morethan100K,37,1,11,0
2,HBSOCREC,4,25,High,-1,SocialRecreational,Skip,AlmostEveryday,ReturnHome,Skip,Home,10276019,Urban,Yes,0,morethan100K,37,1,11,0
2,HBO,4,25,High,-1,Home,Skip,AlmostEveryday,ServePassenger,Skip,PickUpSomeone,10276019,Urban,Yes,0,morethan100K,37,1,11,0
2,HBO,4,25,High,-1,PickUpSomeone,Skip,AlmostEveryday,ReturnHome,Skip,Home,10276019,Urban,Yes,0,morethan100K,37,1,11,0
2,HBO,4,25,High,-1,Home,Skip,AlmostEveryday,ServePassenger,Skip,DropSomeoneOff,10276019,Urban,Yes,0,morethan100K,37,1,11,0
2,HBO,4,25,High,-1,DropSomeoneOff,Skip,AlmostEveryday,ReturnHome,Skip,Home,10276019,Urban,Yes,0,morethan100K,37,1,11,0
2,HBO,4,3,High,25,Home,Skip,AlmostEveryday,ServePassenger,Car,DropSomeoneOff,10276019,Urban,Yes,0,morethan100K,45,2,3,10
2,NHB,4,3,High,25,DropSomeoneOff,Skip,AlmostEveryday,ToWork,Car,GoToWork,10276019,Urban,Yes,0,morethan100K,45,2,3,10
2,HBW,4,3,High,25,GoToWork,Skip,AlmostEveryday,ReturnHome,Car,Home,10276019,Urban,Yes,0,morethan100K,45,2,3,10
2,HBO,4,-1,High,-1,Home,Skip,Skip,School,Skip,GoSchoolAsStudent,10276019,Urban,Skip,-1,morethan100K,14,3,3,-1
2,HBO,4,-1,High,-1,GoSchoolAsStudent,Skip,Skip,ReturnHome,Skip,Home,10276019,Urban,Skip,-1,morethan100K,14,3,3,-1
2,HBSOCREC,4,-1,High,-1,Home,Skip,Skip,SocialRecreation,Skip,VisitFriends,10276019,Urban,Skip,-1,morethan100K,14,3,3,-1
2,HBO,4,-1,High,-1,Home,Skip,Skip,School,Skip,GoSchoolAsStudent,10276019,Urban,Skip,-1,morethan100K,11,4,8,-1
2,HBO,4,-1,High,-1,GoSchoolAsStudent,Skip,Skip,ReturnHome,Skip,Home,10276019,Urban,Skip,-1,morethan100K,11,4,8,-1
2,HBO,4,-1,High,-1,Home,Skip,Skip,ServePassenger,Skip,PickUpSomeone,10276019,Urban,Skip,-1,morethan100K,11,4,8,-1
2,HBO,4,-1,High,-1,PickUpSomeone,Skip,Skip,ReturnHome,Skip,Home,10276019,Urban,Skip,-1,morethan100K,11,4,8,-1
2,HBSOCREC,4,-1,High,-1,Home,Skip,Skip,SocialRecreation,Skip,HangOut,10276019,Urban,Skip,-1,morethan100K,11,4,8,-1
2,HBSOCREC,4,-1,High,-1,HangOut,Skip,Skip,ReturnHome,Skip,Home,10276019,Urban,Skip,-1,morethan100K,11,4,8,-1
2,HBSOCREC,4,-1,High,-1,Home,Skip,Skip,SocialRecreation,Skip,VisitFriends,10276019,Urban,Skip,-1,morethan100K,11,4,8,-1
2,HBSOCREC,4,-1,High,-1,VisitFriends,Skip,Skip,ReturnHome,Skip,Home,10276019,Urban,Skip,-1,morethan100K,11,4,8,-1
0,HBSOCREC,2,2,Low,-1,Home,Skip,Skip,SocialRecreation,Skip,HangOut,10276989,Rural,Yes,4,25K-30K,70,1,4,-1
0,HBSOCREC,2,2,Low,-1,HangOut,Skip,Skip,ReturnHome,Skip,Home,10276989,Rural,Yes,4,25K-30K,70,1,4,-1
0,HBSOCREC,2,2,Low,-1,Home,Skip,Skip,SocialRecreation,Skip,GoToGym,10276989,Rural,Yes,4,25K-30K,70,1,4,-1
0,HBSOCREC,2,2,Low,-1,GoToGym,Skip,Skip,ReturnHome,Skip,Home,10276989,Rural,Yes,4,25K-30K,70,1,4,-1
0,HBSOCREC,2,21,Low,-1,Home,Skip,Skip,SocialRecreation,Skip,HangOut,10276989,Rural,Yes,5,25K-30K,69,2,5,-1
0,NHB,2,21,Low,-1,HangOut,Skip,Skip,SocialRecreation,Skip,HangOut,10276989,Rural,Yes,5,25K-30K,69,2,5,-1
0,HBSOCREC,2,21,Low,-1,HangOut,Skip,Skip,ReturnHome,Skip,Home,10276989,Rural,Yes,5,25K-30K,69,2,5,-1
0,HBSOCREC,2,21,Low,-1,Home,Skip,Skip,SocialRecreation,Skip,GoToGym,10276989,Rural,Yes,5,25K-30K,69,2,5,-1
0,HBSOCREC,2,21,Low,-1,GoToGym,Skip,Skip,ReturnHome,Skip,Home,10276989,Rural,Yes,5,25K-30K,69,2,5,-1
0,HBSOCREC,2,0,Moderate,-1,Home,Skip,Skip,SocialRecreation,Skip,GoToGym,10278004,Rural,Yes,7,30K-35K,79,1,8,-1
0,HBSOCREC,2,0,Moderate,-1,GoToGym,Skip,Skip,ReturnHome,Skip,Home,10278004,Rural,Yes,7,30K-35K,79,1,8,-1
0,HBSHOP,2,0,Moderate,-1,Home,Skip,Skip,Shopping,Skip,BuyGoods,10278004,Rural,Yes,7,30K-35K,79,1,8,-1
0,HBSHOP,2,0,Moderate,-1,BuyGoods,Skip,Skip,ReturnHome,Skip,Home,10278004,Rural,Yes,7,30K-35K,79,1,8,-1
0,HBSOCREC,2,0,Moderate,-1,Home,Skip,Skip,SocialRecreation,Skip,GoToGym,10278004,Rural,Yes,7,30K-35K,79,1,8,-1
0,HBSOCREC,2,0,Moderate,-1,GoToGym,Skip,Skip,ReturnHome,Skip,Home,10278004,Rural,Yes,7,30K-35K,79,1,8,-1
0,HBSOCREC,2,0,Moderate,-1,Home,Skip,Skip,SocialRecreation,Skip,GoToGym,10278004,Rural,Yes,7,30K-35K,79,1,8,-1
0,HBSOCREC,2,0,Moderate,-1,GoToGym,Skip,Skip,ReturnHome,Skip,Home,10278004,Rural,Yes,7,30K-35K,79,1,8,-1
0,HBSOCREC,2,0,Moderate,-1,Home,Skip,Skip,SocialRecreation,Skip,SocialRecreational,10278004,Rural,Yes,0,30K-35K,75,2,7,-1
0,NHB,2,0,Moderate,-1,SocialRecreational,Skip,Skip,Family,Skip,GroomingHaircutNails,10278004,Rural,Yes,0,30K-35K,75,2,7,-1
0,HBO,2,0,Moderate,-1,GroomingHaircutNails,Skip,Skip,ReturnHome,Skip,Home,10278004,Rural,Yes,0,30K-35K,75,2,7,-1
0,HBSHOP,2,0,Moderate,-1,Home,Skip,Skip,Family,Skip,Shopping,10278004,Rural,Yes,0,30K-35K,75,2,7,-1
0,HBSHOP,2,0,Moderate,-1,Shopping,Skip,Skip,ReturnHome,Skip,Home,10278004,Rural,Yes,0,30K-35K,75,2,7,-1
0,HBSOCREC,2,0,Moderate,-1,Home,Skip,Skip,SocialRecreation,Skip,SocialRecreational,10278004,Rural,Yes,0,30K-35K,75,2,7,-1
0,HBSOCREC,2,0,Moderate,-1,SocialRecreational,Skip,Skip,ReturnHome,Skip,Home,10278004,Rural,Yes,0,30K-35K,75,2,7,-1
1,HBSOCREC,1,5,Refused,-1,Home,Skip,AlmostEveryday,SocialRecreation,Skip,GoToGym,10279159,Rural,Yes,7,Refused,49,1,2,0
1,HBSOCREC,1,5,Refused,-1,GoToGym,Skip,AlmostEveryday,ReturnHome,Skip,Home,10279159,Rural,Yes,7,Refused,49,1,2,0
1,HBSHOP,3,5,High,-1,Home,Skip,Never,Family,Skip,BuyService,10279225,Urban,Yes,0,45K-50K,60,1,3,-1
1,NHB,3,5,High,-1,BuyService,Skip,Never,Shopping,Skip,BuyGoods,10279225,Urban,Yes,0,45K-50K,60,1,3,-1
1,HBSHOP,3,5,High,-1,BuyGoods,Skip,Never,ReturnHome,Skip,Home,10279225,Urban,Yes,0,45K-50K,60,1,3,-1
1,HBW,3,7,High,20,Home,Skip,SeveralWeek,ToWork,Car,GoToWork,10279225,Urban,Yes,0,45K-50K,61,2,3,5
1,NHB,3,7,High,20,GoToWork,Skip,SeveralWeek,Shopping,Car,BuyGoods,10279225,Urban,Yes,0,45K-50K,61,2,3,5
1,HBSHOP,3,7,High,20,BuyGoods,Skip,SeveralWeek,ReturnHome,Car,Home,10279225,Urban,Yes,0,45K-50K,61,2,3,5
1,HBSOCREC,3,2,High,-1,Home,Skip,OnceMonth,SocialRecreation,Skip,VisitFriends,10279225,Urban,Yes,0,45K-50K,29,3,4,-1
1,NHB,3,2,High,-1,VisitFriends,Skip,OnceMonth,EatMeal,Skip,GetMeal,10279225,Urban,Yes,0,45K-50K,29,3,4,-1
1,NHB,3,2,High,-1,GetMeal,Skip,OnceMonth,SocialRecreation,Skip,VisitFriends,10279225,Urban,Yes,0,45K-50K,29,3,4,-1
1,HBSOCREC,3,2,High,-1,VisitFriends,Skip,OnceMonth,ReturnHome,Skip,Home,10279225,Urban,Yes,0,45K-50K,29,3,4,-1
0,HBSHOP,2,7,Refused,-1,Home,Skip,Never,Shopping,Skip,BuyGoods,10280463,Urban,Yes,0,Refused,88,2,3,-1
0,NHB,2,7,Refused,-1,BuyGoods,Skip,Never,ServePassenger,Skip,PickUpSomeone,10280463,Urban,Yes,0,Refused,88,2,3,-1
0,HBO,2,7,Refused,-1,PickUpSomeone,Skip,Never,ReturnHome,Skip,Home,10280463,Urban,Yes,0,Refused,88,2,3,-1
1,HBO,3,0,VeryLow,-1,Home,Skip,Skip,Medical,Skip,MedicalService,10281899,Urban,Yes,0,15K-20K,61,1,5,-1
1,HBO,3,0,VeryLow,-1,MedicalService,Skip,Skip,ReturnHome,Skip,Home,10281899,Urban,Yes,0,15K-20K,61,1,5,-1
1,HBO,3,0,VeryLow,-1,Home,Skip,Skip,ServePassenger,Skip,PickUpSomeone,10281899,Urban,Yes,0,15K-20K,61,1,5,-1
1,NHB,3,0,VeryLow,-1,PickUpSomeone,Skip,Skip,Family,Skip,BuyService,10281899,Urban,Yes,0,15K-20K,61,1,5,-1
1,HBSHOP,3,0,VeryLow,-1,BuyService,Skip,Skip,ReturnHome,Skip,Home,10281899,Urban,Yes,0,15K-20K,61,1,5,-1
1,HBSHOP,3,1,VeryLow,10,Home,Skip,Skip,Shopping,Car,BuyGoods,10281899,Urban,Yes,0,15K-20K,39,2,7,1
1,NHB,3,1,VeryLow,10,BuyGoods,Skip,Skip,Shopping,Car,BuyGoods,10281899,Urban,Yes,0,15K-20K,39,2,7,1
1,NHB,3,1,VeryLow,10,BuyGoods,Skip,Skip,SocialRecreation,Car,VisitFriends,10281899,Urban,Yes,0,15K-20K,39,2,7,1
1,NHB,3,1,VeryLow,10,VisitFriends,Skip,Skip,Shopping,Car,BuyGoods,10281899,Urban,Yes,0,15K-20K,39,2,7,1
1,NHB,3,1,VeryLow,10,BuyGoods,Skip,Skip,SocialRecreation,Car,Vacation,10281899,Urban,Yes,0,15K-20K,39,2,7,1
1,NHB,3,1,VeryLow,10,Vacation,Skip,Skip,Shopping,Car,BuyGoods,10281899,Urban,Yes,0,15K-20K,39,2,7,1
1,NHB,3,1,VeryLow,10,BuyGoods,Skip,Skip,Other,Car,Other,10281899,Urban,Yes,0,15K-20K,39,2,7,1
1,HBO,3,-1,VeryLow,-1,Home,Skip,Skip,School,Skip,GoSchoolAsStudent,10281899,Urban,Skip,-1,15K-20K,12,3,4,-1
1,HBO,3,-1,VeryLow,-1,GoSchoolAsStudent,Skip,Skip,ReturnHome,Skip,Home,10281899,Urban,Skip,-1,15K-20K,12,3,4,-1
1,HBSHOP,3,-1,VeryLow,-1,Home,Skip,Skip,Shopping,Skip,BuyGoods,10281899,Urban,Skip,-1,15K-20K,12,3,4,-1
1,HBSHOP,3,-1,VeryLow,-1,BuyGoods,Skip,Skip,ReturnHome,Skip,Home,10281899,Urban,Skip,-1,15K-20K,12,3,4,-1
0,HBSOCREC,1,5,High,-1,Home,Skip,Skip,SocialRecreation,Skip,GoToGym,10281974,Urban,No,0,70K-75K,88,1,1,-1
0,HBO,2,-1,ExtremelyLow,-1,Home,Skip,Skip,School,Skip,GoSchoolAsStudent,10286063,Urban,No,-1,5K-10K,15,2,2,-1
0,HBO,2,-1,ExtremelyLow,-1,GoSchoolAsStudent,Skip,Skip,ReturnHome,Skip,Home,10286063,Urban,No,-1,5K-10K,15,2,2,-1
2,NHB,3,3,High,25,Skip,Skip,AlmostEveryday,SocialRecreation,Car,VisitFriends,10287341,Urban,Yes,0,60K-65K,48,1,5,10
2,NHB,3,3,High,25,VisitFriends,Skip,AlmostEveryday,SocialRecreation,Car,VisitFriends,10287341,Urban,Yes,0,60K-65K,48,1,5,10
2,HBSOCREC,3,3,High,25,VisitFriends,Skip,AlmostEveryday,ReturnHome,Car,Home,10287341,Urban,Yes,0,60K-65K,48,1,5,10
2,HBO,3,3,High,25,Home,Skip,AlmostEveryday,Family,Car,PTA,10287341,Urban,Yes,0,60K-65K,48,1,5,10
2,HBO,3,3,High,25,PTA,Skip,AlmostEveryday,ReturnHome,Car,Home,10287341,Urban,Yes,0,60K-65K,48,1,5,10
2,NHB,3,3,High,1,Skip,Skip,OnceWeek,Family,Car,PTA,10287341,Urban,Yes,0,60K-65K,54,2,3,-1
2,NHB,3,3,High,1,PTA,Skip,OnceWeek,SocialRecreation,Car,VisitFriends,10287341,Urban,Yes,0,60K-65K,54,2,3,-1
2,HBSOCREC,3,3,High,1,VisitFriends,Skip,OnceWeek,ReturnHome,Car,Home,10287341,Urban,Yes,0,60K-65K,54,2,3,-1
2,NHB,3,-1,High,-1,Skip,Skip,Skip,SocialRecreation,Skip,GoToGym,10287341,Urban,No,-1,60K-65K,15,3,4,-1
2,HBSOCREC,3,-1,High,-1,GoToGym,Skip,Skip,ReturnHome,Skip,Home,10287341,Urban,No,-1,60K-65K,15,3,4,-1
2,HBSOCREC,3,-1,High,-1,Home,Skip,Skip,SocialRecreation,Skip,VisitFriends,10287341,Urban,No,-1,60K-65K,15,3,4,-1
2,HBSOCREC,3,-1,High,-1,VisitFriends,Skip,Skip,ReturnHome,Skip,Home,10287341,Urban,No,-1,60K-65K,15,3,4,-1
2,HBSOCREC,2,4,High,25,Home,Skip,AlmostEveryday,SocialRecreation,Car,GoToGym,10287453,Urban,Yes,2,80K-100K,58,2,6,11
2,NHB,2,4,High,25,GoToGym,Skip,AlmostEveryday,EatMeal,Car,GetMeal,10287453,Urban,Yes,2,80K-100K,58,2,6,11
2,HBSHOP,2,4,High,25,GetMeal,Skip,AlmostEveryday,ReturnHome,Car,Home,10287453,Urban,Yes,2,80K-100K,58,2,6,11
2,HBSHOP,2,4,High,25,Home,Skip,AlmostEveryday,Shopping,Car,BuyGoods,10287453,Urban,Yes,2,80K-100K,58,2,6,11
2,NHB,2,4,High,25,BuyGoods,Skip,AlmostEveryday,Shopping,Car,BuyGoods,10287453,Urban,Yes,2,80K-100K,58,2,6,11
2,HBSHOP,2,4,High,25,BuyGoods,Skip,AlmostEveryday,ReturnHome,Car,Home,10287453,Urban,Yes,2,80K-100K,58,2,6,11
1,NHB,2,5,High,-1,Skip,Skip,Skip,Shopping,Skip,BuyGas,10287921,Urban,Yes,2,55K-60K,76,1,3,0
1,NHB,2,5,High,-1,BuyGas,Skip,Skip,EatMeal,Skip,GetMeal,10287921,Urban,Yes,2,55K-60K,76,1,3,0
1,HBSHOP,2,5,High,-1,GetMeal,Skip,Skip,ReturnHome,Skip,Home,10287921,Urban,Yes,2,55K-60K,76,1,3,0
1,HBSOCREC,2,0,High,-1,Home,Skip,Skip,SocialRecreation,Skip,GoToGym,10287921,Urban,Yes,6,55K-60K,75,2,5,-1
1,NHB,2,0,High,-1,GoToGym,Skip,Skip,Shopping,Skip,BuyGoods,10287921,Urban,Yes,6,55K-60K,75,2,5,-1
1,HBSHOP,2,0,High,-1,BuyGoods,Skip,Skip,ReturnHome,Skip,Home,10287921,Urban,Yes,6,55K-60K,75,2,5,-1
1,HBSOCREC,2,0,High,-1,Home,Skip,Skip,SocialRecreation,Skip,GoToGym,10287921,Urban,Yes,6,55K-60K,75,2,5,-1
1,HBSOCREC,2,0,High,-1,GoToGym,Skip,Skip,ReturnHome,Skip,Home,10287921,Urban,Yes,6,55K-60K,75,2,5,-1
0,HBSHOP,1,0,Low,-1,Home,Skip,Skip,Shopping,Skip,BuyGoods,10290396,Urban,Yes,0,20K-25K,75,1,2,-1
0,HBSHOP,1,0,Low,-1,BuyGoods,Skip,Skip,ReturnHome,Skip,Home,10290396,Urban,Yes,0,20K-25K,75,1,2,-1
0,HBSHOP,2,0,DontKnow,-1,Home,Skip,Skip,Shopping,Skip,BuyGoods,10292550,Urban,Yes,0,DontKnow,82,1,4,-1
0,NHB,2,0,DontKnow,-1,BuyGoods,Skip,Skip,Shopping,Skip,BuyGoods,10292550,Urban,Yes,0,DontKnow,82,1,4,-1
0,NHB,2,0,DontKnow,-1,BuyGoods,Skip,Skip,Family,Skip,Shopping,10292550,Urban,Yes,0,DontKnow,82,1,4,-1
0,HBSHOP,2,0,DontKnow,-1,Shopping,Skip,Skip,ReturnHome,Skip,Home,10292550,Urban,Yes,0,DontKnow,82,1,4,-1
0,HBSHOP,2,0,DontKnow,-1,Home,Skip,Skip,Shopping,Skip,BuyGoods,10292550,Urban,Yes,0,DontKnow,84,2,4,-1
0,NHB,2,0,DontKnow,-1,BuyGoods,Skip,Skip,Shopping,Skip,BuyGoods,10292550,Urban,Yes,0,DontKnow,84,2,4,-1
0,NHB,2,0,DontKnow,-1,BuyGoods,Skip,Skip,Family,Skip,Shopping,10292550,Urban,Yes,0,DontKnow,84,2,4,-1
0,HBSHOP,2,0,DontKnow,-1,Shopping,Skip,Skip,ReturnHome,Skip,Home,10292550,Urban,Yes,0,DontKnow,84,2,4,-1
1,HBW,1,-1,Skip,-1,Home,Skip,NotAscertained,ToWork,Skip,GoToWork,10293267,Urban,Yes,-1,Skip,-7,1,2,-1
1,HBW,1,-1,Skip,-1,GoToWork,Skip,NotAscertained,ReturnHome,Skip,Home,10293267,Urban,Yes,-1,Skip,-7,1,2,-1
2,HBW,2,6,VeryLow,5,Home,Skip,Skip,ToWork,PickupTruck,GoToWork,10296688,Urban,Yes,0,15K-20K,48,1,2,2
2,HBW,2,6,VeryLow,5,GoToWork,Skip,Skip,ReturnHome,PickupTruck,Home,10296688,Urban,Yes,0,15K-20K,48,1,2,2
2,HBO,3,25,Moderate,-1,Home,Skip,AlmostEveryday,WorkRelated,Skip,OtherWorkRelated,10296866,Urban,Yes,2,35K-40K,19,1,4,-1
2,HBO,3,25,Moderate,-1,OtherWorkRelated,Skip,AlmostEveryday,ReturnHome,Skip,Home,10296866,Urban,Yes,2,35K-40K,19,1,4,-1
2,HBSOCREC,3,25,Moderate,-1,Home,Skip,AlmostEveryday,SocialRecreation,Skip,HangOut,10296866,Urban,Yes,2,35K-40K,19,1,4,-1
2,HBSOCREC,3,25,Moderate,-1,HangOut,Skip,AlmostEveryday,ReturnHome,Skip,Home,10296866,Urban,Yes,2,35K-40K,19,1,4,-1
2,HBO,3,14,Moderate,-1,Home,Skip,OnceMonth,ServePassenger,Skip,DropSomeoneOff,10296866,Urban,Yes,0,35K-40K,55,2,9,-1
2,NHB,3,14,Moderate,-1,DropSomeoneOff,Skip,OnceMonth,Family,Skip,FamilyPersonalBusiness,10296866,Urban,Yes,0,35K-40K,55,2,9,-1
2,NHB,3,14,Moderate,-1,FamilyPersonalBusiness,Skip,OnceMonth,Family,Skip,BuyService,10296866,Urban,Yes,0,35K-40K,55,2,9,-1
2,NHB,3,14,Moderate,-1,BuyService,Skip,OnceMonth,Medical,Skip,MedicalService,10296866,Urban,Yes,0,35K-40K,55,2,9,-1
2,NHB,3,14,Moderate,-1,MedicalService,Skip,OnceMonth,SocialRecreation,Skip,GoToGym,10296866,Urban,Yes,0,35K-40K,55,2,9,-1
2,NHB,3,14,Moderate,-1,GoToGym,Skip,OnceMonth,SocialRecreation,Skip,GoToGym,10296866,Urban,Yes,0,35K-40K,55,2,9,-1
2,NHB,3,14,Moderate,-1,GoToGym,Skip,OnceMonth,School,Skip,GoSchoolAsStudent,10296866,Urban,Yes,0,35K-40K,55,2,9,-1
2,NHB,3,14,Moderate,-1,GoSchoolAsStudent,Skip,OnceMonth,ServePassenger,Skip,PickUpSomeone,10296866,Urban,Yes,0,35K-40K,55,2,9,-1
2,HBO,3,14,Moderate,-1,PickUpSomeone,Skip,OnceMonth,ReturnHome,Skip,Home,10296866,Urban,Yes,0,35K-40K,55,2,9,-1
2,NHB,3,0,Moderate,60,GoToWork,Skip,OnceWeek,ToWork,Car,GoToWork,10296866,Urban,Yes,0,35K-40K,58,3,2,-1
2,NHB,3,0,Moderate,60,GoToWork,Skip,OnceWeek,ReturnWork,Car,ReturnToWork,10296866,Urban,Yes,0,35K-40K,58,3,2,-1
4,HBW,4,15,High,30,Home,Skip,AlmostEveryday,ToWork,PickupTruck,GoToWork,10297108,Urban,Yes,0,65K-70K,46,1,5,9
4,HBW,4,15,High,30,GoToWork,Skip,AlmostEveryday,ReturnHome,PickupTruck,Home,10297108,Urban,Yes,0,65K-70K,46,1,5,9
4,HBSHOP,4,15,High,30,Home,Skip,AlmostEveryday,EatMeal,PickupTruck,GetMeal,10297108,Urban,Yes,0,65K-70K,46,1,5,9
4,NHB,4,15,High,30,GetMeal,Skip,AlmostEveryday,Shopping,PickupTruck,BuyGoods,10297108,Urban,Yes,0,65K-70K,46,1,5,9
4,HBSHOP,4,15,High,30,BuyGoods,Skip,AlmostEveryday,ReturnHome,PickupTruck,Home,10297108,Urban,Yes,0,65K-70K,46,1,5,9
4,HBSHOP,4,5,High,50,Home,Skip,OnceWeek,Family,Car,BuyService,10297108,Urban,Yes,1,65K-70K,35,2,12,40
4,NHB,4,5,High,50,BuyService,Skip,OnceWeek,Family,Car,BuyService,10297108,Urban,Yes,1,65K-70K,35,2,12,40
4,NHB,4,5,High,50,BuyService,Skip,OnceWeek,Shopping,Car,BuyGoods,10297108,Urban,Yes,1,65K-70K,35,2,12,40
4,NHB,4,5,High,50,BuyGoods,Skip,OnceWeek,Shopping,Car,BuyGoods,10297108,Urban,Yes,1,65K-70K,35,2,12,40
4,NHB,4,5,High,50,BuyGoods,Skip,OnceWeek,Shopping,Car,BuyGoods,10297108,Urban,Yes,1,65K-70K,35,2,12,40
4,NHB,4,5,High,50,BuyGoods,Skip,OnceWeek,Shopping,Car,BuyGoods,10297108,Urban,Yes,1,65K-70K,35,2,12,40
4,NHB,4,5,High,50,BuyGoods,Skip,OnceWeek,EatMeal,Car,GetMeal,10297108,Urban,Yes,1,65K-70K,35,2,12,40
4,NHB,4,5,High,50,GetMeal,Skip,OnceWeek,Shopping,Car,BuyGoods,10297108,Urban,Yes,1,65K-70K,35,2,12,40
4,HBSHOP,4,5,High,50,BuyGoods,Skip,OnceWeek,ReturnHome,Car,Home,10297108,Urban,Yes,1,65K-70K,35,2,12,40
4,HBSHOP,4,5,High,50,Home,Skip,OnceWeek,EatMeal,Car,GetMeal,10297108,Urban,Yes,1,65K-70K,35,2,12,40
4,NHB,4,5,High,50,GetMeal,Skip,OnceWeek,Shopping,Car,BuyGoods,10297108,Urban,Yes,1,65K-70K,35,2,12,40
4,HBSHOP,4,5,High,50,BuyGoods,Skip,OnceWeek,ReturnHome,Car,Home,10297108,Urban,Yes,1,65K-70K,35,2,12,40
4,HBSHOP,4,0,High,20,Home,Skip,OnceWeek,Family,PickupTruck,BuyService,10297108,Urban,Yes,0,65K-70K,23,3,6,12
4,NHB,4,0,High,20,BuyService,Skip,OnceWeek,Shopping,PickupTruck,BuyGoods,10297108,Urban,Yes,0,65K-70K,23,3,6,12
4,HBSHOP,4,0,High,20,BuyGoods,Skip,OnceWeek,ReturnHome,PickupTruck,Home,10297108,Urban,Yes,0,65K-70K,23,3,6,12
4,HBSOCREC,4,0,High,20,Home,Skip,OnceWeek,SocialRecreation,PickupTruck,HangOut,10297108,Urban,Yes,0,65K-70K,23,3,6,12
4,NHB,4,0,High,20,HangOut,Skip,OnceWeek,EatMeal,PickupTruck,GetMeal,10297108,Urban,Yes,0,65K-70K,23,3,6,12
4,HBSHOP,4,0,High,20,GetMeal,Skip,OnceWeek,ReturnHome,PickupTruck,Home,10297108,Urban,Yes,0,65K-70K,23,3,6,12
4,NHB,4,3,High,15,Skip,Skip,SeveralWeek,Shopping,Car,BuyGas,10297108,Urban,Yes,0,65K-70K,18,4,10,5
4,HBSHOP,4,3,High,15,BuyGas,Skip,SeveralWeek,ReturnHome,Car,Home,10297108,Urban,Yes,0,65K-70K,18,4,10,5
4,HBW,4,3,High,15,Home,Skip,SeveralWeek,ToWork,Car,GoToWork,10297108,Urban,Yes,0,65K-70K,18,4,10,5
4,NHB,4,3,High,15,GoToWork,Skip,SeveralWeek,EatMeal,Car,GetMeal,10297108,Urban,Yes,0,65K-70K,18,4,10,5
4,NHB,4,3,High,15,GetMeal,Skip,SeveralWeek,ReturnWork,Car,ReturnToWork,10297108,Urban,Yes,0,65K-70K,18,4,10,5
4,NHB,4,3,High,15,ReturnToWork,Skip,SeveralWeek,ServePassenger,Car,PickUpSomeone,10297108,Urban,Yes,0,65K-70K,18,4,10,5
4,NHB,4,3,High,15,PickUpSomeone,Skip,SeveralWeek,Shopping,Car,BuyGoods,10297108,Urban,Yes,0,65K-70K,18,4,10,5
4,NHB,4,3,High,15,BuyGoods,Skip,SeveralWeek,EatMeal,Car,GetMeal,10297108,Urban,Yes,0,65K-70K,18,4,10,5
4,NHB,4,3,High,15,GetMeal,Skip,SeveralWeek,ServePassenger,Car,DropSomeoneOff,10297108,Urban,Yes,0,65K-70K,18,4,10,5
4,HBO,4,3,High,15,DropSomeoneOff,Skip,SeveralWeek,ReturnHome,Car,Home,10297108,Urban,Yes,0,65K-70K,18,4,10,5
1,HBSHOP,2,5,Moderate,-1,Home,Skip,Skip,Family,Skip,BuyService,10297162,Urban,Yes,0,35K-40K,68,1,5,-1
1,NHB,2,5,Moderate,-1,BuyService,Skip,Skip,Family,Skip,FamilyPersonalBusiness,10297162,Urban,Yes,0,35K-40K,68,1,5,-1
1,NHB,2,5,Moderate,-1,FamilyPersonalBusiness,Skip,Skip,EatMeal,Skip,GetMeal,10297162,Urban,Yes,0,35K-40K,68,1,5,-1
