WRKCOUNT,TRIPPURP,HHSIZE,NWALKTRP,HHFAMINC2,TIMETOWK,WHYFROM,WKFMHMXX,WEBUSE,WEBUSE,WHYTRP1S,WRKTRANS,WHYTO,HOUSEID,URBRUR,DRIVER,NBIKETRP,HHFAMINC,R_AGE,PERSONID,CNTTDTR,GCDWORK
1,HBO,4,6,High,-1,Home,Skip,1,Daily,Shopping,NotAscertained,Errands,30064779,Urban,Yes,0,100K-125K,41,1,5,-9.0
1,HBO,4,6,High,-1,Errands,Skip,1,Daily,Home,NotAscertained,Home,30064779,Urban,Yes,0,100K-125K,41,1,5,-9.0
1,HBSHOP,4,5,High,-1,Home,Skip,1,Daily,Shopping,Skip,BuyGoods,30064779,Urban,Yes,0,100K-125K,47,2,3,-9.0
1,NHB,4,5,High,-1,BuyGoods,Skip,1,Daily,Shopping,Skip,BuyGoods,30064779,Urban,Yes,0,100K-125K,47,2,3,-9.0
1,HBSHOP,4,5,High,-1,BuyGoods,Skip,1,Daily,Home,Skip,Home,30064779,Urban,Yes,0,100K-125K,47,2,3,-9.0
0,HBO,2,15,Low,-1,Home,Skip,1,Daily,Medical,Skip,MedicalService,30066120,Urban,Yes,0,35K-50K,66,1,3,-9.0
0,NHB,2,15,Low,-1,MedicalService,Skip,1,Daily,Meals,Skip,BuyMeals,30066120,Urban,Yes,0,35K-50K,66,1,3,-9.0
0,HBSHOP,2,15,Low,-1,BuyMeals,Skip,1,Daily,Home,Skip,Home,30066120,Urban,Yes,0,35K-50K,66,1,3,-9.0
0,HBSHOP,2,4,Low,-1,Home,Skip,1,Daily,Meals,Skip,BuyMeals,30066120,Urban,Yes,0,35K-50K,69,2,2,-9.0
0,HBSHOP,2,4,Low,-1,BuyMeals,Skip,1,Daily,Home,Skip,Home,30066120,Urban,Yes,0,35K-50K,69,2,2,-9.0
2,HBO,4,3,Low,65,Home,Skip,1,Daily,TransportSomeone,Car,PickUpOrDropSomeone,30066305,Urban,Yes,0,35K-50K,52,2,4,41.55
2,HBO,4,3,Low,65,PickUpOrDropSomeone,Skip,1,Daily,Home,Car,Home,30066305,Urban,Yes,0,35K-50K,52,2,4,41.55
2,HBW,4,3,Low,65,Home,Skip,1,Daily,WorkRelated,Car,Work,30066305,Urban,Yes,0,35K-50K,52,2,4,41.55
2,HBW,4,3,Low,65,Work,Skip,1,Daily,Home,Car,Home,30066305,Urban,Yes,0,35K-50K,52,2,4,41.55
2,HBO,4,0,Low,-1,Home,Skip,1,Daily,SchoolOrReligious,Skip,GoSchoolAsStudent,30066305,Urban,Skip,0,35K-50K,12,3,2,-9.0
2,HBO,4,0,Low,-1,GoSchoolAsStudent,Skip,1,Daily,Home,Skip,Home,30066305,Urban,Skip,0,35K-50K,12,3,2,-9.0
2,HBO,4,5,Low,-1,Home,Skip,1,Daily,Home,Skip,Home,30066305,Urban,Skip,0,35K-50K,12,4,2,-9.0
2,HBO,4,5,Low,-1,Home,Skip,1,Daily,Home,Skip,Home,30066305,Urban,Skip,0,35K-50K,12,4,2,-9.0
2,HBO,3,1,High,50,Home,FewYear,1,Daily,TransportSomeone,SUV,PickUpOrDropSomeone,30067260,Urban,Yes,0,morethan200K,47,1,5,34.53
2,NHB,3,1,High,50,PickUpOrDropSomeone,FewYear,1,Daily,SocialRecreation,SUV,GoToGym,30067260,Urban,Yes,0,morethan200K,47,1,5,34.53
2,HBSOCREC,3,1,High,50,GoToGym,FewYear,1,Daily,Home,SUV,Home,30067260,Urban,Yes,0,morethan200K,47,1,5,34.53
2,HBW,3,1,High,50,Home,FewYear,1,Daily,WorkRelated,SUV,Work,30067260,Urban,Yes,0,morethan200K,47,1,5,34.53
2,NHB,3,1,High,50,Work,FewYear,1,Daily,SocialRecreation,SUV,VisitFriends,30067260,Urban,Yes,0,morethan200K,47,1,5,34.53
2,HBO,3,2,High,50,Home,FewYear,1,Daily,TransportSomeone,PickupTruck,PickUpOrDropSomeone,30067260,Urban,Yes,0,morethan200K,51,2,5,34.53
2,HBO,3,2,High,50,PickUpOrDropSomeone,FewYear,1,Daily,Home,PickupTruck,Home,30067260,Urban,Yes,0,morethan200K,51,2,5,34.53
2,HBO,3,2,High,50,Home,FewYear,1,Daily,Home,PickupTruck,Home,30067260,Urban,Yes,0,morethan200K,51,2,5,34.53
2,HBW,3,2,High,50,Home,FewYear,1,Daily,WorkRelated,PickupTruck,Work,30067260,Urban,Yes,0,morethan200K,51,2,5,34.53
2,HBW,3,2,High,50,Work,FewYear,1,Daily,Home,PickupTruck,Home,30067260,Urban,Yes,0,morethan200K,51,2,5,34.53
2,HBO,3,0,High,-1,Home,Skip,1,Daily,TransportSomeone,Skip,PickUpOrDropSomeone,30067260,Urban,Yes,0,morethan200K,16,3,2,-9.0
2,NHB,3,0,High,-1,PickUpOrDropSomeone,Skip,1,Daily,SocialRecreation,Skip,SocialRecreational,30067260,Urban,Yes,0,morethan200K,16,3,2,-9.0
0,HBO,2,15,High,-1,Home,Skip,1,Daily,SchoolOrReligious,Skip,Religious,30067576,Urban,Yes,0,100K-125K,76,1,4,-9.0
0,HBO,2,15,High,-1,Religious,Skip,1,Daily,Home,Skip,Home,30067576,Urban,Yes,0,100K-125K,76,1,4,-9.0
0,HBSHOP,2,15,High,-1,Home,Skip,1,Daily,Meals,Skip,BuyMeals,30067576,Urban,Yes,0,100K-125K,76,1,4,-9.0
0,HBSHOP,2,15,High,-1,BuyMeals,Skip,1,Daily,Home,Skip,Home,30067576,Urban,Yes,0,100K-125K,76,1,4,-9.0
0,HBO,2,24,High,-1,Home,Skip,1,Daily,SchoolOrReligious,Skip,Religious,30067576,Urban,Yes,0,100K-125K,74,2,4,-9.0
0,HBO,2,24,High,-1,Religious,Skip,1,Daily,Home,Skip,Home,30067576,Urban,Yes,0,100K-125K,74,2,4,-9.0
0,HBSHOP,2,24,High,-1,Home,Skip,1,Daily,Meals,Skip,BuyMeals,30067576,Urban,Yes,0,100K-125K,74,2,4,-9.0
0,HBSHOP,2,24,High,-1,BuyMeals,Skip,1,Daily,Home,Skip,Home,30067576,Urban,Yes,0,100K-125K,74,2,4,-9.0
1,HBW,2,0,High,13,Work,Skip,1,Daily,Home,PickupTruck,Home,30068176,Urban,Yes,0,100K-125K,54,1,3,5.44
1,HBSHOP,2,0,High,13,Home,Skip,1,Daily,Meals,PickupTruck,BuyMeals,30068176,Urban,Yes,0,100K-125K,54,1,3,5.44
1,HBSHOP,2,0,High,13,BuyMeals,Skip,1,Daily,Home,PickupTruck,Home,30068176,Urban,Yes,0,100K-125K,54,1,3,5.44
1,HBSHOP,2,0,High,-1,Home,Skip,1,Daily,Shopping,Skip,BuyGoods,30068176,Urban,Yes,0,100K-125K,52,2,4,-9.0
1,HBSHOP,2,0,High,-1,BuyGoods,Skip,1,Daily,Home,Skip,Home,30068176,Urban,Yes,0,100K-125K,52,2,4,-9.0
1,HBSHOP,2,0,High,-1,Home,Skip,1,Daily,Meals,Skip,BuyMeals,30068176,Urban,Yes,0,100K-125K,52,2,4,-9.0
1,HBSHOP,2,0,High,-1,BuyMeals,Skip,1,Daily,Home,Skip,Home,30068176,Urban,Yes,0,100K-125K,52,2,4,-9.0
1,NHB,2,25,High,15,MedicalService,OnceWeekMore,1,Daily,Medical,SUV,MedicalService,30069137,Urban,Yes,0,150K-200K,69,1,8,4.45
1,HBO,2,25,High,15,MedicalService,OnceWeekMore,1,Daily,Home,SUV,Home,30069137,Urban,Yes,0,150K-200K,69,1,8,4.45
1,HBSOCREC,2,25,High,15,Home,OnceWeekMore,1,Daily,SocialRecreation,SUV,VisitFriends,30069137,Urban,Yes,0,150K-200K,69,1,8,4.45
1,NHB,2,25,High,15,VisitFriends,OnceWeekMore,1,Daily,SocialRecreation,SUV,VisitFriends,30069137,Urban,Yes,0,150K-200K,69,1,8,4.45
1,NHB,2,25,High,15,VisitFriends,OnceWeekMore,1,Daily,Meals,SUV,BuyMeals,30069137,Urban,Yes,0,150K-200K,69,1,8,4.45
1,HBSHOP,2,25,High,15,BuyMeals,OnceWeekMore,1,Daily,Home,SUV,Home,30069137,Urban,Yes,0,150K-200K,69,1,8,4.45
1,HBSOCREC,2,25,High,15,Home,OnceWeekMore,1,Daily,SocialRecreation,SUV,SocialRecreational,30069137,Urban,Yes,0,150K-200K,69,1,8,4.45
1,HBSOCREC,2,25,High,15,SocialRecreational,OnceWeekMore,1,Daily,Home,SUV,Home,30069137,Urban,Yes,0,150K-200K,69,1,8,4.45
1,HBSOCREC,2,20,High,-1,Home,Skip,1,Daily,SocialRecreation,Skip,GoToGym,30069137,Urban,Yes,0,150K-200K,68,2,2,-9.0
1,HBSOCREC,2,20,High,-1,GoToGym,Skip,1,Daily,Home,Skip,Home,30069137,Urban,Yes,0,150K-200K,68,2,2,-9.0
2,NHB,2,25,High,20,Work,AlmostEveryDay,1,Daily,WorkRelated,SUV,Work,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,NHB,2,25,High,20,Work,AlmostEveryDay,1,Daily,WorkRelated,SUV,Work,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,NHB,2,25,High,20,Work,AlmostEveryDay,1,Daily,WorkRelated,SUV,Work,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,NHB,2,25,High,20,Work,AlmostEveryDay,1,Daily,WorkRelated,SUV,Work,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,NHB,2,25,High,20,Work,AlmostEveryDay,1,Daily,WorkRelated,SUV,Work,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,NHB,2,25,High,20,Work,AlmostEveryDay,1,Daily,Other,SUV,ChangeTransport,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,NHB,2,25,High,20,ChangeTransport,AlmostEveryDay,1,Daily,WorkRelated,SUV,Work,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,NHB,2,25,High,20,Work,AlmostEveryDay,1,Daily,WorkRelated,SUV,Work,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,NHB,2,25,High,20,Work,AlmostEveryDay,1,Daily,WorkRelated,SUV,Work,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,NHB,2,25,High,20,Work,AlmostEveryDay,1,Daily,WorkRelated,SUV,Work,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,NHB,2,25,High,20,Work,AlmostEveryDay,1,Daily,WorkRelated,SUV,Work,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,NHB,2,25,High,20,Work,AlmostEveryDay,1,Daily,Meals,SUV,BuyMeals,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,NHB,2,25,High,20,BuyMeals,AlmostEveryDay,1,Daily,WorkRelated,SUV,Work,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,NHB,2,25,High,20,Work,AlmostEveryDay,1,Daily,WorkRelated,SUV,Work,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,HBW,2,25,High,20,Work,AlmostEveryDay,1,Daily,Home,SUV,Home,30069803,Urban,Yes,0,75K-100K,58,1,15,2.14
2,HBW,2,7,High,-1,WFH,Skip,1,Daily,WorkRelated,NotAscertained,WorkRelated,30069803,Urban,Yes,0,75K-100K,57,2,2,-9.0
2,HBW,2,7,High,-1,WorkRelated,Skip,1,Daily,Home,NotAscertained,Home,30069803,Urban,Yes,0,75K-100K,57,2,2,-9.0
3,HBO,4,7,High,-1,WFH,Skip,1,Daily,Medical,NotAscertained,MedicalService,30072309,Urban,Yes,0,morethan200K,69,1,3,-9.0
3,HBO,4,7,High,-1,MedicalService,Skip,1,Daily,Home,NotAscertained,WFH,30072309,Urban,Yes,0,morethan200K,69,1,3,-9.0
3,HBO,4,7,High,-1,WFH,Skip,1,Daily,Home,NotAscertained,Home,30072309,Urban,Yes,0,morethan200K,69,1,3,-9.0
3,HBW,4,7,High,10,Home,Skip,1,Daily,WorkRelated,SUV,Work,30072309,Urban,Yes,0,morethan200K,68,2,7,0.71
3,NHB,4,7,High,10,Work,Skip,1,Daily,WorkRelated,SUV,Work,30072309,Urban,Yes,0,morethan200K,68,2,7,0.71
3,NHB,4,7,High,10,Work,Skip,1,Daily,TransportSomeone,SUV,PickUpOrDropSomeone,30072309,Urban,Yes,0,morethan200K,68,2,7,0.71
3,NHB,4,7,High,10,PickUpOrDropSomeone,Skip,1,Daily,TransportSomeone,SUV,PickUpOrDropSomeone,30072309,Urban,Yes,0,morethan200K,68,2,7,0.71
3,NHB,4,7,High,10,PickUpOrDropSomeone,Skip,1,Daily,WorkRelated,SUV,Work,30072309,Urban,Yes,0,morethan200K,68,2,7,0.71
3,HBW,4,7,High,10,Work,Skip,1,Daily,Home,SUV,Home,30072309,Urban,Yes,0,morethan200K,68,2,7,0.71
3,HBO,4,7,High,10,Home,Skip,1,Daily,Home,SUV,Home,30072309,Urban,Yes,0,morethan200K,68,2,7,0.71
3,HBW,4,1,High,-1,WFH,Skip,1,Daily,WorkRelated,NotAscertained,Work,30072309,Urban,No,0,morethan200K,74,4,2,-9.0
3,HBW,4,1,High,-1,Work,Skip,1,Daily,Home,NotAscertained,Home,30072309,Urban,No,0,morethan200K,74,4,2,-9.0
0,HBSHOP,1,7,Low,-1,Home,Skip,1,Daily,Shopping,Skip,BuyGoods,30072666,Urban,Yes,0,35K-50K,75,1,2,-9.0
0,HBSHOP,1,7,Low,-1,BuyGoods,Skip,1,Daily,Home,Skip,Home,30072666,Urban,Yes,0,35K-50K,75,1,2,-9.0
0,HBSOCREC,2,5,High,-1,Home,Skip,1,Daily,SocialRecreation,Skip,GoToGym,30072890,Urban,Yes,0,100K-125K,65,1,4,-9.0
0,HBSOCREC,2,5,High,-1,GoToGym,Skip,1,Daily,Home,Skip,Home,30072890,Urban,Yes,0,100K-125K,65,1,4,-9.0
0,HBSOCREC,2,5,High,-1,Home,Skip,1,Daily,SocialRecreation,Skip,VisitFriends,30072890,Urban,Yes,0,100K-125K,65,1,4,-9.0
0,HBSOCREC,2,5,High,-1,VisitFriends,Skip,1,Daily,Home,Skip,Home,30072890,Urban,Yes,0,100K-125K,65,1,4,-9.0
0,HBSOCREC,2,3,High,-1,Home,Skip,1,Daily,SocialRecreation,Skip,VisitFriends,30072890,Urban,Yes,0,100K-125K,61,2,2,-9.0
0,HBSOCREC,2,3,High,-1,VisitFriends,Skip,1,Daily,Home,Skip,Home,30072890,Urban,Yes,0,100K-125K,61,2,2,-9.0
1,HBO,1,6,High,-1,Home,Skip,1,Daily,Other,NotAscertained,Volunteer,30073694,Urban,Yes,0,100K-125K,73,1,5,-9.0
1,HBO,1,6,High,-1,Volunteer,Skip,1,Daily,Home,NotAscertained,Home,30073694,Urban,Yes,0,100K-125K,73,1,5,-9.0
1,HBSHOP,1,6,High,-1,Home,Skip,1,Daily,Meals,NotAscertained,BuyMeals,30073694,Urban,Yes,0,100K-125K,73,1,5,-9.0
1,NHB,1,6,High,-1,BuyMeals,Skip,1,Daily,SocialRecreation,NotAscertained,VisitFriends,30073694,Urban,Yes,0,100K-125K,73,1,5,-9.0
1,HBSOCREC,1,6,High,-1,VisitFriends,Skip,1,Daily,Home,NotAscertained,Home,30073694,Urban,Yes,0,100K-125K,73,1,5,-9.0
0,HBO,1,8,VeryLow,-1,Home,Skip,5,Never,SchoolOrReligious,Skip,Religious,30074036,Urban,Yes,0,15K-25K,85,1,3,-9.0
0,NHB,1,8,VeryLow,-1,Religious,Skip,5,Never,Shopping,Skip,Errands,30074036,Urban,Yes,0,15K-25K,85,1,3,-9.0
0,HBO,1,8,VeryLow,-1,Errands,Skip,5,Never,Home,Skip,Home,30074036,Urban,Yes,0,15K-25K,85,1,3,-9.0
2,HBW,3,1,High,30,Home,Skip,1,Daily,WorkRelated,SUV,Work,30075592,Urban,Yes,0,150K-200K,51,1,4,17.17
2,NHB,3,1,High,30,Work,Skip,1,Daily,Shopping,SUV,BuyGoods,30075592,Urban,Yes,0,150K-200K,51,1,4,17.17
2,NHB,3,1,High,30,BuyGoods,Skip,1,Daily,WorkRelated,SUV,Work,30075592,Urban,Yes,0,150K-200K,51,1,4,17.17
2,HBW,3,1,High,30,Work,Skip,1,Daily,Home,SUV,Home,30075592,Urban,Yes,0,150K-200K,51,1,4,17.17
2,HBW,3,0,High,10,Home,Skip,1,Daily,WorkRelated,PickupTruck,Work,30075592,Urban,Yes,0,150K-200K,53,2,4,6.36
2,NHB,3,0,High,10,Work,Skip,1,Daily,Meals,PickupTruck,BuyMeals,30075592,Urban,Yes,0,150K-200K,53,2,4,6.36
2,NHB,3,0,High,10,BuyMeals,Skip,1,Daily,WorkRelated,PickupTruck,Work,30075592,Urban,Yes,0,150K-200K,53,2,4,6.36
2,HBW,3,0,High,10,Work,Skip,1,Daily,Home,PickupTruck,Home,30075592,Urban,Yes,0,150K-200K,53,2,4,6.36
2,HBO,3,1,High,-1,Home,Skip,1,Daily,SchoolOrReligious,Skip,GoSchoolAsStudent,30075592,Urban,Yes,0,150K-200K,20,3,2,-9.0
2,HBO,3,1,High,-1,GoSchoolAsStudent,Skip,1,Daily,Home,Skip,Home,30075592,Urban,Yes,0,150K-200K,20,3,2,-9.0
1,HBSHOP,1,36,Moderate,-1,WFH,Skip,1,Daily,Meals,NotAscertained,BuyMeals,30077179,Urban,Yes,1,50K-75K,72,1,5,-9.0
1,NHB,1,36,Moderate,-1,BuyMeals,Skip,1,Daily,Shopping,NotAscertained,Errands,30077179,Urban,Yes,1,50K-75K,72,1,5,-9.0
1,NHB,1,36,Moderate,-1,Errands,Skip,1,Daily,Shopping,NotAscertained,BuyService,30077179,Urban,Yes,1,50K-75K,72,1,5,-9.0
1,NHB,1,36,Moderate,-1,BuyService,Skip,1,Daily,Shopping,NotAscertained,BuyGoods,30077179,Urban,Yes,1,50K-75K,72,1,5,-9.0
1,HBSHOP,1,36,Moderate,-1,BuyGoods,Skip,1,Daily,Home,NotAscertained,WFH,30077179,Urban,Yes,1,50K-75K,72,1,5,-9.0
2,HBSOCREC,4,10,High,-1,WFH,Skip,1,Daily,SocialRecreation,NotAscertained,GoToGym,30078122,Urban,Yes,0,125K-150K,47,1,10,-9.0
2,NHB,4,10,High,-1,GoToGym,Skip,1,Daily,Shopping,NotAscertained,BuyService,30078122,Urban,Yes,0,125K-150K,47,1,10,-9.0
2,NHB,4,10,High,-1,BuyService,Skip,1,Daily,Medical,NotAscertained,MedicalService,30078122,Urban,Yes,0,125K-150K,47,1,10,-9.0
2,HBO,4,10,High,-1,MedicalService,Skip,1,Daily,Home,NotAscertained,WFH,30078122,Urban,Yes,0,125K-150K,47,1,10,-9.0
2,HBO,4,10,High,-1,WFH,Skip,1,Daily,TransportSomeone,NotAscertained,PickUpOrDropSomeone,30078122,Urban,Yes,0,125K-150K,47,1,10,-9.0
2,NHB,4,10,High,-1,PickUpOrDropSomeone,Skip,1,Daily,Meals,NotAscertained,BuyMeals,30078122,Urban,Yes,0,125K-150K,47,1,10,-9.0
2,NHB,4,10,High,-1,BuyMeals,Skip,1,Daily,TransportSomeone,NotAscertained,PickUpOrDropSomeone,30078122,Urban,Yes,0,125K-150K,47,1,10,-9.0
2,NHB,4,10,High,-1,PickUpOrDropSomeone,Skip,1,Daily,TransportSomeone,NotAscertained,PickUpOrDropSomeone,30078122,Urban,Yes,0,125K-150K,47,1,10,-9.0
2,NHB,4,10,High,-1,PickUpOrDropSomeone,Skip,1,Daily,Meals,NotAscertained,BuyMeals,30078122,Urban,Yes,0,125K-150K,47,1,10,-9.0
2,HBSHOP,4,10,High,-1,BuyMeals,Skip,1,Daily,Home,NotAscertained,Home,30078122,Urban,Yes,0,125K-150K,47,1,10,-9.0
2,HBO,4,10,High,5,Home,OnceWeekMore,1,Daily,TransportSomeone,Car,PickUpOrDropSomeone,30078122,Urban,Yes,0,125K-150K,45,2,7,0.81
2,NHB,4,10,High,5,PickUpOrDropSomeone,OnceWeekMore,1,Daily,SocialRecreation,Car,GoToGym,30078122,Urban,Yes,0,125K-150K,45,2,7,0.81
2,NHB,4,10,High,5,GoToGym,OnceWeekMore,1,Daily,WorkRelated,Car,Work,30078122,Urban,Yes,0,125K-150K,45,2,7,0.81
2,HBW,4,10,High,5,Work,OnceWeekMore,1,Daily,Home,Car,Home,30078122,Urban,Yes,0,125K-150K,45,2,7,0.81
2,HBW,4,10,High,5,Home,OnceWeekMore,1,Daily,WorkRelated,Car,Work,30078122,Urban,Yes,0,125K-150K,45,2,7,0.81
2,NHB,4,10,High,5,Work,OnceWeekMore,1,Daily,Other,Car,Volunteer,30078122,Urban,Yes,0,125K-150K,45,2,7,0.81
2,NHB,4,10,High,5,Volunteer,OnceWeekMore,1,Daily,Other,Car,Volunteer,30078122,Urban,Yes,0,125K-150K,45,2,7,0.81
2,HBO,4,3,High,-1,Home,Skip,1,Daily,SchoolOrReligious,Skip,GoSchoolAsStudent,30078122,Urban,Yes,2,125K-150K,15,3,4,-9.0
2,NHB,4,3,High,-1,GoSchoolAsStudent,Skip,1,Daily,Meals,Skip,BuyMeals,30078122,Urban,Yes,2,125K-150K,15,3,4,-9.0
2,NHB,4,3,High,-1,BuyMeals,Skip,1,Daily,SocialRecreation,Skip,SocialRecreational,30078122,Urban,Yes,2,125K-150K,15,3,4,-9.0
2,HBSOCREC,4,3,High,-1,SocialRecreational,Skip,1,Daily,Home,Skip,Home,30078122,Urban,Yes,2,125K-150K,15,3,4,-9.0
2,HBO,4,3,High,-1,Home,Skip,1,Daily,SchoolOrReligious,Skip,GoSchoolAsStudent,30078122,Urban,Skip,0,125K-150K,13,4,3,-9.0
2,NHB,4,3,High,-1,GoSchoolAsStudent,Skip,1,Daily,Meals,Skip,BuyMeals,30078122,Urban,Skip,0,125K-150K,13,4,3,-9.0
2,HBSHOP,4,3,High,-1,BuyMeals,Skip,1,Daily,Home,Skip,Home,30078122,Urban,Skip,0,125K-150K,13,4,3,-9.0
2,HBSOCREC,2,7,High,20,Home,Skip,1,Daily,SocialRecreation,Bicycle,SocialRecreational,30078749,Urban,Yes,14,100K-125K,27,1,5,1.85
2,HBSOCREC,2,7,High,20,SocialRecreational,Skip,1,Daily,Home,Bicycle,Home,30078749,Urban,Yes,14,100K-125K,27,1,5,1.85
2,HBSHOP,2,7,High,20,Home,Skip,1,Daily,Meals,Bicycle,BuyMeals,30078749,Urban,Yes,14,100K-125K,27,1,5,1.85
2,NHB,2,7,High,20,BuyMeals,Skip,1,Daily,Shopping,Bicycle,BuyGoods,30078749,Urban,Yes,14,100K-125K,27,1,5,1.85
2,HBSHOP,2,7,High,20,BuyGoods,Skip,1,Daily,Home,Bicycle,Home,30078749,Urban,Yes,14,100K-125K,27,1,5,1.85
2,HBW,2,5,High,40,Home,OnceWeekMore,1,Daily,WorkRelated,Bicycle,Work,30078749,Urban,Yes,14,100K-125K,35,2,5,5.14
2,HBW,2,5,High,40,Work,OnceWeekMore,1,Daily,Home,Bicycle,WFH,30078749,Urban,Yes,14,100K-125K,35,2,5,5.14
2,HBSHOP,2,5,High,40,WFH,OnceWeekMore,1,Daily,Meals,Bicycle,BuyMeals,30078749,Urban,Yes,14,100K-125K,35,2,5,5.14
2,NHB,2,5,High,40,BuyMeals,OnceWeekMore,1,Daily,Shopping,Bicycle,BuyGoods,30078749,Urban,Yes,14,100K-125K,35,2,5,5.14
2,HBSHOP,2,5,High,40,BuyGoods,OnceWeekMore,1,Daily,Home,Bicycle,Home,30078749,Urban,Yes,14,100K-125K,35,2,5,5.14
1,HBSHOP,3,7,ExtremelyLow,-1,WFH,Skip,1,Daily,Shopping,NotAscertained,BuyGoods,30079270,Urban,Yes,0,10K-15K,40,1,2,-9.0
1,HBSHOP,3,7,ExtremelyLow,-1,BuyGoods,Skip,1,Daily,Home,NotAscertained,WFH,30079270,Urban,Yes,0,10K-15K,40,1,2,-9.0
1,HBO,3,7,ExtremelyLow,-1,Home,Skip,1,Daily,SchoolOrReligious,Skip,GoSchoolAsStudent,30079270,Urban,Yes,0,10K-15K,15,2,3,-9.0
1,NHB,3,7,ExtremelyLow,-1,GoSchoolAsStudent,Skip,1,Daily,Meals,Skip,BuyMeals,30079270,Urban,Yes,0,10K-15K,15,2,3,-9.0
1,HBSHOP,3,7,ExtremelyLow,-1,BuyMeals,Skip,1,Daily,Home,Skip,Home,30079270,Urban,Yes,0,10K-15K,15,2,3,-9.0
1,HBO,3,5,ExtremelyLow,-1,Home,Skip,1,Daily,SchoolOrReligious,Skip,GoSchoolAsStudent,30079270,Urban,Skip,0,10K-15K,11,3,2,-9.0
1,HBO,3,5,ExtremelyLow,-1,GoSchoolAsStudent,Skip,1,Daily,Home,Skip,Home,30079270,Urban,Skip,0,10K-15K,11,3,2,-9.0
0,NHB,2,0,High,-1,AdultCare,Skip,1,Daily,SocialRecreation,Skip,VisitFriends,30079495,Urban,Yes,0,100K-125K,67,1,2,-9.0
0,HBSOCREC,2,0,High,-1,VisitFriends,Skip,1,Daily,Home,Skip,Home,30079495,Urban,Yes,0,100K-125K,67,1,2,-9.0
2,HBW,2,2,High,25,Home,FewYear,1,Daily,WorkRelated,Car,Work,30080793,Urban,Yes,0,100K-125K,55,1,4,17.9
2,NHB,2,2,High,25,Work,FewYear,1,Daily,Meals,Car,BuyMeals,30080793,Urban,Yes,0,100K-125K,55,1,4,17.9
2,NHB,2,2,High,25,BuyMeals,FewYear,1,Daily,WorkRelated,Car,Work,30080793,Urban,Yes,0,100K-125K,55,1,4,17.9
2,HBW,2,2,High,25,Work,FewYear,1,Daily,Home,Car,Home,30080793,Urban,Yes,0,100K-125K,55,1,4,17.9
2,HBW,2,1,High,25,Home,Skip,1,Daily,WorkRelated,PickupTruck,Work,30080793,Urban,Yes,0,100K-125K,58,2,2,17.17
2,HBW,2,1,High,25,Work,Skip,1,Daily,Home,PickupTruck,Home,30080793,Urban,Yes,0,100K-125K,58,2,2,17.17
2,HBO,5,3,Low,15,Home,Skip,1,Daily,TransportSomeone,SUV,PickUpOrDropSomeone,30081971,Urban,Yes,2,25K-35K,33,1,7,3.77
2,NHB,5,3,Low,15,PickUpOrDropSomeone,Skip,1,Daily,WorkRelated,SUV,Work,30081971,Urban,Yes,2,25K-35K,33,1,7,3.77
2,HBW,5,3,Low,15,Work,Skip,1,Daily,Home,SUV,Home,30081971,Urban,Yes,2,25K-35K,33,1,7,3.77
2,HBO,5,3,Low,15,Home,Skip,1,Daily,TransportSomeone,SUV,PickUpOrDropSomeone,30081971,Urban,Yes,2,25K-35K,33,1,7,3.77
2,HBO,5,3,Low,15,PickUpOrDropSomeone,Skip,1,Daily,Home,SUV,Home,30081971,Urban,Yes,2,25K-35K,33,1,7,3.77
2,HBO,5,3,Low,15,Home,Skip,1,Daily,TransportSomeone,SUV,PickUpOrDropSomeone,30081971,Urban,Yes,2,25K-35K,33,1,7,3.77
2,HBO,5,3,Low,15,PickUpOrDropSomeone,Skip,1,Daily,Home,SUV,Home,30081971,Urban,Yes,2,25K-35K,33,1,7,3.77
2,HBW,5,4,Low,15,Home,Skip,1,Daily,WorkRelated,Bicycle,Work,30081971,Urban,No,5,25K-35K,31,2,2,1.42
2,HBW,5,4,Low,15,Work,Skip,1,Daily,Home,Bicycle,Home,30081971,Urban,No,5,25K-35K,31,2,2,1.42
2,HBO,5,3,Low,-1,Home,Skip,1,Daily,SchoolOrReligious,Skip,ChildCare,30081971,Urban,Skip,3,25K-35K,8,3,6,-9.0
2,NHB,5,3,Low,-1,ChildCare,Skip,1,Daily,SchoolOrReligious,Skip,GoSchoolAsStudent,30081971,Urban,Skip,3,25K-35K,8,3,6,-9.0
2,NHB,5,3,Low,-1,GoSchoolAsStudent,Skip,1,Daily,SchoolOrReligious,Skip,ChildCare,30081971,Urban,Skip,3,25K-35K,8,3,6,-9.0
