HOUSEID,PERSONID,URBRUR,WHYFROM,DRIVER,WHYTO,WHYTRP1S,HHFAMINC,TRIPPURP,WRKCOUNT,R_AGE,USULDRV,WEBUSE,WKFMHMXX,WRKTRANS,GCDWORK,CNTTDTR,NWALKTRP,NBIKETRP,DISTTOWK,TIMETOWK,HHSIZE,HHFAMINC2
10336913,1,Rural,Home,Yes,HangOut,SocialRecreation,65K-70K,HBSOCREC,1,57,Skip,AlmostEveryday,Skip,Skip,-1,6,14,0,-9.0,-1,2,2
10336913,1,Rural,HangOut,Yes,Home,ReturnHome,65K-70K,HBSOCREC,1,57,Skip,AlmostEveryday,Skip,Skip,-1,6,14,0,-9.0,-1,2,2
10336913,1,Rural,Home,Yes,GetMeal,EatMeal,65K-70K,HBSHOP,1,57,Skip,AlmostEveryday,Skip,Skip,-1,6,14,0,-9.0,-1,2,2
10336913,1,Rural,GetMeal,Yes,Home,ReturnHome,65K-70K,HBSHOP,1,57,Skip,AlmostEveryday,Skip,Skip,-1,6,14,0,-9.0,-1,2,2
10336913,2,Rural,Home,Yes,GoToGym,SocialRecreation,65K-70K,HBSOCREC,1,51,Alone,AlmostEveryday,Skip,PickupTruck,4,8,0,0,4.0,8,2,2
10336913,2,Rural,GoToGym,Yes,Home,ReturnHome,65K-70K,HBSOCREC,1,51,Alone,AlmostEveryday,Skip,PickupTruck,4,8,0,0,4.0,8,2,2
10336913,2,Rural,Home,Yes,VisitFriends,SocialRecreation,65K-70K,HBSOCREC,1,51,Alone,AlmostEveryday,Skip,PickupTruck,4,8,0,0,4.0,8,2,2
10336913,2,Rural,VisitFriends,Yes,Home,ReturnHome,65K-70K,HBSOCREC,1,51,Alone,AlmostEveryday,Skip,PickupTruck,4,8,0,0,4.0,8,2,2
10336913,2,Rural,Home,Yes,HangOut,SocialRecreation,65K-70K,HBSOCREC,1,51,Alone,AlmostEveryday,Skip,PickupTruck,4,8,0,0,4.0,8,2,2
10336913,2,Rural,HangOut,Yes,Home,ReturnHome,65K-70K,HBSOCREC,1,51,Alone,AlmostEveryday,Skip,PickupTruck,4,8,0,0,4.0,8,2,2
10336913,2,Rural,Home,Yes,GetMeal,EatMeal,65K-70K,HBSHOP,1,51,Alone,AlmostEveryday,Skip,PickupTruck,4,8,0,0,4.0,8,2,2
10336913,2,Rural,GetMeal,Yes,Home,ReturnHome,65K-70K,HBSHOP,1,51,Alone,AlmostEveryday,Skip,PickupTruck,4,8,0,0,4.0,8,2,2
10337723,1,Rural,Home,Yes,SchoolOrReligiousActivity,Other,40K-45K,HBO,2,31,Alone,AlmostEveryday,Skip,PickupTruck,9,8,3,0,14.0,30,4,1
10337723,1,Rural,SchoolOrReligiousActivity,Yes,BuyGas,Shopping,40K-45K,NHB,2,31,Alone,AlmostEveryday,Skip,PickupTruck,9,8,3,0,14.0,30,4,1
10337723,1,Rural,BuyGas,Yes,GoSchoolAsStudent,School,40K-45K,NHB,2,31,Alone,AlmostEveryday,Skip,PickupTruck,9,8,3,0,14.0,30,4,1
10337723,1,Rural,GoSchoolAsStudent,Yes,GoSchoolAsStudent,School,40K-45K,NHB,2,31,Alone,AlmostEveryday,Skip,PickupTruck,9,8,3,0,14.0,30,4,1
10337723,1,Rural,GoSchoolAsStudent,Yes,GoSchoolAsStudent,School,40K-45K,NHB,2,31,Alone,AlmostEveryday,Skip,PickupTruck,9,8,3,0,14.0,30,4,1
10337723,1,Rural,GoSchoolAsStudent,Yes,GoToWork,ToWork,40K-45K,NHB,2,31,Alone,AlmostEveryday,Skip,PickupTruck,9,8,3,0,14.0,30,4,1
10337723,1,Rural,GoToWork,Yes,BuyService,Family,40K-45K,NHB,2,31,Alone,AlmostEveryday,Skip,PickupTruck,9,8,3,0,14.0,30,4,1
10337723,1,Rural,BuyService,Yes,Home,ReturnHome,40K-45K,HBSHOP,2,31,Alone,AlmostEveryday,Skip,PickupTruck,9,8,3,0,14.0,30,4,1
10337723,2,Rural,Skip,Yes,BuyGas,Shopping,40K-45K,NHB,2,31,Alone,OnceWeek,Skip,Car,16,8,3,0,22.0,30,4,1
10337723,2,Rural,BuyGas,Yes,OtherWorkRelated,WorkRelated,40K-45K,NHB,2,31,Alone,OnceWeek,Skip,Car,16,8,3,0,22.0,30,4,1
10337723,2,Rural,OtherWorkRelated,Yes,BuyGas,Shopping,40K-45K,NHB,2,31,Alone,OnceWeek,Skip,Car,16,8,3,0,22.0,30,4,1
10337723,2,Rural,BuyGas,Yes,GetMeal,EatMeal,40K-45K,NHB,2,31,Alone,OnceWeek,Skip,Car,16,8,3,0,22.0,30,4,1
10337723,2,Rural,GetMeal,Yes,OtherWorkRelated,WorkRelated,40K-45K,NHB,2,31,Alone,OnceWeek,Skip,Car,16,8,3,0,22.0,30,4,1
10337723,2,Rural,OtherWorkRelated,Yes,OtherWorkRelated,WorkRelated,40K-45K,NHB,2,31,Alone,OnceWeek,Skip,Car,16,8,3,0,22.0,30,4,1
10337723,2,Rural,OtherWorkRelated,Yes,GoToWork,ToWork,40K-45K,NHB,2,31,Alone,OnceWeek,Skip,Car,16,8,3,0,22.0,30,4,1
10337723,2,Rural,GoToWork,Yes,Home,ReturnHome,40K-45K,HBW,2,31,Alone,OnceWeek,Skip,Car,16,8,3,0,22.0,30,4,1
10337723,3,Rural,Home,Skip,GoSchoolAsStudent,School,40K-45K,HBO,2,8,Skip,Skip,Skip,Skip,-1,2,-1,-1,-1.0,-1,4,1
10337723,3,Rural,GoSchoolAsStudent,Skip,Home,ReturnHome,40K-45K,HBO,2,8,Skip,Skip,Skip,Skip,-1,2,-1,-1,-1.0,-1,4,1
10337723,4,Rural,Home,Skip,GoSchoolAsStudent,School,40K-45K,HBO,2,6,Skip,Skip,Skip,Skip,-1,2,-1,-1,-1.0,-1,4,1
10337723,4,Rural,GoSchoolAsStudent,Skip,Home,ReturnHome,40K-45K,HBO,2,6,Skip,Skip,Skip,Skip,-1,2,-1,-1,-1.0,-1,4,1
10341056,1,Urban,Home,Yes,GoToWork,ToWork,35K-40K,HBW,2,50,Alone,SeveralWeek,Skip,SUV,5,7,4,0,8.0,20,2,1
10341056,1,Urban,GoToWork,Yes,GoToGym,SocialRecreation,35K-40K,NHB,2,50,Alone,SeveralWeek,Skip,SUV,5,7,4,0,8.0,20,2,1
10341056,1,Urban,GoToGym,Yes,GetMeal,EatMeal,35K-40K,NHB,2,50,Alone,SeveralWeek,Skip,SUV,5,7,4,0,8.0,20,2,1
10341056,1,Urban,GetMeal,Yes,ReturnToWork,ReturnWork,35K-40K,NHB,2,50,Alone,SeveralWeek,Skip,SUV,5,7,4,0,8.0,20,2,1
10341056,1,Urban,ReturnToWork,Yes,Home,ReturnHome,35K-40K,HBW,2,50,Alone,SeveralWeek,Skip,SUV,5,7,4,0,8.0,20,2,1
10341056,1,Urban,Home,Yes,BuyGoods,Shopping,35K-40K,HBSHOP,2,50,Alone,SeveralWeek,Skip,SUV,5,7,4,0,8.0,20,2,1
10341056,1,Urban,BuyGoods,Yes,Home,ReturnHome,35K-40K,HBSHOP,2,50,Alone,SeveralWeek,Skip,SUV,5,7,4,0,8.0,20,2,1
10341056,2,Urban,Home,Yes,BuyService,Family,35K-40K,HBSHOP,2,47,Alone,SeveralWeek,Skip,PickupTruck,2,4,3,1,2.0,5,2,1
10341056,2,Urban,BuyService,Yes,BuyService,Family,35K-40K,NHB,2,47,Alone,SeveralWeek,Skip,PickupTruck,2,4,3,1,2.0,5,2,1
10341056,2,Urban,BuyService,Yes,GoToWork,ToWork,35K-40K,NHB,2,47,Alone,SeveralWeek,Skip,PickupTruck,2,4,3,1,2.0,5,2,1
10341056,2,Urban,GoToWork,Yes,Home,ReturnHome,35K-40K,HBW,2,47,Alone,SeveralWeek,Skip,PickupTruck,2,4,3,1,2.0,5,2,1
10343199,1,Urban,Home,Yes,BuyGoods,Shopping,40K-45K,HBSHOP,0,76,Skip,Skip,Skip,Skip,-1,3,14,0,-9.0,-1,2,1
10343199,1,Urban,BuyGoods,Yes,GetMeal,EatMeal,40K-45K,NHB,0,76,Skip,Skip,Skip,Skip,-1,3,14,0,-9.0,-1,2,1
10343199,1,Urban,GetMeal,Yes,Home,ReturnHome,40K-45K,HBSHOP,0,76,Skip,Skip,Skip,Skip,-1,3,14,0,-9.0,-1,2,1
10343199,2,Urban,Home,Yes,BuyGoods,Shopping,40K-45K,HBSHOP,0,71,Skip,OnceWeek,Skip,Skip,-1,3,7,0,-9.0,-1,2,1
10343199,2,Urban,BuyGoods,Yes,GetMeal,EatMeal,40K-45K,NHB,0,71,Skip,OnceWeek,Skip,Skip,-1,3,7,0,-9.0,-1,2,1
10343199,2,Urban,GetMeal,Yes,Home,ReturnHome,40K-45K,HBSHOP,0,71,Skip,OnceWeek,Skip,Skip,-1,3,7,0,-9.0,-1,2,1
10353880,1,Urban,Home,Yes,DropSomeoneOff,ServePassenger,15K-20K,HBO,0,59,Skip,Skip,Skip,Skip,-1,7,20,0,-9.0,-1,2,0
10353880,1,Urban,DropSomeoneOff,Yes,Home,ReturnHome,15K-20K,HBO,0,59,Skip,Skip,Skip,Skip,-1,7,20,0,-9.0,-1,2,0
10353880,1,Urban,Home,Yes,BuyGoods,Shopping,15K-20K,HBSHOP,0,59,Skip,Skip,Skip,Skip,-1,7,20,0,-9.0,-1,2,0
10353880,1,Urban,BuyGoods,Yes,MedicalService,Medical,15K-20K,NHB,0,59,Skip,Skip,Skip,Skip,-1,7,20,0,-9.0,-1,2,0
10353880,1,Urban,MedicalService,Yes,Home,ReturnHome,15K-20K,HBO,0,59,Skip,Skip,Skip,Skip,-1,7,20,0,-9.0,-1,2,0
10353880,1,Urban,Home,Yes,BuyGoods,Shopping,15K-20K,HBSHOP,0,59,Skip,Skip,Skip,Skip,-1,7,20,0,-9.0,-1,2,0
10353880,1,Urban,BuyGoods,Yes,Home,ReturnHome,15K-20K,HBSHOP,0,59,Skip,Skip,Skip,Skip,-1,7,20,0,-9.0,-1,2,0
10353880,2,Urban,Home,No,TransportSomeone,ServePassenger,15K-20K,HBO,0,58,Skip,Skip,Skip,Skip,-1,7,0,0,-9.0,-1,2,0
10353880,2,Urban,TransportSomeone,No,Home,ReturnHome,15K-20K,HBO,0,58,Skip,Skip,Skip,Skip,-1,7,0,0,-9.0,-1,2,0
10353880,2,Urban,Home,No,BuyGoods,Shopping,15K-20K,HBSHOP,0,58,Skip,Skip,Skip,Skip,-1,7,0,0,-9.0,-1,2,0
10353880,2,Urban,BuyGoods,No,MedicalService,Medical,15K-20K,NHB,0,58,Skip,Skip,Skip,Skip,-1,7,0,0,-9.0,-1,2,0
10353880,2,Urban,MedicalService,No,Home,ReturnHome,15K-20K,HBO,0,58,Skip,Skip,Skip,Skip,-1,7,0,0,-9.0,-1,2,0
10353880,2,Urban,Home,No,BuyGoods,Shopping,15K-20K,HBSHOP,0,58,Skip,Skip,Skip,Skip,-1,7,0,0,-9.0,-1,2,0
10353880,2,Urban,BuyGoods,No,Home,ReturnHome,15K-20K,HBSHOP,0,58,Skip,Skip,Skip,Skip,-1,7,0,0,-9.0,-1,2,0
10362435,1,Urban,Home,Yes,GoToWork,ToWork,70K-75K,HBW,2,54,Alone,AlmostEveryday,Skip,Car,55,6,5,0,67.0,75,2,2
10362435,1,Urban,GoToWork,Yes,Shopping,Family,70K-75K,NHB,2,54,Alone,AlmostEveryday,Skip,Car,55,6,5,0,67.0,75,2,2
10362435,1,Urban,Shopping,Yes,ReturnToWork,ReturnWork,70K-75K,NHB,2,54,Alone,AlmostEveryday,Skip,Car,55,6,5,0,67.0,75,2,2
10362435,1,Urban,ReturnToWork,Yes,Home,ReturnHome,70K-75K,HBW,2,54,Alone,AlmostEveryday,Skip,Car,55,6,5,0,67.0,75,2,2
10362435,1,Urban,Home,Yes,HangOut,SocialRecreation,70K-75K,HBSOCREC,2,54,Alone,AlmostEveryday,Skip,Car,55,6,5,0,67.0,75,2,2
10362435,1,Urban,HangOut,Yes,Home,ReturnHome,70K-75K,HBSOCREC,2,54,Alone,AlmostEveryday,Skip,Car,55,6,5,0,67.0,75,2,2
10362435,2,Urban,Home,Yes,GoToWork,ToWork,70K-75K,HBW,2,50,Alone,AlmostEveryday,Skip,Car,4,5,5,0,6.0,20,2,2
10362435,2,Urban,GoToWork,Yes,Shopping,Family,70K-75K,NHB,2,50,Alone,AlmostEveryday,Skip,Car,4,5,5,0,6.0,20,2,2
10362435,2,Urban,Shopping,Yes,Home,ReturnHome,70K-75K,HBSHOP,2,50,Alone,AlmostEveryday,Skip,Car,4,5,5,0,6.0,20,2,2
10362435,2,Urban,Home,Yes,HangOut,SocialRecreation,70K-75K,HBSOCREC,2,50,Alone,AlmostEveryday,Skip,Car,4,5,5,0,6.0,20,2,2
10362435,2,Urban,HangOut,Yes,Home,ReturnHome,70K-75K,HBSOCREC,2,50,Alone,AlmostEveryday,Skip,Car,4,5,5,0,6.0,20,2,2
10369920,1,Urban,Home,Yes,GoToWork,ToWork,80K-100K,HBW,2,34,Alone,OnceMonth,Skip,Car,20,8,6,0,25.0,30,2,2
10369920,1,Urban,GoToWork,Yes,OtherWorkRelated,WorkRelated,80K-100K,NHB,2,34,Alone,OnceMonth,Skip,Car,20,8,6,0,25.0,30,2,2
10369920,1,Urban,OtherWorkRelated,Yes,GetMeal,EatMeal,80K-100K,NHB,2,34,Alone,OnceMonth,Skip,Car,20,8,6,0,25.0,30,2,2
10369920,1,Urban,GetMeal,Yes,OtherWorkRelated,WorkRelated,80K-100K,NHB,2,34,Alone,OnceMonth,Skip,Car,20,8,6,0,25.0,30,2,2
10369920,1,Urban,OtherWorkRelated,Yes,OtherWorkRelated,WorkRelated,80K-100K,NHB,2,34,Alone,OnceMonth,Skip,Car,20,8,6,0,25.0,30,2,2
10369920,1,Urban,OtherWorkRelated,Yes,OtherWorkRelated,WorkRelated,80K-100K,NHB,2,34,Alone,OnceMonth,Skip,Car,20,8,6,0,25.0,30,2,2
10369920,1,Urban,OtherWorkRelated,Yes,ReturnToWork,ReturnWork,80K-100K,NHB,2,34,Alone,OnceMonth,Skip,Car,20,8,6,0,25.0,30,2,2
10369920,1,Urban,ReturnToWork,Yes,Home,ReturnHome,80K-100K,HBW,2,34,Alone,OnceMonth,Skip,Car,20,8,6,0,25.0,30,2,2
10369920,2,Urban,Home,Yes,GoToWork,ToWork,80K-100K,HBW,2,37,Alone,SeveralWeek,Skip,Car,13,4,6,0,16.0,45,2,2
10369920,2,Urban,GoToWork,Yes,GetMeal,EatMeal,80K-100K,NHB,2,37,Alone,SeveralWeek,Skip,Car,13,4,6,0,16.0,45,2,2
10369920,2,Urban,GetMeal,Yes,ReturnToWork,ReturnWork,80K-100K,NHB,2,37,Alone,SeveralWeek,Skip,Car,13,4,6,0,16.0,45,2,2
10369920,2,Urban,ReturnToWork,Yes,Home,ReturnHome,80K-100K,HBW,2,37,Alone,SeveralWeek,Skip,Car,13,4,6,0,16.0,45,2,2
10373141,1,Urban,Home,Yes,SocialEvent,EatMeal,30K-35K,HBSOCREC,0,73,Skip,SeveralWeek,Skip,Skip,-1,2,0,3,-9.0,-1,2,1
10373141,1,Urban,SocialEvent,Yes,Home,ReturnHome,30K-35K,HBSOCREC,0,73,Skip,SeveralWeek,Skip,Skip,-1,2,0,3,-9.0,-1,2,1
10373141,2,Urban,Home,Yes,SchoolOrReligiousActivity,Other,30K-35K,HBO,0,75,Skip,SeveralWeek,Skip,Skip,-1,8,2,0,-9.0,-1,2,1
10373141,2,Urban,SchoolOrReligiousActivity,Yes,BuyGoods,Shopping,30K-35K,NHB,0,75,Skip,SeveralWeek,Skip,Skip,-1,8,2,0,-9.0,-1,2,1
10373141,2,Urban,BuyGoods,Yes,BuyGoods,Shopping,30K-35K,NHB,0,75,Skip,SeveralWeek,Skip,Skip,-1,8,2,0,-9.0,-1,2,1
10373141,2,Urban,BuyGoods,Yes,MedicalService,Medical,30K-35K,NHB,0,75,Skip,SeveralWeek,Skip,Skip,-1,8,2,0,-9.0,-1,2,1
10373141,2,Urban,MedicalService,Yes,BuyGoods,Shopping,30K-35K,NHB,0,75,Skip,SeveralWeek,Skip,Skip,-1,8,2,0,-9.0,-1,2,1
10373141,2,Urban,BuyGoods,Yes,Home,ReturnHome,30K-35K,HBSHOP,0,75,Skip,SeveralWeek,Skip,Skip,-1,8,2,0,-9.0,-1,2,1
10373141,2,Urban,Home,Yes,SocialEvent,EatMeal,30K-35K,HBSOCREC,0,75,Skip,SeveralWeek,Skip,Skip,-1,8,2,0,-9.0,-1,2,1
10373141,2,Urban,SocialEvent,Yes,Home,ReturnHome,30K-35K,HBSOCREC,0,75,Skip,SeveralWeek,Skip,Skip,-1,8,2,0,-9.0,-1,2,1
10373927,1,Urban,Home,Yes,BuyGoods,Shopping,morethan100K,HBSHOP,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,1,Urban,BuyGoods,Yes,BuyGoods,Shopping,morethan100K,NHB,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,1,Urban,BuyGoods,Yes,BuyGoods,Shopping,morethan100K,NHB,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,1,Urban,BuyGoods,Yes,Home,ReturnHome,morethan100K,HBSHOP,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,1,Urban,Home,Yes,GetMeal,EatMeal,morethan100K,HBSHOP,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,1,Urban,GetMeal,Yes,DropSomeoneOff,ServePassenger,morethan100K,NHB,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,1,Urban,DropSomeoneOff,Yes,AttorneyAccountant,Family,morethan100K,NHB,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,1,Urban,AttorneyAccountant,Yes,CoffeeIcecreamSnacks,EatMeal,morethan100K,NHB,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,1,Urban,CoffeeIcecreamSnacks,Yes,Home,ReturnHome,morethan100K,HBSHOP,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,1,Urban,Home,Yes,VisitFriends,SocialRecreation,morethan100K,HBSOCREC,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,1,Urban,VisitFriends,Yes,Home,ReturnHome,morethan100K,HBSOCREC,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,1,Urban,Home,Yes,GetMeal,EatMeal,morethan100K,HBSHOP,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,1,Urban,GetMeal,Yes,CoffeeIcecreamSnacks,EatMeal,morethan100K,NHB,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,1,Urban,CoffeeIcecreamSnacks,Yes,Home,ReturnHome,morethan100K,HBSHOP,0,69,Skip,AlmostEveryday,Skip,Skip,-1,14,7,0,-9.0,-1,2,2
10373927,2,Urban,Home,Yes,GetMeal,EatMeal,morethan100K,HBSHOP,0,72,Skip,Never,Skip,Skip,-1,7,14,0,-9.0,-1,2,2
10373927,2,Urban,GetMeal,Yes,FamilyPersonalBusiness,Family,morethan100K,NHB,0,72,Skip,Never,Skip,Skip,-1,7,14,0,-9.0,-1,2,2
10373927,2,Urban,FamilyPersonalBusiness,Yes,FamilyPersonalBusiness,Family,morethan100K,NHB,0,72,Skip,Never,Skip,Skip,-1,7,14,0,-9.0,-1,2,2
10373927,2,Urban,FamilyPersonalBusiness,Yes,Home,ReturnHome,morethan100K,HBO,0,72,Skip,Never,Skip,Skip,-1,7,14,0,-9.0,-1,2,2
10373927,2,Urban,Home,Yes,GetMeal,EatMeal,morethan100K,HBSHOP,0,72,Skip,Never,Skip,Skip,-1,7,14,0,-9.0,-1,2,2
10373927,2,Urban,GetMeal,Yes,CoffeeIcecreamSnacks,EatMeal,morethan100K,NHB,0,72,Skip,Never,Skip,Skip,-1,7,14,0,-9.0,-1,2,2
10373927,2,Urban,CoffeeIcecreamSnacks,Yes,Home,ReturnHome,morethan100K,HBSHOP,0,72,Skip,Never,Skip,Skip,-1,7,14,0,-9.0,-1,2,2
10476248,1,Urban,Home,Yes,BuyGoods,Shopping,20K-25K,HBSHOP,0,73,Skip,AlmostEveryday,Skip,Skip,-1,5,3,5,-9.0,-1,2,0
10476248,1,Urban,BuyGoods,Yes,GetMeal,EatMeal,20K-25K,NHB,0,73,Skip,AlmostEveryday,Skip,Skip,-1,5,3,5,-9.0,-1,2,0
10476248,1,Urban,GetMeal,Yes,Home,ReturnHome,20K-25K,HBSHOP,0,73,Skip,AlmostEveryday,Skip,Skip,-1,5,3,5,-9.0,-1,2,0
10476248,1,Urban,Home,Yes,GoToGym,SocialRecreation,20K-25K,HBSOCREC,0,73,Skip,AlmostEveryday,Skip,Skip,-1,5,3,5,-9.0,-1,2,0
10476248,1,Urban,GoToGym,Yes,Home,ReturnHome,20K-25K,HBSOCREC,0,73,Skip,AlmostEveryday,Skip,Skip,-1,5,3,5,-9.0,-1,2,0
10476305,1,Rural,Home,Yes,BuyGoods,Shopping,25K-30K,HBSHOP,1,50,Alone,Skip,Skip,PickupTruck,15,3,84,0,20.0,30,3,0
10476305,1,Rural,BuyGoods,Yes,BuyGoods,Shopping,25K-30K,NHB,1,50,Alone,Skip,Skip,PickupTruck,15,3,84,0,20.0,30,3,0
10476305,1,Rural,BuyGoods,Yes,Home,ReturnHome,25K-30K,HBSHOP,1,50,Alone,Skip,Skip,PickupTruck,15,3,84,0,20.0,30,3,0
10476305,2,Rural,Home,Yes,BuyGoods,Shopping,25K-30K,HBSHOP,1,56,Skip,AlmostEveryday,Skip,Skip,-1,3,7,0,-9.0,-1,3,0
10476305,2,Rural,BuyGoods,Yes,BuyGoods,Shopping,25K-30K,NHB,1,56,Skip,AlmostEveryday,Skip,Skip,-1,3,7,0,-9.0,-1,3,0
10476305,2,Rural,BuyGoods,Yes,Home,ReturnHome,25K-30K,HBSHOP,1,56,Skip,AlmostEveryday,Skip,Skip,-1,3,7,0,-9.0,-1,3,0
10477768,1,Urban,Home,Yes,GoToWork,ToWork,30K-35K,HBW,2,35,Alone,AlmostEveryday,Skip,Van,2,4,0,3,3.0,15,3,1
10477768,1,Urban,GoToWork,Yes,Home,ReturnHome,30K-35K,HBW,2,35,Alone,AlmostEveryday,Skip,Van,2,4,0,3,3.0,15,3,1
10477768,1,Urban,Home,Yes,BuyGoods,Shopping,30K-35K,HBSHOP,2,35,Alone,AlmostEveryday,Skip,Van,2,4,0,3,3.0,15,3,1
10477768,1,Urban,BuyGoods,Yes,Home,ReturnHome,30K-35K,HBSHOP,2,35,Alone,AlmostEveryday,Skip,Van,2,4,0,3,3.0,15,3,1
10477768,2,Urban,GoToWork,Yes,GoToWork,ToWork,30K-35K,NHB,2,47,Alone,OnceWeek,Skip,Motorcycle,16,3,10,0,22.0,30,3,1
10477768,2,Urban,GoToWork,Yes,BuyGoods,Shopping,30K-35K,NHB,2,47,Alone,OnceWeek,Skip,Motorcycle,16,3,10,0,22.0,30,3,1
10477768,2,Urban,BuyGoods,Yes,Home,ReturnHome,30K-35K,HBSHOP,2,47,Alone,OnceWeek,Skip,Motorcycle,16,3,10,0,22.0,30,3,1
10477768,3,Urban,Home,Skip,BuyGoods,Shopping,30K-35K,HBSHOP,2,14,Skip,Skip,Skip,Skip,-1,2,-1,-1,-1.0,-1,3,1
10477768,3,Urban,BuyGoods,Skip,Home,ReturnHome,30K-35K,HBSHOP,2,14,Skip,Skip,Skip,Skip,-1,2,-1,-1,-1.0,-1,3,1
10478215,1,Urban,Home,Yes,GoToWork,ToWork,20K-25K,HBW,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,1,Urban,GoToWork,Yes,Home,ReturnHome,20K-25K,HBW,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,1,Urban,Home,Yes,ReturnToWork,ReturnWork,20K-25K,HBW,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,1,Urban,ReturnToWork,Yes,BuyGoods,Shopping,20K-25K,NHB,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,1,Urban,BuyGoods,Yes,BuyService,Family,20K-25K,NHB,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,1,Urban,BuyService,Yes,OtherWorkRelated,WorkRelated,20K-25K,NHB,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,1,Urban,OtherWorkRelated,Yes,BuyGoods,Shopping,20K-25K,NHB,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,1,Urban,BuyGoods,Yes,Home,ReturnHome,20K-25K,HBSHOP,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,1,Urban,Home,Yes,GoToGym,SocialRecreation,20K-25K,HBSOCREC,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,1,Urban,GoToGym,Yes,GetMeal,EatMeal,20K-25K,NHB,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,1,Urban,GetMeal,Yes,GoToGym,SocialRecreation,20K-25K,NHB,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,1,Urban,GoToGym,Yes,Home,ReturnHome,20K-25K,HBSOCREC,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,1,Urban,Home,Yes,GoToGym,SocialRecreation,20K-25K,HBSOCREC,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,1,Urban,GoToGym,Yes,Home,ReturnHome,20K-25K,HBSOCREC,2,23,Skip,AlmostEveryday,Skip,Skip,-1,14,21,0,-9.0,-1,2,0
10478215,2,Urban,Home,Yes,GoToWork,ToWork,20K-25K,HBW,2,22,Skip,SeveralWeek,Skip,Skip,-1,9,12,0,-9.0,-1,2,0
10478215,2,Urban,GoToWork,Yes,BuyGoods,Shopping,20K-25K,NHB,2,22,Skip,SeveralWeek,Skip,Skip,-1,9,12,0,-9.0,-1,2,0
10478215,2,Urban,BuyGoods,Yes,Home,ReturnHome,20K-25K,HBSHOP,2,22,Skip,SeveralWeek,Skip,Skip,-1,9,12,0,-9.0,-1,2,0
10478215,2,Urban,Home,Yes,GoToGym,SocialRecreation,20K-25K,HBSOCREC,2,22,Skip,SeveralWeek,Skip,Skip,-1,9,12,0,-9.0,-1,2,0
10478215,2,Urban,GoToGym,Yes,BuyGoods,Shopping,20K-25K,NHB,2,22,Skip,SeveralWeek,Skip,Skip,-1,9,12,0,-9.0,-1,2,0
10478215,2,Urban,BuyGoods,Yes,GoToGym,SocialRecreation,20K-25K,NHB,2,22,Skip,SeveralWeek,Skip,Skip,-1,9,12,0,-9.0,-1,2,0
10478215,2,Urban,GoToGym,Yes,Home,ReturnHome,20K-25K,HBSOCREC,2,22,Skip,SeveralWeek,Skip,Skip,-1,9,12,0,-9.0,-1,2,0
