HOUSEID,PERSONID,WHYFROM,TRIPPURP,WHYTRP1S,WHYTO,HHFAMINC,WRKCOUNT,URBRUR,R_AGE,DRIVER,WRKTRANS,NWALKTRP,NBIKETRP,CARSHARE,TIMETOWK,WKFMHMXX,SCHTRN1,SCHTRN2,DELIVER,CNTTDTR,GCDWORK,DISTTOWK17,DISTTOSC17,BIKE,CAR,BUS,TRAIN,WEBUSE,HHSIZE,WEBUSE.1,HHFAMINC2
30216345,1,0,0,0,4,4,0,0,69,0,0,16,0,0,-1,0,0,0,3,6,-9.0,-9.0,-9.0,2,0,0,0,1,1,0,0
30216345,1,4,1,1,2,4,0,0,69,0,0,16,0,0,-1,0,0,0,3,6,-9.0,-9.0,-9.0,2,0,0,0,1,1,0,0
30216345,1,3,2,2,3,4,0,0,69,0,0,16,0,0,-1,0,0,0,3,6,-9.0,-9.0,-9.0,2,0,0,0,1,1,0,0
30216345,1,0,0,0,4,4,0,0,69,0,0,16,0,0,-1,0,0,0,3,6,-9.0,-9.0,-9.0,2,0,0,0,1,1,0,0
30216345,1,4,1,0,4,4,0,0,69,0,0,16,0,0,-1,0,0,0,3,6,-9.0,-9.0,-9.0,2,0,0,0,1,1,0,0
30216345,1,4,0,2,3,4,0,0,69,0,0,16,0,0,-1,0,0,0,3,6,-9.0,-9.0,-9.0,2,0,0,0,1,1,0,0
30218051,1,0,3,1,1,8,0,0,74,0,0,7,7,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218051,1,2,1,1,2,8,0,0,74,0,0,7,7,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218051,1,3,1,1,1,8,0,0,74,0,0,7,7,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218051,1,2,1,1,5,8,0,0,74,0,0,7,7,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218051,1,5,1,1,2,8,0,0,74,0,0,7,7,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218051,1,3,2,2,3,8,0,0,74,0,0,7,7,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218051,1,0,3,4,8,8,0,0,74,0,0,7,7,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218051,1,8,1,1,1,8,0,0,74,0,0,7,7,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218051,1,2,1,4,8,8,0,0,74,0,0,7,7,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218051,1,8,3,2,3,8,0,0,74,0,0,7,7,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218051,2,0,3,4,8,8,0,0,73,0,0,7,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218051,2,8,1,6,14,8,0,0,73,0,0,7,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218051,2,14,1,4,8,8,0,0,73,0,0,7,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218051,2,8,3,2,3,8,0,0,73,0,0,7,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,1,0,0,0,1,2,0,2
30218247,1,0,3,1,1,3,1,0,61,0,0,7,0,0,-1,0,0,0,5,6,-9.0,-9.0,-9.0,3,0,3,0,1,2,0,2
30218247,1,2,1,1,1,3,1,0,61,0,0,7,0,0,-1,0,0,0,5,6,-9.0,-9.0,-9.0,3,0,3,0,1,2,0,2
30218247,1,2,1,1,2,3,1,0,61,0,0,7,0,0,-1,0,0,0,5,6,-9.0,-9.0,-9.0,3,0,3,0,1,2,0,2
30218247,1,3,1,1,2,3,1,0,61,0,0,7,0,0,-1,0,0,0,5,6,-9.0,-9.0,-9.0,3,0,3,0,1,2,0,2
30218247,1,3,1,1,2,3,1,0,61,0,0,7,0,0,-1,0,0,0,5,6,-9.0,-9.0,-9.0,3,0,3,0,1,2,0,2
30218247,1,3,1,1,2,3,1,0,61,0,0,7,0,0,-1,0,0,0,5,6,-9.0,-9.0,-9.0,3,0,3,0,1,2,0,2
30218247,2,0,4,8,12,3,1,0,62,0,1,7,1,0,20,0,1,1,3,4,5.65,8.15,-9.0,3,0,3,0,1,2,0,2
30218247,2,12,1,1,5,3,1,0,62,0,1,7,1,0,20,0,1,1,3,4,5.65,8.15,-9.0,3,0,3,0,1,2,0,2
30218247,2,5,1,8,12,3,1,0,62,0,1,7,1,0,20,0,1,1,3,4,5.65,8.15,-9.0,3,0,3,0,1,2,0,2
30218247,2,12,4,2,3,3,1,0,62,0,1,7,1,0,20,0,1,1,3,4,5.65,8.15,-9.0,3,0,3,0,1,2,0,2
30219239,1,0,3,1,1,9,0,0,66,0,0,7,0,0,-1,0,0,0,2,2,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,1
30219239,1,2,3,2,3,9,0,0,66,0,0,7,0,0,-1,0,0,0,2,2,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,1
30219239,2,0,3,1,1,9,0,0,64,0,0,7,0,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,1
30219239,2,2,3,2,3,9,0,0,64,0,0,7,0,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,1
30220726,1,0,3,6,10,4,0,0,78,0,0,4,0,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,0,2,0,0,5,1,1,0
30220726,1,10,3,2,3,4,0,0,78,0,0,4,0,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,0,2,0,0,5,1,1,0
30221503,1,15,2,1,2,6,2,0,44,0,3,2,0,0,-1,0,3,3,8,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30221503,1,3,2,2,15,6,2,0,44,0,3,2,0,0,-1,0,3,3,8,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30221503,1,15,3,4,8,6,2,0,44,0,3,2,0,0,-1,0,3,3,8,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30221503,1,8,3,2,3,6,2,0,44,0,3,2,0,0,-1,0,3,3,8,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30221503,2,0,4,8,12,6,2,0,49,0,2,6,0,0,60,0,2,2,4,5,17.22,25.05,-9.0,0,0,0,0,1,2,0,2
30221503,2,12,1,8,12,6,2,0,49,0,2,6,0,0,60,0,2,2,4,5,17.22,25.05,-9.0,0,0,0,0,1,2,0,2
30221503,2,12,4,2,3,6,2,0,49,0,2,6,0,0,60,0,2,2,4,5,17.22,25.05,-9.0,0,0,0,0,1,2,0,2
30221503,2,0,3,7,17,6,2,0,49,0,2,6,0,0,60,0,2,2,4,5,17.22,25.05,-9.0,0,0,0,0,1,2,0,2
30221503,2,17,3,2,3,6,2,0,49,0,2,6,0,0,60,0,2,2,4,5,17.22,25.05,-9.0,0,0,0,0,1,2,0,2
30227040,1,0,2,1,5,3,1,1,61,0,0,2,0,0,-1,0,0,0,0,9,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30227040,1,5,1,1,5,3,1,1,61,0,0,2,0,0,-1,0,0,0,0,9,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30227040,1,5,1,1,2,3,1,1,61,0,0,2,0,0,-1,0,0,0,0,9,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30227040,1,3,1,0,0,3,1,1,61,0,0,2,0,0,-1,0,0,0,0,9,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30227040,1,1,0,2,3,3,1,1,61,0,0,2,0,0,-1,0,0,0,0,9,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30227040,1,0,2,3,7,3,1,1,61,0,0,2,0,0,-1,0,0,0,0,9,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30227040,1,7,1,0,0,3,1,1,61,0,0,2,0,0,-1,0,0,0,0,9,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30227040,1,1,1,4,8,3,1,1,61,0,0,2,0,0,-1,0,0,0,0,9,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30227040,1,8,3,2,3,3,1,1,61,0,0,2,0,0,-1,0,0,0,0,9,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30227040,2,0,4,8,12,3,1,1,59,0,2,0,0,0,12,0,2,2,0,6,4.08,9.1,-9.0,0,0,0,0,1,2,0,2
30227040,2,12,4,2,3,3,1,1,59,0,2,0,0,0,12,0,2,2,0,6,4.08,9.1,-9.0,0,0,0,0,1,2,0,2
30227040,2,0,2,3,7,3,1,1,59,0,2,0,0,0,12,0,2,2,0,6,4.08,9.1,-9.0,0,0,0,0,1,2,0,2
30227040,2,7,1,0,0,3,1,1,59,0,2,0,0,0,12,0,2,2,0,6,4.08,9.1,-9.0,0,0,0,0,1,2,0,2
30227040,2,1,1,4,8,3,1,1,59,0,2,0,0,0,12,0,2,2,0,6,4.08,9.1,-9.0,0,0,0,0,1,2,0,2
30227040,2,8,3,2,3,3,1,1,59,0,2,0,0,0,12,0,2,2,0,6,4.08,9.1,-9.0,0,0,0,0,1,2,0,2
30227416,1,0,3,6,18,3,2,0,40,0,7,25,0,0,25,0,7,7,6,8,3.55,5.3,-9.0,2,0,0,0,1,3,0,2
30227416,1,18,1,8,12,3,2,0,40,0,7,25,0,0,25,0,7,7,6,8,3.55,5.3,-9.0,2,0,0,0,1,3,0,2
30227416,1,12,1,6,10,3,2,0,40,0,7,25,0,0,25,0,7,7,6,8,3.55,5.3,-9.0,2,0,0,0,1,3,0,2
30227416,1,10,1,4,8,3,2,0,40,0,7,25,0,0,25,0,7,7,6,8,3.55,5.3,-9.0,2,0,0,0,1,3,0,2
30227416,1,8,1,1,5,3,2,0,40,0,7,25,0,0,25,0,7,7,6,8,3.55,5.3,-9.0,2,0,0,0,1,3,0,2
30227416,1,5,1,8,12,3,2,0,40,0,7,25,0,0,25,0,7,7,6,8,3.55,5.3,-9.0,2,0,0,0,1,3,0,2
30227416,1,12,1,4,8,3,2,0,40,0,7,25,0,0,25,0,7,7,6,8,3.55,5.3,-9.0,2,0,0,0,1,3,0,2
30227416,1,8,3,2,3,3,2,0,40,0,7,25,0,0,25,0,7,7,6,8,3.55,5.3,-9.0,2,0,0,0,1,3,0,2
30227416,2,0,4,8,12,3,2,0,33,0,1,14,0,0,18,3,1,1,5,7,2.19,4.45,-9.0,2,0,0,0,1,3,0,2
30227416,2,12,1,8,12,3,2,0,33,0,1,14,0,0,18,3,1,1,5,7,2.19,4.45,-9.0,2,0,0,0,1,3,0,2
30227416,2,12,1,3,7,3,2,0,33,0,1,14,0,0,18,3,1,1,5,7,2.19,4.45,-9.0,2,0,0,0,1,3,0,2
30227416,2,7,1,1,2,3,2,0,33,0,1,14,0,0,18,3,1,1,5,7,2.19,4.45,-9.0,2,0,0,0,1,3,0,2
30227416,2,3,1,0,6,3,2,0,33,0,1,14,0,0,18,3,1,1,5,7,2.19,4.45,-9.0,2,0,0,0,1,3,0,2
30227416,2,6,0,2,15,3,2,0,33,0,1,14,0,0,18,3,1,1,5,7,2.19,4.45,-9.0,2,0,0,0,1,3,0,2
30227416,2,15,3,2,3,3,2,0,33,0,1,14,0,0,18,3,1,1,5,7,2.19,4.45,-9.0,2,0,0,0,1,3,0,2
30230761,1,0,0,0,6,5,2,1,43,0,1,0,3,0,40,1,1,1,5,4,11.91,21.51,-9.0,1,0,0,0,1,5,0,2
30230761,1,6,0,2,3,5,2,1,43,0,1,0,3,0,40,1,1,1,5,4,11.91,21.51,-9.0,1,0,0,0,1,5,0,2
30230761,1,0,2,1,2,5,2,1,43,0,1,0,3,0,40,1,1,1,5,4,11.91,21.51,-9.0,1,0,0,0,1,5,0,2
30230761,1,3,2,2,3,5,2,1,43,0,1,0,3,0,40,1,1,1,5,4,11.91,21.51,-9.0,1,0,0,0,1,5,0,2
30230761,2,0,0,0,6,5,2,1,38,0,3,1,3,0,-1,0,3,3,0,4,-9.0,-9.0,-9.0,1,0,0,0,1,5,0,2
30230761,2,6,0,2,3,5,2,1,38,0,3,1,3,0,-1,0,3,3,0,4,-9.0,-9.0,-9.0,1,0,0,0,1,5,0,2
30230761,2,0,2,1,2,5,2,1,38,0,3,1,3,0,-1,0,3,3,0,4,-9.0,-9.0,-9.0,1,0,0,0,1,5,0,2
30230761,2,3,2,2,3,5,2,1,38,0,3,1,3,0,-1,0,3,3,0,4,-9.0,-9.0,-9.0,1,0,0,0,1,5,0,2
30230761,3,0,0,0,6,5,2,1,17,0,0,0,0,0,-1,0,0,0,1,2,-9.0,-9.0,7.7,1,0,0,0,1,5,0,2
30230761,3,6,0,2,3,5,2,1,17,0,0,0,0,0,-1,0,0,0,1,2,-9.0,-9.0,7.7,1,0,0,0,1,5,0,2
30230761,4,0,0,0,6,5,2,1,12,1,0,1,0,-1,-1,0,0,0,-1,2,-9.0,-9.0,1.02,1,0,0,0,1,5,0,2
30230761,4,6,0,2,3,5,2,1,12,1,0,1,0,-1,-1,0,0,0,-1,2,-9.0,-9.0,1.02,1,0,0,0,1,5,0,2
30231024,1,0,3,7,11,5,0,0,65,0,0,3,0,0,-1,0,0,0,6,2,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30231024,1,11,3,2,3,5,0,0,65,0,0,3,0,0,-1,0,0,0,6,2,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30231024,2,0,0,0,6,5,0,0,69,0,0,4,0,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30231024,2,6,0,2,3,5,0,0,69,0,0,4,0,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30231046,1,0,2,3,7,3,1,0,47,0,2,7,0,0,20,1,2,2,10,9,8.57,9.87,-9.0,0,0,0,2,1,1,0,2
30231046,1,7,1,6,14,3,1,0,47,0,2,7,0,0,20,1,2,2,10,9,8.57,9.87,-9.0,0,0,0,2,1,1,0,2
30231046,1,14,1,1,2,3,1,0,47,0,2,7,0,0,20,1,2,2,10,9,8.57,9.87,-9.0,0,0,0,2,1,1,0,2
30231046,1,3,1,1,2,3,1,0,47,0,2,7,0,0,20,1,2,2,10,9,8.57,9.87,-9.0,0,0,0,2,1,1,0,2
30231046,1,3,1,1,2,3,1,0,47,0,2,7,0,0,20,1,2,2,10,9,8.57,9.87,-9.0,0,0,0,2,1,1,0,2
30231046,1,3,1,1,1,3,1,0,47,0,2,7,0,0,20,1,2,2,10,9,8.57,9.87,-9.0,0,0,0,2,1,1,0,2
30231046,1,2,3,2,3,3,1,0,47,0,2,7,0,0,20,1,2,2,10,9,8.57,9.87,-9.0,0,0,0,2,1,1,0,2
30231046,1,0,0,0,4,3,1,0,47,0,2,7,0,0,20,1,2,2,10,9,8.57,9.87,-9.0,0,0,0,2,1,1,0,2
30231046,1,4,0,2,3,3,1,0,47,0,2,7,0,0,20,1,2,2,10,9,8.57,9.87,-9.0,0,0,0,2,1,1,0,2
30232146,1,1,1,0,0,0,0,0,54,0,0,12,0,0,-1,0,0,0,1,1,-9.0,-9.0,-9.0,0,0,0,0,1,1,0,0
30233143,1,13,1,8,12,6,2,0,52,0,3,5,0,0,-1,0,3,3,5,3,-9.0,-9.0,-9.0,2,0,0,2,1,3,0,2
30233143,1,12,1,3,7,6,2,0,52,0,3,5,0,0,-1,0,3,3,5,3,-9.0,-9.0,-9.0,2,0,0,2,1,3,0,2
30233143,1,7,1,8,13,6,2,0,52,0,3,5,0,0,-1,0,3,3,5,3,-9.0,-9.0,-9.0,2,0,0,2,1,3,0,2
30233143,2,0,0,0,6,6,2,0,49,0,1,10,2,0,40,0,1,1,0,3,18.05,23.67,-9.0,2,0,0,2,1,3,0,2
30233143,2,6,1,1,2,6,2,0,49,0,1,10,2,0,40,0,1,1,0,3,18.05,23.67,-9.0,2,0,0,2,1,3,0,2
30233143,2,3,2,2,3,6,2,0,49,0,1,10,2,0,40,0,1,1,0,3,18.05,23.67,-9.0,2,0,0,2,1,3,0,2
30233143,3,0,3,2,3,6,2,0,23,0,0,7,0,0,-1,0,0,0,2,1,-9.0,-9.0,-9.0,2,0,0,2,1,3,0,2
30233210,1,0,4,8,12,0,1,0,52,0,1,0,0,0,30,0,1,1,0,2,12.51,16.41,-9.0,0,0,0,0,1,3,0,0
30233210,1,12,4,2,3,0,1,0,52,0,1,0,0,0,30,0,1,1,0,2,12.51,16.41,-9.0,0,0,0,0,1,3,0,0
30233210,2,3,1,4,8,0,1,0,63,0,0,7,0,0,-1,0,0,0,0,6,-9.0,-9.0,-9.0,0,0,0,0,1,3,0,0
30233210,2,8,1,1,2,0,1,0,63,0,0,7,0,0,-1,0,0,0,0,6,-9.0,-9.0,-9.0,0,0,0,0,1,3,0,0
30233210,2,3,1,1,2,0,1,0,63,0,0,7,0,0,-1,0,0,0,0,6,-9.0,-9.0,-9.0,0,0,0,0,1,3,0,0
30233210,2,3,2,2,3,0,1,0,63,0,0,7,0,0,-1,0,0,0,0,6,-9.0,-9.0,-9.0,0,0,0,0,1,3,0,0
30233210,2,0,3,4,8,0,1,0,63,0,0,7,0,0,-1,0,0,0,0,6,-9.0,-9.0,-9.0,0,0,0,0,1,3,0,0
30233210,2,8,3,2,3,0,1,0,63,0,0,7,0,0,-1,0,0,0,0,6,-9.0,-9.0,-9.0,0,0,0,0,1,3,0,0
30233210,3,0,3,4,8,0,1,0,21,2,0,0,0,0,-1,0,0,0,3,2,-9.0,-9.0,-9.0,0,0,0,0,1,3,0,0
30233210,3,8,3,2,3,0,1,0,21,2,0,0,0,0,-1,0,0,0,3,2,-9.0,-9.0,-9.0,0,0,0,0,1,3,0,0
30233374,1,0,4,8,12,3,1,0,52,0,1,0,0,0,60,0,1,1,2,4,20.25,23.97,-9.0,3,0,2,1,1,2,0,2
30233374,1,12,4,2,3,3,1,0,52,0,1,0,0,0,60,0,1,1,2,4,20.25,23.97,-9.0,3,0,2,1,1,2,0,2
30233374,1,0,3,4,8,3,1,0,52,0,1,0,0,0,60,0,1,1,2,4,20.25,23.97,-9.0,3,0,2,1,1,2,0,2
30233374,1,8,3,2,3,3,1,0,52,0,1,0,0,0,60,0,1,1,2,4,20.25,23.97,-9.0,3,0,2,1,1,2,0,2
30233374,2,0,3,4,8,3,1,0,50,0,0,0,0,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,3,0,2,1,1,2,0,2
30233374,2,8,3,2,3,3,1,0,50,0,0,0,0,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,3,0,2,1,1,2,0,2
30234475,1,0,3,5,9,9,2,0,65,0,7,2,1,0,20,0,7,7,0,5,3.75,6.81,-9.0,2,0,0,0,1,3,0,1
30234475,1,9,1,8,12,9,2,0,65,0,7,2,1,0,20,0,7,7,0,5,3.75,6.81,-9.0,2,0,0,0,1,3,0,1
30234475,1,12,1,1,2,9,2,0,65,0,7,2,1,0,20,0,7,7,0,5,3.75,6.81,-9.0,2,0,0,0,1,3,0,1
30234475,1,3,1,8,12,9,2,0,65,0,7,2,1,0,20,0,7,7,0,5,3.75,6.81,-9.0,2,0,0,0,1,3,0,1
30234475,1,12,4,2,3,9,2,0,65,0,7,2,1,0,20,0,7,7,0,5,3.75,6.81,-9.0,2,0,0,0,1,3,0,1
30234475,2,0,4,8,12,9,2,0,61,0,2,7,0,0,25,0,2,2,0,4,6.67,12.08,-9.0,2,0,0,0,1,3,0,1
30234475,2,12,1,0,4,9,2,0,61,0,2,7,0,0,25,0,2,2,0,4,6.67,12.08,-9.0,2,0,0,0,1,3,0,1
30234475,2,4,1,8,12,9,2,0,61,0,2,7,0,0,25,0,2,2,0,4,6.67,12.08,-9.0,2,0,0,0,1,3,0,1
30234475,2,12,4,2,3,9,2,0,61,0,2,7,0,0,25,0,2,2,0,4,6.67,12.08,-9.0,2,0,0,0,1,3,0,1
30235208,1,0,3,5,9,3,0,0,92,0,0,10,0,0,-1,0,0,0,1,5,-9.0,-9.0,-9.0,0,0,0,0,2,2,3,2
30235208,1,9,1,3,7,3,0,0,92,0,0,10,0,0,-1,0,0,0,1,5,-9.0,-9.0,-9.0,0,0,0,0,2,2,3,2
30235208,1,7,1,1,2,3,0,0,92,0,0,10,0,0,-1,0,0,0,1,5,-9.0,-9.0,-9.0,0,0,0,0,2,2,3,2
30235208,1,3,1,1,2,3,0,0,92,0,0,10,0,0,-1,0,0,0,1,5,-9.0,-9.0,-9.0,0,0,0,0,2,2,3,2
30235208,1,3,2,2,3,3,0,0,92,0,0,10,0,0,-1,0,0,0,1,5,-9.0,-9.0,-9.0,0,0,0,0,2,2,3,2
30235208,2,0,3,5,9,3,0,0,80,0,0,5,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,0,0,0,0,2,2,3,2
30235208,2,9,1,3,7,3,0,0,80,0,0,5,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,0,0,0,0,2,2,3,2
30235208,2,7,1,1,2,3,0,0,80,0,0,5,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,0,0,0,0,2,2,3,2
30235208,2,3,1,1,2,3,0,0,80,0,0,5,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,0,0,0,0,2,2,3,2
30235208,2,3,2,2,3,3,0,0,80,0,0,5,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,0,0,0,0,2,2,3,2
30238253,1,0,3,7,16,4,0,0,65,0,0,7,0,0,-1,0,0,0,0,8,-9.0,-9.0,-9.0,2,5,0,0,5,1,1,0
30238253,1,16,3,2,3,4,0,0,65,0,0,7,0,0,-1,0,0,0,0,8,-9.0,-9.0,-9.0,2,5,0,0,5,1,1,0
30238253,1,0,3,1,1,4,0,0,65,0,0,7,0,0,-1,0,0,0,0,8,-9.0,-9.0,-9.0,2,5,0,0,5,1,1,0
30238253,1,2,3,2,3,4,0,0,65,0,0,7,0,0,-1,0,0,0,0,8,-9.0,-9.0,-9.0,2,5,0,0,5,1,1,0
30238253,1,0,2,1,5,4,0,0,65,0,0,7,0,0,-1,0,0,0,0,8,-9.0,-9.0,-9.0,2,5,0,0,5,1,1,0
30238253,1,5,1,1,2,4,0,0,65,0,0,7,0,0,-1,0,0,0,0,8,-9.0,-9.0,-9.0,2,5,0,0,5,1,1,0
30238253,1,3,1,1,2,4,0,0,65,0,0,7,0,0,-1,0,0,0,0,8,-9.0,-9.0,-9.0,2,5,0,0,5,1,1,0
30238253,1,3,2,2,3,4,0,0,65,0,0,7,0,0,-1,0,0,0,0,8,-9.0,-9.0,-9.0,2,5,0,0,5,1,1,0
30239410,1,0,4,8,12,0,1,0,58,0,1,10,0,0,5,0,1,1,0,3,0.31,0.58,-9.0,0,0,0,0,5,1,1,0
30239410,1,12,1,1,2,0,1,0,58,0,1,10,0,0,5,0,1,1,0,3,0.31,0.58,-9.0,0,0,0,0,5,1,1,0
30239410,1,3,2,2,3,0,1,0,58,0,1,10,0,0,5,0,1,1,0,3,0.31,0.58,-9.0,0,0,0,0,5,1,1,0
30239611,1,0,4,8,12,0,1,0,32,0,7,5,0,0,7,3,7,7,2,6,1.07,1.53,-9.0,2,0,0,0,1,1,0,0
30239611,1,12,1,0,0,0,1,0,32,0,7,5,0,0,7,3,7,7,2,6,1.07,1.53,-9.0,2,0,0,0,1,1,0,0
30239611,1,1,0,2,3,0,1,0,32,0,7,5,0,0,7,3,7,7,2,6,1.07,1.53,-9.0,2,0,0,0,1,1,0,0
30239611,1,0,0,0,0,0,1,0,32,0,7,5,0,0,7,3,7,7,2,6,1.07,1.53,-9.0,2,0,0,0,1,1,0,0
30239611,1,1,1,3,7,0,1,0,32,0,7,5,0,0,7,3,7,7,2,6,1.07,1.53,-9.0,2,0,0,0,1,1,0,0
30239611,1,7,2,2,3,0,1,0,32,0,7,5,0,0,7,3,7,7,2,6,1.07,1.53,-9.0,2,0,0,0,1,1,0,0
30239910,1,0,2,1,2,9,2,0,34,0,2,40,6,0,20,1,2,2,5,6,5.94,7.38,-9.0,2,0,3,0,1,2,0,1
30239910,1,3,2,2,3,9,2,0,34,0,2,40,6,0,20,1,2,2,5,6,5.94,7.38,-9.0,2,0,3,0,1,2,0,1
30239910,1,0,3,2,3,9,2,0,34,0,2,40,6,0,20,1,2,2,5,6,5.94,7.38,-9.0,2,0,3,0,1,2,0,1
30239910,1,0,2,3,7,9,2,0,34,0,2,40,6,0,20,1,2,2,5,6,5.94,7.38,-9.0,2,0,3,0,1,2,0,1
30239910,1,7,1,7,17,9,2,0,34,0,2,40,6,0,20,1,2,2,5,6,5.94,7.38,-9.0,2,0,3,0,1,2,0,1
30239910,1,17,3,2,3,9,2,0,34,0,2,40,6,0,20,1,2,2,5,6,5.94,7.38,-9.0,2,0,3,0,1,2,0,1
30239910,2,0,4,8,12,9,2,0,35,0,7,40,8,0,40,3,7,7,0,5,4.02,5.01,-9.0,2,0,3,0,1,2,0,1
30239910,2,12,4,2,3,9,2,0,35,0,7,40,8,0,40,3,7,7,0,5,4.02,5.01,-9.0,2,0,3,0,1,2,0,1
30239910,2,0,2,3,7,9,2,0,35,0,7,40,8,0,40,3,7,7,0,5,4.02,5.01,-9.0,2,0,3,0,1,2,0,1
30239910,2,7,1,7,17,9,2,0,35,0,7,40,8,0,40,3,7,7,0,5,4.02,5.01,-9.0,2,0,3,0,1,2,0,1
30239910,2,17,3,2,3,9,2,0,35,0,7,40,8,0,40,3,7,7,0,5,4.02,5.01,-9.0,2,0,3,0,1,2,0,1
30240616,1,0,0,0,4,6,0,0,86,0,0,0,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30240616,1,4,1,3,7,6,0,0,86,0,0,0,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30240616,1,7,1,1,1,6,0,0,86,0,0,0,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30240616,1,2,3,2,3,6,0,0,86,0,0,0,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
30240886,1,0,2,3,7,1,0,0,62,0,0,7,0,0,-1,0,0,0,1,4,-9.0,-9.0,-9.0,2,2,3,0,1,1,0,0
30240886,1,7,2,2,3,1,0,0,62,0,0,7,0,0,-1,0,0,0,1,4,-9.0,-9.0,-9.0,2,2,3,0,1,1,0,0
30240886,1,0,0,0,6,1,0,0,62,0,0,7,0,0,-1,0,0,0,1,4,-9.0,-9.0,-9.0,2,2,3,0,1,1,0,0
30240886,1,6,0,2,3,1,0,0,62,0,0,7,0,0,-1,0,0,0,1,4,-9.0,-9.0,-9.0,2,2,3,0,1,1,0,0
30240902,1,0,2,1,2,3,2,0,43,0,2,4,0,0,45,0,2,2,4,4,27.49,28.9,-9.0,0,0,0,0,1,3,0,2
30240902,1,3,1,8,12,3,2,0,43,0,2,4,0,0,45,0,2,2,4,4,27.49,28.9,-9.0,0,0,0,0,1,3,0,2
30240902,1,12,1,1,2,3,2,0,43,0,2,4,0,0,45,0,2,2,4,4,27.49,28.9,-9.0,0,0,0,0,1,3,0,2
30240902,1,3,2,2,3,3,2,0,43,0,2,4,0,0,45,0,2,2,4,4,27.49,28.9,-9.0,0,0,0,0,1,3,0,2
30240902,2,0,4,8,12,3,2,0,43,0,2,1,0,0,25,0,2,2,5,3,5.32,8.06,-9.0,0,0,0,0,1,3,0,2
