HOUSEID,PERSONID,WHYFROM,TRIPPURP,WHYTRP1S,WHYTO,HHFAMINC,WRKCOUNT,URBRUR,R_AGE,DRIVER,WRKTRANS,NWALKTRP,NBIKETRP,CARSHARE,TIMETOWK,WKFMHMXX,SCHTRN1,SCHTRN2,DELIVER,CNTTDTR,GCDWORK,DISTTOWK17,DISTTOSC17,BIKE,CAR,BUS,TRAIN,WEBUSE,HHSIZE,WEBUSE.1,HHFAMINC2
40011790,1,0,2,1,2,4,0,0,75,0,0,7,0,0,-1,0,0,0,4,6,-9.0,-9.0,-9.0,0,2,0,0,1,2,0,0
40011790,1,3,1,1,2,4,0,0,75,0,0,7,0,0,-1,0,0,0,4,6,-9.0,-9.0,-9.0,0,2,0,0,1,2,0,0
40011790,1,3,1,1,2,4,0,0,75,0,0,7,0,0,-1,0,0,0,4,6,-9.0,-9.0,-9.0,0,2,0,0,1,2,0,0
40011790,1,3,1,1,2,4,0,0,75,0,0,7,0,0,-1,0,0,0,4,6,-9.0,-9.0,-9.0,0,2,0,0,1,2,0,0
40011790,1,3,1,1,2,4,0,0,75,0,0,7,0,0,-1,0,0,0,4,6,-9.0,-9.0,-9.0,0,2,0,0,1,2,0,0
40011790,1,3,2,2,3,4,0,0,75,0,0,7,0,0,-1,0,0,0,4,6,-9.0,-9.0,-9.0,0,2,0,0,1,2,0,0
40011855,1,0,2,1,2,4,0,0,77,2,0,4,0,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,3,3,2,1,-9,2,4,0
40011855,1,3,2,2,3,4,0,0,77,2,0,4,0,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,3,3,2,1,-9,2,4,0
40011855,2,0,2,1,2,4,0,0,46,0,0,90,4,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,3,3,2,1,-9,2,4,0
40011855,2,3,2,2,3,4,0,0,46,0,0,90,4,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,3,3,2,1,-9,2,4,0
40012316,1,0,3,5,9,10,0,0,70,2,0,8,7,0,-1,0,0,0,0,6,-9.0,-9.0,-9.0,5,1,3,0,5,1,1,0
40012316,1,9,1,1,1,10,0,0,70,2,0,8,7,0,-1,0,0,0,0,6,-9.0,-9.0,-9.0,5,1,3,0,5,1,1,0
40012316,1,2,1,1,2,10,0,0,70,2,0,8,7,0,-1,0,0,0,0,6,-9.0,-9.0,-9.0,5,1,3,0,5,1,1,0
40012316,1,3,2,2,3,10,0,0,70,2,0,8,7,0,-1,0,0,0,0,6,-9.0,-9.0,-9.0,5,1,3,0,5,1,1,0
40012316,1,0,3,6,10,10,0,0,70,2,0,8,7,0,-1,0,0,0,0,6,-9.0,-9.0,-9.0,5,1,3,0,5,1,1,0
40012316,1,10,3,2,3,10,0,0,70,2,0,8,7,0,-1,0,0,0,0,6,-9.0,-9.0,-9.0,5,1,3,0,5,1,1,0
40014582,1,0,0,0,4,1,0,0,72,0,0,3,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,2,0,0,0,3,1,2,0
40014582,1,4,0,2,3,1,0,0,72,0,0,3,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,2,0,0,0,3,1,2,0
40014582,1,0,2,3,7,1,0,0,72,0,0,3,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,2,0,0,0,3,1,2,0
40014582,1,7,1,1,5,1,0,0,72,0,0,3,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,2,0,0,0,3,1,2,0
40014582,1,5,2,2,3,1,0,0,72,0,0,3,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,2,0,0,0,3,1,2,0
40015884,1,0,2,3,7,0,1,0,52,2,9,30,0,0,4,0,9,9,5,5,0.16,0.19,-9.0,0,1,1,2,1,1,0,0
40015884,1,7,1,8,12,0,1,0,52,2,9,30,0,0,4,0,9,9,5,5,0.16,0.19,-9.0,0,1,1,2,1,1,0,0
40015884,1,12,4,2,3,0,1,0,52,2,9,30,0,0,4,0,9,9,5,5,0.16,0.19,-9.0,0,1,1,2,1,1,0,0
40015884,1,0,2,1,2,0,1,0,52,2,9,30,0,0,4,0,9,9,5,5,0.16,0.19,-9.0,0,1,1,2,1,1,0,0
40015884,1,3,2,2,3,0,1,0,52,2,9,30,0,0,4,0,9,9,5,5,0.16,0.19,-9.0,0,1,1,2,1,1,0,0
40016478,1,0,3,4,8,5,2,1,43,0,7,7,0,0,20,2,7,7,20,10,8.98,11.57,-9.0,2,0,0,0,1,4,0,2
40016478,1,8,1,4,8,5,2,1,43,0,7,7,0,0,20,2,7,7,20,10,8.98,11.57,-9.0,2,0,0,0,1,4,0,2
40016478,1,8,1,8,12,5,2,1,43,0,7,7,0,0,20,2,7,7,20,10,8.98,11.57,-9.0,2,0,0,0,1,4,0,2
40016478,1,12,1,4,8,5,2,1,43,0,7,7,0,0,20,2,7,7,20,10,8.98,11.57,-9.0,2,0,0,0,1,4,0,2
40016478,1,8,3,2,3,5,2,1,43,0,7,7,0,0,20,2,7,7,20,10,8.98,11.57,-9.0,2,0,0,0,1,4,0,2
40016478,1,0,3,4,8,5,2,1,43,0,7,7,0,0,20,2,7,7,20,10,8.98,11.57,-9.0,2,0,0,0,1,4,0,2
40016478,1,8,1,8,12,5,2,1,43,0,7,7,0,0,20,2,7,7,20,10,8.98,11.57,-9.0,2,0,0,0,1,4,0,2
40016478,1,12,4,2,3,5,2,1,43,0,7,7,0,0,20,2,7,7,20,10,8.98,11.57,-9.0,2,0,0,0,1,4,0,2
40016478,1,0,3,4,8,5,2,1,43,0,7,7,0,0,20,2,7,7,20,10,8.98,11.57,-9.0,2,0,0,0,1,4,0,2
40016478,1,8,3,2,3,5,2,1,43,0,7,7,0,0,20,2,7,7,20,10,8.98,11.57,-9.0,2,0,0,0,1,4,0,2
40016478,2,0,4,8,12,5,2,1,39,0,1,7,0,0,20,0,1,1,20,2,8.98,11.57,-9.0,2,0,0,0,1,4,0,2
40016478,2,12,4,2,3,5,2,1,39,0,1,7,0,0,20,0,1,1,20,2,8.98,11.57,-9.0,2,0,0,0,1,4,0,2
40016478,3,0,3,6,14,5,2,1,15,2,0,7,1,-1,-1,0,0,0,-1,4,-9.0,-9.0,3.22,2,0,0,0,1,4,0,2
40016478,3,14,3,2,3,5,2,1,15,2,0,7,1,-1,-1,0,0,0,-1,4,-9.0,-9.0,3.22,2,0,0,0,1,4,0,2
40016478,3,0,0,0,6,5,2,1,15,2,0,7,1,-1,-1,0,0,0,-1,4,-9.0,-9.0,3.22,2,0,0,0,1,4,0,2
40016478,3,6,0,2,3,5,2,1,15,2,0,7,1,-1,-1,0,0,0,-1,4,-9.0,-9.0,3.22,2,0,0,0,1,4,0,2
40016478,4,0,3,4,8,5,2,1,12,1,0,7,1,-1,-1,0,0,0,-1,3,-9.0,-9.0,3.22,2,0,0,0,1,4,0,2
40016478,4,8,1,6,14,5,2,1,12,1,0,7,1,-1,-1,0,0,0,-1,3,-9.0,-9.0,3.22,2,0,0,0,1,4,0,2
40016478,4,14,3,2,3,5,2,1,12,1,0,7,1,-1,-1,0,0,0,-1,3,-9.0,-9.0,3.22,2,0,0,0,1,4,0,2
40017562,1,0,0,0,6,3,2,0,63,0,1,1,0,0,20,2,1,1,0,2,5.96,11.47,-9.0,0,0,0,2,1,2,0,2
40017562,1,6,0,2,3,3,2,0,63,0,1,1,0,0,20,2,1,1,0,2,5.96,11.47,-9.0,0,0,0,2,1,2,0,2
40017562,2,0,2,1,2,3,2,0,65,0,3,1,0,0,-1,0,3,3,0,4,-9.0,-9.0,-9.0,0,0,0,2,1,2,0,2
40017562,2,3,1,3,7,3,2,0,65,0,3,1,0,0,-1,0,3,3,0,4,-9.0,-9.0,-9.0,0,0,0,2,1,2,0,2
40017562,2,7,1,8,13,3,2,0,65,0,3,1,0,0,-1,0,3,3,0,4,-9.0,-9.0,-9.0,0,0,0,2,1,2,0,2
40017562,2,13,4,2,3,3,2,0,65,0,3,1,0,0,-1,0,3,3,0,4,-9.0,-9.0,-9.0,0,0,0,2,1,2,0,2
40019778,1,0,0,0,4,2,1,0,63,0,1,10,0,0,30,0,1,1,2,5,9.26,14.9,-9.0,0,0,3,0,1,1,0,0
40019778,1,4,0,2,3,2,1,0,63,0,1,10,0,0,30,0,1,1,2,5,9.26,14.9,-9.0,0,0,3,0,1,1,0,0
40019778,1,0,0,0,4,2,1,0,63,0,1,10,0,0,30,0,1,1,2,5,9.26,14.9,-9.0,0,0,3,0,1,1,0,0
40019778,1,4,1,3,7,2,1,0,63,0,1,10,0,0,30,0,1,1,2,5,9.26,14.9,-9.0,0,0,3,0,1,1,0,0
40019778,1,7,2,2,3,2,1,0,63,0,1,10,0,0,30,0,1,1,2,5,9.26,14.9,-9.0,0,0,3,0,1,1,0,0
40020182,1,19,1,6,19,0,0,0,66,0,0,14,0,0,-1,0,0,0,0,3,-9.0,-9.0,-9.0,2,0,4,0,1,3,0,0
40020182,1,19,1,5,9,0,0,0,66,0,0,14,0,0,-1,0,0,0,0,3,-9.0,-9.0,-9.0,2,0,4,0,1,3,0,0
40020182,1,9,3,2,3,0,0,0,66,0,0,14,0,0,-1,0,0,0,0,3,-9.0,-9.0,-9.0,2,0,4,0,1,3,0,0
40020182,2,0,3,5,9,0,0,0,70,0,0,0,0,0,-1,0,0,0,0,3,-9.0,-9.0,-9.0,2,0,4,0,1,3,0,0
40020182,2,9,1,5,9,0,0,0,70,0,0,0,0,0,-1,0,0,0,0,3,-9.0,-9.0,-9.0,2,0,4,0,1,3,0,0
40020182,2,9,3,2,3,0,0,0,70,0,0,0,0,0,-1,0,0,0,0,3,-9.0,-9.0,-9.0,2,0,4,0,1,3,0,0
40020182,3,0,0,0,0,0,0,0,44,2,0,50,0,0,-1,0,0,0,2,2,-9.0,-9.0,-9.0,2,0,4,0,1,3,0,0
40020182,3,1,0,2,3,0,0,0,44,2,0,50,0,0,-1,0,0,0,2,2,-9.0,-9.0,-9.0,2,0,4,0,1,3,0,0
40020395,1,15,2,1,2,7,1,0,50,0,3,4,0,0,-1,0,3,3,2,2,-9.0,-9.0,-9.0,0,2,3,3,1,1,0,2
40020395,1,3,2,2,3,7,1,0,50,0,3,4,0,0,-1,0,3,3,2,2,-9.0,-9.0,-9.0,0,2,3,3,1,1,0,2
40025461,1,0,3,4,8,10,1,0,36,0,1,12,0,0,15,0,1,1,1,12,5.26,7.77,-9.0,3,3,2,1,1,4,0,0
40025461,1,8,3,2,3,10,1,0,36,0,1,12,0,0,15,0,1,1,1,12,5.26,7.77,-9.0,3,3,2,1,1,4,0,0
40025461,1,0,3,4,8,10,1,0,36,0,1,12,0,0,15,0,1,1,1,12,5.26,7.77,-9.0,3,3,2,1,1,4,0,0
40025461,1,8,1,0,6,10,1,0,36,0,1,12,0,0,15,0,1,1,1,12,5.26,7.77,-9.0,3,3,2,1,1,4,0,0
40025461,1,6,0,2,3,10,1,0,36,0,1,12,0,0,15,0,1,1,1,12,5.26,7.77,-9.0,3,3,2,1,1,4,0,0
40025461,1,0,4,8,12,10,1,0,36,0,1,12,0,0,15,0,1,1,1,12,5.26,7.77,-9.0,3,3,2,1,1,4,0,0
40025461,1,12,4,2,3,10,1,0,36,0,1,12,0,0,15,0,1,1,1,12,5.26,7.77,-9.0,3,3,2,1,1,4,0,0
40025461,1,0,2,1,2,10,1,0,36,0,1,12,0,0,15,0,1,1,1,12,5.26,7.77,-9.0,3,3,2,1,1,4,0,0
40025461,1,3,2,2,3,10,1,0,36,0,1,12,0,0,15,0,1,1,1,12,5.26,7.77,-9.0,3,3,2,1,1,4,0,0
40025461,1,0,0,0,6,10,1,0,36,0,1,12,0,0,15,0,1,1,1,12,5.26,7.77,-9.0,3,3,2,1,1,4,0,0
40025461,1,6,1,1,2,10,1,0,36,0,1,12,0,0,15,0,1,1,1,12,5.26,7.77,-9.0,3,3,2,1,1,4,0,0
40025461,1,3,2,2,3,10,1,0,36,0,1,12,0,0,15,0,1,1,1,12,5.26,7.77,-9.0,3,3,2,1,1,4,0,0
40025461,2,0,3,6,14,10,1,0,16,2,0,15,1,0,-1,0,0,0,5,7,-9.0,-9.0,2.01,3,3,2,1,1,4,0,0
40025461,2,14,1,0,0,10,1,0,16,2,0,15,1,0,-1,0,0,0,5,7,-9.0,-9.0,2.01,3,3,2,1,1,4,0,0
40025461,2,1,1,1,2,10,1,0,16,2,0,15,1,0,-1,0,0,0,5,7,-9.0,-9.0,2.01,3,3,2,1,1,4,0,0
40025461,2,3,2,2,3,10,1,0,16,2,0,15,1,0,-1,0,0,0,5,7,-9.0,-9.0,2.01,3,3,2,1,1,4,0,0
40025461,2,0,0,0,6,10,1,0,16,2,0,15,1,0,-1,0,0,0,5,7,-9.0,-9.0,2.01,3,3,2,1,1,4,0,0
40025461,2,6,1,1,2,10,1,0,16,2,0,15,1,0,-1,0,0,0,5,7,-9.0,-9.0,2.01,3,3,2,1,1,4,0,0
40025461,2,3,2,2,3,10,1,0,16,2,0,15,1,0,-1,0,0,0,5,7,-9.0,-9.0,2.01,3,3,2,1,1,4,0,0
40025461,3,0,3,6,14,10,1,0,5,1,0,7,7,-1,-1,0,0,0,-1,7,-9.0,-9.0,1.33,3,3,2,1,1,4,0,0
40025461,3,14,1,6,18,10,1,0,5,1,0,7,7,-1,-1,0,0,0,-1,7,-9.0,-9.0,1.33,3,3,2,1,1,4,0,0
40025461,3,18,1,0,0,10,1,0,5,1,0,7,7,-1,-1,0,0,0,-1,7,-9.0,-9.0,1.33,3,3,2,1,1,4,0,0
40025461,3,1,1,1,2,10,1,0,5,1,0,7,7,-1,-1,0,0,0,-1,7,-9.0,-9.0,1.33,3,3,2,1,1,4,0,0
40025461,3,3,1,0,6,10,1,0,5,1,0,7,7,-1,-1,0,0,0,-1,7,-9.0,-9.0,1.33,3,3,2,1,1,4,0,0
40025461,3,6,1,1,2,10,1,0,5,1,0,7,7,-1,-1,0,0,0,-1,7,-9.0,-9.0,1.33,3,3,2,1,1,4,0,0
40025461,3,3,2,2,3,10,1,0,5,1,0,7,7,-1,-1,0,0,0,-1,7,-9.0,-9.0,1.33,3,3,2,1,1,4,0,0
40025461,4,0,3,4,8,10,1,0,12,1,0,15,3,-1,-1,0,0,0,-1,4,-9.0,-9.0,2.18,3,3,2,1,1,4,0,0
40025461,4,8,1,6,14,10,1,0,12,1,0,15,3,-1,-1,0,0,0,-1,4,-9.0,-9.0,2.18,3,3,2,1,1,4,0,0
40025461,4,14,1,1,2,10,1,0,12,1,0,15,3,-1,-1,0,0,0,-1,4,-9.0,-9.0,2.18,3,3,2,1,1,4,0,0
40025461,4,3,2,2,3,10,1,0,12,1,0,15,3,-1,-1,0,0,0,-1,4,-9.0,-9.0,2.18,3,3,2,1,1,4,0,0
40025974,1,0,2,1,5,3,2,0,33,0,1,2,0,0,15,0,1,1,0,5,3.35,4.19,-9.0,2,0,0,0,1,4,0,2
40025974,1,5,1,1,1,3,2,0,33,0,1,2,0,0,15,0,1,1,0,5,3.35,4.19,-9.0,2,0,0,0,1,4,0,2
40025974,1,2,1,1,5,3,2,0,33,0,1,2,0,0,15,0,1,1,0,5,3.35,4.19,-9.0,2,0,0,0,1,4,0,2
40025974,1,5,1,6,10,3,2,0,33,0,1,2,0,0,15,0,1,1,0,5,3.35,4.19,-9.0,2,0,0,0,1,4,0,2
40025974,1,10,3,2,3,3,2,0,33,0,1,2,0,0,15,0,1,1,0,5,3.35,4.19,-9.0,2,0,0,0,1,4,0,2
40025974,2,0,2,1,5,3,2,0,33,0,1,4,0,0,200,0,1,1,1,3,9.36,15.78,-9.0,2,0,0,0,1,4,0,2
40025974,2,5,1,6,10,3,2,0,33,0,1,4,0,0,200,0,1,1,1,3,9.36,15.78,-9.0,2,0,0,0,1,4,0,2
40025974,2,10,3,2,3,3,2,0,33,0,1,4,0,0,200,0,1,1,1,3,9.36,15.78,-9.0,2,0,0,0,1,4,0,2
40026228,1,0,3,2,3,4,1,0,20,0,1,7,0,0,10,0,1,1,7,1,0.83,1.19,-9.0,2,0,3,0,1,2,0,0
40026228,2,1,1,0,0,4,1,0,26,0,0,7,0,0,-1,0,0,0,7,1,-9.0,-9.0,-9.0,2,0,3,0,1,2,0,0
40028214,1,0,3,4,8,3,0,0,68,0,0,2,0,0,-1,0,0,0,2,2,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
40028214,1,8,3,2,3,3,0,0,68,0,0,2,0,0,-1,0,0,0,2,2,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
40028214,2,0,3,4,8,3,0,0,68,0,0,2,0,0,-1,0,0,0,2,2,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
40028214,2,8,3,2,3,3,0,0,68,0,0,2,0,0,-1,0,0,0,2,2,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
40028451,1,0,2,1,2,9,0,0,76,0,0,7,3,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,1,0,0,0,1,3,0,1
40028451,1,3,2,2,3,9,0,0,76,0,0,7,3,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,1,0,0,0,1,3,0,1
40028451,1,0,2,3,7,9,0,0,76,0,0,7,3,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,1,0,0,0,1,3,0,1
40028451,1,7,2,2,3,9,0,0,76,0,0,7,3,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,1,0,0,0,1,3,0,1
40028451,1,0,3,2,3,9,0,0,76,0,0,7,3,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,1,0,0,0,1,3,0,1
40028451,2,0,3,7,16,9,0,0,75,0,0,2,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,1,0,0,0,1,3,0,1
40028451,2,16,3,2,3,9,0,0,75,0,0,2,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,1,0,0,0,1,3,0,1
40028451,2,0,2,3,7,9,0,0,75,0,0,2,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,1,0,0,0,1,3,0,1
40028451,2,7,2,2,3,9,0,0,75,0,0,2,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,1,0,0,0,1,3,0,1
40028451,3,0,3,6,10,9,0,0,73,2,0,5,0,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,1,0,0,0,1,3,0,1
40028451,3,10,3,2,3,9,0,0,73,2,0,5,0,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,1,0,0,0,1,3,0,1
40029487,1,0,0,0,4,5,1,0,69,0,0,30,0,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,2
40029487,1,4,1,0,4,5,1,0,69,0,0,30,0,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,2
40029487,1,4,1,0,4,5,1,0,69,0,0,30,0,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,2
40029487,1,4,1,1,2,5,1,0,69,0,0,30,0,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,2
40029487,1,3,1,1,2,5,1,0,69,0,0,30,0,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,2
40029487,1,3,2,2,3,5,1,0,69,0,0,30,0,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,2
40029487,1,0,0,0,4,5,1,0,69,0,0,30,0,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,2
40029487,1,4,0,2,3,5,1,0,69,0,0,30,0,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,2
40029487,1,0,0,0,4,5,1,0,69,0,0,30,0,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,2
40029487,1,4,0,2,3,5,1,0,69,0,0,30,0,0,-1,0,0,0,0,10,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,2
40029487,2,0,0,0,4,5,1,0,68,0,3,10,0,0,-1,0,3,3,6,3,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,2
40029487,2,4,0,2,15,5,1,0,68,0,3,10,0,0,-1,0,3,3,6,3,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,2
40029487,2,15,3,2,3,5,1,0,68,0,3,10,0,0,-1,0,3,3,6,3,-9.0,-9.0,-9.0,4,0,0,0,1,2,0,2
40029691,1,0,2,1,2,10,0,0,60,0,0,4,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,3,2,2,1,5,1,1,0
40029691,1,3,1,1,2,10,0,0,60,0,0,4,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,3,2,2,1,5,1,1,0
40029691,1,3,2,2,3,10,0,0,60,0,0,4,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,3,2,2,1,5,1,1,0
40029691,1,0,0,0,0,10,0,0,60,0,0,4,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,3,2,2,1,5,1,1,0
40029691,1,1,0,2,3,10,0,0,60,0,0,4,0,0,-1,0,0,0,0,5,-9.0,-9.0,-9.0,3,2,2,1,5,1,1,0
40029821,1,0,2,1,2,1,0,0,83,0,0,3,1,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,1,2,0,0,5,2,1,0
40029821,1,3,2,2,3,1,0,0,83,0,0,3,1,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,1,2,0,0,5,2,1,0
40029821,1,0,2,3,7,1,0,0,83,0,0,3,1,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,1,2,0,0,5,2,1,0
40029821,1,7,2,2,3,1,0,0,83,0,0,3,1,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,1,2,0,0,5,2,1,0
40029821,2,0,2,3,7,1,0,0,82,0,0,4,6,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,1,2,0,0,5,2,1,0
40029821,2,7,2,2,3,1,0,0,82,0,0,4,6,0,-1,0,0,0,0,2,-9.0,-9.0,-9.0,1,2,0,0,5,2,1,0
40030369,1,0,4,8,12,9,2,0,43,0,3,7,0,0,-1,0,3,3,5,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,1
40030369,1,12,1,8,13,9,2,0,43,0,3,7,0,0,-1,0,3,3,5,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,1
40030369,1,13,1,8,13,9,2,0,43,0,3,7,0,0,-1,0,3,3,5,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,1
40030369,1,13,4,2,3,9,2,0,43,0,3,7,0,0,-1,0,3,3,5,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,1
40030369,2,0,4,8,12,9,2,0,43,0,3,7,0,0,-1,0,3,3,5,3,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,1
40030369,2,12,1,1,5,9,2,0,43,0,3,7,0,0,-1,0,3,3,5,3,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,1
40030369,2,5,2,2,3,9,2,0,43,0,3,7,0,0,-1,0,3,3,5,3,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,1
40032110,1,15,4,8,12,5,1,0,60,0,1,7,0,0,20,0,1,1,10,3,9.99,12.05,-9.0,3,0,2,1,1,2,0,2
40032110,1,12,1,8,12,5,1,0,60,0,1,7,0,0,20,0,1,1,10,3,9.99,12.05,-9.0,3,0,2,1,1,2,0,2
40032110,1,12,4,2,15,5,1,0,60,0,1,7,0,0,20,0,1,1,10,3,9.99,12.05,-9.0,3,0,2,1,1,2,0,2
40032110,2,12,1,5,9,5,1,0,68,0,0,3,0,0,-1,0,0,0,2,2,-9.0,-9.0,-9.0,3,0,2,1,1,2,0,2
40032110,2,9,3,2,3,5,1,0,68,0,0,3,0,0,-1,0,0,0,2,2,-9.0,-9.0,-9.0,3,0,2,1,1,2,0,2
40032605,1,0,0,0,4,8,1,0,70,0,0,4,0,0,-1,0,0,0,7,7,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
40032605,1,4,0,2,3,8,1,0,70,0,0,4,0,0,-1,0,0,0,7,7,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
40032605,1,0,2,1,2,8,1,0,70,0,0,4,0,0,-1,0,0,0,7,7,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
40032605,1,3,1,1,2,8,1,0,70,0,0,4,0,0,-1,0,0,0,7,7,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
40032605,1,3,2,2,3,8,1,0,70,0,0,4,0,0,-1,0,0,0,7,7,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
40032605,1,0,0,0,0,8,1,0,70,0,0,4,0,0,-1,0,0,0,7,7,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
40032605,1,1,0,2,3,8,1,0,70,0,0,4,0,0,-1,0,0,0,7,7,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,2
40032605,2,0,2,3,7,8,1,0,59,0,1,6,0,0,12,0,1,1,7,4,3.16,4.31,-9.0,0,0,0,0,1,2,0,2
40032605,2,7,1,8,12,8,1,0,59,0,1,6,0,0,12,0,1,1,7,4,3.16,4.31,-9.0,0,0,0,0,1,2,0,2
40032605,2,12,1,0,0,8,1,0,59,0,1,6,0,0,12,0,1,1,7,4,3.16,4.31,-9.0,0,0,0,0,1,2,0,2
40032605,2,1,0,2,3,8,1,0,59,0,1,6,0,0,12,0,1,1,7,4,3.16,4.31,-9.0,0,0,0,0,1,2,0,2
40033679,1,0,3,6,10,0,0,0,72,0,0,6,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,0
40033679,1,10,1,3,7,0,0,0,72,0,0,6,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,0
40033679,1,7,1,1,2,0,0,0,72,0,0,6,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,0
40033679,1,3,2,2,3,0,0,0,72,0,0,6,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,0
40033679,2,0,3,6,10,0,0,0,73,0,0,7,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,0
40033679,2,10,1,3,7,0,0,0,73,0,0,7,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,0
40033679,2,7,1,1,2,0,0,0,73,0,0,7,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,0
40033679,2,3,2,2,3,0,0,0,73,0,0,7,0,0,-1,0,0,0,0,4,-9.0,-9.0,-9.0,0,0,0,0,1,2,0,0
40033808,1,0,0,0,6,9,0,0,66,0,0,7,0,4,-1,0,0,0,10,2,-9.0,-9.0,-9.0,0,0,3,2,1,2,0,1
40033808,1,6,0,2,3,9,0,0,66,0,0,7,0,4,-1,0,0,0,10,2,-9.0,-9.0,-9.0,0,0,3,2,1,2,0,1
40033808,2,0,2,1,2,9,0,0,69,0,0,4,0,3,-1,0,0,0,2,2,-9.0,-9.0,-9.0,0,0,3,2,1,2,0,1
40033808,2,3,2,2,3,9,0,0,69,0,0,4,0,3,-1,0,0,0,2,2,-9.0,-9.0,-9.0,0,0,3,2,1,2,0,1
40034701,1,0,3,4,8,3,2,0,42,0,1,10,0,0,25,0,1,1,3,5,12.4,15.85,-9.0,0,0,0,0,1,2,0,2
40034701,1,8,3,2,3,3,2,0,42,0,1,10,0,0,25,0,1,1,3,5,12.4,15.85,-9.0,0,0,0,0,1,2,0,2
40034701,1,0,4,8,12,3,2,0,42,0,1,10,0,0,25,0,1,1,3,5,12.4,15.85,-9.0,0,0,0,0,1,2,0,2
