HOUSEID,PERSONID,URBRUR,WHYFROM,DRIVER,WHYTO,WHYTRP1S,HHFAMINC,TRIPPURP,WRKCOUNT,R_AGE,USULDRV,WEBUSE,WKFMHMXX,WRKTRANS,GCDWORK,CNTTDTR,NWALKTRP,NBIKETRP,DISTTOWK,TIMETOWK,HHSIZE,HHFAMINC2
10094745,1,0,22,0,21,6,14,1,0,63,1,1,0,1,-1,8,7,0,-9.0,-1,2,1
10094745,1,0,21,0,0,0,14,1,0,63,1,1,0,1,-1,8,7,0,-9.0,-1,2,1
10094745,1,0,1,0,12,4,14,1,0,63,1,1,0,1,-1,8,7,0,-9.0,-1,2,1
10094745,1,0,12,0,6,5,14,1,0,63,1,1,0,1,-1,8,7,0,-9.0,-1,2,1
10094745,1,0,6,0,3,3,14,0,0,63,1,1,0,1,-1,8,7,0,-9.0,-1,2,1
10094745,1,0,0,0,21,6,14,3,0,63,1,1,0,1,-1,8,7,0,-9.0,-1,2,1
10094745,1,0,21,0,3,3,14,3,0,63,1,1,0,1,-1,8,7,0,-9.0,-1,2,1
10094745,2,0,0,0,6,5,14,0,0,58,1,4,0,1,-1,9,4,0,-9.0,-1,2,1
10094745,2,0,6,0,3,3,14,0,0,58,1,4,0,1,-1,9,4,0,-9.0,-1,2,1
10094745,2,0,0,0,21,6,14,3,0,58,1,4,0,1,-1,9,4,0,-9.0,-1,2,1
10094745,2,0,21,0,0,0,14,1,0,58,1,4,0,1,-1,9,4,0,-9.0,-1,2,1
10094745,2,0,1,0,12,4,14,1,0,58,1,4,0,1,-1,9,4,0,-9.0,-1,2,1
10094745,2,0,12,0,6,5,14,1,0,58,1,4,0,1,-1,9,4,0,-9.0,-1,2,1
10094745,2,0,6,0,3,3,14,0,0,58,1,4,0,1,-1,9,4,0,-9.0,-1,2,1
10094745,2,0,0,0,21,6,14,3,0,58,1,4,0,1,-1,9,4,0,-9.0,-1,2,1
10094745,2,0,21,0,3,3,14,3,0,58,1,4,0,1,-1,9,4,0,-9.0,-1,2,1
10094802,1,0,0,0,25,12,9,2,1,76,1,0,0,1,-1,2,0,0,-9.0,-1,3,2
10094802,1,0,25,0,3,3,9,2,1,76,1,0,0,1,-1,2,0,0,-9.0,-1,3,2
10094802,3,0,0,2,25,12,9,2,1,35,2,0,0,0,2,2,2,0,2.0,10,3,2
10094802,3,0,25,2,3,3,9,2,1,35,2,0,0,0,2,2,2,0,2.0,10,3,2
10095041,1,0,0,0,0,0,10,0,2,55,1,3,0,1,-1,2,3,0,-9.0,-1,3,0
10095041,1,0,1,0,3,3,10,0,2,55,1,3,0,1,-1,2,3,0,-9.0,-1,3,0
10095041,2,0,0,0,1,1,10,0,2,49,0,1,0,0,7,7,3,5,13.0,20,3,0
10095041,2,0,2,0,3,3,10,0,2,49,0,1,0,0,7,7,3,5,13.0,20,3,0
10095041,2,0,0,0,2,2,10,4,2,49,0,1,0,0,7,7,3,5,13.0,20,3,0
10095041,2,0,3,0,3,3,10,4,2,49,0,1,0,0,7,7,3,5,13.0,20,3,0
