HOUSEID,PERSONID,URBRUR,WHYFROM,DRIVER,WHYTO,WHYTRP1S,HHFAMINC,TRIPPURP,WRKCOUNT,R_AGE,USULDRV,WEBUSE,WKFMHMXX,WRKTRANS,GCDWORK,CNTTDTR,NWALKTRP,NBIKETRP,DISTTOWK,TIMETOWK,HHSIZE
10488568,1,1,1,1,51,8,18,3,2,46,1,1,1,1,9,8,10,0,15,30,3
10488568,1,1,51,1,1,12,18,3,2,46,1,1,1,1,9,8,10,0,15,30,3
10488568,1,1,1,1,82,9,18,2,2,46,1,1,1,1,9,8,10,0,15,30,3
10488568,1,1,82,1,1,12,18,2,2,46,1,1,1,1,9,8,10,0,15,30,3
10488568,2,1,1,1,11,1,18,1,2,46,1,1,-1,1,7,4,2,0,15,25,3
10488568,2,1,11,1,1,12,18,1,2,46,1,1,-1,1,7,4,2,0,15,25,3
10488568,2,1,1,1,82,9,18,2,2,46,1,1,-1,1,7,4,2,0,15,25,3
10488568,2,1,82,1,1,12,18,2,2,46,1,1,-1,1,7,4,2,0,15,25,3
10488568,3,1,1,-1,53,8,18,3,2,10,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,3
10488568,3,1,53,-1,53,8,18,5,2,10,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,3
10488568,3,1,53,-1,53,8,18,5,2,10,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,3
10488568,3,1,53,-1,1,12,18,3,2,10,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,3
10490075,1,1,1,1,73,10,8,4,1,47,1,1,-1,1,7,6,0,0,9,35,2
10490075,1,1,73,1,11,1,8,5,1,47,1,1,-1,1,7,6,0,0,9,35,2
10490075,1,1,11,1,82,9,8,5,1,47,1,1,-1,1,7,6,0,0,9,35,2
10490075,1,1,82,1,12,11,8,5,1,47,1,1,-1,1,7,6,0,0,9,35,2
10490075,1,1,12,1,71,10,8,5,1,47,1,1,-1,1,7,6,0,0,9,35,2
10490075,1,1,71,1,1,12,8,4,1,47,1,1,-1,1,7,6,0,0,9,35,2
10490075,2,1,1,-1,24,7,8,4,1,5,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2
10490075,2,1,24,-1,1,12,8,4,1,5,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2
10490842,1,1,1,1,22,4,6,4,2,75,-1,3,-1,-1,-1,3,35,0,-9,-1,2
10490842,1,1,22,1,41,6,6,5,2,75,-1,3,-1,-1,-1,3,35,0,-9,-1,2
10490842,1,1,41,1,1,12,6,2,2,75,-1,3,-1,-1,-1,3,35,0,-9,-1,2
10490842,2,1,1,1,22,4,6,4,2,71,1,2,-1,1,10,3,50,0,15,25,2
10490842,2,1,22,1,41,6,6,5,2,71,1,2,-1,1,10,3,50,0,15,25,2
10490842,2,1,41,1,1,12,6,2,2,71,1,2,-1,1,10,3,50,0,15,25,2
10491081,1,2,1,1,51,8,9,3,0,54,-1,1,-1,-1,-1,2,25,0,-9,-1,2
10491081,1,2,51,1,1,12,9,3,0,54,-1,1,-1,-1,-1,2,25,0,-9,-1,2
10491988,1,1,1,1,41,6,7,2,1,70,1,-1,-1,1,3,2,0,0,5,25,1
10491988,1,1,41,1,1,12,7,2,1,70,1,-1,-1,1,3,2,0,0,5,25,1
10492789,1,1,1,1,53,8,4,3,1,49,-1,-1,-1,-1,-1,2,0,0,-9,-1,2
10492789,1,1,53,1,1,12,4,3,1,49,-1,-1,-1,-1,-1,2,0,0,-9,-1,2
10494224,1,1,1,1,41,6,10,2,1,56,-1,-1,-1,-1,-1,3,0,0,-9,-1,2
10494224,1,1,41,1,41,6,10,5,1,56,-1,-1,-1,-1,-1,3,0,0,-9,-1,2
10494224,1,1,41,1,1,12,10,2,1,56,-1,-1,-1,-1,-1,3,0,0,-9,-1,2
10494224,2,1,1,1,11,1,10,1,1,44,1,-1,-1,3,14,2,2,0,25,75,2
10494224,2,1,11,1,1,12,10,1,1,44,1,-1,-1,3,14,2,2,0,25,75,2
10495632,1,1,1,1,83,9,15,2,2,52,1,1,2,1,10,3,2,0,9,20,2
10495632,1,1,83,1,22,4,15,5,2,52,1,1,2,1,10,3,2,0,9,20,2
10495632,1,1,22,1,1,12,15,4,2,52,1,1,2,1,10,3,2,0,9,20,2
10495632,2,1,1,1,71,10,15,4,2,53,-1,1,-1,-1,0,9,4,0,-9,-1,2
10495632,2,1,71,1,53,8,15,5,2,53,-1,1,-1,-1,0,9,4,0,-9,-1,2
10495632,2,1,53,1,82,9,15,5,2,53,-1,1,-1,-1,0,9,4,0,-9,-1,2
10495632,2,1,82,1,41,6,15,5,2,53,-1,1,-1,-1,0,9,4,0,-9,-1,2
10495632,2,1,41,1,41,6,15,5,2,53,-1,1,-1,-1,0,9,4,0,-9,-1,2
10495632,2,1,41,1,83,9,15,5,2,53,-1,1,-1,-1,0,9,4,0,-9,-1,2
10495632,2,1,83,1,73,10,15,5,2,53,-1,1,-1,-1,0,9,4,0,-9,-1,2
10495632,2,1,73,1,73,10,15,5,2,53,-1,1,-1,-1,0,9,4,0,-9,-1,2
10495632,2,1,73,1,1,12,15,4,2,53,-1,1,-1,-1,0,9,4,0,-9,-1,2
10496581,1,1,1,1,11,1,15,1,1,28,1,1,-1,4,5,8,7,2,4,12,1
10496581,1,1,11,1,52,8,15,5,1,28,1,1,-1,4,5,8,7,2,4,12,1
10496581,1,1,52,1,82,9,15,5,1,28,1,1,-1,4,5,8,7,2,4,12,1
10496581,1,1,82,1,12,11,15,5,1,28,1,1,-1,4,5,8,7,2,4,12,1
10496581,1,1,12,1,1,12,15,1,1,28,1,1,-1,4,5,8,7,2,4,12,1
10496581,1,1,1,1,41,6,15,2,1,28,1,1,-1,4,5,8,7,2,4,12,1
10496581,1,1,41,1,51,8,15,5,1,28,1,1,-1,4,5,8,7,2,4,12,1
10496581,1,1,51,1,51,8,15,5,1,28,1,1,-1,4,5,8,7,2,4,12,1
10496910,1,1,1,1,22,4,2,4,0,82,-1,-1,-1,-1,-1,6,21,0,-9,-1,1
10496910,1,1,22,1,1,12,2,4,0,82,-1,-1,-1,-1,-1,6,21,0,-9,-1,1
10496910,1,1,1,1,41,6,2,2,0,82,-1,-1,-1,-1,-1,6,21,0,-9,-1,1
10496910,1,1,41,1,1,12,2,2,0,82,-1,-1,-1,-1,-1,6,21,0,-9,-1,1
10496910,1,1,1,1,54,8,2,3,0,82,-1,-1,-1,-1,-1,6,21,0,-9,-1,1
10496910,1,1,54,1,1,12,2,3,0,82,-1,-1,-1,-1,-1,6,21,0,-9,-1,1
10499564,1,1,1,1,30,5,18,4,0,80,-1,5,-1,-1,-1,4,7,0,-9,-1,2
10499564,1,1,30,1,1,12,18,4,0,80,-1,5,-1,-1,-1,4,7,0,-9,-1,2
10499564,1,1,1,1,30,5,18,4,0,80,-1,5,-1,-1,-1,4,7,0,-9,-1,2
10499564,1,1,30,1,1,12,18,4,0,80,-1,5,-1,-1,-1,4,7,0,-9,-1,2
10499564,2,1,1,1,30,5,18,4,0,79,-1,-1,-1,-1,-1,2,7,1,-9,-1,2
10499564,2,1,30,1,1,12,18,4,0,79,-1,-1,-1,-1,-1,2,7,1,-9,-1,2
10499827,1,1,-1,1,82,9,16,5,3,57,1,3,-1,1,0,7,0,0,7,15,4
10499827,1,1,82,1,41,6,16,5,3,57,1,3,-1,1,0,7,0,0,7,15,4
10499827,1,1,41,1,11,1,16,5,3,57,1,3,-1,1,0,7,0,0,7,15,4
10499827,1,1,11,1,14,2,16,5,3,57,1,3,-1,1,0,7,0,0,7,15,4
10499827,1,1,14,1,1,12,16,4,3,57,1,3,-1,1,0,7,0,0,7,15,4
10499827,1,1,1,1,82,9,16,2,3,57,1,3,-1,1,0,7,0,0,7,15,4
10499827,1,1,82,1,1,12,16,2,3,57,1,3,-1,1,0,7,0,0,7,15,4
10499827,2,1,1,1,11,1,16,1,3,51,1,1,-1,1,2,2,0,0,4,15,4
10499827,2,1,11,1,1,12,16,1,3,51,1,1,-1,1,2,2,0,0,4,15,4
10499827,3,1,1,1,11,1,16,1,3,19,1,1,-1,1,0,9,1,0,8,15,4
10499827,3,1,11,1,14,2,16,5,3,19,1,1,-1,1,0,9,1,0,8,15,4
10499827,3,1,14,1,12,11,16,5,3,19,1,1,-1,1,0,9,1,0,8,15,4
10499827,3,1,12,1,1,12,16,1,3,19,1,1,-1,1,0,9,1,0,8,15,4
10499827,3,1,1,1,20,13,16,4,3,19,1,1,-1,1,0,9,1,0,8,15,4
10499827,3,1,20,1,41,6,16,5,3,19,1,1,-1,1,0,9,1,0,8,15,4
10499827,3,1,41,1,1,12,16,2,3,19,1,1,-1,1,0,9,1,0,8,15,4
10499827,3,1,1,1,82,9,16,2,3,19,1,1,-1,1,0,9,1,0,8,15,4
10499827,3,1,82,1,1,12,16,2,3,19,1,1,-1,1,0,9,1,0,8,15,4
10503797,1,1,1,1,40,7,7,2,0,69,-1,-1,-1,-1,-1,13,1,5,-9,-1,2
10503797,1,1,40,1,42,7,7,5,0,69,-1,-1,-1,-1,-1,13,1,5,-9,-1,2
10503797,1,1,42,1,1,12,7,2,0,69,-1,-1,-1,-1,-1,13,1,5,-9,-1,2
10503797,1,1,1,1,82,9,7,2,0,69,-1,-1,-1,-1,-1,13,1,5,-9,-1,2
10503797,1,1,82,1,1,12,7,2,0,69,-1,-1,-1,-1,-1,13,1,5,-9,-1,2
10503797,1,1,1,1,30,5,7,4,0,69,-1,-1,-1,-1,-1,13,1,5,-9,-1,2
10503797,1,1,30,1,1,12,7,4,0,69,-1,-1,-1,-1,-1,13,1,5,-9,-1,2
10503797,1,1,1,1,53,8,7,3,0,69,-1,-1,-1,-1,-1,13,1,5,-9,-1,2
10503797,1,1,53,1,1,12,7,3,0,69,-1,-1,-1,-1,-1,13,1,5,-9,-1,2
10503797,1,1,1,1,51,8,7,3,0,69,-1,-1,-1,-1,-1,13,1,5,-9,-1,2
10503797,1,1,51,1,1,12,7,3,0,69,-1,-1,-1,-1,-1,13,1,5,-9,-1,2
10503797,1,1,1,1,40,7,7,2,0,69,-1,-1,-1,-1,-1,13,1,5,-9,-1,2
10503797,1,1,40,1,1,12,7,2,0,69,-1,-1,-1,-1,-1,13,1,5,-9,-1,2
10503797,2,1,1,1,40,7,7,2,0,70,-1,-1,-1,-1,-1,4,4,0,-9,-1,2
10503797,2,1,40,1,1,12,7,2,0,70,-1,-1,-1,-1,-1,4,4,0,-9,-1,2
10503797,2,1,1,1,82,9,7,2,0,70,-1,-1,-1,-1,-1,4,4,0,-9,-1,2
10503797,2,1,82,1,1,12,7,2,0,70,-1,-1,-1,-1,-1,4,4,0,-9,-1,2
10504301,1,1,1,1,65,7,18,4,2,47,-1,3,-1,-1,-1,3,5,0,-9,-1,4
10504301,1,1,65,1,41,6,18,5,2,47,-1,3,-1,-1,-1,3,5,0,-9,-1,4
10504301,1,1,41,1,1,12,18,2,2,47,-1,3,-1,-1,-1,3,5,0,-9,-1,4
10504301,2,1,1,1,11,1,18,1,2,46,-1,2,-1,-1,-1,4,5,0,-9,-1,4
10504301,2,1,11,1,82,9,18,5,2,46,-1,2,-1,-1,-1,4,5,0,-9,-1,4
10504301,2,1,82,1,11,1,18,5,2,46,-1,2,-1,-1,-1,4,5,0,-9,-1,4
10504301,2,1,11,1,1,12,18,1,2,46,-1,2,-1,-1,-1,4,5,0,-9,-1,4
10504301,3,1,1,1,30,5,18,4,2,18,-1,1,-1,-1,-1,9,5,0,-9,-1,4
10504301,3,1,30,1,41,6,18,5,2,18,-1,1,-1,-1,-1,9,5,0,-9,-1,4
10504301,3,1,41,1,1,12,18,2,2,18,-1,1,-1,-1,-1,9,5,0,-9,-1,4
10504301,3,1,1,1,14,2,18,4,2,18,-1,1,-1,-1,-1,9,5,0,-9,-1,4
10504301,3,1,14,1,14,2,18,5,2,18,-1,1,-1,-1,-1,9,5,0,-9,-1,4
10504301,3,1,14,1,14,2,18,5,2,18,-1,1,-1,-1,-1,9,5,0,-9,-1,4
10504301,3,1,14,1,1,12,18,4,2,18,-1,1,-1,-1,-1,9,5,0,-9,-1,4
10504301,3,1,1,1,53,8,18,3,2,18,-1,1,-1,-1,-1,9,5,0,-9,-1,4
10504301,3,1,53,1,1,12,18,3,2,18,-1,1,-1,-1,-1,9,5,0,-9,-1,4
10507544,3,1,53,1,53,8,11,5,2,24,-1,5,-1,-1,-1,4,0,0,-9,-1,6
10507544,3,1,53,1,53,8,11,5,2,24,-1,5,-1,-1,-1,4,0,0,-9,-1,6
10507544,3,1,53,1,82,9,11,5,2,24,-1,5,-1,-1,-1,4,0,0,-9,-1,6
10507544,3,1,82,1,53,8,11,5,2,24,-1,5,-1,-1,-1,4,0,0,-9,-1,6
10508804,1,1,1,1,11,1,-7,1,2,42,1,4,-1,1,2,9,5,0,3,10,2
10508804,1,1,11,1,82,9,-7,5,2,42,1,4,-1,1,2,9,5,0,3,10,2
10508804,1,1,82,1,1,12,-7,2,2,42,1,4,-1,1,2,9,5,0,3,10,2
10508804,1,1,1,1,53,8,-7,3,2,42,1,4,-1,1,2,9,5,0,3,10,2
10508804,1,1,53,1,1,12,-7,3,2,42,1,4,-1,1,2,9,5,0,3,10,2
10508804,1,1,1,1,73,10,-7,4,2,42,1,4,-1,1,2,9,5,0,3,10,2
10508804,1,1,73,1,1,12,-7,4,2,42,1,4,-1,1,2,9,5,0,3,10,2
10508804,1,1,1,1,41,6,-7,2,2,42,1,4,-1,1,2,9,5,0,3,10,2
10508804,1,1,41,1,1,12,-7,2,2,42,1,4,-1,1,2,9,5,0,3,10,2
10511402,1,1,1,1,11,1,17,1,1,67,1,2,-1,1,4,4,0,0,4,15,2
10511402,1,1,11,1,1,12,17,1,1,67,1,2,-1,1,4,4,0,0,4,15,2
10511402,1,1,1,1,82,9,17,2,1,67,1,2,-1,1,4,4,0,0,4,15,2
10511402,1,1,82,1,1,12,17,2,1,67,1,2,-1,1,4,4,0,0,4,15,2
10511402,2,1,1,1,73,10,17,4,1,66,-1,2,-1,-1,-1,8,0,0,-9,-1,2
10511402,2,1,73,1,41,6,17,5,1,66,-1,2,-1,-1,-1,8,0,0,-9,-1,2
10511402,2,1,41,1,71,10,17,5,1,66,-1,2,-1,-1,-1,8,0,0,-9,-1,2
10511402,2,1,71,1,71,10,17,5,1,66,-1,2,-1,-1,-1,8,0,0,-9,-1,2
10511402,2,1,71,1,73,10,17,5,1,66,-1,2,-1,-1,-1,8,0,0,-9,-1,2
10511402,2,1,73,1,1,12,17,4,1,66,-1,2,-1,-1,-1,8,0,0,-9,-1,2
10511402,2,1,1,1,60,7,17,4,1,66,-1,2,-1,-1,-1,8,0,0,-9,-1,2
10511402,2,1,60,1,1,12,17,4,1,66,-1,2,-1,-1,-1,8,0,0,-9,-1,2
10513255,1,1,1,1,41,6,11,2,1,47,-1,2,-1,-1,-1,2,0,0,-9,-1,2
10513255,1,1,41,1,1,12,11,2,1,47,-1,2,-1,-1,-1,2,0,0,-9,-1,2
10513255,2,1,1,1,11,1,11,1,1,49,1,1,-1,4,5,2,0,0,7,20,2
10513255,2,1,11,1,1,12,11,1,1,49,1,1,-1,4,5,2,0,0,7,20,2
10513273,1,1,-1,1,40,7,14,5,2,22,1,1,-1,1,13,7,0,0,20,30,2
10513273,1,1,40,1,82,9,14,5,2,22,1,1,-1,1,13,7,0,0,20,30,2
10513273,1,1,82,1,53,8,14,5,2,22,1,1,-1,1,13,7,0,0,20,30,2
10513273,1,1,53,1,53,8,14,5,2,22,1,1,-1,1,13,7,0,0,20,30,2
10513273,1,1,53,1,62,7,14,5,2,22,1,1,-1,1,13,7,0,0,20,30,2
10513273,1,1,62,1,62,7,14,5,2,22,1,1,-1,1,13,7,0,0,20,30,2
10513273,1,1,62,1,91,13,14,5,2,22,1,1,-1,1,13,7,0,0,20,30,2
10517628,1,1,1,1,11,1,12,1,2,46,1,5,-1,1,5,12,3,0,18,15,5
10517628,1,1,11,1,11,1,12,5,2,46,1,5,-1,1,5,12,3,0,18,15,5
10517628,1,1,11,1,11,1,12,5,2,46,1,5,-1,1,5,12,3,0,18,15,5
10517628,1,1,11,1,11,1,12,5,2,46,1,5,-1,1,5,12,3,0,18,15,5
10517628,1,1,11,1,11,1,12,5,2,46,1,5,-1,1,5,12,3,0,18,15,5
10517628,1,1,11,1,14,2,12,5,2,46,1,5,-1,1,5,12,3,0,18,15,5
10517628,1,1,14,1,43,6,12,5,2,46,1,5,-1,1,5,12,3,0,18,15,5
10517628,1,1,43,1,12,11,12,5,2,46,1,5,-1,1,5,12,3,0,18,15,5
10517628,1,1,12,1,41,6,12,5,2,46,1,5,-1,1,5,12,3,0,18,15,5
10517628,1,1,41,1,1,12,12,2,2,46,1,5,-1,1,5,12,3,0,18,15,5
10517628,1,1,1,1,73,10,12,4,2,46,1,5,-1,1,5,12,3,0,18,15,5
10517628,1,1,73,1,1,12,12,4,2,46,1,5,-1,1,5,12,3,0,18,15,5
10517628,2,1,1,1,11,1,12,1,2,48,1,4,-1,1,-1,7,3,0,22,40,5
10517628,2,1,11,1,40,7,12,5,2,48,1,4,-1,1,-1,7,3,0,22,40,5
10517628,2,1,40,1,1,12,12,2,2,48,1,4,-1,1,-1,7,3,0,22,40,5
10517628,2,1,1,1,71,10,12,4,2,48,1,4,-1,1,-1,7,3,0,22,40,5
10517628,2,1,71,1,73,10,12,5,2,48,1,4,-1,1,-1,7,3,0,22,40,5
10517628,2,1,73,1,73,10,12,5,2,48,1,4,-1,1,-1,7,3,0,22,40,5
10517628,2,1,73,1,1,12,12,4,2,48,1,4,-1,1,-1,7,3,0,22,40,5
10517628,3,1,1,1,53,8,12,3,2,16,-1,1,-1,-1,-1,6,2,0,-9,-1,5
10517628,3,1,53,1,54,8,12,5,2,16,-1,1,-1,-1,-1,6,2,0,-9,-1,5
10517628,3,1,54,1,82,9,12,5,2,16,-1,1,-1,-1,-1,6,2,0,-9,-1,5
10517628,3,1,82,1,73,10,12,5,2,16,-1,1,-1,-1,-1,6,2,0,-9,-1,5
10517628,3,1,73,1,73,10,12,5,2,16,-1,1,-1,-1,-1,6,2,0,-9,-1,5
10517628,3,1,73,1,1,12,12,4,2,16,-1,1,-1,-1,-1,6,2,0,-9,-1,5
10517628,4,1,1,1,53,8,12,3,2,16,-1,1,-1,-1,-1,6,1,0,-9,-1,5
10517628,4,1,53,1,54,8,12,5,2,16,-1,1,-1,-1,-1,6,1,0,-9,-1,5
10517628,4,1,54,1,82,9,12,5,2,16,-1,1,-1,-1,-1,6,1,0,-9,-1,5
10517628,4,1,82,1,73,10,12,5,2,16,-1,1,-1,-1,-1,6,1,0,-9,-1,5
10517628,4,1,73,1,73,10,12,5,2,16,-1,1,-1,-1,-1,6,1,0,-9,-1,5
10517628,4,1,73,1,1,12,12,4,2,16,-1,1,-1,-1,-1,6,1,0,-9,-1,5
10517628,5,1,1,-1,53,8,12,3,2,14,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,5
10517628,5,1,53,-1,1,12,12,3,2,14,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,5
10517628,5,1,1,-1,54,8,12,3,2,14,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,5
10517628,5,1,54,-1,41,6,12,5,2,14,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,5
10518410,1,1,1,1,41,6,6,2,1,41,1,3,-1,4,2,2,0,0,3,20,1
10518410,1,1,41,1,1,12,6,2,1,41,1,3,-1,4,2,2,0,0,3,20,1
10518474,1,2,1,1,11,1,6,1,2,36,1,2,-1,3,1,6,55,0,4,10,6
10518474,1,2,11,1,1,12,6,1,2,36,1,2,-1,3,1,6,55,0,4,10,6
10518474,1,2,1,1,30,5,6,4,2,36,1,2,-1,3,1,6,55,0,4,10,6
10518474,1,2,30,1,1,12,6,4,2,36,1,2,-1,3,1,6,55,0,4,10,6
10518474,1,2,1,1,53,8,6,3,2,36,1,2,-1,3,1,6,55,0,4,10,6
10518474,1,2,53,1,1,12,6,3,2,36,1,2,-1,3,1,6,55,0,4,10,6
10518474,2,2,1,1,71,10,6,4,2,31,-1,4,-1,-1,7,4,-9,0,9,-5,6
10518474,2,2,71,1,1,12,6,4,2,31,-1,4,-1,-1,7,4,-9,0,9,-5,6
10518474,2,2,1,1,70,10,6,4,2,31,-1,4,-1,-1,7,4,-9,0,9,-5,6
10518474,2,2,70,1,1,12,6,4,2,31,-1,4,-1,-1,7,4,-9,0,9,-5,6
10518474,3,2,1,1,14,2,6,4,2,18,-1,1,-1,-1,-1,2,14,0,-9,-1,6
10518474,3,2,14,1,1,12,6,4,2,18,-1,1,-1,-1,-1,2,14,0,-9,-1,6
10518474,4,2,1,-1,21,3,6,4,2,13,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,6
10518474,4,2,21,-1,21,3,6,5,2,13,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,6
10518474,4,2,21,-1,1,12,6,4,2,13,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,6
10518474,4,2,1,-1,30,5,6,4,2,13,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,6
10518474,4,2,30,-1,1,12,6,4,2,13,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,6
10518474,4,2,1,-1,54,8,6,3,2,13,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,6
10518474,4,2,54,-1,1,12,6,3,2,13,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,6
10518474,5,2,-1,-1,54,8,6,5,2,10,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,6
10518474,6,2,1,-1,53,8,6,3,2,4,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,6
10518474,6,2,53,-1,1,12,6,3,2,4,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,6
10518474,6,2,1,-1,53,8,6,3,2,4,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,6
10518474,6,2,53,-1,1,12,6,3,2,4,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,6
10518474,6,2,1,-1,53,8,6,3,2,4,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,6
10518474,6,2,53,-1,1,12,6,3,2,4,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,6
10518474,6,2,1,-1,51,8,6,3,2,4,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,6
10518474,6,2,51,-1,70,10,6,5,2,4,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,6
10518474,6,2,70,-1,1,12,6,4,2,4,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,6
10519471,1,1,1,1,11,1,8,1,2,59,1,1,-1,1,2,2,2,1,3,5,2
10519471,1,1,11,1,1,12,8,1,2,59,1,1,-1,1,2,2,2,1,3,5,2
10519471,2,1,1,1,11,1,8,1,2,61,1,1,-1,2,5,6,6,1,10,30,2
10519471,2,1,11,1,14,2,8,5,2,61,1,1,-1,2,5,6,6,1,10,30,2
10519471,2,1,14,1,82,9,8,5,2,61,1,1,-1,2,5,6,6,1,10,30,2
10519471,2,1,82,1,14,2,8,5,2,61,1,1,-1,2,5,6,6,1,10,30,2
10519471,2,1,14,1,12,11,8,5,2,61,1,1,-1,2,5,6,6,1,10,30,2
10519471,2,1,12,1,1,12,8,1,2,61,1,1,-1,2,5,6,6,1,10,30,2
10521063,1,1,1,1,11,1,12,1,3,48,1,2,-1,4,-9,6,3,0,47,60,3
10521063,1,1,11,1,1,12,12,1,3,48,1,2,-1,4,-9,6,3,0,47,60,3
10521063,1,1,1,1,22,4,12,4,3,48,1,2,-1,4,-9,6,3,0,47,60,3
10521063,1,1,22,1,82,9,12,5,3,48,1,2,-1,4,-9,6,3,0,47,60,3
10521063,1,1,82,1,41,6,12,5,3,48,1,2,-1,4,-9,6,3,0,47,60,3
10521063,1,1,41,1,1,12,12,2,3,48,1,2,-1,4,-9,6,3,0,47,60,3
10521063,2,1,1,1,22,4,12,4,3,47,1,2,-1,1,12,4,1,0,12,30,3
10521063,2,1,22,1,82,9,12,5,3,47,1,2,-1,1,12,4,1,0,12,30,3
10521063,2,1,82,1,41,6,12,5,3,47,1,2,-1,1,12,4,1,0,12,30,3
10521063,2,1,41,1,1,12,12,2,3,47,1,2,-1,1,12,4,1,0,12,30,3
10521063,3,1,1,1,43,6,12,2,3,18,1,3,-1,1,4,4,2,0,5,15,3
10521063,3,1,43,1,1,12,12,2,3,18,1,3,-1,1,4,4,2,0,5,15,3
10521063,3,1,1,1,53,8,12,3,3,18,1,3,-1,1,4,4,2,0,5,15,3
10521063,3,1,53,1,1,12,12,3,3,18,1,3,-1,1,4,4,2,0,5,15,3
10524167,1,1,1,1,65,7,8,4,0,71,-1,3,-1,-1,-1,2,0,0,-9,-1,2
10524167,1,1,65,1,1,12,8,4,0,71,-1,3,-1,-1,-1,2,0,0,-9,-1,2
10524167,2,1,1,1,65,7,8,4,0,69,-1,1,-1,-1,-1,4,4,0,-9,-1,2
10524167,2,1,65,1,1,12,8,4,0,69,-1,1,-1,-1,-1,4,4,0,-9,-1,2
10524167,2,1,1,1,41,6,8,2,0,69,-1,1,-1,-1,-1,4,4,0,-9,-1,2
10524167,2,1,41,1,1,12,8,2,0,69,-1,1,-1,-1,-1,4,4,0,-9,-1,2
10526059,1,1,1,1,60,7,10,4,1,41,-1,-1,-1,-1,-1,6,0,0,-9,-1,2
10526059,1,1,60,1,42,7,10,5,1,41,-1,-1,-1,-1,-1,6,0,0,-9,-1,2
10526059,1,1,42,1,1,12,10,2,1,41,-1,-1,-1,-1,-1,6,0,0,-9,-1,2
10526059,1,1,1,1,82,9,10,2,1,41,-1,-1,-1,-1,-1,6,0,0,-9,-1,2
10526059,1,1,82,1,20,13,10,5,1,41,-1,-1,-1,-1,-1,6,0,0,-9,-1,2
10526059,1,1,20,1,1,12,10,4,1,41,-1,-1,-1,-1,-1,6,0,0,-9,-1,2
10526059,2,1,11,1,11,1,10,5,1,61,1,-1,-1,1,6,3,5,0,6,15,2
10526059,2,1,11,1,20,13,10,5,1,61,1,-1,-1,1,6,3,5,0,6,15,2
10526059,2,1,20,1,1,12,10,4,1,61,1,-1,-1,1,6,3,5,0,6,15,2
10526518,1,1,1,1,51,8,14,3,1,54,1,1,-1,3,10,12,-9,0,18,25,1
10526518,1,1,51,1,71,10,14,5,1,54,1,1,-1,3,10,12,-9,0,18,25,1
10526518,1,1,71,1,82,9,14,5,1,54,1,1,-1,3,10,12,-9,0,18,25,1
10526518,1,1,82,1,41,6,14,5,1,54,1,1,-1,3,10,12,-9,0,18,25,1
10526518,1,1,41,1,41,6,14,5,1,54,1,1,-1,3,10,12,-9,0,18,25,1
10526518,1,1,41,1,41,6,14,5,1,54,1,1,-1,3,10,12,-9,0,18,25,1
10526518,1,1,41,1,1,12,14,2,1,54,1,1,-1,3,10,12,-9,0,18,25,1
10526518,1,1,1,1,51,8,14,3,1,54,1,1,-1,3,10,12,-9,0,18,25,1
10526518,1,1,51,1,73,10,14,5,1,54,1,1,-1,3,10,12,-9,0,18,25,1
10526518,1,1,73,1,1,12,14,4,1,54,1,1,-1,3,10,12,-9,0,18,25,1
10526518,1,1,1,1,51,8,14,3,1,54,1,1,-1,3,10,12,-9,0,18,25,1
10526518,1,1,51,1,1,12,14,3,1,54,1,1,-1,3,10,12,-9,0,18,25,1
10530168,1,1,1,1,51,8,3,3,1,60,-1,1,-1,-1,-1,4,3,0,-9,-1,2
10530168,1,1,51,1,1,12,3,3,1,60,-1,1,-1,-1,-1,4,3,0,-9,-1,2
10530168,1,1,1,1,81,9,3,3,1,60,-1,1,-1,-1,-1,4,3,0,-9,-1,2
10530168,1,1,81,1,1,12,3,3,1,60,-1,1,-1,-1,-1,4,3,0,-9,-1,2
