HOUSEID,PERSONID,WHYFROM,TRIPPURP,WHYTRP1S,WHYTO,HHFAMINC,WRKCOUNT,URBRUR,R_AGE,DRIVER,WRKTRANS,NWALKTRP,NBIKETRP,CARSHARE,TIMETOWK,WKFMHMXX,SCHTRN1,SCHTRN2,DELIVER,CNTTDTR,GCDWORK,DISTTOWK17,DISTTOSC17,BIKE,CAR,BUS,TRAIN,WEBUSE17,HHSIZE
30178534,2,11,NHB,40,11,1,0,1,36,1,-1,6,0,0,-1,-1,-1,-1,1,12,-9,-9,-9,5,1,5,5,1,3
30178534,2,11,NHB,40,11,1,0,1,36,1,-1,6,0,0,-1,-1,-1,-1,1,12,-9,-9,-9,5,1,5,5,1,3
30178534,2,11,NHB,40,11,1,0,1,36,1,-1,6,0,0,-1,-1,-1,-1,1,12,-9,-9,-9,5,1,5,5,1,3
30178534,2,11,HBSHOP,1,1,1,0,1,36,1,-1,6,0,0,-1,-1,-1,-1,1,12,-9,-9,-9,5,1,5,5,1,3
30178534,2,1,HBSOCREC,50,16,1,0,1,36,1,-1,6,0,0,-1,-1,-1,-1,1,12,-9,-9,-9,5,1,5,5,1,3
30178534,2,16,NHB,40,11,1,0,1,36,1,-1,6,0,0,-1,-1,-1,-1,1,12,-9,-9,-9,5,1,5,5,1,3
30178534,2,11,HBSHOP,1,1,1,0,1,36,1,-1,6,0,0,-1,-1,-1,-1,1,12,-9,-9,-9,5,1,5,5,1,3
30178534,3,1,HBO,70,6,1,0,1,8,-1,-1,5,0,-1,-1,-1,10,10,-1,10,-9,-9,3.13,5,1,5,5,1,3
30178534,3,6,HBO,1,1,1,0,1,8,-1,-1,5,0,-1,-1,-1,10,10,-1,10,-9,-9,3.13,5,1,5,5,1,3
30178534,3,1,HBO,70,6,1,0,1,8,-1,-1,5,0,-1,-1,-1,10,10,-1,10,-9,-9,3.13,5,1,5,5,1,3
30178534,3,6,HBO,1,1,1,0,1,8,-1,-1,5,0,-1,-1,-1,10,10,-1,10,-9,-9,3.13,5,1,5,5,1,3
30178534,3,1,HBSHOP,40,11,1,0,1,8,-1,-1,5,0,-1,-1,-1,10,10,-1,10,-9,-9,3.13,5,1,5,5,1,3
30178534,3,11,NHB,40,11,1,0,1,8,-1,-1,5,0,-1,-1,-1,10,10,-1,10,-9,-9,3.13,5,1,5,5,1,3
30178534,3,11,NHB,40,11,1,0,1,8,-1,-1,5,0,-1,-1,-1,10,10,-1,10,-9,-9,3.13,5,1,5,5,1,3
30178534,3,11,NHB,40,11,1,0,1,8,-1,-1,5,0,-1,-1,-1,10,10,-1,10,-9,-9,3.13,5,1,5,5,1,3
30178534,3,11,NHB,40,11,1,0,1,8,-1,-1,5,0,-1,-1,-1,10,10,-1,10,-9,-9,3.13,5,1,5,5,1,3
30178534,3,11,HBSHOP,1,1,1,0,1,8,-1,-1,5,0,-1,-1,-1,10,10,-1,10,-9,-9,3.13,5,1,5,5,1,3
30178584,1,1,HBW,10,3,5,1,1,65,1,3,7,0,0,25,0,-1,-1,4,2,18.61,23.06,-9,5,1,5,5,1,2
30178584,1,3,HBW,1,1,5,1,1,65,1,3,7,0,0,25,0,-1,-1,4,2,18.61,23.06,-9,5,1,5,5,1,2
30178757,1,1,HBSOCREC,50,17,4,0,2,76,1,-1,7,0,0,-1,-1,-1,-1,2,4,-9,-9,-9,5,1,4,5,1,1
30178757,1,17,NHB,50,15,4,0,2,76,1,-1,7,0,0,-1,-1,-1,-1,2,4,-9,-9,-9,5,1,4,5,1,1
30178757,1,15,NHB,40,11,4,0,2,76,1,-1,7,0,0,-1,-1,-1,-1,2,4,-9,-9,-9,5,1,4,5,1,1
30178757,1,11,NHB,50,17,4,0,2,76,1,-1,7,0,0,-1,-1,-1,-1,2,4,-9,-9,-9,5,1,4,5,1,1
30178991,1,1,HBO,1,1,5,1,1,27,1,3,21,1,0,13,-1,-1,-1,2,12,5.71,6.48,-9,4,1,5,5,1,1
30178991,1,1,HBW,10,3,5,1,1,27,1,3,21,1,0,13,-1,-1,-1,2,12,5.71,6.48,-9,4,1,5,5,1,1
30178991,1,3,HBW,1,1,5,1,1,27,1,3,21,1,0,13,-1,-1,-1,2,12,5.71,6.48,-9,4,1,5,5,1,1
30178991,1,1,HBO,1,1,5,1,1,27,1,3,21,1,0,13,-1,-1,-1,2,12,5.71,6.48,-9,4,1,5,5,1,1
30178991,1,1,HBW,10,3,5,1,1,27,1,3,21,1,0,13,-1,-1,-1,2,12,5.71,6.48,-9,4,1,5,5,1,1
30178991,1,3,HBW,1,1,5,1,1,27,1,3,21,1,0,13,-1,-1,-1,2,12,5.71,6.48,-9,4,1,5,5,1,1
30178991,1,1,HBO,1,1,5,1,1,27,1,3,21,1,0,13,-1,-1,-1,2,12,5.71,6.48,-9,4,1,5,5,1,1
30178991,1,1,HBO,97,7,5,1,1,27,1,3,21,1,0,13,-1,-1,-1,2,12,5.71,6.48,-9,4,1,5,5,1,1
30178991,1,7,NHB,40,11,5,1,1,27,1,3,21,1,0,13,-1,-1,-1,2,12,5.71,6.48,-9,4,1,5,5,1,1
30178991,1,11,NHB,50,17,5,1,1,27,1,3,21,1,0,13,-1,-1,-1,2,12,5.71,6.48,-9,4,1,5,5,1,1
30178991,1,17,HBSOCREC,1,1,5,1,1,27,1,3,21,1,0,13,-1,-1,-1,2,12,5.71,6.48,-9,4,1,5,5,1,1
30178991,1,1,HBO,1,1,5,1,1,27,1,3,21,1,0,13,-1,-1,-1,2,12,5.71,6.48,-9,4,1,5,5,1,1
30179760,1,1,HBO,97,7,6,0,1,63,1,-1,0,0,1,-1,-1,-1,-1,3,2,-9,-9,-9,5,-1,5,5,1,2
30179760,1,7,NHB,97,7,6,0,1,63,1,-1,0,0,1,-1,-1,-1,-1,3,2,-9,-9,-9,5,-1,5,5,1,2
30179760,2,1,HBO,97,7,6,0,1,77,2,-1,0,0,0,-1,-1,-1,-1,0,2,-9,-9,-9,5,-1,5,5,1,2
30179760,2,7,NHB,97,7,6,0,1,77,2,-1,0,0,0,-1,-1,-1,-1,0,2,-9,-9,-9,5,-1,5,5,1,2
30181888,1,1,HBW,10,3,6,2,1,25,1,3,3,0,0,20,-1,-1,-1,2,3,5.76,6.89,-9,5,1,5,5,1,4
30181888,1,3,NHB,40,11,6,2,1,25,1,3,3,0,0,20,-1,-1,-1,2,3,5.76,6.89,-9,5,1,5,5,1,4
30181888,1,11,HBSHOP,1,1,6,2,1,25,1,3,3,0,0,20,-1,-1,-1,2,3,5.76,6.89,-9,5,1,5,5,1,4
30181888,2,1,HBSHOP,40,11,6,2,1,28,1,3,1,0,0,35,-1,-1,-1,0,4,9.48,14.87,-9,5,1,5,5,1,4
30181888,2,11,NHB,10,3,6,2,1,28,1,3,1,0,0,35,-1,-1,-1,0,4,9.48,14.87,-9,5,1,5,5,1,4
30181888,2,3,NHB,40,12,6,2,1,28,1,3,1,0,0,35,-1,-1,-1,0,4,9.48,14.87,-9,5,1,5,5,1,4
30181888,2,12,HBSHOP,1,1,6,2,1,28,1,3,1,0,0,35,-1,-1,-1,0,4,9.48,14.87,-9,5,1,5,5,1,4
30181888,3,1,HBO,20,9,6,2,1,6,-1,-1,2,3,-1,-1,-1,3,3,-1,2,-9,-9,24.75,5,1,5,5,1,4
30181888,3,9,HBO,1,1,6,2,1,6,-1,-1,2,3,-1,-1,-1,3,3,-1,2,-9,-9,24.75,5,1,5,5,1,4
30185620,1,1,HBSHOP,80,13,11,1,2,68,1,-9,0,0,0,-1,-1,-1,-1,0,9,-9,-9,-9,-9,1,-9,-9,1,1
30185620,1,13,NHB,10,3,11,1,2,68,1,-9,0,0,0,-1,-1,-1,-1,0,9,-9,-9,-9,-9,1,-9,-9,1,1
30185620,1,3,NHB,40,14,11,1,2,68,1,-9,0,0,0,-1,-1,-1,-1,0,9,-9,-9,-9,-9,1,-9,-9,1,1
30185620,1,14,NHB,80,13,11,1,2,68,1,-9,0,0,0,-1,-1,-1,-1,0,9,-9,-9,-9,-9,1,-9,-9,1,1
30185620,1,13,NHB,40,14,11,1,2,68,1,-9,0,0,0,-1,-1,-1,-1,0,9,-9,-9,-9,-9,1,-9,-9,1,1
30185620,1,14,NHB,10,3,11,1,2,68,1,-9,0,0,0,-1,-1,-1,-1,0,9,-9,-9,-9,-9,1,-9,-9,1,1
30185620,1,3,NHB,20,19,11,1,2,68,1,-9,0,0,0,-1,-1,-1,-1,0,9,-9,-9,-9,-9,1,-9,-9,1,1
30185620,1,19,NHB,80,13,11,1,2,68,1,-9,0,0,0,-1,-1,-1,-1,0,9,-9,-9,-9,-9,1,-9,-9,1,1
30185620,1,13,HBSHOP,1,1,11,1,2,68,1,-9,0,0,0,-1,-1,-1,-1,0,9,-9,-9,-9,-9,1,-9,-9,1,1
30185969,1,1,HBW,10,3,6,3,2,21,1,3,-7,-7,0,60,0,-1,-1,4,4,1006.38,1168.74,-9,5,1,5,5,1,3
30185969,1,3,NHB,10,3,6,3,2,21,1,3,-7,-7,0,60,0,-1,-1,4,4,1006.38,1168.74,-9,5,1,5,5,1,3
30185969,1,3,NHB,10,3,6,3,2,21,1,3,-7,-7,0,60,0,-1,-1,4,4,1006.38,1168.74,-9,5,1,5,5,1,3
30185969,1,3,HBW,1,1,6,3,2,21,1,3,-7,-7,0,60,0,-1,-1,4,4,1006.38,1168.74,-9,5,1,5,5,1,3
30185969,2,1,HBW,10,3,6,3,2,46,1,6,1,0,0,30,-1,-1,-1,3,2,11.7,17.46,-9,5,1,5,5,1,3
30185969,2,3,HBW,1,1,6,3,2,46,1,6,1,0,0,30,-1,-1,-1,3,2,11.7,17.46,-9,5,1,5,5,1,3
30185969,3,1,HBW,10,3,6,3,2,38,1,6,0,0,0,30,-1,-1,-1,0,2,19.49,24.05,-9,5,1,5,5,1,3
30185969,3,3,HBW,1,1,6,3,2,38,1,6,0,0,0,30,-1,-1,-1,0,2,19.49,24.05,-9,5,1,5,5,1,3
30186758,1,1,HBW,10,3,5,1,1,43,1,4,0,0,0,55,-1,-1,-1,0,2,17.6,25.78,-9,5,2,4,4,1,6
30186758,1,3,HBW,1,1,5,1,1,43,1,4,0,0,0,55,-1,-1,-1,0,2,17.6,25.78,-9,5,2,4,4,1,6
30186758,2,1,HBO,70,6,5,1,1,39,2,-1,3,0,0,-1,-1,-1,-1,0,6,-9,-9,-9,5,2,4,4,1,6
30186758,2,6,HBO,1,1,5,1,1,39,2,-1,3,0,0,-1,-1,-1,-1,0,6,-9,-9,-9,5,2,4,4,1,6
30186758,2,1,HBO,70,6,5,1,1,39,2,-1,3,0,0,-1,-1,-1,-1,0,6,-9,-9,-9,5,2,4,4,1,6
30186758,2,6,NHB,40,11,5,1,1,39,2,-1,3,0,0,-1,-1,-1,-1,0,6,-9,-9,-9,5,2,4,4,1,6
30186758,2,11,NHB,30,18,5,1,1,39,2,-1,3,0,0,-1,-1,-1,-1,0,6,-9,-9,-9,5,2,4,4,1,6
30186758,2,18,HBO,1,1,5,1,1,39,2,-1,3,0,0,-1,-1,-1,-1,0,6,-9,-9,-9,5,2,4,4,1,6
30186758,3,1,HBO,70,6,5,1,1,20,1,-1,6,0,0,-1,-1,-1,-1,0,6,-9,-9,-9,5,2,4,4,1,6
30186758,3,6,HBO,1,1,5,1,1,20,1,-1,6,0,0,-1,-1,-1,-1,0,6,-9,-9,-9,5,2,4,4,1,6
30186758,3,1,HBO,70,6,5,1,1,20,1,-1,6,0,0,-1,-1,-1,-1,0,6,-9,-9,-9,5,2,4,4,1,6
30186758,3,6,NHB,40,11,5,1,1,20,1,-1,6,0,0,-1,-1,-1,-1,0,6,-9,-9,-9,5,2,4,4,1,6
30186758,3,11,NHB,30,18,5,1,1,20,1,-1,6,0,0,-1,-1,-1,-1,0,6,-9,-9,-9,5,2,4,4,1,6
30186758,3,18,HBO,1,1,5,1,1,20,1,-1,6,0,0,-1,-1,-1,-1,0,6,-9,-9,-9,5,2,4,4,1,6
30186758,4,1,HBO,20,8,5,1,1,17,2,-1,0,0,0,-1,-1,3,3,0,2,-9,-9,4.76,5,2,4,4,1,6
30186758,4,8,HBO,1,1,5,1,1,17,2,-1,0,0,0,-1,-1,3,3,0,2,-9,-9,4.76,5,2,4,4,1,6
30186758,5,1,HBO,20,8,5,1,1,16,2,-1,0,0,0,-1,-1,3,10,0,2,-9,-9,4.76,5,2,4,4,1,6
30186758,5,8,HBO,1,1,5,1,1,16,2,-1,0,0,0,-1,-1,3,10,0,2,-9,-9,4.76,5,2,4,4,1,6
30186758,6,1,HBO,20,8,5,1,1,9,-1,-1,1,0,-1,-1,-1,3,3,-1,4,-9,-9,0.82,5,2,4,4,1,6
30186758,6,8,NHB,40,11,5,1,1,9,-1,-1,1,0,-1,-1,-1,3,3,-1,4,-9,-9,0.82,5,2,4,4,1,6
30186758,6,11,NHB,30,18,5,1,1,9,-1,-1,1,0,-1,-1,-1,3,3,-1,4,-9,-9,0.82,5,2,4,4,1,6
30186758,6,18,HBO,1,1,5,1,1,9,-1,-1,1,0,-1,-1,-1,3,3,-1,4,-9,-9,0.82,5,2,4,4,1,6
30187284,1,1,HBO,40,14,8,2,1,28,1,-9,0,0,0,-1,-1,-1,-1,5,5,-9,-9,-9,5,1,5,5,1,5
30187284,1,14,NHB,70,6,8,2,1,28,1,-9,0,0,0,-1,-1,-1,-1,5,5,-9,-9,-9,5,1,5,5,1,5
30187284,1,6,NHB,30,18,8,2,1,28,1,-9,0,0,0,-1,-1,-1,-1,5,5,-9,-9,-9,5,1,5,5,1,5
30187284,1,18,NHB,50,15,8,2,1,28,1,-9,0,0,0,-1,-1,-1,-1,5,5,-9,-9,-9,5,1,5,5,1,5
30187284,1,15,HBSOCREC,1,1,8,2,1,28,1,-9,0,0,0,-1,-1,-1,-1,5,5,-9,-9,-9,5,1,5,5,1,5
30187284,2,1,HBW,10,3,8,2,1,35,1,6,0,0,0,20,-1,-1,-1,5,2,9.74,11.95,-9,5,1,5,5,1,5
30187284,2,3,HBW,1,1,8,2,1,35,1,6,0,0,0,20,-1,-1,-1,5,2,9.74,11.95,-9,5,1,5,5,1,5
30187284,3,1,HBO,97,97,8,2,1,6,-1,-1,0,0,-1,-1,-1,3,3,-1,7,-9,-9,2.89,5,1,5,5,1,5
30187284,3,97,NHB,70,6,8,2,1,6,-1,-1,0,0,-1,-1,-1,3,3,-1,7,-9,-9,2.89,5,1,5,5,1,5
30187284,3,6,NHB,30,18,8,2,1,6,-1,-1,0,0,-1,-1,-1,3,3,-1,7,-9,-9,2.89,5,1,5,5,1,5
30187284,3,18,NHB,80,13,8,2,1,6,-1,-1,0,0,-1,-1,-1,3,3,-1,7,-9,-9,2.89,5,1,5,5,1,5
30187284,3,13,NHB,70,6,8,2,1,6,-1,-1,0,0,-1,-1,-1,3,3,-1,7,-9,-9,2.89,5,1,5,5,1,5
30187284,3,6,NHB,50,15,8,2,1,6,-1,-1,0,0,-1,-1,-1,3,3,-1,7,-9,-9,2.89,5,1,5,5,1,5
30187284,3,15,HBSOCREC,1,1,8,2,1,6,-1,-1,0,0,-1,-1,-1,3,3,-1,7,-9,-9,2.89,5,1,5,5,1,5
30191042,1,2,HBO,1,2,7,2,1,58,1,-9,7,4,0,-1,-1,-1,-1,5,5,-9,-9,-9,2,1,-9,-9,1,2
30191042,1,2,HBSOCREC,50,17,7,2,1,58,1,-9,7,4,0,-1,-1,-1,-1,5,5,-9,-9,-9,2,1,-9,-9,1,2
30191042,1,17,HBSOCREC,1,1,7,2,1,58,1,-9,7,4,0,-1,-1,-1,-1,5,5,-9,-9,-9,2,1,-9,-9,1,2
30191042,1,1,HBSOCREC,50,15,7,2,1,58,1,-9,7,4,0,-1,-1,-1,-1,5,5,-9,-9,-9,2,1,-9,-9,1,2
30191042,1,15,HBSOCREC,1,1,7,2,1,58,1,-9,7,4,0,-1,-1,-1,-1,5,5,-9,-9,-9,2,1,-9,-9,1,2
30191042,2,16,HBSOCREC,1,2,7,2,1,56,1,-9,6,1,0,-1,-1,-1,-1,3,3,-9,-9,-9,2,1,-9,-9,1,2
30191042,2,2,HBSOCREC,50,15,7,2,1,56,1,-9,6,1,0,-1,-1,-1,-1,3,3,-9,-9,-9,2,1,-9,-9,1,2
30191042,2,15,HBSOCREC,1,1,7,2,1,56,1,-9,6,1,0,-1,-1,-1,-1,3,3,-9,-9,-9,2,1,-9,-9,1,2
30191586,1,1,HBO,1,1,7,1,1,52,1,6,1,0,0,60,-1,-1,-1,0,2,43.91,54,-9,4,1,5,5,1,1
30191586,1,1,HBO,1,1,7,1,1,52,1,6,1,0,0,60,-1,-1,-1,0,2,43.91,54,-9,4,1,5,5,1,1
30193194,1,1,HBSHOP,40,11,5,2,1,45,1,3,7,0,0,20,-1,-1,-1,0,3,11.28,17,-9,5,1,5,5,1,2
30193194,1,11,NHB,40,11,5,2,1,45,1,3,7,0,0,20,-1,-1,-1,0,3,11.28,17,-9,5,1,5,5,1,2
30193194,1,11,HBSHOP,1,1,5,2,1,45,1,3,7,0,0,20,-1,-1,-1,0,3,11.28,17,-9,5,1,5,5,1,2
30193194,2,1,HBSHOP,40,11,5,2,1,59,1,6,3,0,0,90,-1,-1,-1,0,3,0.01,0,-9,5,1,5,5,1,2
30193194,2,11,NHB,40,11,5,2,1,59,1,6,3,0,0,90,-1,-1,-1,0,3,0.01,0,-9,5,1,5,5,1,2
30193194,2,11,HBSHOP,1,1,5,2,1,59,1,6,3,0,0,90,-1,-1,-1,0,3,0.01,0,-9,5,1,5,5,1,2
30193397,1,1,HBO,20,19,4,0,1,62,1,-1,20,0,0,-1,-1,-1,-1,0,3,-9,-9,-9,4,1,5,5,1,2
30193397,1,19,NHB,40,11,4,0,1,62,1,-1,20,0,0,-1,-1,-1,-1,0,3,-9,-9,-9,4,1,5,5,1,2
30193397,1,11,HBSHOP,1,1,4,0,1,62,1,-1,20,0,0,-1,-1,-1,-1,0,3,-9,-9,-9,4,1,5,5,1,2
30193397,2,1,HBO,20,19,4,0,1,75,1,-1,4,0,0,-1,-1,-1,-1,0,3,-9,-9,-9,4,1,5,5,1,2
30193397,2,19,NHB,40,11,4,0,1,75,1,-1,4,0,0,-1,-1,-1,-1,0,3,-9,-9,-9,4,1,5,5,1,2
30193397,2,11,HBSHOP,1,1,4,0,1,75,1,-1,4,0,0,-1,-1,-1,-1,0,3,-9,-9,-9,4,1,5,5,1,2
30193886,1,1,HBW,10,4,10,0,1,62,1,-1,7,0,0,-1,-1,-1,-1,20,8,-9,-9,-9,3,1,5,5,1,2
30193886,1,4,NHB,40,11,10,0,1,62,1,-1,7,0,0,-1,-1,-1,-1,20,8,-9,-9,-9,3,1,5,5,1,2
30193886,1,11,NHB,40,11,10,0,1,62,1,-1,7,0,0,-1,-1,-1,-1,20,8,-9,-9,-9,3,1,5,5,1,2
30193886,1,11,NHB,40,11,10,0,1,62,1,-1,7,0,0,-1,-1,-1,-1,20,8,-9,-9,-9,3,1,5,5,1,2
30193886,1,11,NHB,80,13,10,0,1,62,1,-1,7,0,0,-1,-1,-1,-1,20,8,-9,-9,-9,3,1,5,5,1,2
30193886,1,13,NHB,50,15,10,0,1,62,1,-1,7,0,0,-1,-1,-1,-1,20,8,-9,-9,-9,3,1,5,5,1,2
30193886,1,15,NHB,80,13,10,0,1,62,1,-1,7,0,0,-1,-1,-1,-1,20,8,-9,-9,-9,3,1,5,5,1,2
30193886,1,13,HBSHOP,1,1,10,0,1,62,1,-1,7,0,0,-1,-1,-1,-1,20,8,-9,-9,-9,3,1,5,5,1,2
30193886,2,1,HBO,70,6,10,0,1,63,1,-1,4,1,0,-1,-1,-1,-1,15,8,-9,-9,-9,3,1,5,5,1,2
30193886,2,6,NHB,40,11,10,0,1,63,1,-1,4,1,0,-1,-1,-1,-1,15,8,-9,-9,-9,3,1,5,5,1,2
30193886,2,11,NHB,70,6,10,0,1,63,1,-1,4,1,0,-1,-1,-1,-1,15,8,-9,-9,-9,3,1,5,5,1,2
30193886,2,6,NHB,40,11,10,0,1,63,1,-1,4,1,0,-1,-1,-1,-1,15,8,-9,-9,-9,3,1,5,5,1,2
30193886,2,11,NHB,80,13,10,0,1,63,1,-1,4,1,0,-1,-1,-1,-1,15,8,-9,-9,-9,3,1,5,5,1,2
30193886,2,13,NHB,50,15,10,0,1,63,1,-1,4,1,0,-1,-1,-1,-1,15,8,-9,-9,-9,3,1,5,5,1,2
30193886,2,15,NHB,50,15,10,0,1,63,1,-1,4,1,0,-1,-1,-1,-1,15,8,-9,-9,-9,3,1,5,5,1,2
30193886,2,15,HBSOCREC,1,1,10,0,1,63,1,-1,4,1,0,-1,-1,-1,-1,15,8,-9,-9,-9,3,1,5,5,1,2
30194309,1,1,HBO,1,1,6,3,1,67,1,-9,2,0,0,-1,-1,-1,-1,1,6,-9,-9,-9,3,2,4,4,1,4
30194309,1,1,HBSHOP,40,11,6,3,1,67,1,-9,2,0,0,-1,-1,-1,-1,1,6,-9,-9,-9,3,2,4,4,1,4
30194309,1,11,NHB,50,17,6,3,1,67,1,-9,2,0,0,-1,-1,-1,-1,1,6,-9,-9,-9,3,2,4,4,1,4
30194309,1,17,NHB,50,16,6,3,1,67,1,-9,2,0,0,-1,-1,-1,-1,1,6,-9,-9,-9,3,2,4,4,1,4
30194309,1,16,NHB,50,17,6,3,1,67,1,-9,2,0,0,-1,-1,-1,-1,1,6,-9,-9,-9,3,2,4,4,1,4
30194309,1,17,HBSOCREC,1,1,6,3,1,67,1,-9,2,0,0,-1,-1,-1,-1,1,6,-9,-9,-9,3,2,4,4,1,4
30195025,1,1,HBO,70,6,9,2,1,29,1,3,3,0,0,30,-1,-1,-1,11,4,7.22,16.56,-9,5,1,4,4,1,5
30195025,1,6,NHB,10,3,9,2,1,29,1,3,3,0,0,30,-1,-1,-1,11,4,7.22,16.56,-9,5,1,4,4,1,5
30195025,1,3,NHB,70,6,9,2,1,29,1,3,3,0,0,30,-1,-1,-1,11,4,7.22,16.56,-9,5,1,4,4,1,5
30195025,1,6,HBO,1,1,9,2,1,29,1,3,3,0,0,30,-1,-1,-1,11,4,7.22,16.56,-9,5,1,4,4,1,5
30195025,2,1,HBW,10,3,9,2,1,30,1,3,0,0,0,50,-1,-1,-1,5,3,13.07,15.95,-9,5,1,4,4,1,5
30195025,2,3,NHB,30,18,9,2,1,30,1,3,0,0,0,50,-1,-1,-1,5,3,13.07,15.95,-9,5,1,4,4,1,5
30195025,2,18,HBO,1,1,9,2,1,30,1,3,0,0,0,50,-1,-1,-1,5,3,13.07,15.95,-9,5,1,4,4,1,5
30195465,1,15,NHB,70,6,7,1,1,73,1,-9,7,0,0,-1,-1,-1,-1,2,4,-9,-9,-9,5,1,5,5,1,1
30195465,1,6,HBO,1,1,7,1,1,73,1,-9,7,0,0,-1,-1,-1,-1,2,4,-9,-9,-9,5,1,5,5,1,1
30195465,1,1,HBSOCREC,50,15,7,1,1,73,1,-9,7,0,0,-1,-1,-1,-1,2,4,-9,-9,-9,5,1,5,5,1,1
30195465,1,15,HBSOCREC,1,1,7,1,1,73,1,-9,7,0,0,-1,-1,-1,-1,2,4,-9,-9,-9,5,1,5,5,1,1
30198863,2,1,HBO,1,1,8,1,1,70,1,3,2,0,0,10,-1,-1,-1,0,9,1.67,1.92,-9,5,1,5,5,1,2
30198863,2,1,HBSHOP,40,11,8,1,1,70,1,3,2,0,0,10,-1,-1,-1,0,9,1.67,1.92,-9,5,1,5,5,1,2
30198863,2,11,NHB,40,11,8,1,1,70,1,3,2,0,0,10,-1,-1,-1,0,9,1.67,1.92,-9,5,1,5,5,1,2
30198863,2,11,HBSHOP,1,1,8,1,1,70,1,3,2,0,0,10,-1,-1,-1,0,9,1.67,1.92,-9,5,1,5,5,1,2
30198863,2,1,HBO,97,7,8,1,1,70,1,3,2,0,0,10,-1,-1,-1,0,9,1.67,1.92,-9,5,1,5,5,1,2
30198863,2,7,NHB,80,13,8,1,1,70,1,3,2,0,0,10,-1,-1,-1,0,9,1.67,1.92,-9,5,1,5,5,1,2
30198863,2,13,NHB,50,15,8,1,1,70,1,3,2,0,0,10,-1,-1,-1,0,9,1.67,1.92,-9,5,1,5,5,1,2
30198863,2,15,NHB,97,7,8,1,1,70,1,3,2,0,0,10,-1,-1,-1,0,9,1.67,1.92,-9,5,1,5,5,1,2
30198863,2,7,HBO,1,1,8,1,1,70,1,3,2,0,0,10,-1,-1,-1,0,9,1.67,1.92,-9,5,1,5,5,1,2
30199548,1,1,HBO,40,14,2,0,1,60,2,-1,2,6,0,-1,-1,-1,-1,0,4,-9,-9,-9,2,-1,-9,-9,5,1
30199548,1,14,HBO,1,1,2,0,1,60,2,-1,2,6,0,-1,-1,-1,-1,0,4,-9,-9,-9,2,-1,-9,-9,5,1
30199548,1,1,HBSHOP,40,11,2,0,1,60,2,-1,2,6,0,-1,-1,-1,-1,0,4,-9,-9,-9,2,-1,-9,-9,5,1
30199548,1,11,HBSHOP,1,1,2,0,1,60,2,-1,2,6,0,-1,-1,-1,-1,0,4,-9,-9,-9,2,-1,-9,-9,5,1
30199649,1,11,NHB,40,11,2,0,1,58,2,-1,3,0,0,-1,-1,-1,-1,10,2,-9,-9,-9,-9,-1,2,-9,1,1
30199649,1,11,HBSHOP,1,1,2,0,1,58,2,-1,3,0,0,-1,-1,-1,-1,10,2,-9,-9,-9,-9,-1,2,-9,1,1
30202937,2,16,NHB,80,13,8,1,2,61,1,-1,7,0,0,-1,-1,-1,-1,0,4,-9,-9,-9,5,1,5,5,1,2
30202937,2,13,NHB,50,16,8,1,2,61,1,-1,7,0,0,-1,-1,-1,-1,0,4,-9,-9,-9,5,1,5,5,1,2
30202937,2,16,NHB,40,11,8,1,2,61,1,-1,7,0,0,-1,-1,-1,-1,0,4,-9,-9,-9,5,1,5,5,1,2
30202937,2,11,NHB,50,16,8,1,2,61,1,-1,7,0,0,-1,-1,-1,-1,0,4,-9,-9,-9,5,1,5,5,1,2
30203273,1,1,HBO,97,7,2,0,1,63,1,-1,1,0,0,-1,-1,-1,-1,0,3,-9,-9,-9,-9,2,2,2,2,2
30203273,1,7,NHB,50,17,2,0,1,63,1,-1,1,0,0,-1,-1,-1,-1,0,3,-9,-9,-9,-9,2,2,2,2,2
30203273,1,17,HBSOCREC,1,1,2,0,1,63,1,-1,1,0,0,-1,-1,-1,-1,0,3,-9,-9,-9,-9,2,2,2,2,2
30203383,1,1,HBSHOP,80,13,7,1,1,58,1,3,2,0,0,35,-1,-1,-1,3,2,18.59,20.86,-9,-9,1,-9,-9,1,2
30203383,1,13,HBSHOP,1,1,7,1,1,58,1,3,2,0,0,35,-1,-1,-1,3,2,18.59,20.86,-9,-9,1,-9,-9,1,2
30210408,1,1,HBSHOP,40,11,3,0,1,75,1,-1,0,0,0,-1,-1,-1,-1,5,3,-9,-9,-9,5,1,5,5,1,1
30210408,1,11,NHB,40,11,3,0,1,75,1,-1,0,0,0,-1,-1,-1,-1,5,3,-9,-9,-9,5,1,5,5,1,1
30210408,1,11,HBSHOP,1,1,3,0,1,75,1,-1,0,0,0,-1,-1,-1,-1,5,3,-9,-9,-9,5,1,5,5,1,1
30211043,1,1,HBSOCREC,50,16,8,0,1,65,1,-1,7,0,0,-1,-1,-1,-1,1,2,-9,-9,-9,5,1,-9,4,1,2
30211043,1,16,HBSOCREC,1,1,8,0,1,65,1,-1,7,0,0,-1,-1,-1,-1,1,2,-9,-9,-9,5,1,-9,4,1,2
30211043,2,1,HBSHOP,40,11,8,0,1,65,1,-1,0,0,0,-1,-1,-1,-1,1,2,-9,-9,-9,5,1,-9,4,1,2
30211043,2,11,HBSHOP,1,1,8,0,1,65,1,-1,0,0,0,-1,-1,-1,-1,1,2,-9,-9,-9,5,1,-9,4,1,2
