R_AGE,DRIVER,TIMETOWK,NBIKETRP,NWALKTRP,URBRUR,WHYTRP1S,HOUSEID,GCDWORK,PERSONID,WHYTO,WHYFROM,HHSIZE,WRKTRANS,CNTTDTR,WRKCOUNT,HHFAMINC,WEBUSE,TRIPPURP,WKFMHMXX,HHFAMINC2
26,0,40,0,5,0,4,11815581,8,3,10,0,3,0,5,3,7,3,2,0,0
26,0,40,0,5,0,6,11815581,8,3,22,10,3,0,5,3,7,3,1,0,0
26,0,40,0,5,0,3,11815581,8,3,3,22,3,0,5,3,7,3,3,0,0
26,0,40,0,5,0,2,11815581,8,3,2,0,3,0,5,3,7,3,4,0,0
26,0,40,0,5,0,3,11815581,8,3,3,3,3,0,5,3,7,3,4,0,0
26,0,45,0,2,0,5,11817839,8,1,6,0,2,0,3,2,12,1,0,0,1
26,0,45,0,2,0,5,11817839,8,1,6,6,2,0,3,2,12,1,1,0,1
26,0,45,0,2,0,3,11817839,8,1,3,6,2,0,3,2,12,1,0,0,1
49,0,5,0,3,0,10,11818872,1,1,16,0,1,0,5,1,8,0,2,0,0
49,0,5,0,3,0,5,11818872,1,1,6,16,1,0,5,1,8,0,1,0,0
49,0,5,0,3,0,5,11818872,1,1,6,6,1,0,5,1,8,0,1,0,0
49,0,5,0,3,0,3,11818872,1,1,3,6,1,0,5,1,8,0,0,0,0
49,0,5,0,3,0,2,11818872,1,1,2,0,1,0,5,1,8,0,4,0,0
70,0,-1,0,0,0,5,11825423,-1,1,6,0,2,1,5,0,2,0,0,0,0
70,0,-1,0,0,0,5,11825423,-1,1,15,6,2,1,5,0,2,0,1,0,0
70,0,-1,0,0,0,3,11825423,-1,1,3,15,2,1,5,0,2,0,0,0,0
70,0,-1,0,0,0,1,11825423,-1,1,1,0,2,1,5,0,2,0,0,0,0
70,0,-1,0,0,0,3,11825423,-1,1,3,2,2,1,5,0,2,0,0,0,0
53,0,-1,5,3,0,5,11825423,-1,2,6,0,2,1,6,0,2,1,0,0,0
53,0,-1,5,3,0,3,11825423,-1,2,3,6,2,1,6,0,2,1,0,0,0
53,0,-1,5,3,0,6,11825423,-1,2,21,0,2,1,6,0,2,1,3,0,0
53,0,-1,5,3,0,3,11825423,-1,2,3,21,2,1,6,0,2,1,3,0,0
53,0,-1,5,3,0,6,11825423,-1,2,22,0,2,1,6,0,2,1,3,0,0
53,0,-1,5,3,0,3,11825423,-1,2,3,22,2,1,6,0,2,1,3,0,0
65,0,-1,0,1,0,4,11827847,-1,1,10,0,2,1,4,1,10,0,2,0,0
65,0,-1,0,1,0,3,11827847,-1,1,3,10,2,1,4,1,10,0,2,0,0
65,0,-1,0,1,0,5,11827847,-1,1,6,0,2,1,4,1,10,0,0,0,0
65,0,-1,0,1,0,3,11827847,-1,1,3,6,2,1,4,1,10,0,0,0,0
40,0,20,0,3,0,2,11827847,6,2,2,0,2,0,2,1,10,0,4,0,0
40,0,20,0,3,0,3,11827847,6,2,3,3,2,0,2,1,10,0,4,0,0
65,2,-1,0,14,0,9,11832579,-1,1,18,0,1,1,2,0,8,0,2,0,0
65,2,-1,0,14,0,3,11832579,-1,1,3,18,1,1,2,0,8,0,2,0,0
46,0,-1,0,7,1,10,11834498,0,1,26,0,2,1,1,2,11,1,2,0,2
34,0,-1,0,5,1,2,11834498,0,2,2,0,2,1,4,2,11,1,4,0,2
34,0,-1,0,5,1,1,11834498,0,2,1,3,2,1,4,2,11,1,1,0,2
34,0,-1,0,5,1,11,11834498,0,2,17,2,2,1,4,2,11,1,1,0,2
34,0,-1,0,5,1,3,11834498,0,2,3,17,2,1,4,2,11,1,4,0,2
27,0,15,0,14,0,2,11837163,4,1,2,0,2,0,3,2,9,4,4,0,2
27,0,15,0,14,0,7,11837163,4,1,11,3,2,0,3,2,9,4,1,0,2
27,0,15,0,14,0,3,11837163,4,1,3,11,2,0,3,2,9,4,2,0,2
28,0,-1,0,0,0,5,11837163,-1,2,6,0,2,1,2,2,9,2,0,0,2
28,0,-1,0,0,0,3,11837163,-1,2,3,6,2,1,2,2,9,2,0,0,2
33,0,15,0,0,0,5,11838414,6,2,6,0,4,0,2,1,10,3,0,0,0
33,0,15,0,0,0,3,11838414,6,2,3,6,4,0,2,1,10,3,0,0,0
67,0,6,0,3,0,2,11840109,2,1,2,0,1,6,2,1,7,0,4,0,0
67,0,6,0,3,0,3,11840109,2,1,3,3,1,6,2,1,7,0,4,0,0
61,0,-1,0,0,0,4,11841160,-1,2,10,0,2,1,9,0,8,5,2,0,0
61,0,-1,0,0,0,3,11841160,-1,2,3,10,2,1,9,0,8,5,2,0,0
61,0,-1,0,0,0,4,11841160,-1,2,12,0,2,1,9,0,8,5,2,0,0
61,0,-1,0,0,0,3,11841160,-1,2,3,12,2,1,9,0,8,5,2,0,0
61,0,-1,0,0,0,4,11841160,-1,2,10,0,2,1,9,0,8,5,2,0,0
61,0,-1,0,0,0,4,11841160,-1,2,12,10,2,1,9,0,8,5,1,0,0
61,0,-1,0,0,0,3,11841160,-1,2,3,12,2,1,9,0,8,5,2,0,0
61,0,-1,0,0,0,5,11841160,-1,2,15,0,2,1,9,0,8,5,0,0,0
61,0,-1,0,0,0,3,11841160,-1,2,3,15,2,1,9,0,8,5,0,0,0
63,0,-1,0,7,1,0,11845168,-1,1,0,0,2,1,5,0,1,1,0,0,2
63,0,-1,0,7,1,5,11845168,-1,1,6,1,2,1,5,0,1,1,1,0,2
63,0,-1,0,7,1,5,11845168,-1,1,15,6,2,1,5,0,1,1,1,0,2
63,0,-1,0,7,1,3,11845168,-1,1,3,15,2,1,5,0,1,1,0,0,2
63,0,-1,0,7,1,6,11845168,-1,1,22,0,2,1,5,0,1,1,3,0,2
70,0,-1,0,4,1,0,11845168,-1,2,0,0,2,1,4,0,1,2,0,0,2
70,0,-1,0,4,1,5,11845168,-1,2,6,1,2,1,4,0,1,2,1,0,2
70,0,-1,0,4,1,5,11845168,-1,2,15,6,2,1,4,0,1,2,1,0,2
70,0,-1,0,4,1,3,11845168,-1,2,3,15,2,1,4,0,1,2,0,0,2
39,0,30,0,0,0,1,11846633,10,1,1,0,4,0,14,3,14,1,0,0,1
39,0,30,0,0,0,3,11846633,10,1,3,2,4,0,14,3,14,1,0,0,1
39,0,30,0,0,0,1,11846633,10,1,30,0,4,0,14,3,14,1,0,0,1
39,0,30,0,0,0,1,11846633,10,1,30,30,4,0,14,3,14,1,1,0,1
39,0,30,0,0,0,1,11846633,10,1,30,30,4,0,14,3,14,1,1,0,1
39,0,30,0,0,0,1,11846633,10,1,30,30,4,0,14,3,14,1,1,0,1
39,0,30,0,0,0,4,11846633,10,1,12,30,4,0,14,3,14,1,1,0,1
39,0,30,0,0,0,3,11846633,10,1,3,12,4,0,14,3,14,1,2,0,1
39,0,30,0,0,0,4,11846633,10,1,12,0,4,0,14,3,14,1,2,0,1
39,0,30,0,0,0,3,11846633,10,1,3,12,4,0,14,3,14,1,2,0,1
39,0,30,0,0,0,4,11846633,10,1,10,0,4,0,14,3,14,1,2,0,1
39,0,30,0,0,0,3,11846633,10,1,3,10,4,0,14,3,14,1,2,0,1
39,0,30,0,0,0,4,11846633,10,1,12,0,4,0,14,3,14,1,2,0,1
39,0,30,0,0,0,3,11846633,10,1,3,12,4,0,14,3,14,1,2,0,1
29,0,25,0,0,0,5,11846633,11,2,6,0,4,6,8,3,14,3,0,0,1
29,0,25,0,0,0,5,11846633,11,2,6,6,4,6,8,3,14,3,1,0,1
29,0,25,0,0,0,5,11846633,11,2,6,6,4,6,8,3,14,3,1,0,1
29,0,25,0,0,0,5,11846633,11,2,6,6,4,6,8,3,14,3,1,0,1
29,0,25,0,0,0,4,11846633,11,2,12,6,4,6,8,3,14,3,1,0,1
29,0,25,0,0,0,3,11846633,11,2,3,12,4,6,8,3,14,3,2,0,1
29,0,25,0,0,0,10,11846633,11,2,16,0,4,6,8,3,14,3,2,0,1
29,0,25,0,0,0,3,11846633,11,2,3,16,4,6,8,3,14,3,2,0,1
17,2,5,0,0,0,1,11846633,2,4,1,0,4,0,12,3,14,1,0,0,1
17,2,5,0,0,0,3,11846633,2,4,3,2,4,0,12,3,14,1,0,0,1
17,2,5,0,0,0,5,11846633,2,4,6,0,4,0,12,3,14,1,0,0,1
17,2,5,0,0,0,1,11846633,2,4,30,6,4,0,12,3,14,1,1,0,1
17,2,5,0,0,0,5,11846633,2,4,6,30,4,0,12,3,14,1,1,0,1
17,2,5,0,0,0,5,11846633,2,4,6,6,4,0,12,3,14,1,1,0,1
17,2,5,0,0,0,4,11846633,2,4,12,6,4,0,12,3,14,1,1,0,1
17,2,5,0,0,0,3,11846633,2,4,3,12,4,0,12,3,14,1,2,0,1
17,2,5,0,0,0,2,11846633,2,4,2,0,4,0,12,3,14,1,4,0,1
17,2,5,0,0,0,3,11846633,2,4,3,3,4,0,12,3,14,1,4,0,1
17,2,5,0,0,0,4,11846633,2,4,12,0,4,0,12,3,14,1,2,0,1
17,2,5,0,0,0,3,11846633,2,4,3,12,4,0,12,3,14,1,2,0,1
34,0,-1,0,2,0,4,11848552,-1,1,12,0,2,1,9,0,2,0,2,0,0
34,0,-1,0,2,0,4,11848552,-1,1,10,12,2,1,9,0,2,0,1,0,0
34,0,-1,0,2,0,4,11848552,-1,1,12,10,2,1,9,0,2,0,1,0,0
34,0,-1,0,2,0,3,11848552,-1,1,3,12,2,1,9,0,2,0,2,0,0
34,0,-1,0,2,0,4,11848552,-1,1,10,0,2,1,9,0,2,0,2,0,0
34,0,-1,0,2,0,4,11848552,-1,1,12,10,2,1,9,0,2,0,1,0,0
34,0,-1,0,2,0,3,11848552,-1,1,3,12,2,1,9,0,2,0,2,0,0
34,0,-1,0,2,0,4,11848552,-1,1,10,0,2,1,9,0,2,0,2,0,0
34,0,-1,0,2,0,3,11848552,-1,1,3,10,2,1,9,0,2,0,2,0,0
13,1,-1,-1,-1,0,8,11848552,-1,2,13,0,2,1,2,0,2,0,2,0,0
13,1,-1,-1,-1,0,3,11848552,-1,2,3,13,2,1,2,0,2,0,2,0,0
73,2,-1,0,4,0,5,11850733,-1,1,6,0,1,1,2,0,0,1,0,0,0
73,2,-1,0,4,0,3,11850733,-1,1,3,6,1,1,2,0,0,1,0,0,0
48,0,-1,0,3,0,5,11851169,-1,1,6,0,3,1,4,2,6,1,0,0,2
48,0,-1,0,3,0,3,11851169,-1,1,3,6,3,1,4,2,6,1,0,0,2
48,0,-1,0,3,0,6,11851169,-1,1,22,0,3,1,4,2,6,1,3,0,2
48,0,-1,0,3,0,3,11851169,-1,1,3,22,3,1,4,2,6,1,3,0,2
50,0,20,0,6,0,2,11851169,9,2,2,0,3,0,4,2,6,2,4,0,2
50,0,20,0,6,0,3,11851169,9,2,3,3,3,0,4,2,6,2,4,0,2
50,0,20,0,6,0,6,11851169,9,2,22,0,3,0,4,2,6,2,3,0,2
50,0,20,0,6,0,3,11851169,9,2,3,22,3,0,4,2,6,2,3,0,2
15,0,-1,-1,-1,0,6,11851169,-1,3,22,35,3,1,2,2,6,0,1,0,2
15,0,-1,-1,-1,0,3,11851169,-1,3,3,22,3,1,2,2,6,0,3,0,2
43,0,5,0,30,0,2,11851507,1,1,2,0,2,3,3,1,6,1,4,0,2
43,0,5,0,30,0,5,11851507,1,1,6,3,2,3,3,1,6,1,1,0,2
43,0,5,0,30,0,3,11851507,1,1,3,6,2,3,3,1,6,1,0,0,2
14,1,-1,-1,-1,0,8,11851507,-1,2,13,0,2,1,5,1,6,0,2,0,2
14,1,-1,-1,-1,0,8,11851507,-1,2,13,13,2,1,5,1,6,0,1,0,2
14,1,-1,-1,-1,0,3,11851507,-1,2,3,13,2,1,5,1,6,0,2,0,2
14,1,-1,-1,-1,0,6,11851507,-1,2,7,0,2,1,5,1,6,0,3,0,2
14,1,-1,-1,-1,0,3,11851507,-1,2,3,7,2,1,5,1,6,0,3,0,2
30,0,45,0,14,0,2,11853284,5,1,2,0,3,9,2,3,0,1,4,0,0
30,0,45,0,14,0,3,11853284,5,1,3,3,3,9,2,3,0,1,4,0,0
25,0,5,1,21,0,6,11853284,0,2,21,0,3,4,6,3,0,1,3,0,0
25,0,5,1,21,0,10,11853284,0,2,16,21,3,4,6,3,0,1,1,0,0
25,0,5,1,21,0,4,11853284,0,2,12,16,3,4,6,3,0,1,1,0,0
25,0,5,1,21,0,0,11853284,0,2,8,12,3,4,6,3,0,1,1,0,0
25,0,5,1,21,0,0,11853284,0,2,8,8,3,4,6,3,0,1,1,0,0
25,0,5,1,21,0,3,11853284,0,2,3,8,3,4,6,3,0,1,3,0,0
22,0,25,0,5,0,2,11853284,2,3,2,0,3,9,2,3,0,3,4,0,0
22,0,25,0,5,0,3,11853284,2,3,3,3,3,9,2,3,0,3,4,0,0
56,0,-1,0,0,1,1,11862080,-1,1,1,0,2,1,4,1,1,1,0,0,2
56,0,-1,0,0,1,3,11862080,-1,1,3,2,2,1,4,1,1,1,0,0,2
56,0,-1,0,0,1,0,11862080,-1,1,0,0,2,1,4,1,1,1,0,0,2
56,0,-1,0,0,1,3,11862080,-1,1,3,1,2,1,4,1,1,1,0,0,2
54,0,60,0,0,1,5,11862080,18,3,6,0,2,0,6,1,1,1,0,0,2
54,0,60,0,0,1,2,11862080,18,3,2,6,2,0,6,1,1,1,1,0,2
54,0,60,0,0,1,5,11862080,18,3,6,3,2,0,6,1,1,1,1,0,2
54,0,60,0,0,1,3,11862080,18,3,3,6,2,0,6,1,1,1,0,0,2
54,0,60,0,0,1,0,11862080,18,3,0,0,2,0,6,1,1,1,0,0,2
54,0,60,0,0,1,3,11862080,18,3,3,1,2,0,6,1,1,1,0,0,2
17,0,-1,0,10,0,8,11870012,-1,3,13,0,3,1,2,0,11,1,2,0,2
17,0,-1,0,10,0,3,11870012,-1,3,3,13,3,1,2,0,11,1,2,0,2
71,0,5,0,3,0,12,11870115,0,1,25,0,1,0,2,1,13,4,2,0,1
71,0,5,0,3,0,3,11870115,0,1,3,25,1,0,2,1,13,4,2,0,1
20,0,5,0,6,0,6,11873367,2,1,7,0,3,0,6,2,12,1,3,0,1
20,0,5,0,6,0,4,11873367,2,1,19,7,3,0,6,2,12,1,1,0,1
20,0,5,0,6,0,3,11873367,2,1,3,19,3,0,6,2,12,1,2,0,1
20,0,5,0,6,0,6,11873367,2,1,7,0,3,0,6,2,12,1,3,0,1
20,0,5,0,6,0,4,11873367,2,1,12,7,3,0,6,2,12,1,1,0,1
20,0,5,0,6,0,3,11873367,2,1,3,12,3,0,6,2,12,1,2,0,1
45,0,60,0,0,0,2,11873367,22,2,2,0,3,6,4,2,12,1,4,0,1
45,0,60,0,0,0,3,11873367,22,2,3,3,3,6,4,2,12,1,4,0,1
45,0,60,0,0,0,6,11873367,22,2,7,0,3,6,4,2,12,1,3,0,1
45,0,60,0,0,0,3,11873367,22,2,3,7,3,6,4,2,12,1,3,0,1
40,0,20,0,0,0,2,11874887,8,1,2,0,6,6,4,3,6,4,4,0,2
40,0,20,0,0,0,3,11874887,8,1,3,3,6,6,4,3,6,4,4,0,2
40,0,20,0,0,0,0,11874887,8,1,0,0,6,6,4,3,6,4,0,0,2
40,0,20,0,0,0,3,11874887,8,1,3,1,6,6,4,3,6,4,0,0,2
35,0,10,0,3,0,2,11874887,3,2,2,0,6,5,2,3,6,4,4,0,2
35,0,10,0,3,0,3,11874887,3,2,3,3,6,5,2,3,6,4,4,0,2
16,0,10,0,3,0,8,11874887,4,3,13,0,6,0,4,3,6,1,2,0,2
16,0,10,0,3,0,3,11874887,4,3,3,13,6,0,4,3,6,1,2,0,2
16,0,10,0,3,0,2,11874887,4,3,2,0,6,0,4,3,6,1,4,0,2
16,0,10,0,3,0,3,11874887,4,3,3,3,6,0,4,3,6,1,4,0,2
14,1,-1,-1,-1,0,8,11874887,-1,4,13,0,6,1,2,3,6,0,2,0,2
14,1,-1,-1,-1,0,3,11874887,-1,4,3,13,6,1,2,3,6,0,2,0,2
13,1,-1,-1,-1,0,8,11874887,-1,5,13,0,6,1,2,3,6,0,2,0,2
13,1,-1,-1,-1,0,3,11874887,-1,5,3,13,6,1,2,3,6,0,2,0,2
3,1,-1,-1,-1,0,0,11874887,-1,6,0,0,6,1,2,3,6,0,0,0,2
3,1,-1,-1,-1,0,3,11874887,-1,6,3,1,6,1,2,3,6,0,0,0,2
43,0,18,0,0,0,2,11876788,6,1,2,0,3,3,6,2,4,1,4,2,2
43,0,18,0,0,0,3,11876788,6,1,3,3,3,3,6,2,4,1,4,2,2
43,0,18,0,0,0,12,11876788,6,1,25,0,3,3,6,2,4,1,2,2,2
43,0,18,0,0,0,3,11876788,6,1,3,25,3,3,6,2,4,1,2,2,2
43,0,18,0,0,0,6,11876788,6,1,21,0,3,3,6,2,4,1,3,2,2
43,0,18,0,0,0,3,11876788,6,1,3,21,3,3,6,2,4,1,3,2,2
45,0,-1,0,0,0,5,11876788,-1,2,15,0,3,1,11,2,4,4,0,0,2
45,0,-1,0,0,0,5,11876788,-1,2,6,15,3,1,11,2,4,4,1,0,2
45,0,-1,0,0,0,4,11876788,-1,2,10,6,3,1,11,2,4,4,1,0,2
45,0,-1,0,0,0,7,11876788,-1,2,11,10,3,1,11,2,4,4,1,0,2
45,0,-1,0,0,0,3,11876788,-1,2,3,11,3,1,11,2,4,4,2,0,2
45,0,-1,0,0,0,0,11876788,-1,2,0,0,3,1,11,2,4,4,0,0,2
45,0,-1,0,0,0,3,11876788,-1,2,3,1,3,1,11,2,4,4,0,0,2
45,0,-1,0,0,0,5,11876788,-1,2,6,0,3,1,11,2,4,4,0,0,2
45,0,-1,0,0,0,3,11876788,-1,2,3,6,3,1,11,2,4,4,0,0,2
45,0,-1,0,0,0,12,11876788,-1,2,25,0,3,1,11,2,4,4,2,0,2
45,0,-1,0,0,0,3,11876788,-1,2,3,25,3,1,11,2,4,4,2,0,2
15,0,-1,-1,-1,0,8,11876788,-1,3,13,0,3,1,5,2,4,0,2,0,2
15,0,-1,-1,-1,0,7,11876788,-1,3,11,13,3,1,5,2,4,0,1,0,2
15,0,-1,-1,-1,0,3,11876788,-1,3,3,11,3,1,5,2,4,0,2,0,2
15,0,-1,-1,-1,0,6,11876788,-1,3,22,0,3,1,5,2,4,0,3,0,2
15,0,-1,-1,-1,0,6,11876788,-1,3,21,22,3,1,5,2,4,0,1,0,2
57,0,20,0,0,0,6,11877020,6,1,21,0,1,0,7,1,6,2,3,0,2
57,0,20,0,0,0,3,11877020,6,1,3,21,1,0,7,1,6,2,3,0,2
57,0,20,0,0,0,5,11877020,6,1,6,0,1,0,7,1,6,2,0,0,2
57,0,20,0,0,0,5,11877020,6,1,6,6,1,0,7,1,6,2,1,0,2
57,0,20,0,0,0,3,11877020,6,1,3,6,1,0,7,1,6,2,0,0,2
57,0,20,0,0,0,6,11877020,6,1,7,0,1,0,7,1,6,2,3,0,2
57,0,20,0,0,0,3,11877020,6,1,3,7,1,0,7,1,6,2,3,0,2
52,0,45,0,7,0,6,11879462,20,1,7,0,1,3,4,1,14,3,3,1,1
52,0,45,0,7,0,3,11879462,20,1,3,7,1,3,4,1,14,3,3,1,1
52,0,45,0,7,0,6,11879462,20,1,21,0,1,3,4,1,14,3,3,1,1
52,0,45,0,7,0,3,11879462,20,1,3,21,1,3,4,1,14,3,3,1,1
76,0,-1,0,4,0,0,11887083,-1,1,0,0,2,1,5,0,14,3,0,0,1
76,0,-1,0,4,0,1,11887083,-1,1,30,1,2,1,5,0,14,3,1,0,1
76,0,-1,0,4,0,3,11887083,-1,1,3,30,2,1,5,0,14,3,0,0,1
76,0,-1,0,4,0,0,11887083,-1,1,0,0,2,1,5,0,14,3,0,0,1
76,0,-1,0,4,0,3,11887083,-1,1,3,1,2,1,5,0,14,3,0,0,1
49,0,25,0,3,0,5,11888008,10,1,6,0,1,0,11,1,14,1,0,0,1
49,0,25,0,3,0,5,11888008,10,1,6,6,1,0,11,1,14,1,1,0,1
49,0,25,0,3,0,2,11888008,10,1,2,6,1,0,11,1,14,1,1,0,1
49,0,25,0,3,0,5,11888008,10,1,6,3,1,0,11,1,14,1,1,0,1
49,0,25,0,3,0,3,11888008,10,1,3,6,1,0,11,1,14,1,0,0,1
49,0,25,0,3,0,0,11888008,10,1,0,0,1,0,11,1,14,1,0,0,1
49,0,25,0,3,0,3,11888008,10,1,3,1,1,0,11,1,14,1,0,0,1
49,0,25,0,3,0,0,11888008,10,1,0,0,1,0,11,1,14,1,0,0,1
49,0,25,0,3,0,3,11888008,10,1,3,1,1,0,11,1,14,1,0,0,1
49,0,25,0,3,0,6,11888008,10,1,21,0,1,0,11,1,14,1,3,0,1
49,0,25,0,3,0,3,11888008,10,1,3,21,1,0,11,1,14,1,3,0,1
42,2,20,0,2,0,12,11893990,2,1,25,0,2,9,2,2,2,0,2,0,0
42,2,20,0,2,0,3,11893990,2,1,3,25,2,9,2,2,2,0,2,0,0
63,0,40,0,0,1,2,11894054,16,2,2,0,2,0,3,1,10,0,4,0,0
63,0,40,0,0,1,6,11894054,16,2,22,3,2,0,3,1,10,0,1,0,0
63,0,40,0,0,1,3,11894054,16,2,3,22,2,0,3,1,10,0,3,0,0
48,0,-1,0,0,1,2,11894670,0,1,2,0,4,1,4,2,3,2,4,0,2
48,0,-1,0,0,1,3,11894670,0,1,3,3,4,1,4,2,3,2,4,0,2
48,0,-1,0,0,1,11,11894670,0,1,17,0,4,1,4,2,3,2,4,0,2
48,0,-1,0,0,1,3,11894670,0,1,3,17,4,1,4,2,3,2,4,0,2
37,0,-1,0,7,1,1,11894670,0,2,28,0,4,1,2,2,3,4,2,0,2
37,0,-1,0,7,1,3,11894670,0,2,3,29,4,1,2,2,3,4,2,0,2
14,1,-1,-1,-1,1,8,11894670,-1,3,13,0,4,1,2,2,3,0,2,0,2
14,1,-1,-1,-1,1,3,11894670,-1,3,3,13,4,1,2,2,3,0,2,0,2
12,1,-1,-1,-1,1,8,11894670,-1,4,13,0,4,1,2,2,3,0,2,0,2
12,1,-1,-1,-1,1,3,11894670,-1,4,3,13,4,1,2,2,3,0,2,0,2
88,0,-1,0,4,0,12,11906331,-1,1,25,0,1,1,2,0,9,0,2,0,2
88,0,-1,0,4,0,3,11906331,-1,1,3,25,1,1,2,0,9,0,2,0,2
47,0,25,0,0,0,1,11908997,2,1,1,0,4,0,3,3,2,1,0,0,0
47,0,25,0,0,0,1,11908997,2,1,9,2,4,0,3,3,2,1,1,0,0
47,0,25,0,0,0,3,11908997,2,1,3,9,4,0,3,3,2,1,2,0,0
47,0,30,0,0,0,1,11908997,6,2,1,0,4,0,7,3,2,0,0,0,0
47,0,30,0,0,0,5,11908997,6,2,6,2,4,0,7,3,2,0,1,0,0
47,0,30,0,0,0,5,11908997,6,2,6,6,4,0,7,3,2,0,1,0,0
47,0,30,0,0,0,3,11908997,6,2,3,6,4,0,7,3,2,0,0,0,0
47,0,30,0,0,0,1,11908997,6,2,1,0,4,0,7,3,2,0,0,0,0
47,0,30,0,0,0,1,11908997,6,2,9,2,4,0,7,3,2,0,1,0,0
47,0,30,0,0,0,3,11908997,6,2,3,9,4,0,7,3,2,0,2,0,0
45,0,5,0,0,0,2,11908997,3,3,2,0,4,6,2,3,2,5,4,0,0
45,0,5,0,0,0,3,11908997,3,3,3,3,4,6,2,3,2,5,4,0,0
78,0,-1,0,0,0,1,11918802,-1,1,1,0,2,1,5,0,9,6,0,0,2
78,0,-1,0,0,0,5,11918802,-1,1,6,2,2,1,5,0,9,6,1,0,2
78,0,-1,0,0,0,3,11918802,-1,1,3,6,2,1,5,0,9,6,0,0,2
78,0,-1,0,0,0,12,11918802,-1,1,25,0,2,1,5,0,9,6,2,0,2
78,0,-1,0,0,0,3,11918802,-1,1,3,25,2,1,5,0,9,6,2,0,2
76,0,-1,0,0,0,6,11918802,-1,2,21,0,2,1,4,0,9,6,3,0,2
76,0,-1,0,0,0,3,11918802,-1,2,3,21,2,1,4,0,9,6,3,0,2
76,0,-1,0,0,0,12,11918802,-1,2,25,0,2,1,4,0,9,6,2,0,2
76,0,-1,0,0,0,3,11918802,-1,2,3,25,2,1,4,0,9,6,2,0,2
58,0,-1,0,2,0,5,11920935,-1,1,6,0,2,1,3,0,2,0,0,0,0
58,0,-1,0,2,0,5,11920935,-1,1,6,6,2,1,3,0,2,0,1,0,0
58,0,-1,0,2,0,3,11920935,-1,1,3,6,2,1,3,0,2,0,0,0,0
42,0,-1,0,-8,0,4,11920935,-1,2,10,0,2,1,5,0,2,0,2,0,0
42,0,-1,0,-8,0,4,11920935,-1,2,10,10,2,1,5,0,2,0,1,0,0
42,0,-1,0,-8,0,3,11920935,-1,2,3,10,2,1,5,0,2,0,2,0,0
42,0,-1,0,-8,0,4,11920935,-1,2,12,0,2,1,5,0,2,0,2,0,0
42,0,-1,0,-8,0,3,11920935,-1,2,3,12,2,1,5,0,2,0,2,0,0
38,0,48,0,3,0,2,11926067,41,1,2,0,4,0,4,2,2,0,4,0,0
38,0,48,0,3,0,3,11926067,41,1,3,3,4,0,4,2,2,0,4,0,0
38,0,48,0,3,0,5,11926067,41,1,6,0,4,0,4,2,2,0,0,0,0
38,0,48,0,3,0,3,11926067,41,1,3,6,4,0,4,2,2,0,0,0,0
40,0,13,0,1,0,6,11931717,4,1,22,0,2,0,6,2,13,0,3,0,1
40,0,13,0,1,0,3,11931717,4,1,3,22,2,0,6,2,13,0,3,0,1
40,0,13,0,1,0,5,11931717,4,1,6,0,2,0,6,2,13,0,0,0,1
40,0,13,0,1,0,3,11931717,4,1,3,6,2,0,6,2,13,0,0,0,1
40,0,13,0,1,0,2,11931717,4,1,2,0,2,0,6,2,13,0,4,0,1
40,0,13,0,1,0,3,11931717,4,1,3,3,2,0,6,2,13,0,4,0,1
54,0,5,0,3,0,2,11933216,1,1,2,0,2,6,8,2,13,0,4,0,1
54,0,5,0,3,0,5,11933216,1,1,6,3,2,6,8,2,13,0,1,0,1
54,0,5,0,3,0,10,11933216,1,1,16,6,2,6,8,2,13,0,1,0,1
54,0,5,0,3,0,0,11933216,1,1,0,16,2,6,8,2,13,0,1,0,1
54,0,5,0,3,0,10,11933216,1,1,16,1,2,6,8,2,13,0,1,0,1
54,0,5,0,3,0,1,11933216,1,1,30,16,2,6,8,2,13,0,1,0,1
54,0,5,0,3,0,6,11933216,1,1,7,30,2,6,8,2,13,0,1,0,1
54,0,5,0,3,0,3,11933216,1,1,3,7,2,6,8,2,13,0,3,0,1
60,0,15,0,0,0,2,11933216,5,2,2,0,2,0,2,2,13,0,4,0,1
60,0,15,0,0,0,3,11933216,5,2,3,3,2,0,2,2,13,0,4,0,1
42,0,15,0,0,1,2,11934567,9,1,2,0,2,0,4,2,0,1,4,0,0
42,0,15,0,0,1,3,11934567,9,1,3,3,2,0,4,2,0,1,4,0,0
42,0,15,0,0,1,6,11934567,9,1,21,0,2,0,4,2,0,1,3,0,0
42,0,15,0,0,1,3,11934567,9,1,3,21,2,0,4,2,0,1,3,0,0
21,0,5,0,3,1,4,11934567,1,3,10,0,2,0,6,2,0,0,2,0,0
21,0,5,0,3,1,1,11934567,1,3,1,10,2,0,6,2,0,0,1,0,0
21,0,5,0,3,1,4,11934567,1,3,12,2,2,0,6,2,0,0,1,0,0
21,0,5,0,3,1,3,11934567,1,3,3,12,2,0,6,2,0,0,2,0,0
21,0,5,0,3,1,2,11934567,1,3,2,0,2,0,6,2,0,0,4,0,0
21,0,5,0,3,1,3,11934567,1,3,3,3,2,0,6,2,0,0,4,0,0
37,0,-1,0,7,1,5,11935238,0,1,6,0,3,1,5,2,9,1,0,0,2
37,0,-1,0,7,1,3,11935238,0,1,3,6,3,1,5,2,9,1,0,0,2
37,0,-1,0,7,1,1,11935238,0,1,1,0,3,1,5,2,9,1,0,0,2
