R_AGE,DRIVER,TIMETOWK,NBIKETRP,NWALKTRP,URBRUR,WHYTRP1S,HOUSEID,GCDWORK,PERSONID,WHYTO,WHYFROM,HHSIZE,WRKTRANS,CNTTDTR,WRKCOUNT,HHFAMINC,WEBUSE,TRIPPURP,WKFMHMXX,HHFAMINC2
51,0,30,0,3,0,2,14158252,22,1,2,0,3,6,6,3,16,1,4,0,2
51,0,30,0,3,0,10,14158252,22,1,16,3,3,6,6,3,16,1,1,0,2
51,0,30,0,3,0,10,14158252,22,1,16,16,3,6,6,3,16,1,1,0,2
51,0,30,0,3,0,10,14158252,22,1,16,16,3,6,6,3,16,1,1,0,2
51,0,30,0,3,0,5,14158252,22,1,6,16,3,6,6,3,16,1,1,0,2
51,0,30,0,3,0,3,14158252,22,1,3,6,3,6,6,3,16,1,0,0,2
48,0,25,0,0,0,0,14158252,8,2,31,0,3,3,3,3,16,2,0,0,2
48,0,25,0,0,0,2,14158252,8,2,2,31,3,3,3,3,16,2,1,0,2
48,0,25,0,0,0,3,14158252,8,2,3,3,3,3,3,3,16,2,4,0,2
34,0,25,0,2,0,2,14158823,5,1,2,0,5,5,2,2,12,4,4,0,1
34,0,25,0,2,0,3,14158823,5,1,3,3,5,5,2,2,12,4,4,0,1
35,0,20,0,0,0,2,14158823,19,2,2,0,5,0,4,2,12,1,4,0,1
35,0,20,0,0,0,0,14158823,19,2,0,3,5,0,4,2,12,1,1,0,1
35,0,20,0,0,0,11,14158823,19,2,17,1,5,0,4,2,12,1,1,0,1
35,0,20,0,0,0,3,14158823,19,2,3,17,5,0,4,2,12,1,4,0,1
13,1,-1,-1,-1,0,8,14158823,-1,3,13,0,5,1,2,2,12,0,2,0,1
13,1,-1,-1,-1,0,3,14158823,-1,3,3,13,5,1,2,2,12,0,2,0,1
10,1,-1,-1,-1,0,8,14158823,-1,4,13,0,5,1,2,2,12,0,2,0,1
10,1,-1,-1,-1,0,3,14158823,-1,4,3,13,5,1,2,2,12,0,2,0,1
9,1,-1,-1,-1,0,8,14158823,-1,5,13,0,5,1,2,2,12,0,2,0,1
9,1,-1,-1,-1,0,3,14158823,-1,5,3,13,5,1,2,2,12,0,2,0,1
37,0,10,1,2,0,2,14167704,3,1,2,0,5,0,8,2,11,1,4,0,2
37,0,10,1,2,0,1,14167704,3,1,1,3,5,0,8,2,11,1,1,0,2
37,0,10,1,2,0,0,14167704,3,1,0,2,5,0,8,2,11,1,1,0,2
37,0,10,1,2,0,11,14167704,3,1,17,1,5,0,8,2,11,1,1,0,2
37,0,10,1,2,0,5,14167704,3,1,6,17,5,0,8,2,11,1,1,0,2
37,0,10,1,2,0,3,14167704,3,1,3,6,5,0,8,2,11,1,0,0,2
37,0,10,1,2,0,6,14167704,3,1,7,0,5,0,8,2,11,1,3,0,2
37,0,10,1,2,0,3,14167704,3,1,3,7,5,0,8,2,11,1,3,0,2
34,0,10,1,4,0,2,14167704,3,2,2,0,5,6,4,2,11,1,4,0,2
34,0,10,1,4,0,10,14167704,3,2,16,3,5,6,4,2,11,1,1,0,2
34,0,10,1,4,0,6,14167704,3,2,7,16,5,6,4,2,11,1,1,0,2
34,0,10,1,4,0,3,14167704,3,2,3,7,5,6,4,2,11,1,3,0,2
5,1,-1,-1,-1,0,6,14167704,-1,4,7,0,5,1,2,2,11,0,3,0,2
5,1,-1,-1,-1,0,3,14167704,-1,4,3,7,5,1,2,2,11,0,3,0,2
38,0,40,0,6,0,1,14173424,27,1,1,35,3,0,4,1,9,1,1,0,2
38,0,40,0,6,0,3,14173424,27,1,3,2,3,0,4,1,9,1,0,0,2
38,0,40,0,6,0,5,14173424,27,1,6,0,3,0,4,1,9,1,0,0,2
38,0,40,0,6,0,3,14173424,27,1,3,6,3,0,4,1,9,1,0,0,2
5,1,-1,-1,-1,0,5,14173424,-1,3,6,0,3,1,2,1,9,0,0,0,2
5,1,-1,-1,-1,0,3,14173424,-1,3,3,6,3,1,2,1,9,0,0,0,2
66,0,-1,0,14,0,1,14174234,-1,1,28,0,2,1,7,0,10,1,2,0,0
66,0,-1,0,14,0,6,14174234,-1,1,22,29,2,1,7,0,10,1,1,0,0
66,0,-1,0,14,0,5,14174234,-1,1,6,22,2,1,7,0,10,1,1,0,0
66,0,-1,0,14,0,3,14174234,-1,1,3,6,2,1,7,0,10,1,0,0,0
66,0,-1,0,14,0,1,14174234,-1,1,30,0,2,1,7,0,10,1,0,0,0
66,0,-1,0,14,0,3,14174234,-1,1,3,30,2,1,7,0,10,1,0,0,0
66,0,-1,0,14,0,1,14174234,-1,1,28,0,2,1,7,0,10,1,2,0,0
70,0,-1,0,2,0,6,14174234,-1,2,22,0,2,1,2,0,10,1,3,0,0
70,0,-1,0,2,0,3,14174234,-1,2,3,22,2,1,2,0,10,1,3,0,0
43,0,10,0,4,0,2,14181269,2,1,2,0,3,6,3,1,1,0,4,0,2
43,0,10,0,4,0,5,14181269,2,1,6,3,3,6,3,1,1,0,1,0,2
43,0,10,0,4,0,3,14181269,2,1,3,6,3,6,3,1,1,0,0,0,2
50,0,-1,0,3,0,1,14181269,-1,2,30,0,3,1,6,1,1,0,0,0,2
50,0,-1,0,3,0,0,14181269,-1,2,0,30,3,1,6,1,1,0,1,0,2
50,0,-1,0,3,0,1,14181269,-1,2,30,1,3,1,6,1,1,0,1,0,2
50,0,-1,0,3,0,3,14181269,-1,2,3,30,3,1,6,1,1,0,0,0,2
50,0,-1,0,3,0,6,14181269,-1,2,22,0,3,1,6,1,1,0,3,0,2
50,0,-1,0,3,0,6,14181269,-1,2,22,22,3,1,6,1,1,0,1,0,2
75,2,-1,0,3,0,1,14181269,-1,3,30,0,3,1,6,1,1,0,0,0,2
75,2,-1,0,3,0,0,14181269,-1,3,0,30,3,1,6,1,1,0,1,0,2
75,2,-1,0,3,0,1,14181269,-1,3,30,1,3,1,6,1,1,0,1,0,2
75,2,-1,0,3,0,3,14181269,-1,3,3,30,3,1,6,1,1,0,0,0,2
75,2,-1,0,3,0,6,14181269,-1,3,22,0,3,1,6,1,1,0,3,0,2
75,2,-1,0,3,0,6,14181269,-1,3,22,22,3,1,6,1,1,0,1,0,2
56,0,25,0,0,0,2,14183665,7,1,2,0,5,0,2,2,10,0,4,0,0
56,0,25,0,0,0,3,14183665,7,1,3,3,5,0,2,2,10,0,4,0,0
26,0,10,0,0,0,2,14183665,2,2,2,0,5,0,3,2,10,0,4,0,0
26,0,10,0,0,0,5,14183665,2,2,15,3,5,0,3,2,10,0,1,0,0
26,0,10,0,0,0,3,14183665,2,2,3,15,5,0,3,2,10,0,0,0,0
22,0,6,0,1,0,2,14184402,3,1,2,0,3,0,4,2,0,5,4,0,0
22,0,6,0,1,0,3,14184402,3,1,3,3,3,0,4,2,0,5,4,0,0
22,0,6,0,1,0,5,14184402,3,1,6,0,3,0,4,2,0,5,0,0,0
22,0,6,0,1,0,3,14184402,3,1,3,6,3,0,4,2,0,5,0,0,0
7,1,-1,-1,-1,0,8,14184402,-1,3,13,35,3,1,4,2,0,0,1,0,0
7,1,-1,-1,-1,0,1,14184402,-1,3,33,13,3,1,4,2,0,0,1,0,0
7,1,-1,-1,-1,0,3,14184402,-1,3,3,33,3,1,4,2,0,0,2,0,0
7,1,-1,-1,-1,0,6,14184402,-1,3,22,0,3,1,4,2,0,0,3,0,0
76,0,-1,0,0,0,0,14187337,-1,1,0,0,2,1,5,0,7,3,0,0,0
76,0,-1,0,0,0,1,14187337,-1,1,1,1,2,1,5,0,7,3,1,0,0
76,0,-1,0,0,0,3,14187337,-1,1,3,2,2,1,5,0,7,3,0,0,0
76,0,-1,0,0,0,0,14187337,-1,1,0,0,2,1,5,0,7,3,0,0,0
76,0,-1,0,0,0,3,14187337,-1,1,3,1,2,1,5,0,7,3,0,0,0
78,0,-1,0,0,0,0,14187337,-1,2,0,0,2,1,5,0,7,3,0,0,0
78,0,-1,0,0,0,1,14187337,-1,2,1,1,2,1,5,0,7,3,1,0,0
78,0,-1,0,0,0,3,14187337,-1,2,3,2,2,1,5,0,7,3,0,0,0
78,0,-1,0,0,0,0,14187337,-1,2,0,0,2,1,5,0,7,3,0,0,0
78,0,-1,0,0,0,3,14187337,-1,2,3,1,2,1,5,0,7,3,0,0,0
44,0,-1,0,7,0,5,14212659,0,1,6,0,5,1,5,2,4,1,0,0,2
44,0,-1,0,7,0,0,14212659,0,1,0,6,5,1,5,2,4,1,1,0,2
44,0,-1,0,7,0,5,14212659,0,1,6,1,5,1,5,2,4,1,1,0,2
44,0,-1,0,7,0,5,14212659,0,1,6,6,5,1,5,2,4,1,1,0,2
44,0,-1,0,7,0,3,14212659,0,1,3,6,5,1,5,2,4,1,0,0,2
42,0,10,0,7,0,5,14212659,5,2,6,0,5,3,5,2,4,3,0,4,2
42,0,10,0,7,0,0,14212659,5,2,0,6,5,3,5,2,4,3,1,4,2
42,0,10,0,7,0,5,14212659,5,2,6,1,5,3,5,2,4,3,1,4,2
42,0,10,0,7,0,5,14212659,5,2,6,6,5,3,5,2,4,3,1,4,2
42,0,10,0,7,0,3,14212659,5,2,3,6,5,3,5,2,4,3,0,4,2
11,1,-1,-1,-1,0,5,14212659,-1,4,6,0,5,1,5,2,4,0,0,0,2
11,1,-1,-1,-1,0,0,14212659,-1,4,0,6,5,1,5,2,4,0,1,0,2
11,1,-1,-1,-1,0,5,14212659,-1,4,6,1,5,1,5,2,4,0,1,0,2
11,1,-1,-1,-1,0,5,14212659,-1,4,6,6,5,1,5,2,4,0,1,0,2
11,1,-1,-1,-1,0,3,14212659,-1,4,3,6,5,1,5,2,4,0,0,0,2
9,1,-1,-1,-1,0,5,14212659,-1,5,6,35,5,1,5,2,4,0,1,0,2
9,1,-1,-1,-1,0,0,14212659,-1,5,0,6,5,1,5,2,4,0,1,0,2
9,1,-1,-1,-1,0,5,14212659,-1,5,6,1,5,1,5,2,4,0,1,0,2
9,1,-1,-1,-1,0,5,14212659,-1,5,6,6,5,1,5,2,4,0,1,0,2
9,1,-1,-1,-1,0,3,14212659,-1,5,3,6,5,1,5,2,4,0,0,0,2
38,0,5,0,-8,1,4,14214297,7,2,12,0,4,5,4,2,12,2,2,0,1
38,0,5,0,-8,1,2,14214297,7,2,2,12,4,5,4,2,12,2,1,0,1
38,0,5,0,-8,1,4,14214297,7,2,10,3,4,5,4,2,12,2,1,0,1
38,0,5,0,-8,1,3,14214297,7,2,3,10,4,5,4,2,12,2,2,0,1
18,0,30,0,0,1,8,14214297,-1,3,13,0,4,0,4,2,12,4,2,0,1
18,0,30,0,0,1,3,14214297,-1,3,3,13,4,0,4,2,12,4,2,0,1
18,0,30,0,0,1,2,14214297,-1,3,2,0,4,0,4,2,12,4,4,0,1
18,0,30,0,0,1,3,14214297,-1,3,3,3,4,0,4,2,12,4,4,0,1
15,2,-1,-1,-1,1,8,14214297,-1,4,13,0,4,1,2,2,12,0,2,0,1
15,2,-1,-1,-1,1,3,14214297,-1,4,3,13,4,1,2,2,12,0,2,0,1
23,0,10,0,5,0,5,14222779,4,1,6,0,1,6,7,1,9,1,0,0,2
23,0,10,0,5,0,1,14222779,4,1,1,6,1,6,7,1,9,1,1,0,2
23,0,10,0,5,0,3,14222779,4,1,3,2,1,6,7,1,9,1,0,0,2
23,0,10,0,5,0,1,14222779,4,1,28,0,1,6,7,1,9,1,2,0,2
23,0,10,0,5,0,1,14222779,4,1,28,29,1,6,7,1,9,1,1,0,2
23,0,10,0,5,0,6,14222779,4,1,22,29,1,6,7,1,9,1,1,0,2
23,0,10,0,5,0,3,14222779,4,1,3,22,1,6,7,1,9,1,3,0,2
43,0,45,0,7,0,9,14230390,10,1,18,0,4,0,4,2,11,1,2,0,2
43,0,45,0,7,0,3,14230390,10,1,3,18,4,0,4,2,11,1,2,0,2
43,0,45,0,7,0,5,14230390,10,1,6,0,4,0,4,2,11,1,0,0,2
43,0,45,0,7,0,3,14230390,10,1,3,6,4,0,4,2,11,1,0,0,2
35,0,60,0,3,0,9,14230390,51,2,18,0,4,0,2,2,11,3,2,0,2
35,0,60,0,3,0,3,14230390,51,2,3,18,4,0,2,2,11,3,2,0,2
5,1,-1,-1,-1,0,9,14230390,-1,3,18,0,4,1,4,2,11,0,2,0,2
5,1,-1,-1,-1,0,3,14230390,-1,3,3,18,4,1,4,2,11,0,2,0,2
5,1,-1,-1,-1,0,1,14230390,-1,3,30,0,4,1,4,2,11,0,0,0,2
5,1,-1,-1,-1,0,3,14230390,-1,3,3,30,4,1,4,2,11,0,0,0,2
3,1,-1,-1,-1,0,9,14230390,-1,4,18,0,4,1,2,2,11,0,2,0,2
3,1,-1,-1,-1,0,3,14230390,-1,4,3,18,4,1,2,2,11,0,2,0,2
74,0,-1,7,0,0,0,14231892,-1,2,31,0,2,1,5,0,0,1,0,0,0
74,0,-1,7,0,0,3,14231892,-1,2,3,31,2,1,5,0,0,1,0,0,0
74,0,-1,7,0,0,6,14231892,-1,2,21,0,2,1,5,0,0,1,3,0,0
74,0,-1,7,0,0,6,14231892,-1,2,21,21,2,1,5,0,0,1,1,0,0
74,0,-1,7,0,0,3,14231892,-1,2,3,21,2,1,5,0,0,1,3,0,0
53,0,4,0,4,1,2,14236543,2,1,2,0,2,0,7,2,11,1,4,0,2
53,0,4,0,4,1,1,14236543,2,1,30,3,2,0,7,2,11,1,1,0,2
53,0,4,0,4,1,3,14236543,2,1,3,30,2,0,7,2,11,1,0,0,2
53,0,4,0,4,1,6,14236543,2,1,21,0,2,0,7,2,11,1,3,0,2
53,0,4,0,4,1,0,14236543,2,1,0,21,2,0,7,2,11,1,1,0,2
53,0,4,0,4,1,4,14236543,2,1,12,1,2,0,7,2,11,1,1,0,2
53,0,4,0,4,1,3,14236543,2,1,3,12,2,0,7,2,11,1,2,0,2
23,0,20,0,3,1,2,14236543,10,2,2,0,2,0,4,2,11,1,4,0,2
23,0,20,0,3,1,0,14236543,10,2,0,3,2,0,4,2,11,1,1,0,2
23,0,20,0,3,1,11,14236543,10,2,17,1,2,0,4,2,11,1,1,0,2
23,0,20,0,3,1,3,14236543,10,2,3,17,2,0,4,2,11,1,4,0,2
57,2,7,0,20,0,2,14239553,3,1,2,0,3,5,16,1,7,0,4,0,0
57,2,7,0,20,0,3,14239553,3,1,3,3,3,5,16,1,7,0,4,0,0
57,2,7,0,20,0,1,14239553,3,1,30,0,3,5,16,1,7,0,0,0,0
57,2,7,0,20,0,3,14239553,3,1,3,30,3,5,16,1,7,0,0,0,0
57,2,7,0,20,0,1,14239553,3,1,30,0,3,5,16,1,7,0,0,0,0
57,2,7,0,20,0,3,14239553,3,1,3,30,3,5,16,1,7,0,0,0,0
57,2,7,0,20,0,1,14239553,3,1,30,0,3,5,16,1,7,0,0,0,0
57,2,7,0,20,0,3,14239553,3,1,3,30,3,5,16,1,7,0,0,0,0
57,2,7,0,20,0,1,14239553,3,1,30,0,3,5,16,1,7,0,0,0,0
57,2,7,0,20,0,3,14239553,3,1,3,30,3,5,16,1,7,0,0,0,0
57,2,7,0,20,0,1,14239553,3,1,30,0,3,5,16,1,7,0,0,0,0
57,2,7,0,20,0,3,14239553,3,1,3,30,3,5,16,1,7,0,0,0,0
57,2,7,0,20,0,1,14239553,3,1,30,0,3,5,16,1,7,0,0,0,0
57,2,7,0,20,0,3,14239553,3,1,3,30,3,5,16,1,7,0,0,0,0
57,2,7,0,20,0,1,14239553,3,1,30,0,3,5,16,1,7,0,0,0,0
57,2,7,0,20,0,3,14239553,3,1,3,30,3,5,16,1,7,0,0,0,0
60,0,-1,0,5,0,4,14239553,-1,3,12,0,3,1,11,1,7,0,2,0,0
60,0,-1,0,5,0,4,14239553,-1,3,12,12,3,1,11,1,7,0,1,0,0
60,0,-1,0,5,0,3,14239553,-1,3,3,12,3,1,11,1,7,0,2,0,0
60,0,-1,0,5,0,4,14239553,-1,3,10,0,3,1,11,1,7,0,2,0,0
60,0,-1,0,5,0,3,14239553,-1,3,3,10,3,1,11,1,7,0,2,0,0
60,0,-1,0,5,0,1,14239553,-1,3,30,0,3,1,11,1,7,0,0,0,0
60,0,-1,0,5,0,3,14239553,-1,3,3,30,3,1,11,1,7,0,0,0,0
60,0,-1,0,5,0,1,14239553,-1,3,30,0,3,1,11,1,7,0,0,0,0
60,0,-1,0,5,0,3,14239553,-1,3,3,30,3,1,11,1,7,0,0,0,0
60,0,-1,0,5,0,1,14239553,-1,3,30,0,3,1,11,1,7,0,0,0,0
60,0,-1,0,5,0,3,14239553,-1,3,3,30,3,1,11,1,7,0,0,0,0
82,0,-1,0,4,0,6,14240540,-1,1,22,0,1,1,8,0,14,0,3,0,1
82,0,-1,0,4,0,1,14240540,-1,1,30,22,1,1,8,0,14,0,1,0,1
82,0,-1,0,4,0,1,14240540,-1,1,1,30,1,1,8,0,14,0,1,0,1
82,0,-1,0,4,0,3,14240540,-1,1,3,2,1,1,8,0,14,0,0,0,1
82,0,-1,0,4,0,6,14240540,-1,1,21,0,1,1,8,0,14,0,3,0,1
82,0,-1,0,4,0,0,14240540,-1,1,0,21,1,1,8,0,14,0,1,0,1
82,0,-1,0,4,0,4,14240540,-1,1,12,1,1,1,8,0,14,0,1,0,1
82,0,-1,0,4,0,3,14240540,-1,1,3,12,1,1,8,0,14,0,2,0,1
69,0,-1,0,0,0,5,14244708,-1,2,6,0,2,1,3,0,14,0,0,0,1
69,0,-1,0,0,0,3,14244708,-1,2,3,6,2,1,3,0,14,0,0,0,1
69,0,-1,0,0,0,1,14244708,-1,2,1,0,2,1,3,0,14,0,0,0,1
44,0,20,0,2,0,2,14245040,8,1,2,0,3,5,3,2,14,2,4,0,1
44,0,20,0,2,0,5,14245040,8,1,6,3,3,5,3,2,14,2,1,0,1
44,0,20,0,2,0,3,14245040,8,1,3,6,3,5,3,2,14,2,0,0,1
33,0,20,0,0,0,2,14245040,8,2,2,0,3,5,3,2,14,0,4,0,1
33,0,20,0,0,0,5,14245040,8,2,6,3,3,5,3,2,14,0,1,0,1
33,0,20,0,0,0,3,14245040,8,2,3,6,3,5,3,2,14,0,0,0,1
35,0,20,0,0,0,2,14245965,4,1,2,0,1,0,7,1,5,1,4,0,2
35,0,20,0,0,0,3,14245965,4,1,3,3,1,0,7,1,5,1,4,0,2
35,0,20,0,0,0,11,14245965,4,1,17,0,1,0,7,1,5,1,4,0,2
35,0,20,0,0,0,4,14245965,4,1,10,17,1,0,7,1,5,1,1,0,2
35,0,20,0,0,0,4,14245965,4,1,12,10,1,0,7,1,5,1,1,0,2
35,0,20,0,0,0,11,14245965,4,1,17,12,1,0,7,1,5,1,1,0,2
35,0,20,0,0,0,3,14245965,4,1,3,17,1,0,7,1,5,1,4,0,2
38,0,35,0,0,0,5,14248881,11,2,6,0,2,0,2,2,11,1,0,2,2
38,0,35,0,0,0,3,14248881,11,2,3,6,2,0,2,2,11,1,0,2,2
37,2,-1,0,7,0,1,14252776,-1,1,1,0,1,1,5,0,17,2,0,0,0
37,2,-1,0,7,0,5,14252776,-1,1,6,2,1,1,5,0,17,2,1,0,0
37,2,-1,0,7,0,5,14252776,-1,1,6,6,1,1,5,0,17,2,1,0,0
37,2,-1,0,7,0,1,14252776,-1,1,1,6,1,1,5,0,17,2,1,0,0
37,2,-1,0,7,0,3,14252776,-1,1,3,2,1,1,5,0,17,2,0,0,0
77,0,-1,0,0,0,12,14255348,-1,1,25,0,2,1,3,0,2,0,2,0,0
77,0,-1,0,0,0,5,14255348,-1,1,6,25,2,1,3,0,2,0,1,0,0
77,0,-1,0,0,0,3,14255348,-1,1,3,6,2,1,3,0,2,0,0,0,0
77,2,-1,0,0,0,12,14255348,-1,2,25,0,2,1,3,0,2,0,2,0,0
77,2,-1,0,0,0,5,14255348,-1,2,6,25,2,1,3,0,2,0,1,0,0
77,2,-1,0,0,0,3,14255348,-1,2,3,6,2,1,3,0,2,0,0,0,0
25,0,5,0,10,0,2,14257267,3,1,2,0,1,0,4,1,14,1,4,0,1
25,0,5,0,10,0,3,14257267,3,1,3,3,1,0,4,1,14,1,4,0,1
25,0,5,0,10,0,11,14257267,3,1,17,0,1,0,4,1,14,1,4,0,1
25,0,5,0,10,0,3,14257267,3,1,3,17,1,0,4,1,14,1,4,0,1
69,0,-1,7,6,0,6,14258086,-1,1,22,0,1,1,7,0,13,1,3,0,1
69,0,-1,7,6,0,6,14258086,-1,1,22,22,1,1,7,0,13,1,1,0,1
69,0,-1,7,6,0,3,14258086,-1,1,3,22,1,1,7,0,13,1,3,0,1
69,0,-1,7,6,0,6,14258086,-1,1,21,0,1,1,7,0,13,1,3,0,1
69,0,-1,7,6,0,0,14258086,-1,1,0,21,1,1,7,0,13,1,1,0,1
69,0,-1,7,6,0,4,14258086,-1,1,12,1,1,1,7,0,13,1,1,0,1
69,0,-1,7,6,0,3,14258086,-1,1,3,12,1,1,7,0,13,1,2,0,1
35,0,45,0,5,0,2,14260128,27,1,2,0,4,6,5,3,5,3,4,0,2
35,0,45,0,5,0,11,14260128,27,1,17,3,4,6,5,3,5,3,1,0,2
35,0,45,0,5,0,0,14260128,27,1,0,17,4,6,5,3,5,3,1,0,2
35,0,45,0,5,0,11,14260128,27,1,17,1,4,6,5,3,5,3,1,0,2
35,0,45,0,5,0,10,14260128,27,1,16,17,4,6,5,3,5,3,1,0,2
43,0,25,0,2,0,4,14260128,12,2,12,0,4,0,9,3,5,1,2,1,2
43,0,25,0,2,0,2,14260128,12,2,2,12,4,0,9,3,5,1,1,1,2
43,0,25,0,2,0,1,14260128,12,2,1,3,4,0,9,3,5,1,1,1,2
43,0,25,0,2,0,11,14260128,12,2,17,2,4,0,9,3,5,1,1,1,2
43,0,25,0,2,0,4,14260128,12,2,10,17,4,0,9,3,5,1,1,1,2
43,0,25,0,2,0,4,14260128,12,2,10,10,4,0,9,3,5,1,1,1,2
43,0,25,0,2,0,3,14260128,12,2,3,10,4,0,9,3,5,1,2,1,2
43,0,25,0,2,0,4,14260128,12,2,19,0,4,0,9,3,5,1,2,1,2
43,0,25,0,2,0,3,14260128,12,2,3,19,4,0,9,3,5,1,2,1,2
16,2,25,1,7,0,2,14260128,11,3,2,0,4,0,10,3,5,1,4,0,2
16,2,25,1,7,0,1,14260128,11,3,30,3,4,0,10,3,5,1,1,0,2
16,2,25,1,7,0,11,14260128,11,3,17,30,4,0,10,3,5,1,1,0,2
16,2,25,1,7,0,0,14260128,11,3,0,17,4,0,10,3,5,1,1,0,2
16,2,25,1,7,0,11,14260128,11,3,17,1,4,0,10,3,5,1,1,0,2
16,2,25,1,7,0,1,14260128,11,3,30,17,4,0,10,3,5,1,1,0,2
16,2,25,1,7,0,11,14260128,11,3,17,30,4,0,10,3,5,1,1,0,2
16,2,25,1,7,0,3,14260128,11,3,3,17,4,0,10,3,5,1,4,0,2
16,2,25,1,7,0,6,14260128,11,3,21,0,4,0,10,3,5,1,3,0,2
16,2,25,1,7,0,3,14260128,11,3,3,21,4,0,10,3,5,1,3,0,2
12,1,-1,-1,-1,0,6,14260128,-1,4,21,0,4,1,5,3,5,0,3,0,2
12,1,-1,-1,-1,0,4,14260128,-1,4,10,21,4,1,5,3,5,0,1,0,2
12,1,-1,-1,-1,0,3,14260128,-1,4,3,10,4,1,5,3,5,0,2,0,2
12,1,-1,-1,-1,0,0,14260128,-1,4,8,0,4,1,5,3,5,0,3,0,2
12,1,-1,-1,-1,0,3,14260128,-1,4,3,8,4,1,5,3,5,0,3,0,2
72,0,-1,0,1,0,5,14261545,-1,1,6,0,2,1,8,0,0,0,0,0,0
72,0,-1,0,1,0,3,14261545,-1,1,3,6,2,1,8,0,0,0,0,0,0
72,0,-1,0,1,0,0,14261545,-1,1,0,0,2,1,8,0,0,0,0,0,0
72,0,-1,0,1,0,3,14261545,-1,1,3,1,2,1,8,0,0,0,0,0,0
72,0,-1,0,1,0,5,14261545,-1,1,6,0,2,1,8,0,0,0,0,0,0
72,0,-1,0,1,0,3,14261545,-1,1,3,6,2,1,8,0,0,0,0,0,0
72,0,-1,0,1,0,12,14261545,-1,1,25,0,2,1,8,0,0,0,2,0,0
72,0,-1,0,1,0,3,14261545,-1,1,3,25,2,1,8,0,0,0,2,0,0
72,0,-1,0,2,0,0,14261545,-1,2,0,0,2,1,8,0,0,0,0,0,0
72,0,-1,0,2,0,3,14261545,-1,2,3,1,2,1,8,0,0,0,0,0,0
72,0,-1,0,2,0,0,14261545,-1,2,0,0,2,1,8,0,0,0,0,0,0
72,0,-1,0,2,0,3,14261545,-1,2,3,1,2,1,8,0,0,0,0,0,0
72,0,-1,0,2,0,5,14261545,-1,2,6,0,2,1,8,0,0,0,0,0,0
72,0,-1,0,2,0,3,14261545,-1,2,3,6,2,1,8,0,0,0,0,0,0
72,0,-1,0,2,0,12,14261545,-1,2,25,0,2,1,8,0,0,0,2,0,0
72,0,-1,0,2,0,3,14261545,-1,2,3,25,2,1,8,0,0,0,2,0,0
75,2,-1,0,3,0,6,14274264,-1,1,21,0,3,1,4,0,8,0,3,0,0
75,2,-1,0,3,0,5,14274264,-1,1,6,21,3,1,4,0,8,0,1,0,0
75,2,-1,0,3,0,5,14274264,-1,1,6,6,3,1,4,0,8,0,1,0,0
75,2,-1,0,3,0,3,14274264,-1,1,3,6,3,1,4,0,8,0,0,0,0
4,1,-1,-1,-1,0,1,14274264,-1,3,33,0,3,1,2,0,8,0,2,0,0
4,1,-1,-1,-1,0,3,14274264,-1,3,3,33,3,1,2,0,8,0,2,0,0
70,0,-1,0,0,0,7,14274871,-1,1,11,0,2,1,3,0,2,0,2,0,0
70,0,-1,0,0,0,6,14274871,-1,1,21,11,2,1,3,0,2,0,1,0,0
70,0,-1,0,0,0,3,14274871,-1,1,3,21,2,1,3,0,2,0,3,0,0
10,1,-1,-1,-1,0,5,14274871,-1,2,15,0,2,1,3,0,2,0,0,0,0
10,1,-1,-1,-1,0,6,14274871,-1,2,21,15,2,1,3,0,2,0,1,0,0
10,1,-1,-1,-1,0,3,14274871,-1,2,3,21,2,1,3,0,2,0,3,0,0
29,0,15,0,0,0,2,14283668,6,1,2,3,1,6,6,1,13,3,1,0,1
29,0,15,0,0,0,6,14283668,6,1,21,3,1,6,6,1,13,3,1,0,1
29,0,15,0,0,0,3,14283668,6,1,3,21,1,6,6,1,13,3,3,0,1
29,0,15,0,0,0,5,14283668,6,1,6,0,1,6,6,1,13,3,0,0,1
29,0,15,0,0,0,0,14283668,6,1,0,6,1,6,6,1,13,3,1,0,1
29,0,15,0,0,0,3,14283668,6,1,3,1,1,6,6,1,13,3,0,0,1
27,0,45,0,0,1,4,14286922,18,1,12,0,1,0,5,1,8,1,2,0,0
27,0,45,0,0,1,7,14286922,18,1,11,12,1,0,5,1,8,1,1,0,0
27,0,45,0,0,1,3,14286922,18,1,3,11,1,0,5,1,8,1,2,0,0
27,0,45,0,0,1,4,14286922,18,1,10,0,1,0,5,1,8,1,2,0,0
27,0,45,0,0,1,3,14286922,18,1,3,10,1,0,5,1,8,1,2,0,0
43,0,-1,0,2,0,4,14291391,-1,1,12,0,5,1,10,1,15,3,2,0,2
43,0,-1,0,2,0,3,14291391,-1,1,3,12,5,1,10,1,15,3,2,0,2
43,0,-1,0,2,0,1,14291391,-1,1,4,0,5,1,10,1,15,3,2,0,2
43,0,-1,0,2,0,5,14291391,-1,1,6,4,5,1,10,1,15,3,1,0,2
43,0,-1,0,2,0,1,14291391,-1,1,9,6,5,1,10,1,15,3,1,0,2
43,0,-1,0,2,0,4,14291391,-1,1,10,9,5,1,10,1,15,3,1,0,2
43,0,-1,0,2,0,4,14291391,-1,1,10,10,5,1,10,1,15,3,1,0,2
43,0,-1,0,2,0,3,14291391,-1,1,3,10,5,1,10,1,15,3,2,0,2
43,0,-1,0,2,0,1,14291391,-1,1,20,0,5,1,10,1,15,3,2,0,2
