R_AGE,DRIVER,TIMETOWK,NBIKETRP,NWALKTRP,URBRUR,WHYTRP1S,HOUSEID,GCDWORK,PERSONID,WHYTO,WHYFROM,HHSIZE,WRKTRANS,CNTTDTR,WRKCOUNT,HHFAMINC,WEBUSE,WEBUSE.1,TRIPPURP,WKFMHMXX,HHFAMINC2
36,0,-1,0,7,0,2,30362078,-9.0,1,3,0,5,0,3,0,9,1,0,3,0,1
16,2,-1,0,7,0,6,30362078,-9.0,2,14,0,5,0,2,0,9,1,0,3,0,1
16,2,-1,0,7,0,2,30362078,-9.0,2,3,14,5,0,2,0,9,1,0,3,0,1
13,1,-1,0,10,0,4,30362078,-9.0,3,8,0,5,0,4,0,9,1,0,3,0,1
13,1,-1,0,10,0,2,30362078,-9.0,3,3,8,5,0,4,0,9,1,0,3,0,1
13,1,-1,0,10,0,6,30362078,-9.0,3,14,0,5,0,4,0,9,1,0,3,0,1
13,1,-1,0,10,0,2,30362078,-9.0,3,3,14,5,0,4,0,9,1,0,3,0,1
8,1,-1,0,7,0,6,30362078,-9.0,4,14,0,5,0,2,0,9,1,0,3,0,1
8,1,-1,0,7,0,2,30362078,-9.0,4,3,14,5,0,2,0,9,1,0,3,0,1
6,1,-1,0,7,0,6,30362078,-9.0,5,14,0,5,0,2,0,9,1,0,3,0,1
6,1,-1,0,7,0,2,30362078,-9.0,5,3,14,5,0,2,0,9,1,0,3,0,1
82,0,-1,0,2,0,5,30362448,-9.0,1,9,0,2,0,6,0,10,1,0,3,0,0
82,0,-1,0,2,0,2,30362448,-9.0,1,15,9,2,0,6,0,10,1,0,3,0,0
82,0,-1,0,2,0,1,30362448,-9.0,1,2,15,2,0,6,0,10,1,0,2,0,0
82,0,-1,0,2,0,2,30362448,-9.0,1,3,3,2,0,6,0,10,1,0,2,0,0
82,0,-1,0,2,0,0,30362448,-9.0,1,0,0,2,0,6,0,10,1,0,0,0,0
82,0,-1,0,2,0,2,30362448,-9.0,1,3,1,2,0,6,0,10,1,0,0,0,0
85,0,-1,0,0,0,5,30362448,-9.0,2,9,0,2,0,4,0,10,1,0,3,0,0
85,0,-1,0,0,0,2,30362448,-9.0,2,15,9,2,0,4,0,10,1,0,3,0,0
85,0,-1,0,0,0,0,30362448,-9.0,2,0,15,2,0,4,0,10,1,0,0,0,0
85,0,-1,0,0,0,2,30362448,-9.0,2,3,1,2,0,4,0,10,1,0,0,0,0
77,0,-1,0,7,0,2,30366417,-9.0,1,3,0,1,0,1,0,4,5,1,3,0,0
54,0,-1,1,3,0,1,30367087,-9.0,1,2,0,1,0,5,0,1,1,0,2,0,0
54,0,-1,1,3,0,0,30367087,-9.0,1,6,3,1,0,5,0,1,1,0,1,0,0
54,0,-1,1,3,0,3,30367087,-9.0,1,7,6,1,0,5,0,1,1,0,1,0,0
54,0,-1,1,3,0,0,30367087,-9.0,1,6,7,1,0,5,0,1,1,0,1,0,0
54,0,-1,1,3,0,2,30367087,-9.0,1,3,6,1,0,5,0,1,1,0,0,0,0
51,0,20,0,40,0,8,30367311,7.7,1,12,0,2,1,3,2,1,1,0,4,3,0
51,0,20,0,40,0,8,30367311,7.7,1,12,12,2,1,3,2,1,1,0,1,3,0
51,0,20,0,40,0,2,30367311,7.7,1,3,12,2,1,3,2,1,1,0,4,3,0
52,0,30,0,0,0,8,30367311,14.02,2,12,0,2,1,2,2,1,1,0,4,0,0
52,0,30,0,0,0,2,30367311,14.02,2,3,12,2,1,2,2,1,1,0,4,0,0
72,0,30,0,7,0,8,30368004,13.1,1,12,0,2,2,2,1,3,1,0,4,0,2
72,0,30,0,7,0,2,30368004,13.1,1,3,12,2,2,2,1,3,1,0,4,0,2
32,0,25,0,1,0,8,30368249,11.65,1,12,0,3,1,2,1,0,1,0,4,0,0
32,0,25,0,1,0,2,30368249,11.65,1,3,12,3,1,2,1,0,1,0,4,0,0
11,1,-1,0,1,0,6,30368249,-9.0,2,14,0,3,0,2,1,0,1,0,3,0,0
11,1,-1,0,1,0,2,30368249,-9.0,2,3,14,3,0,2,1,0,1,0,3,0,0
8,1,-1,0,1,0,6,30368249,-9.0,3,14,0,3,0,2,1,0,1,0,3,0,0
8,1,-1,0,1,0,2,30368249,-9.0,3,3,14,3,0,2,1,0,1,0,3,0,0
71,0,-1,0,0,0,0,30371421,-9.0,1,4,0,2,0,6,1,5,1,0,0,0,2
71,0,-1,0,0,0,1,30371421,-9.0,1,2,4,2,0,6,1,5,1,0,1,0,2
71,0,-1,0,0,0,2,30371421,-9.0,1,3,3,2,0,6,1,5,1,0,2,0,2
71,0,-1,0,0,0,1,30371421,-9.0,1,5,0,2,0,6,1,5,1,0,2,0,2
71,0,-1,0,0,0,1,30371421,-9.0,1,2,5,2,0,6,1,5,1,0,1,0,2
71,0,-1,0,0,0,2,30371421,-9.0,1,3,3,2,0,6,1,5,1,0,2,0,2
37,0,-1,0,0,0,1,30371421,-9.0,2,5,0,2,3,10,1,5,1,0,2,0,2
37,0,-1,0,0,0,8,30371421,-9.0,2,12,5,2,3,10,1,5,1,0,1,0,2
37,0,-1,0,0,0,8,30371421,-9.0,2,12,12,2,3,10,1,5,1,0,1,0,2
37,0,-1,0,0,0,2,30371421,-9.0,2,3,12,2,3,10,1,5,1,0,4,0,2
37,0,-1,0,0,0,8,30371421,-9.0,2,12,0,2,3,10,1,5,1,0,4,0,2
37,0,-1,0,0,0,8,30371421,-9.0,2,12,12,2,3,10,1,5,1,0,1,0,2
37,0,-1,0,0,0,8,30371421,-9.0,2,12,12,2,3,10,1,5,1,0,1,0,2
37,0,-1,0,0,0,8,30371421,-9.0,2,12,12,2,3,10,1,5,1,0,1,0,2
37,0,-1,0,0,0,8,30371421,-9.0,2,12,12,2,3,10,1,5,1,0,1,0,2
37,0,-1,0,0,0,0,30371421,-9.0,2,6,12,2,3,10,1,5,1,0,1,0,2
46,0,45,7,7,0,1,30372423,34.59,1,2,0,4,2,3,1,3,1,0,2,0,2
46,0,45,7,7,0,0,30372423,34.59,1,4,3,4,2,3,1,3,1,0,1,0,2
46,0,45,7,7,0,2,30372423,34.59,1,3,4,4,2,3,1,3,1,0,0,0,2
92,0,-1,0,12,1,1,30372894,-9.0,1,5,19,2,0,8,0,7,1,0,1,0,2
92,0,-1,0,12,1,3,30372894,-9.0,1,7,5,2,0,8,0,7,1,0,1,0,2
92,0,-1,0,12,1,1,30372894,-9.0,1,1,7,2,0,8,0,7,1,0,1,0,2
92,0,-1,0,12,1,0,30372894,-9.0,1,4,2,2,0,8,0,7,1,0,1,0,2
92,0,-1,0,12,1,0,30372894,-9.0,1,4,4,2,0,8,0,7,1,0,1,0,2
92,0,-1,0,12,1,2,30372894,-9.0,1,3,4,2,0,8,0,7,1,0,0,0,2
92,0,-1,0,12,1,0,30372894,-9.0,1,4,0,2,0,8,0,7,1,0,0,0,2
92,0,-1,0,12,1,2,30372894,-9.0,1,3,4,2,0,8,0,7,1,0,0,0,2
77,0,-1,0,7,1,1,30373767,-9.0,1,1,0,1,0,4,0,4,5,1,3,0,0
77,0,-1,0,7,1,1,30373767,-9.0,1,5,2,1,0,4,0,4,5,1,1,0,0
77,0,-1,0,7,1,1,30373767,-9.0,1,2,5,1,0,4,0,4,5,1,1,0,0
77,0,-1,0,7,1,2,30373767,-9.0,1,3,3,1,0,4,0,4,5,1,2,0,0
65,0,-1,0,3,0,8,30374183,-9.0,1,12,0,1,0,2,0,0,1,0,4,0,0
65,0,-1,0,3,0,2,30374183,-9.0,1,3,12,1,0,2,0,0,1,0,4,0,0
41,0,-1,0,4,0,1,30374556,-9.0,1,1,0,3,0,5,1,3,1,0,3,0,2
41,0,-1,0,4,0,1,30374556,-9.0,1,2,2,3,0,5,1,3,1,0,1,0,2
41,0,-1,0,4,0,3,30374556,-9.0,1,7,3,3,0,5,1,3,1,0,1,0,2
41,0,-1,0,4,0,1,30374556,-9.0,1,2,7,3,0,5,1,3,1,0,1,0,2
41,0,-1,0,4,0,2,30374556,-9.0,1,3,3,3,0,5,1,3,1,0,2,0,2
43,0,30,0,4,0,8,30374556,16.17,2,12,0,3,1,6,1,3,1,0,4,0,2
43,0,30,0,4,0,3,30374556,16.17,2,7,12,3,1,6,1,3,1,0,1,0,2
43,0,30,0,4,0,8,30374556,16.17,2,12,7,3,1,6,1,3,1,0,1,0,2
43,0,30,0,4,0,4,30374556,16.17,2,8,12,3,1,6,1,3,1,0,1,0,2
43,0,30,0,4,0,3,30374556,16.17,2,7,8,3,1,6,1,3,1,0,1,0,2
43,0,30,0,4,0,2,30374556,16.17,2,3,7,3,1,6,1,3,1,0,2,0,2
67,0,-1,0,5,0,1,30374850,-9.0,1,2,0,2,0,4,0,4,2,3,2,0,0
67,0,-1,0,5,0,1,30374850,-9.0,1,2,3,2,0,4,0,4,2,3,1,0,0
67,0,-1,0,5,0,1,30374850,-9.0,1,2,3,2,0,4,0,4,2,3,1,0,0
67,0,-1,0,5,0,2,30374850,-9.0,1,3,3,2,0,4,0,4,2,3,2,0,0
57,0,20,0,4,0,8,30375334,7.03,2,12,0,2,2,3,2,9,1,0,4,0,1
57,0,20,0,4,0,1,30375334,7.03,2,2,12,2,2,3,2,9,1,0,1,0,1
57,0,20,0,4,0,2,30375334,7.03,2,3,3,2,2,3,2,9,1,0,2,0,1
39,0,-1,3,14,1,6,30375451,-9.0,1,10,0,5,3,3,2,3,1,0,3,0,2
39,0,-1,3,14,1,1,30375451,-9.0,1,2,10,5,3,3,2,3,1,0,1,0,2
39,0,-1,3,14,1,2,30375451,-9.0,1,3,3,5,3,3,2,3,1,0,2,0,2
39,0,8,0,3,1,6,30375451,5.47,2,10,0,5,5,3,2,3,1,0,3,0,2
39,0,8,0,3,1,1,30375451,5.47,2,2,10,5,5,3,2,3,1,0,1,0,2
39,0,8,0,3,1,2,30375451,5.47,2,3,3,5,5,3,2,3,1,0,2,0,2
10,1,-1,2,6,1,6,30375451,-9.0,3,10,0,5,0,3,2,3,1,0,3,0,2
10,1,-1,2,6,1,1,30375451,-9.0,3,2,10,5,0,3,2,3,1,0,1,0,2
10,1,-1,2,6,1,2,30375451,-9.0,3,3,3,5,0,3,2,3,1,0,2,0,2
7,1,-1,3,3,1,6,30375451,-9.0,4,10,0,5,0,3,2,3,1,0,3,0,2
7,1,-1,3,3,1,1,30375451,-9.0,4,2,10,5,0,3,2,3,1,0,1,0,2
7,1,-1,3,3,1,2,30375451,-9.0,4,3,3,5,0,3,2,3,1,0,2,0,2
46,0,30,0,0,0,1,30376650,13.88,1,2,0,6,1,3,2,10,1,0,2,0,0
46,0,30,0,0,0,0,30376650,13.88,1,0,3,6,1,3,2,10,1,0,1,0,0
46,0,30,0,0,0,2,30376650,13.88,1,3,1,6,1,3,2,10,1,0,0,0,0
42,0,10,0,0,0,8,30376650,4.93,2,12,0,6,1,2,2,10,1,0,4,0,0
42,0,10,0,0,0,2,30376650,4.93,2,3,12,6,1,2,2,10,1,0,4,0,0
71,0,-1,0,7,0,1,30377526,-9.0,1,2,0,2,0,3,0,3,1,0,2,0,2
71,0,-1,0,7,0,2,30377526,-9.0,1,3,3,2,0,3,0,3,1,0,2,0,2
71,0,-1,0,7,0,2,30377526,-9.0,1,3,0,2,0,3,0,3,1,0,3,0,2
36,0,28,0,9,0,3,30377549,9.44,1,7,0,1,1,8,1,6,1,0,2,0,2
36,0,28,0,9,0,8,30377549,9.44,1,12,7,1,1,8,1,6,1,0,1,0,2
36,0,28,0,9,0,3,30377549,9.44,1,7,12,1,1,8,1,6,1,0,1,0,2
36,0,28,0,9,0,8,30377549,9.44,1,12,7,1,1,8,1,6,1,0,1,0,2
36,0,28,0,9,0,3,30377549,9.44,1,7,12,1,1,8,1,6,1,0,1,0,2
36,0,28,0,9,0,4,30377549,9.44,1,8,7,1,1,8,1,6,1,0,1,0,2
36,0,28,0,9,0,1,30377549,9.44,1,2,8,1,1,8,1,6,1,0,1,0,2
36,0,28,0,9,0,2,30377549,9.44,1,3,3,1,1,8,1,6,1,0,2,0,2
66,0,15,0,12,0,3,30377954,4.99,1,7,0,2,1,3,2,9,1,0,2,0,1
66,0,15,0,12,0,0,30377954,4.99,1,6,7,2,1,3,2,9,1,0,1,0,1
66,0,15,0,12,0,2,30377954,4.99,1,3,6,2,1,3,2,9,1,0,0,0,1
63,0,10,0,7,0,3,30377954,2.66,2,7,0,2,1,3,2,9,1,0,2,0,1
63,0,10,0,7,0,0,30377954,2.66,2,6,7,2,1,3,2,9,1,0,1,0,1
63,0,10,0,7,0,2,30377954,2.66,2,3,6,2,1,3,2,9,1,0,0,0,1
71,0,-1,0,7,0,1,30379781,-9.0,1,2,0,2,0,5,0,0,1,0,2,0,0
71,0,-1,0,7,0,1,30379781,-9.0,1,2,3,2,0,5,0,0,1,0,1,0,0
71,0,-1,0,7,0,2,30379781,-9.0,1,3,3,2,0,5,0,0,1,0,2,0,0
71,0,-1,0,7,0,0,30379781,-9.0,1,0,0,2,0,5,0,0,1,0,0,0,0
71,0,-1,0,7,0,2,30379781,-9.0,1,3,1,2,0,5,0,0,1,0,0,0,0
92,2,-1,0,0,0,1,30379781,-9.0,2,2,0,2,0,5,0,0,1,0,2,0,0
92,2,-1,0,0,0,1,30379781,-9.0,2,2,3,2,0,5,0,0,1,0,1,0,0
92,2,-1,0,0,0,2,30379781,-9.0,2,3,3,2,0,5,0,0,1,0,2,0,0
92,2,-1,0,0,0,0,30379781,-9.0,2,0,0,2,0,5,0,0,1,0,0,0,0
92,2,-1,0,0,0,2,30379781,-9.0,2,3,1,2,0,5,0,0,1,0,0,0,0
59,0,-1,0,7,0,0,30380080,-9.0,1,4,0,2,0,8,0,9,1,0,0,0,1
59,0,-1,0,7,0,2,30380080,-9.0,1,3,4,2,0,8,0,9,1,0,0,0,1
59,0,-1,0,7,0,4,30380080,-9.0,1,8,0,2,0,8,0,9,1,0,3,0,1
59,0,-1,0,7,0,5,30380080,-9.0,1,9,8,2,0,8,0,9,1,0,1,0,1
59,0,-1,0,7,0,5,30380080,-9.0,1,9,9,2,0,8,0,9,1,0,1,0,1
59,0,-1,0,7,0,2,30380080,-9.0,1,3,9,2,0,8,0,9,1,0,3,0,1
59,0,-1,0,7,0,6,30380080,-9.0,1,10,0,2,0,8,0,9,1,0,3,0,1
59,0,-1,0,7,0,2,30380080,-9.0,1,3,10,2,0,8,0,9,1,0,3,0,1
60,0,-1,0,7,0,0,30380080,-9.0,2,4,0,2,0,2,0,9,1,0,0,0,1
60,0,-1,0,7,0,2,30380080,-9.0,2,3,4,2,0,2,0,9,1,0,0,0,1
65,0,40,1,0,0,8,30380454,12.28,1,12,0,2,1,6,2,6,1,0,4,0,2
65,0,40,1,0,0,3,30380454,12.28,1,7,12,2,1,6,2,6,1,0,1,0,2
65,0,40,1,0,0,8,30380454,12.28,1,12,7,2,1,6,2,6,1,0,1,0,2
65,0,40,1,0,0,1,30380454,12.28,1,2,12,2,1,6,2,6,1,0,1,0,2
65,0,40,1,0,0,1,30380454,12.28,1,5,3,2,1,6,2,6,1,0,1,0,2
65,0,40,1,0,0,2,30380454,12.28,1,3,5,2,1,6,2,6,1,0,2,0,2
57,0,45,1,1,0,8,30380454,10.19,2,12,0,2,1,4,2,6,1,0,4,0,2
57,0,45,1,1,0,3,30380454,10.19,2,7,12,2,1,4,2,6,1,0,1,0,2
57,0,45,1,1,0,8,30380454,10.19,2,12,7,2,1,4,2,6,1,0,1,0,2
57,0,45,1,1,0,2,30380454,10.19,2,3,12,2,1,4,2,6,1,0,4,0,2
57,0,30,0,24,0,3,30381538,5.3,1,7,0,2,11,4,2,8,1,0,2,0,2
57,0,30,0,24,0,6,30381538,5.3,1,10,7,2,11,4,2,8,1,0,1,0,2
57,0,30,0,24,0,3,30381538,5.3,1,7,10,2,11,4,2,8,1,0,1,0,2
57,0,30,0,24,0,2,30381538,5.3,1,3,7,2,11,4,2,8,1,0,2,0,2
65,0,5,0,30,0,3,30381538,0.91,2,7,0,2,1,4,2,8,1,0,2,2,2
65,0,5,0,30,0,6,30381538,0.91,2,10,7,2,1,4,2,8,1,0,1,2,2
65,0,5,0,30,0,3,30381538,0.91,2,7,10,2,1,4,2,8,1,0,1,2,2
65,0,5,0,30,0,2,30381538,0.91,2,3,7,2,1,4,2,8,1,0,2,2,2
74,0,-1,0,3,0,3,30382245,-9.0,1,7,0,1,0,3,0,2,1,0,2,0,0
74,0,-1,0,3,0,0,30382245,-9.0,1,6,7,1,0,3,0,2,1,0,1,0,0
74,0,-1,0,3,0,2,30382245,-9.0,1,3,6,1,0,3,0,2,1,0,0,0,0
47,0,13,0,3,0,8,30382392,5.06,1,12,0,4,7,2,1,8,1,0,4,0,2
47,0,13,0,3,0,2,30382392,5.06,1,3,12,4,7,2,1,8,1,0,4,0,2
47,0,-1,0,6,0,4,30382392,-9.0,2,8,0,4,0,5,1,8,1,0,3,0,2
47,0,-1,0,6,0,2,30382392,-9.0,2,3,8,4,0,5,1,8,1,0,3,0,2
47,0,-1,0,6,0,4,30382392,-9.0,2,8,0,4,0,5,1,8,1,0,3,0,2
47,0,-1,0,6,0,4,30382392,-9.0,2,8,8,4,0,5,1,8,1,0,1,0,2
47,0,-1,0,6,0,2,30382392,-9.0,2,3,8,4,0,5,1,8,1,0,3,0,2
14,1,-1,2,5,0,4,30382392,-9.0,3,8,0,4,0,3,1,8,1,0,3,0,2
14,1,-1,2,5,0,6,30382392,-9.0,3,14,8,4,0,3,1,8,1,0,1,0,2
14,1,-1,2,5,0,2,30382392,-9.0,3,3,14,4,0,3,1,8,1,0,3,0,2
15,2,-1,0,0,0,6,30382392,-9.0,4,14,0,4,0,2,1,8,1,0,3,0,2
15,2,-1,0,0,0,2,30382392,-9.0,4,3,14,4,0,2,1,8,1,0,3,0,2
53,0,25,0,0,0,4,30382604,10.02,1,8,0,2,2,6,2,7,1,0,3,0,2
53,0,25,0,0,0,7,30382604,10.02,1,17,8,2,2,6,2,7,1,0,1,0,2
53,0,25,0,0,0,8,30382604,10.02,1,12,17,2,2,6,2,7,1,0,1,0,2
53,0,25,0,0,0,2,30382604,10.02,1,3,12,2,2,6,2,7,1,0,4,0,2
53,0,25,0,0,0,4,30382604,10.02,1,8,0,2,2,6,2,7,1,0,3,0,2
53,0,25,0,0,0,2,30382604,10.02,1,3,8,2,2,6,2,7,1,0,3,0,2
54,0,30,0,0,0,8,30382604,13.77,2,12,0,2,1,4,2,7,1,0,4,0,2
54,0,30,0,0,0,8,30382604,13.77,2,12,12,2,1,4,2,7,1,0,1,0,2
54,0,30,0,0,0,8,30382604,13.77,2,12,12,2,1,4,2,7,1,0,1,0,2
54,0,30,0,0,0,2,30382604,13.77,2,3,12,2,1,4,2,7,1,0,4,0,2
73,0,-1,6,0,0,6,30382985,-9.0,1,10,0,1,0,8,0,0,2,3,3,0,0
73,0,-1,6,0,0,4,30382985,-9.0,1,8,10,1,0,8,0,0,2,3,1,0,0
73,0,-1,6,0,0,1,30382985,-9.0,1,2,8,1,0,8,0,0,2,3,1,0,0
73,0,-1,6,0,0,2,30382985,-9.0,1,3,3,1,0,8,0,0,2,3,2,0,0
73,0,-1,6,0,0,3,30382985,-9.0,1,7,0,1,0,8,0,0,2,3,2,0,0
73,0,-1,6,0,0,2,30382985,-9.0,1,3,7,1,0,8,0,0,2,3,2,0,0
73,0,-1,6,0,0,6,30382985,-9.0,1,10,0,1,0,8,0,0,2,3,3,0,0
73,0,-1,6,0,0,2,30382985,-9.0,1,3,10,1,0,8,0,0,2,3,3,0,0
76,0,-1,0,8,0,1,30383231,-9.0,1,2,0,1,0,6,0,0,1,0,2,0,0
76,0,-1,0,8,0,1,30383231,-9.0,1,2,3,1,0,6,0,0,1,0,1,0,0
76,0,-1,0,8,0,1,30383231,-9.0,1,2,3,1,0,6,0,0,1,0,1,0,0
76,0,-1,0,8,0,2,30383231,-9.0,1,3,3,1,0,6,0,0,1,0,2,0,0
76,0,-1,0,8,0,3,30383231,-9.0,1,7,0,1,0,6,0,0,1,0,2,0,0
76,0,-1,0,8,0,2,30383231,-9.0,1,3,7,1,0,6,0,0,1,0,2,0,0
45,0,67,0,4,0,4,30384854,38.64,1,8,0,5,1,4,2,5,1,0,3,2,2
45,0,67,0,4,0,4,30384854,38.64,1,8,8,5,1,4,2,5,1,0,1,2,2
45,0,67,0,4,0,8,30384854,38.64,1,12,8,5,1,4,2,5,1,0,1,2,2
45,0,67,0,4,0,2,30384854,38.64,1,3,12,5,1,4,2,5,1,0,4,2,2
41,0,45,0,2,0,8,30384854,16.26,2,12,0,5,1,3,2,5,1,0,4,1,2
41,0,45,0,2,0,4,30384854,16.26,2,8,12,5,1,3,2,5,1,0,1,1,2
41,0,45,0,2,0,2,30384854,16.26,2,3,8,5,1,3,2,5,1,0,3,1,2
7,1,-1,2,5,0,6,30384854,-9.0,3,14,0,5,0,3,2,5,1,0,3,0,2
7,1,-1,2,5,0,6,30384854,-9.0,3,14,14,5,0,3,2,5,1,0,1,0,2
7,1,-1,2,5,0,2,30384854,-9.0,3,3,14,5,0,3,2,5,1,0,3,0,2
73,2,-1,0,6,0,6,30384854,-9.0,5,10,0,5,0,2,2,5,1,0,3,0,2
73,2,-1,0,6,0,2,30384854,-9.0,5,3,10,5,0,2,2,5,1,0,3,0,2
81,0,-1,0,0,0,1,30385484,-9.0,1,2,0,1,0,2,0,1,1,0,2,0,0
81,0,-1,0,0,0,2,30385484,-9.0,1,3,3,1,0,2,0,1,1,0,2,0,0
61,0,45,0,6,0,1,30386337,28.26,1,2,0,1,1,3,1,0,1,0,2,0,0
61,0,45,0,6,0,8,30386337,28.26,1,12,3,1,1,3,1,0,1,0,1,0,0
61,0,45,0,6,0,2,30386337,28.26,1,3,12,1,1,3,1,0,1,0,4,0,0
64,0,2,21,20,0,1,30387853,0.0,1,1,0,2,5,8,1,1,1,0,3,0,0
64,0,2,21,20,0,2,30387853,0.0,1,3,2,2,5,8,1,1,1,0,3,0,0
64,0,2,21,20,0,8,30387853,0.0,1,12,0,2,5,8,1,1,1,0,4,0,0
64,0,2,21,20,0,2,30387853,0.0,1,3,12,2,5,8,1,1,1,0,4,0,0
64,0,2,21,20,0,8,30387853,0.0,1,12,0,2,5,8,1,1,1,0,4,0,0
64,0,2,21,20,0,2,30387853,0.0,1,3,12,2,5,8,1,1,1,0,4,0,0
64,0,2,21,20,0,1,30387853,0.0,1,2,0,2,5,8,1,1,1,0,2,0,0
64,0,2,21,20,0,2,30387853,0.0,1,3,3,2,5,8,1,1,1,0,2,0,0
77,0,-1,0,7,0,1,30387853,-9.0,2,2,0,2,0,5,1,1,1,0,2,0,0
77,0,-1,0,7,0,3,30387853,-9.0,2,7,3,2,0,5,1,1,1,0,1,0,0
77,0,-1,0,7,0,2,30387853,-9.0,2,3,7,2,0,5,1,1,1,0,2,0,0
77,0,-1,0,7,0,1,30387853,-9.0,2,2,0,2,0,5,1,1,1,0,2,0,0
77,0,-1,0,7,0,2,30387853,-9.0,2,3,3,2,0,5,1,1,1,0,2,0,0
62,0,60,0,4,0,2,30387910,42.8,1,3,12,2,1,1,2,9,2,3,4,0,1
59,0,20,0,0,0,8,30387910,13.85,2,12,0,2,1,2,2,9,2,3,4,0,1
59,0,20,0,0,0,2,30387910,13.85,2,3,12,2,1,2,2,9,2,3,4,0,1
63,0,-1,0,2,0,0,30388369,-9.0,1,0,1,1,0,2,0,10,4,5,1,0,0
63,0,-1,0,2,0,2,30388369,-9.0,1,3,1,1,0,2,0,10,4,5,0,0,0
64,0,-1,0,5,1,1,30388707,-9.0,1,2,0,2,0,4,1,3,1,0,2,0,2
64,0,-1,0,5,1,2,30388707,-9.0,1,3,3,2,0,4,1,3,1,0,2,0,2
64,0,-1,0,5,1,1,30388707,-9.0,1,2,0,2,0,4,1,3,1,0,2,0,2
64,0,-1,0,5,1,2,30388707,-9.0,1,3,3,2,0,4,1,3,1,0,2,0,2
30,0,7,0,28,0,8,30388882,1.52,1,12,0,2,4,7,2,0,1,0,4,0,0
30,0,7,0,28,0,3,30388882,1.52,1,7,12,2,4,7,2,0,1,0,1,0,0
30,0,7,0,28,0,8,30388882,1.52,1,12,7,2,4,7,2,0,1,0,1,0,0
30,0,7,0,28,0,2,30388882,1.52,1,3,12,2,4,7,2,0,1,0,4,0,0
30,0,7,0,28,0,1,30388882,1.52,1,2,0,2,4,7,2,0,1,0,2,0,0
30,0,7,0,28,0,3,30388882,1.52,1,7,3,2,4,7,2,0,1,0,1,0,0
30,0,7,0,28,0,2,30388882,1.52,1,3,7,2,4,7,2,0,1,0,2,0,0
28,0,15,0,0,0,6,30388882,1.9,2,10,0,2,1,8,2,0,1,0,3,0,0
28,0,15,0,0,0,2,30388882,1.9,2,3,10,2,1,8,2,0,1,0,3,0,0
28,0,15,0,0,0,8,30388882,1.9,2,12,0,2,1,8,2,0,1,0,4,0,0
28,0,15,0,0,0,5,30388882,1.9,2,9,12,2,1,8,2,0,1,0,1,0,0
28,0,15,0,0,0,8,30388882,1.9,2,12,9,2,1,8,2,0,1,0,1,0,0
28,0,15,0,0,0,2,30388882,1.9,2,3,12,2,1,8,2,0,1,0,4,0,0
28,0,15,0,0,0,3,30388882,1.9,2,7,0,2,1,8,2,0,1,0,2,0,0
28,0,15,0,0,0,2,30388882,1.9,2,3,7,2,1,8,2,0,1,0,2,0,0
75,2,-1,0,5,0,1,30390347,-9.0,1,2,0,1,0,10,0,10,5,1,2,0,0
75,2,-1,0,5,0,1,30390347,-9.0,1,2,3,1,0,10,0,10,5,1,1,0,0
75,2,-1,0,5,0,3,30390347,-9.0,1,7,3,1,0,10,0,10,5,1,1,0,0
75,2,-1,0,5,0,2,30390347,-9.0,1,3,7,1,0,10,0,10,5,1,2,0,0
75,2,-1,0,5,0,1,30390347,-9.0,1,2,0,1,0,10,0,10,5,1,2,0,0
75,2,-1,0,5,0,1,30390347,-9.0,1,2,3,1,0,10,0,10,5,1,1,0,0
75,2,-1,0,5,0,1,30390347,-9.0,1,2,3,1,0,10,0,10,5,1,1,0,0
75,2,-1,0,5,0,2,30390347,-9.0,1,3,3,1,0,10,0,10,5,1,2,0,0
75,2,-1,0,5,0,1,30390347,-9.0,1,1,0,1,0,10,0,10,5,1,3,0,0
75,2,-1,0,5,0,2,30390347,-9.0,1,3,2,1,0,10,0,10,5,1,3,0,0
58,0,-1,4,7,0,0,30391010,-9.0,1,4,0,5,3,8,4,3,1,0,0,0,2
58,0,-1,4,7,0,2,30391010,-9.0,1,3,4,5,3,8,4,3,1,0,0,0,2
58,0,-1,4,7,0,0,30391010,-9.0,1,6,0,5,3,8,4,3,1,0,0,0,2
58,0,-1,4,7,0,7,30391010,-9.0,1,17,6,5,3,8,4,3,1,0,1,0,2
58,0,-1,4,7,0,0,30391010,-9.0,1,6,17,5,3,8,4,3,1,0,1,0,2
58,0,-1,4,7,0,2,30391010,-9.0,1,3,6,5,3,8,4,3,1,0,0,0,2
58,0,-1,4,7,0,2,30391010,-9.0,1,3,0,5,3,8,4,3,1,0,3,0,2
58,0,-1,4,7,0,0,30391010,-9.0,1,4,0,5,3,8,4,3,1,0,0,0,2
49,0,50,0,7,0,0,30391010,15.15,2,4,0,5,1,9,4,3,1,0,0,3,2
49,0,50,0,7,0,2,30391010,15.15,2,3,4,5,1,9,4,3,1,0,0,3,2
49,0,50,0,7,0,8,30391010,15.15,2,12,0,5,1,9,4,3,1,0,4,3,2
49,0,50,0,7,0,2,30391010,15.15,2,3,12,5,1,9,4,3,1,0,4,3,2
49,0,50,0,7,0,0,30391010,15.15,2,0,0,5,1,9,4,3,1,0,0,3,2
49,0,50,0,7,0,2,30391010,15.15,2,3,1,5,1,9,4,3,1,0,0,3,2
49,0,50,0,7,0,2,30391010,15.15,2,3,0,5,1,9,4,3,1,0,3,3,2
