R_AGE,DRIVER,TIMETOWK,NBIKETRP,NWALKTRP,URBRUR,WHYTRP1S,HOUSEID,GCDWORK,PERSONID,WHYTO,WHYFROM,HHSIZE,WRKTRANS,CNTTDTR,WRKCOUNT,HHFAMINC,WEBUSE,WEBUSE.1,TRIPPURP,WKFMHMXX,HHFAMINC2
68,0,-1,0,10,0,0,40029487,-9.0,2,4,0,2,3,3,1,5,1,0,0,0,2
68,0,-1,0,10,0,2,40029487,-9.0,2,15,4,2,3,3,1,5,1,0,0,0,2
68,0,-1,0,10,0,2,40029487,-9.0,2,3,15,2,3,3,1,5,1,0,3,0,2
60,0,-1,0,4,0,1,40029691,-9.0,1,2,0,1,0,5,0,10,5,1,2,0,0
60,0,-1,0,4,0,1,40029691,-9.0,1,2,3,1,0,5,0,10,5,1,1,0,0
60,0,-1,0,4,0,2,40029691,-9.0,1,3,3,1,0,5,0,10,5,1,2,0,0
60,0,-1,0,4,0,0,40029691,-9.0,1,0,0,1,0,5,0,10,5,1,0,0,0
60,0,-1,0,4,0,2,40029691,-9.0,1,3,1,1,0,5,0,10,5,1,0,0,0
83,0,-1,1,3,0,1,40029821,-9.0,1,2,0,2,0,4,0,1,5,1,2,0,0
83,0,-1,1,3,0,2,40029821,-9.0,1,3,3,2,0,4,0,1,5,1,2,0,0
83,0,-1,1,3,0,3,40029821,-9.0,1,7,0,2,0,4,0,1,5,1,2,0,0
83,0,-1,1,3,0,2,40029821,-9.0,1,3,7,2,0,4,0,1,5,1,2,0,0
82,0,-1,6,4,0,3,40029821,-9.0,2,7,0,2,0,2,0,1,5,1,2,0,0
82,0,-1,6,4,0,2,40029821,-9.0,2,3,7,2,0,2,0,1,5,1,2,0,0
43,0,-1,0,7,0,8,40030369,-9.0,1,12,0,2,3,4,2,9,1,0,4,0,1
43,0,-1,0,7,0,8,40030369,-9.0,1,13,12,2,3,4,2,9,1,0,1,0,1
43,0,-1,0,7,0,8,40030369,-9.0,1,13,13,2,3,4,2,9,1,0,1,0,1
43,0,-1,0,7,0,2,40030369,-9.0,1,3,13,2,3,4,2,9,1,0,4,0,1
43,0,-1,0,7,0,8,40030369,-9.0,2,12,0,2,3,3,2,9,1,0,4,0,1
43,0,-1,0,7,0,1,40030369,-9.0,2,5,12,2,3,3,2,9,1,0,1,0,1
43,0,-1,0,7,0,2,40030369,-9.0,2,3,5,2,3,3,2,9,1,0,2,0,1
60,0,20,0,7,0,8,40032110,9.99,1,12,15,2,1,3,1,5,1,0,4,0,2
60,0,20,0,7,0,8,40032110,9.99,1,12,12,2,1,3,1,5,1,0,1,0,2
60,0,20,0,7,0,2,40032110,9.99,1,15,12,2,1,3,1,5,1,0,4,0,2
68,0,-1,0,3,0,5,40032110,-9.0,2,9,12,2,0,2,1,5,1,0,1,0,2
68,0,-1,0,3,0,2,40032110,-9.0,2,3,9,2,0,2,1,5,1,0,3,0,2
70,0,-1,0,4,0,0,40032605,-9.0,1,4,0,2,0,7,1,8,1,0,0,0,2
70,0,-1,0,4,0,2,40032605,-9.0,1,3,4,2,0,7,1,8,1,0,0,0,2
70,0,-1,0,4,0,1,40032605,-9.0,1,2,0,2,0,7,1,8,1,0,2,0,2
70,0,-1,0,4,0,1,40032605,-9.0,1,2,3,2,0,7,1,8,1,0,1,0,2
70,0,-1,0,4,0,2,40032605,-9.0,1,3,3,2,0,7,1,8,1,0,2,0,2
70,0,-1,0,4,0,0,40032605,-9.0,1,0,0,2,0,7,1,8,1,0,0,0,2
70,0,-1,0,4,0,2,40032605,-9.0,1,3,1,2,0,7,1,8,1,0,0,0,2
59,0,12,0,6,0,3,40032605,3.16,2,7,0,2,1,4,1,8,1,0,2,0,2
59,0,12,0,6,0,8,40032605,3.16,2,12,7,2,1,4,1,8,1,0,1,0,2
59,0,12,0,6,0,0,40032605,3.16,2,0,12,2,1,4,1,8,1,0,1,0,2
59,0,12,0,6,0,2,40032605,3.16,2,3,1,2,1,4,1,8,1,0,0,0,2
72,0,-1,0,6,0,6,40033679,-9.0,1,10,0,2,0,4,0,0,1,0,3,0,0
72,0,-1,0,6,0,3,40033679,-9.0,1,7,10,2,0,4,0,0,1,0,1,0,0
72,0,-1,0,6,0,1,40033679,-9.0,1,2,7,2,0,4,0,0,1,0,1,0,0
72,0,-1,0,6,0,2,40033679,-9.0,1,3,3,2,0,4,0,0,1,0,2,0,0
73,0,-1,0,7,0,6,40033679,-9.0,2,10,0,2,0,4,0,0,1,0,3,0,0
73,0,-1,0,7,0,3,40033679,-9.0,2,7,10,2,0,4,0,0,1,0,1,0,0
73,0,-1,0,7,0,1,40033679,-9.0,2,2,7,2,0,4,0,0,1,0,1,0,0
73,0,-1,0,7,0,2,40033679,-9.0,2,3,3,2,0,4,0,0,1,0,2,0,0
66,0,-1,0,7,0,0,40033808,-9.0,1,6,0,2,0,2,0,9,1,0,0,0,1
66,0,-1,0,7,0,2,40033808,-9.0,1,3,6,2,0,2,0,9,1,0,0,0,1
69,0,-1,0,4,0,1,40033808,-9.0,2,2,0,2,0,2,0,9,1,0,2,0,1
69,0,-1,0,4,0,2,40033808,-9.0,2,3,3,2,0,2,0,9,1,0,2,0,1
42,0,25,0,10,0,4,40034701,12.4,1,8,0,2,1,5,2,3,1,0,3,0,2
42,0,25,0,10,0,2,40034701,12.4,1,3,8,2,1,5,2,3,1,0,3,0,2
42,0,25,0,10,0,8,40034701,12.4,1,12,0,2,1,5,2,3,1,0,4,0,2
42,0,25,0,10,0,4,40034701,12.4,1,8,12,2,1,5,2,3,1,0,1,0,2
42,0,25,0,10,0,2,40034701,12.4,1,3,8,2,1,5,2,3,1,0,3,0,2
42,2,10,0,10,0,8,40034701,0.54,2,12,0,2,1,3,2,3,1,0,4,0,2
42,2,10,0,10,0,5,40034701,0.54,2,9,12,2,1,3,2,3,1,0,1,0,2
42,2,10,0,10,0,2,40034701,0.54,2,3,9,2,1,3,2,3,1,0,3,0,2
58,0,25,0,3,0,8,40034794,14.2,1,12,0,2,1,2,1,8,1,0,4,0,2
58,0,25,0,3,0,2,40034794,14.2,1,3,12,2,1,2,1,8,1,0,4,0,2
58,0,-1,0,5,0,1,40034794,-9.0,2,2,0,2,0,2,1,8,1,0,2,0,2
58,0,-1,0,5,0,2,40034794,-9.0,2,3,3,2,0,2,1,8,1,0,2,0,2
80,0,-1,0,10,0,0,40034922,-9.0,1,4,0,2,0,5,0,9,1,0,0,0,1
80,0,-1,0,10,0,2,40034922,-9.0,1,3,4,2,0,5,0,9,1,0,0,0,1
80,0,-1,0,10,0,1,40034922,-9.0,1,2,0,2,0,5,0,9,1,0,2,0,1
80,0,-1,0,10,0,1,40034922,-9.0,1,5,3,2,0,5,0,9,1,0,1,0,1
80,0,-1,0,10,0,2,40034922,-9.0,1,3,5,2,0,5,0,9,1,0,2,0,1
77,0,-1,0,0,0,0,40034922,-9.0,2,6,0,2,0,5,0,9,1,0,0,0,1
77,0,-1,0,0,0,2,40034922,-9.0,2,3,6,2,0,5,0,9,1,0,0,0,1
77,0,-1,0,0,0,1,40034922,-9.0,2,2,0,2,0,5,0,9,1,0,2,0,1
77,0,-1,0,0,0,1,40034922,-9.0,2,2,3,2,0,5,0,9,1,0,1,0,1
77,0,-1,0,0,0,2,40034922,-9.0,2,3,3,2,0,5,0,9,1,0,2,0,1
66,0,-1,0,5,1,0,40036942,-9.0,1,6,6,2,0,3,0,5,1,0,1,0,2
66,0,-1,0,5,1,0,40036942,-9.0,1,6,6,2,0,3,0,5,1,0,1,0,2
66,0,-1,0,5,1,2,40036942,-9.0,1,3,6,2,0,3,0,5,1,0,0,0,2
67,0,-1,0,0,1,0,40036942,-9.0,2,6,0,2,0,3,0,5,1,0,0,0,2
67,0,-1,0,0,1,0,40036942,-9.0,2,6,6,2,0,3,0,5,1,0,1,0,2
67,0,-1,0,0,1,2,40036942,-9.0,2,3,6,2,0,3,0,5,1,0,0,0,2
47,0,47,0,14,0,2,40037185,17.04,1,3,0,2,1,4,2,8,1,0,3,0,2
47,0,47,0,14,0,8,40037185,17.04,1,12,0,2,1,4,2,8,1,0,4,0,2
47,0,47,0,14,0,3,40037185,17.04,1,7,12,2,1,4,2,8,1,0,1,0,2
47,0,47,0,14,0,2,40037185,17.04,1,3,7,2,1,4,2,8,1,0,2,0,2
63,0,-1,0,20,0,2,40037185,-9.0,2,3,0,2,3,4,2,8,1,0,3,0,2
63,0,-1,0,20,0,5,40037185,-9.0,2,9,0,2,3,4,2,8,1,0,3,0,2
63,0,-1,0,20,0,2,40037185,-9.0,2,15,9,2,3,4,2,8,1,0,3,0,2
63,0,-1,0,20,0,2,40037185,-9.0,2,3,15,2,3,4,2,8,1,0,3,0,2
83,0,-1,0,0,0,1,40041602,-9.0,1,2,0,2,0,5,0,9,1,0,2,0,1
83,0,-1,0,0,0,3,40041602,-9.0,1,7,3,2,0,5,0,9,1,0,1,0,1
83,0,-1,0,0,0,2,40041602,-9.0,1,3,7,2,0,5,0,9,1,0,2,0,1
83,0,-1,0,0,0,3,40041602,-9.0,1,7,0,2,0,5,0,9,1,0,2,0,1
83,0,-1,0,0,0,2,40041602,-9.0,1,3,7,2,0,5,0,9,1,0,2,0,1
82,0,-1,0,0,0,1,40041602,-9.0,2,2,0,2,0,5,0,9,1,0,2,0,1
82,0,-1,0,0,0,3,40041602,-9.0,2,7,3,2,0,5,0,9,1,0,1,0,1
82,0,-1,0,0,0,2,40041602,-9.0,2,3,7,2,0,5,0,9,1,0,2,0,1
82,0,-1,0,0,0,3,40041602,-9.0,2,7,0,2,0,5,0,9,1,0,2,0,1
82,0,-1,0,0,0,2,40041602,-9.0,2,3,7,2,0,5,0,9,1,0,2,0,1
85,0,-1,0,4,0,1,40042720,-9.0,1,2,0,2,0,2,0,3,1,0,2,0,2
85,0,-1,0,4,0,2,40042720,-9.0,1,3,3,2,0,2,0,3,1,0,2,0,2
86,0,-1,0,20,0,0,40044059,-9.0,1,4,0,1,0,7,0,2,5,1,0,0,0
86,0,-1,0,20,0,2,40044059,-9.0,1,3,4,1,0,7,0,2,5,1,0,0,0
86,0,-1,0,20,0,1,40044059,-9.0,1,1,0,1,0,7,0,2,5,1,3,0,0
86,0,-1,0,20,0,1,40044059,-9.0,1,2,2,1,0,7,0,2,5,1,1,0,0
86,0,-1,0,20,0,1,40044059,-9.0,1,1,3,1,0,7,0,2,5,1,1,0,0
86,0,-1,0,20,0,1,40044059,-9.0,1,1,2,1,0,7,0,2,5,1,1,0,0
86,0,-1,0,20,0,2,40044059,-9.0,1,3,2,1,0,7,0,2,5,1,3,0,0
92,0,-1,0,5,0,1,40044643,-9.0,1,5,0,1,0,4,0,3,2,3,2,0,2
92,0,-1,0,5,0,2,40044643,-9.0,1,3,5,1,0,4,0,3,2,3,2,0,2
92,0,-1,0,5,0,1,40044643,-9.0,1,2,0,1,0,4,0,3,2,3,2,0,2
92,0,-1,0,5,0,2,40044643,-9.0,1,3,3,1,0,4,0,3,2,3,2,0,2
69,0,-1,0,70,1,1,40049859,-9.0,1,2,0,1,0,4,0,3,1,0,2,0,2
69,0,-1,0,70,1,0,40049859,-9.0,1,6,3,1,0,4,0,3,1,0,1,0,2
69,0,-1,0,70,1,3,40049859,-9.0,1,7,6,1,0,4,0,3,1,0,1,0,2
69,0,-1,0,70,1,1,40049859,-9.0,1,1,7,1,0,4,0,3,1,0,1,0,2
63,0,-1,0,1,0,2,40050108,-9.0,1,3,7,2,0,3,0,7,1,0,2,0,2
63,0,-1,0,1,0,0,40050108,-9.0,1,4,0,2,0,3,0,7,1,0,0,0,2
63,0,-1,0,1,0,2,40050108,-9.0,1,3,4,2,0,3,0,7,1,0,0,0,2
66,0,-1,0,5,0,6,40050108,-9.0,2,14,11,2,0,4,0,7,1,0,1,0,2
66,0,-1,0,5,0,2,40050108,-9.0,2,3,14,2,0,4,0,7,1,0,3,0,2
66,0,-1,0,5,0,0,40050108,-9.0,2,4,0,2,0,4,0,7,1,0,0,0,2
66,0,-1,0,5,0,2,40050108,-9.0,2,3,4,2,0,4,0,7,1,0,0,0,2
76,0,-1,0,3,0,7,40050734,-9.0,1,17,0,1,0,3,0,3,1,0,3,0,2
76,0,-1,0,3,0,7,40050734,-9.0,1,17,17,1,0,3,0,3,1,0,1,0,2
76,0,-1,0,3,0,2,40050734,-9.0,1,3,17,1,0,3,0,3,1,0,3,0,2
65,0,35,0,5,0,8,40051446,13.17,1,12,0,2,1,7,2,9,1,0,4,2,1
65,0,35,0,5,0,1,40051446,13.17,1,5,12,2,1,7,2,9,1,0,1,2,1
65,0,35,0,5,0,8,40051446,13.17,1,12,5,2,1,7,2,9,1,0,1,2,1
65,0,35,0,5,0,3,40051446,13.17,1,7,12,2,1,7,2,9,1,0,1,2,1
65,0,35,0,5,0,8,40051446,13.17,1,13,7,2,1,7,2,9,1,0,1,2,1
65,0,35,0,5,0,1,40051446,13.17,1,2,13,2,1,7,2,9,1,0,1,2,1
65,0,35,0,5,0,2,40051446,13.17,1,3,3,2,1,7,2,9,1,0,2,2,1
66,0,-1,0,0,0,8,40051446,-9.0,2,12,0,2,3,2,2,9,1,0,4,0,1
66,0,-1,0,0,0,2,40051446,-9.0,2,3,12,2,3,2,2,9,1,0,4,0,1
56,0,15,0,7,0,1,40053122,996.91,1,2,15,1,1,7,1,9,1,0,2,3,1
56,0,15,0,7,0,8,40053122,996.91,1,12,3,1,1,7,1,9,1,0,1,3,1
56,0,15,0,7,0,1,40053122,996.91,1,5,12,1,1,7,1,9,1,0,1,3,1
56,0,15,0,7,0,2,40053122,996.91,1,15,5,1,1,7,1,9,1,0,2,3,1
56,0,15,0,7,0,8,40053122,996.91,1,13,15,1,1,7,1,9,1,0,4,3,1
56,0,15,0,7,0,1,40053122,996.91,1,2,13,1,1,7,1,9,1,0,1,3,1
56,0,15,0,7,0,2,40053122,996.91,1,3,3,1,1,7,1,9,1,0,2,3,1
92,0,-1,0,14,0,2,40055878,-9.0,1,3,0,2,0,2,0,1,1,0,3,0,0
92,0,-1,0,14,0,2,40055878,-9.0,1,3,0,2,0,2,0,1,1,0,3,0,0
86,0,-1,0,20,0,2,40055878,-9.0,2,3,0,2,0,2,0,1,1,0,3,0,0
86,0,-1,0,20,0,2,40055878,-9.0,2,3,0,2,0,2,0,1,1,0,3,0,0
53,0,-1,2,7,0,8,40057659,-9.0,1,12,0,3,3,6,3,3,1,0,4,0,2
53,0,-1,2,7,0,1,40057659,-9.0,1,5,12,3,3,6,3,3,1,0,1,0,2
53,0,-1,2,7,0,1,40057659,-9.0,1,2,5,3,3,6,3,3,1,0,1,0,2
53,0,-1,2,7,0,2,40057659,-9.0,1,15,3,3,3,6,3,3,1,0,2,0,2
53,0,-1,2,7,0,1,40057659,-9.0,1,2,15,3,3,6,3,3,1,0,2,0,2
53,0,-1,2,7,0,2,40057659,-9.0,1,3,3,3,3,6,3,3,1,0,2,0,2
52,0,20,0,7,0,8,40057659,4.49,2,12,0,3,2,1,3,3,1,0,4,0,2
60,0,60,0,7,1,1,40058088,19.05,1,1,0,2,7,2,1,9,1,0,3,0,1
60,0,60,0,7,1,2,40058088,19.05,1,3,2,2,7,2,1,9,1,0,3,0,1
60,0,15,0,1,0,1,40059152,1.16,1,1,0,1,1,7,1,0,1,0,3,0,0
60,0,15,0,1,0,1,40059152,1.16,1,5,2,1,1,7,1,0,1,0,1,0,0
60,0,15,0,1,0,1,40059152,1.16,1,1,5,1,1,7,1,0,1,0,1,0,0
60,0,15,0,1,0,1,40059152,1.16,1,2,2,1,1,7,1,0,1,0,1,0,0
60,0,15,0,1,0,2,40059152,1.16,1,3,3,1,1,7,1,0,1,0,2,0,0
60,0,15,0,1,0,2,40059152,1.16,1,3,0,1,1,7,1,0,1,0,3,0,0
60,0,15,0,1,0,2,40059152,1.16,1,3,0,1,1,7,1,0,1,0,3,0,0
74,0,-1,0,5,0,4,40064407,-9.0,1,8,0,2,0,7,0,1,5,1,3,0,0
74,0,-1,0,5,0,4,40064407,-9.0,1,8,8,2,0,7,0,1,5,1,1,0,0
74,0,-1,0,5,0,2,40064407,-9.0,1,3,8,2,0,7,0,1,5,1,3,0,0
74,0,-1,0,5,0,0,40064407,-9.0,1,4,0,2,0,7,0,1,5,1,0,0,0
74,0,-1,0,5,0,4,40064407,-9.0,1,8,4,2,0,7,0,1,5,1,1,0,0
74,0,-1,0,5,0,4,40064407,-9.0,1,8,8,2,0,7,0,1,5,1,1,0,0
74,0,-1,0,5,0,2,40064407,-9.0,1,3,8,2,0,7,0,1,5,1,3,0,0
73,0,-1,0,0,0,4,40064407,-9.0,2,8,0,2,0,3,0,1,5,1,3,0,0
73,0,-1,0,0,0,4,40064407,-9.0,2,8,8,2,0,3,0,1,5,1,1,0,0
73,0,-1,0,0,0,2,40064407,-9.0,2,3,8,2,0,3,0,1,5,1,3,0,0
69,0,-1,0,1,0,1,40065215,-9.0,1,2,0,2,3,4,2,9,1,0,2,0,1
69,0,-1,0,1,0,8,40065215,-9.0,1,12,3,2,3,4,2,9,1,0,1,0,1
69,0,-1,0,1,0,3,40065215,-9.0,1,7,12,2,3,4,2,9,1,0,1,0,1
69,0,-1,0,1,0,2,40065215,-9.0,1,3,7,2,3,4,2,9,1,0,2,0,1
63,0,-1,0,2,0,1,40065215,-9.0,2,2,0,2,3,4,2,9,1,0,2,0,1
63,0,-1,0,2,0,8,40065215,-9.0,2,12,3,2,3,4,2,9,1,0,1,0,1
63,0,-1,0,2,0,3,40065215,-9.0,2,7,12,2,3,4,2,9,1,0,1,0,1
63,0,-1,0,2,0,2,40065215,-9.0,2,3,7,2,3,4,2,9,1,0,2,0,1
38,0,20,0,1,0,8,40069156,1.7,1,12,0,5,1,2,3,3,1,0,4,0,2
38,0,20,0,1,0,2,40069156,1.7,1,3,12,5,1,2,3,3,1,0,4,0,2
37,0,15,0,3,0,2,40069156,4.29,2,3,0,5,1,6,3,3,1,0,3,0,2
37,0,15,0,3,0,4,40069156,4.29,2,8,0,5,1,6,3,3,1,0,3,0,2
37,0,15,0,3,0,8,40069156,4.29,2,12,8,5,1,6,3,3,1,0,1,0,2
37,0,15,0,3,0,2,40069156,4.29,2,3,12,5,1,6,3,3,1,0,4,0,2
37,0,15,0,3,0,8,40069156,4.29,2,12,0,5,1,6,3,3,1,0,4,0,2
37,0,15,0,3,0,2,40069156,4.29,2,3,12,5,1,6,3,3,1,0,4,0,2
19,0,15,0,0,0,6,40069156,5.09,3,14,0,5,1,2,3,3,1,0,3,0,2
19,0,15,0,0,0,2,40069156,5.09,3,3,14,5,1,2,3,3,1,0,3,0,2
16,2,-1,0,0,0,6,40069156,-9.0,4,14,0,5,0,2,3,3,1,0,3,0,2
16,2,-1,0,0,0,2,40069156,-9.0,4,3,14,5,0,2,3,3,1,0,3,0,2
14,1,-1,0,3,0,6,40069156,-9.0,5,14,0,5,0,2,3,3,1,0,3,0,2
14,1,-1,0,3,0,2,40069156,-9.0,5,3,14,5,0,2,3,3,1,0,3,0,2
50,0,25,0,0,0,8,40070390,14.9,2,12,0,2,1,2,2,5,1,0,4,0,2
50,0,25,0,0,0,2,40070390,14.9,2,3,12,2,1,2,2,5,1,0,4,0,2
43,0,-1,1,3,0,0,40070788,-9.0,1,0,0,3,3,1,2,0,2,3,0,0,0
45,0,35,0,0,0,0,40070788,9.15,2,0,0,3,7,1,2,0,2,3,0,0,0
11,1,-1,0,1,0,0,40070788,-9.0,3,0,0,3,0,1,2,0,2,3,0,0,0
73,0,-8,0,7,0,6,40070994,1177.78,1,10,0,2,1,6,1,5,1,0,3,1,2
73,0,-8,0,7,0,1,40070994,1177.78,1,2,10,2,1,6,1,5,1,0,1,1,2
73,0,-8,0,7,0,1,40070994,1177.78,1,2,3,2,1,6,1,5,1,0,1,1,2
73,0,-8,0,7,0,3,40070994,1177.78,1,7,3,2,1,6,1,5,1,0,1,1,2
73,0,-8,0,7,0,1,40070994,1177.78,1,1,7,2,1,6,1,5,1,0,1,1,2
73,0,-8,0,7,0,2,40070994,1177.78,1,3,2,2,1,6,1,5,1,0,3,1,2
66,0,-1,0,7,0,6,40070994,-9.0,2,10,0,2,0,6,1,5,1,0,3,0,2
66,0,-1,0,7,0,1,40070994,-9.0,2,1,10,2,0,6,1,5,1,0,1,0,2
66,0,-1,0,7,0,1,40070994,-9.0,2,1,2,2,0,6,1,5,1,0,1,0,2
66,0,-1,0,7,0,3,40070994,-9.0,2,7,2,2,0,6,1,5,1,0,1,0,2
66,0,-1,0,7,0,1,40070994,-9.0,2,1,7,2,0,6,1,5,1,0,1,0,2
66,0,-1,0,7,0,2,40070994,-9.0,2,3,2,2,0,6,1,5,1,0,3,0,2
66,0,-1,0,35,0,0,40071171,-9.0,1,4,0,2,0,10,0,3,1,0,0,0,2
66,0,-1,0,35,0,2,40071171,-9.0,1,3,4,2,0,10,0,3,1,0,0,0,2
66,0,-1,0,35,0,3,40071171,-9.0,1,7,0,2,0,10,0,3,1,0,2,0,2
66,0,-1,0,35,0,2,40071171,-9.0,1,3,7,2,0,10,0,3,1,0,2,0,2
66,0,-1,0,35,0,0,40071171,-9.0,1,4,0,2,0,10,0,3,1,0,0,0,2
66,0,-1,0,35,0,2,40071171,-9.0,1,3,4,2,0,10,0,3,1,0,0,0,2
66,0,-1,0,35,0,0,40071171,-9.0,1,4,0,2,0,10,0,3,1,0,0,0,2
66,0,-1,0,35,0,2,40071171,-9.0,1,3,4,2,0,10,0,3,1,0,0,0,2
66,0,-1,0,35,0,0,40071171,-9.0,1,4,0,2,0,10,0,3,1,0,0,0,2
66,0,-1,0,35,0,2,40071171,-9.0,1,3,4,2,0,10,0,3,1,0,0,0,2
74,0,-1,0,5,0,3,40071171,-9.0,2,7,0,2,0,2,0,3,1,0,2,0,2
74,0,-1,0,5,0,2,40071171,-9.0,2,3,7,2,0,2,0,3,1,0,2,0,2
55,0,-1,0,6,0,4,40073233,-9.0,1,8,0,5,0,5,2,0,1,0,3,0,0
55,0,-1,0,6,0,2,40073233,-9.0,1,3,8,5,0,5,2,0,1,0,3,0,0
55,0,-1,0,6,0,4,40073233,-9.0,1,8,0,5,0,5,2,0,1,0,3,0,0
55,0,-1,0,6,0,3,40073233,-9.0,1,7,8,5,0,5,2,0,1,0,1,0,0
55,0,-1,0,6,0,2,40073233,-9.0,1,3,7,5,0,5,2,0,1,0,2,0,0
71,0,-1,0,6,0,5,40073233,-9.0,3,9,0,5,0,2,2,0,1,0,3,0,0
71,0,-1,0,6,0,2,40073233,-9.0,3,3,9,5,0,2,2,0,1,0,3,0,0
29,2,-1,0,5,0,4,40073233,-9.0,4,8,0,5,3,5,2,0,1,0,3,0,0
29,2,-1,0,5,0,2,40073233,-9.0,4,3,8,5,3,5,2,0,1,0,3,0,0
29,2,-1,0,5,0,2,40073233,-9.0,4,3,0,5,3,5,2,0,1,0,3,0,0
29,2,-1,0,5,0,3,40073233,-9.0,4,7,0,5,3,5,2,0,1,0,2,0,0
29,2,-1,0,5,0,2,40073233,-9.0,4,3,7,5,3,5,2,0,1,0,2,0,0
5,1,-1,0,7,0,6,40073233,-9.0,5,14,0,5,0,3,2,0,1,0,3,0,0
5,1,-1,0,7,0,3,40073233,-9.0,5,7,14,5,0,3,2,0,1,0,1,0,0
5,1,-1,0,7,0,2,40073233,-9.0,5,3,7,5,0,3,2,0,1,0,2,0,0
50,0,50,0,2,0,8,40074771,24.1,1,12,0,2,1,2,2,5,1,0,4,0,2
50,0,50,0,2,0,2,40074771,24.1,1,3,12,2,1,2,2,5,1,0,4,0,2
51,0,50,0,3,0,8,40074771,24.01,2,12,0,2,2,5,2,5,1,0,4,1,2
51,0,50,0,3,0,3,40074771,24.01,2,7,12,2,2,5,2,5,1,0,1,1,2
51,0,50,0,3,0,8,40074771,24.01,2,12,7,2,2,5,2,5,1,0,1,1,2
51,0,50,0,3,0,1,40074771,24.01,2,2,12,2,2,5,2,5,1,0,1,1,2
51,0,50,0,3,0,2,40074771,24.01,2,3,3,2,2,5,2,5,1,0,2,1,2
37,0,35,0,2,0,8,40074978,15.96,1,12,0,5,1,2,2,9,1,0,4,0,1
37,0,35,0,2,0,2,40074978,15.96,1,3,12,5,1,2,2,9,1,0,4,0,1
27,0,-1,0,5,0,1,40076492,-9.0,3,2,0,3,0,2,2,8,1,0,2,0,2
27,0,-1,0,5,0,2,40076492,-9.0,3,3,3,3,0,2,2,8,1,0,2,0,2
45,0,30,0,5,0,8,40079971,6.72,1,12,0,2,1,4,2,2,1,0,4,0,0
45,0,30,0,5,0,2,40079971,6.72,1,3,12,2,1,4,2,2,1,0,4,0,0
45,0,30,0,5,0,0,40079971,6.72,1,4,0,2,1,4,2,2,1,0,0,0,0
45,0,30,0,5,0,2,40079971,6.72,1,3,4,2,1,4,2,2,1,0,0,0,0
35,0,45,0,4,0,8,40079971,9.24,2,12,0,2,1,4,2,2,1,0,4,0,0
35,0,45,0,4,0,2,40079971,9.24,2,3,12,2,1,4,2,2,1,0,4,0,0
35,0,45,0,4,0,0,40079971,9.24,2,4,0,2,1,4,2,2,1,0,0,0,0
35,0,45,0,4,0,2,40079971,9.24,2,3,4,2,1,4,2,2,1,0,0,0,0
64,0,60,0,14,1,3,40080911,31.77,1,7,0,2,1,2,2,9,1,0,2,0,1
64,0,60,0,14,1,2,40080911,31.77,1,3,7,2,1,2,2,9,1,0,2,0,1
63,0,60,0,14,1,3,40080911,33.52,2,7,0,2,1,2,2,9,1,0,2,0,1
63,0,60,0,14,1,2,40080911,33.52,2,3,7,2,1,2,2,9,1,0,2,0,1
65,0,-1,0,7,0,1,40082180,-9.0,1,5,0,1,3,12,1,1,1,0,2,0,0
65,0,-1,0,7,0,1,40082180,-9.0,1,5,5,1,3,12,1,1,1,0,1,0,0
65,0,-1,0,7,0,3,40082180,-9.0,1,7,5,1,3,12,1,1,1,0,1,0,0
65,0,-1,0,7,0,0,40082180,-9.0,1,0,7,1,3,12,1,1,1,0,1,0,0
65,0,-1,0,7,0,1,40082180,-9.0,1,1,1,1,3,12,1,1,1,0,1,0,0
65,0,-1,0,7,0,1,40082180,-9.0,1,2,2,1,3,12,1,1,1,0,1,0,0
65,0,-1,0,7,0,1,40082180,-9.0,1,2,3,1,3,12,1,1,1,0,1,0,0
65,0,-1,0,7,0,1,40082180,-9.0,1,1,3,1,3,12,1,1,1,0,1,0,0
65,0,-1,0,7,0,2,40082180,-9.0,1,3,2,1,3,12,1,1,1,0,3,0,0
65,0,-1,0,7,0,0,40082180,-9.0,1,0,0,1,3,12,1,1,1,0,0,0,0
65,0,-1,0,7,0,1,40082180,-9.0,1,2,1,1,3,12,1,1,1,0,1,0,0
65,0,-1,0,7,0,2,40082180,-9.0,1,3,3,1,3,12,1,1,1,0,2,0,0
59,0,20,0,4,0,4,40086998,7.23,1,8,21,1,1,18,1,3,1,0,5,4,2
59,0,20,0,4,0,4,40086998,7.23,1,8,8,1,1,18,1,3,1,0,1,4,2
59,0,20,0,4,0,3,40086998,7.23,1,7,8,1,1,18,1,3,1,0,1,4,2
59,0,20,0,4,0,2,40086998,7.23,1,3,7,1,1,18,1,3,1,0,2,4,2
59,0,20,0,4,0,5,40086998,7.23,1,9,0,1,1,18,1,3,1,0,3,4,2
59,0,20,0,4,0,2,40086998,7.23,1,3,9,1,1,18,1,3,1,0,3,4,2
59,0,20,0,4,0,8,40086998,7.23,1,13,0,1,1,18,1,3,1,0,4,4,2
59,0,20,0,4,0,1,40086998,7.23,1,2,13,1,1,18,1,3,1,0,1,4,2
59,0,20,0,4,0,2,40086998,7.23,1,15,3,1,1,18,1,3,1,0,2,4,2
59,0,20,0,4,0,8,40086998,7.23,1,13,15,1,1,18,1,3,1,0,4,4,2
59,0,20,0,4,0,8,40086998,7.23,1,13,13,1,1,18,1,3,1,0,1,4,2
