R_AGE,DRIVER,TIMETOWK,NBIKETRP,NWALKTRP,URBRUR,WHYTRP1S,HOUSEID,GCDWORK,PERSONID,WHYTO,HHFAMINC2,WHYFROM,HHSIZE,WRKTRANS,CNTTDTR,WRKCOUNT,HHFAMINC,WEBUSE,WEBUSE,TRIPPURP,WKFMHMXX
46,Yes,40,0,3,Urban,Home,30429626,5.87,2,Home,High,BuyGoods,3,Car,6,2,morethan200K,1,Daily,HBSHOP,Skip
17,Yes,-1,0,3,Urban,Meals,30429626,-9.0,3,BuyMeals,High,Home,3,Skip,2,2,morethan200K,1,Daily,HBSHOP,Skip
17,Yes,-1,0,3,Urban,Home,30429626,-9.0,3,Home,High,BuyMeals,3,Skip,2,2,morethan200K,1,Daily,HBSHOP,Skip
31,Yes,25,0,7,Urban,WorkRelated,30429881,6.59,1,Work,Low,Home,1,Car,2,1,35K-50K,1,Daily,HBW,Skip
31,Yes,25,0,7,Urban,Home,30429881,6.59,1,Home,Low,Work,1,Car,2,1,35K-50K,1,Daily,HBW,Skip
76,Yes,-1,0,7,Urban,Shopping,30430588,-9.0,1,BuyGoods,High,Home,2,Skip,2,0,125K-150K,1,Daily,HBSHOP,Skip
76,Yes,-1,0,7,Urban,Home,30430588,-9.0,1,Home,High,BuyGoods,2,Skip,2,0,125K-150K,1,Daily,HBSHOP,Skip
84,Yes,-1,0,7,Urban,Shopping,30430588,-9.0,2,BuyGoods,High,Home,2,Skip,2,0,125K-150K,1,Daily,HBSHOP,Skip
84,Yes,-1,0,7,Urban,Home,30430588,-9.0,2,Home,High,BuyGoods,2,Skip,2,0,125K-150K,1,Daily,HBSHOP,Skip
55,Yes,-1,0,14,Urban,Home,30433564,-9.0,1,WFH,ExtremelyLow,WFH,1,NotAscertained,5,1,lessthan10K,1,Daily,HBO,Skip
55,Yes,-1,0,14,Urban,Home,30433564,-9.0,1,WFH,ExtremelyLow,WFH,1,NotAscertained,5,1,lessthan10K,1,Daily,HBO,Skip
55,Yes,-1,0,14,Urban,SchoolOrReligious,30433564,-9.0,1,Religious,ExtremelyLow,WFH,1,NotAscertained,5,1,lessthan10K,1,Daily,HBO,Skip
55,Yes,-1,0,14,Urban,Home,30433564,-9.0,1,Home,ExtremelyLow,Religious,1,NotAscertained,5,1,lessthan10K,1,Daily,HBO,Skip
55,Yes,-1,0,14,Urban,Home,30433564,-9.0,1,Home,ExtremelyLow,Home,1,NotAscertained,5,1,lessthan10K,1,Daily,HBO,Skip
35,Yes,5,0,5,Urban,WorkRelated,30433951,0.94,1,Work,Moderate,Home,1,Car,2,1,50K-75K,1,Daily,HBW,Skip
35,Yes,5,0,5,Urban,Home,30433951,0.94,1,Home,Moderate,Work,1,Car,2,1,50K-75K,1,Daily,HBW,Skip
56,Yes,5,2,20,Urban,SocialRecreation,30434024,1.45,1,GoToGym,Low,Home,1,Car,7,1,25K-35K,1,Daily,HBSOCREC,Skip
56,Yes,5,2,20,Urban,Home,30434024,1.45,1,Home,Low,GoToGym,1,Car,7,1,25K-35K,1,Daily,HBSOCREC,Skip
56,Yes,5,2,20,Urban,Shopping,30434024,1.45,1,Errands,Low,Home,1,Car,7,1,25K-35K,1,Daily,HBO,Skip
56,Yes,5,2,20,Urban,TransportSomeone,30434024,1.45,1,PickUpOrDropSomeone,Low,Errands,1,Car,7,1,25K-35K,1,Daily,NHB,Skip
56,Yes,5,2,20,Urban,Home,30434024,1.45,1,Home,Low,PickUpOrDropSomeone,1,Car,7,1,25K-35K,1,Daily,HBO,Skip
56,Yes,5,2,20,Urban,SocialRecreation,30434024,1.45,1,SocialRecreational,Low,Home,1,Car,7,1,25K-35K,1,Daily,HBSOCREC,Skip
56,Yes,5,2,20,Urban,SocialRecreation,30434024,1.45,1,SocialRecreational,Low,SocialRecreational,1,Car,7,1,25K-35K,1,Daily,NHB,Skip
58,Yes,60,1,7,Urban,Home,30435407,76.58,1,Home,Moderate,Home,1,Car,1,1,50K-75K,1,Daily,HBO,OnceWeekMore
32,No,25,0,5,Urban,Shopping,30436528,8.15,1,BuyService,High,Home,2,SUV,7,2,100K-125K,1,Daily,HBSHOP,Skip
32,No,25,0,5,Urban,WorkRelated,30436528,8.15,1,Work,High,BuyService,2,SUV,7,2,100K-125K,1,Daily,NHB,Skip
32,No,25,0,5,Urban,TransportSomeone,30436528,8.15,1,PickUpOrDropSomeone,High,Work,2,SUV,7,2,100K-125K,1,Daily,NHB,Skip
32,No,25,0,5,Urban,Shopping,30436528,8.15,1,BuyGoods,High,PickUpOrDropSomeone,2,SUV,7,2,100K-125K,1,Daily,NHB,Skip
32,No,25,0,5,Urban,TransportSomeone,30436528,8.15,1,PickUpOrDropSomeone,High,BuyGoods,2,SUV,7,2,100K-125K,1,Daily,NHB,Skip
32,No,25,0,5,Urban,Meals,30436528,8.15,1,BuyMeals,High,PickUpOrDropSomeone,2,SUV,7,2,100K-125K,1,Daily,NHB,Skip
32,No,25,0,5,Urban,SocialRecreation,30436528,8.15,1,VisitFriends,High,BuyMeals,2,SUV,7,2,100K-125K,1,Daily,NHB,Skip
31,Yes,25,0,0,Urban,WorkRelated,30436528,11.82,2,Work,High,Home,2,PickupTruck,4,2,100K-125K,1,Daily,HBW,Skip
31,Yes,25,0,0,Urban,SocialRecreation,30436528,11.82,2,VisitFriends,High,Work,2,PickupTruck,4,2,100K-125K,1,Daily,NHB,Skip
31,Yes,25,0,0,Urban,Shopping,30436528,11.82,2,BuyGoods,High,VisitFriends,2,PickupTruck,4,2,100K-125K,1,Daily,NHB,Skip
31,Yes,25,0,0,Urban,Home,30436528,11.82,2,Home,High,BuyGoods,2,PickupTruck,4,2,100K-125K,1,Daily,HBSHOP,Skip
68,Yes,-1,0,2,Rural,Shopping,30438160,-9.0,1,Errands,Low,Home,2,Skip,9,0,25K-35K,1,Daily,HBO,Skip
68,Yes,-1,0,2,Rural,Shopping,30438160,-9.0,1,Errands,Low,Errands,2,Skip,9,0,25K-35K,1,Daily,NHB,Skip
68,Yes,-1,0,2,Rural,Meals,30438160,-9.0,1,BuyMeals,Low,Errands,2,Skip,9,0,25K-35K,1,Daily,NHB,Skip
68,Yes,-1,0,2,Rural,Shopping,30438160,-9.0,1,BuyGoods,Low,BuyMeals,2,Skip,9,0,25K-35K,1,Daily,NHB,Skip
68,Yes,-1,0,2,Rural,SocialRecreation,30438160,-9.0,1,SocialRecreational,Low,BuyGoods,2,Skip,9,0,25K-35K,1,Daily,NHB,Skip
68,Yes,-1,0,2,Rural,Shopping,30438160,-9.0,1,Errands,Low,SocialRecreational,2,Skip,9,0,25K-35K,1,Daily,NHB,Skip
68,Yes,-1,0,2,Rural,Shopping,30438160,-9.0,1,Errands,Low,Errands,2,Skip,9,0,25K-35K,1,Daily,NHB,Skip
68,Yes,-1,0,2,Rural,Meals,30438160,-9.0,1,BuyMeals,Low,Errands,2,Skip,9,0,25K-35K,1,Daily,NHB,Skip
68,Yes,-1,0,2,Rural,Home,30438160,-9.0,1,Home,Low,BuyMeals,2,Skip,9,0,25K-35K,1,Daily,HBSHOP,Skip
61,Yes,-1,0,2,Urban,Shopping,30439680,-9.0,1,BuyGoods,VeryLow,Home,1,Skip,7,0,15K-25K,1,Daily,HBSHOP,Skip
61,Yes,-1,0,2,Urban,TransportSomeone,30439680,-9.0,1,PickUpOrDropSomeone,VeryLow,BuyGoods,1,Skip,7,0,15K-25K,1,Daily,NHB,Skip
61,Yes,-1,0,2,Urban,Shopping,30439680,-9.0,1,BuyGoods,VeryLow,PickUpOrDropSomeone,1,Skip,7,0,15K-25K,1,Daily,NHB,Skip
61,Yes,-1,0,2,Urban,TransportSomeone,30439680,-9.0,1,PickUpOrDropSomeone,VeryLow,BuyGoods,1,Skip,7,0,15K-25K,1,Daily,NHB,Skip
61,Yes,-1,0,2,Urban,Home,30439680,-9.0,1,Home,VeryLow,PickUpOrDropSomeone,1,Skip,7,0,15K-25K,1,Daily,HBO,Skip
61,Yes,-1,0,2,Urban,Meals,30439680,-9.0,1,BuyMeals,VeryLow,Home,1,Skip,7,0,15K-25K,1,Daily,HBSHOP,Skip
61,Yes,-1,0,2,Urban,Home,30439680,-9.0,1,Home,VeryLow,BuyMeals,1,Skip,7,0,15K-25K,1,Daily,HBSHOP,Skip
59,Yes,-1,0,0,Urban,Meals,30440400,-9.0,1,BuyMeals,Low,Home,1,NotAscertained,3,1,25K-35K,1,Daily,HBSHOP,Skip
59,Yes,-1,0,0,Urban,SocialRecreation,30440400,-9.0,1,VisitFriends,Low,BuyMeals,1,NotAscertained,3,1,25K-35K,1,Daily,NHB,Skip
59,Yes,-1,0,0,Urban,Home,30440400,-9.0,1,Home,Low,VisitFriends,1,NotAscertained,3,1,25K-35K,1,Daily,HBSOCREC,Skip
67,Yes,-1,0,5,Urban,Shopping,30440443,-9.0,1,BuyGoods,Moderate,Home,1,Skip,3,0,50K-75K,1,Daily,HBSHOP,Skip
67,Yes,-1,0,5,Urban,Home,30440443,-9.0,1,Home,Moderate,BuyGoods,1,Skip,3,0,50K-75K,1,Daily,HBSHOP,Skip
67,Yes,-1,0,5,Urban,Home,30440443,-9.0,1,Home,Moderate,Home,1,Skip,3,0,50K-75K,1,Daily,HBO,Skip
48,Yes,-1,0,3,Urban,TransportSomeone,30440473,-9.0,1,PickUpOrDropSomeone,VeryLow,Home,2,Skip,2,0,15K-25K,1,Daily,HBO,Skip
48,Yes,-1,0,3,Urban,Medical,30440473,-9.0,1,MedicalService,VeryLow,PickUpOrDropSomeone,2,Skip,2,0,15K-25K,1,Daily,NHB,Skip
10,Skip,-1,2,7,Urban,SchoolOrReligious,30440473,-9.0,2,GoSchoolAsStudent,VeryLow,Home,2,Skip,2,0,15K-25K,1,Daily,HBO,Skip
10,Skip,-1,2,7,Urban,Home,30440473,-9.0,2,Home,VeryLow,GoSchoolAsStudent,2,Skip,2,0,15K-25K,1,Daily,HBO,Skip
92,Yes,-1,0,0,Urban,Shopping,30441195,-9.0,1,BuyService,VeryLow,Home,1,Skip,2,0,15K-25K,3,FewAMonth,HBSHOP,Skip
92,Yes,-1,0,0,Urban,Home,30441195,-9.0,1,Home,VeryLow,BuyService,1,Skip,2,0,15K-25K,3,FewAMonth,HBSHOP,Skip
62,Yes,10,0,7,Urban,WorkRelated,30442527,2.75,1,Work,Low,Home,4,Car,4,4,35K-50K,1,Daily,HBW,Skip
62,Yes,10,0,7,Urban,Shopping,30442527,2.75,1,BuyService,Low,Work,4,Car,4,4,35K-50K,1,Daily,NHB,Skip
62,Yes,10,0,7,Urban,SocialRecreation,30442527,2.75,1,GoToGym,Low,BuyService,4,Car,4,4,35K-50K,1,Daily,NHB,Skip
62,Yes,10,0,7,Urban,Home,30442527,2.75,1,Home,Low,GoToGym,4,Car,4,4,35K-50K,1,Daily,HBSOCREC,Skip
54,Yes,10,0,2,Urban,WorkRelated,30442527,2.94,2,Work,Low,Home,4,Car,3,4,35K-50K,1,Daily,HBW,Skip
54,Yes,10,0,2,Urban,Shopping,30442527,2.94,2,BuyGoods,Low,Work,4,Car,3,4,35K-50K,1,Daily,NHB,Skip
54,Yes,10,0,2,Urban,Home,30442527,2.94,2,Home,Low,BuyGoods,4,Car,3,4,35K-50K,1,Daily,HBSHOP,Skip
21,Yes,15,0,7,Urban,TransportSomeone,30442527,2.94,3,PickUpOrDropSomeone,Low,Home,4,Car,9,4,35K-50K,1,Daily,HBO,Skip
21,Yes,15,0,7,Urban,SocialRecreation,30442527,2.94,3,GoToGym,Low,PickUpOrDropSomeone,4,Car,9,4,35K-50K,1,Daily,NHB,Skip
21,Yes,15,0,7,Urban,Home,30442527,2.94,3,Home,Low,GoToGym,4,Car,9,4,35K-50K,1,Daily,HBSOCREC,Skip
21,Yes,15,0,7,Urban,SocialRecreation,30442527,2.94,3,GoToGym,Low,Home,4,Car,9,4,35K-50K,1,Daily,HBSOCREC,Skip
21,Yes,15,0,7,Urban,Home,30442527,2.94,3,Home,Low,GoToGym,4,Car,9,4,35K-50K,1,Daily,HBSOCREC,Skip
21,Yes,15,0,7,Urban,TransportSomeone,30442527,2.94,3,PickUpOrDropSomeone,Low,Home,4,Car,9,4,35K-50K,1,Daily,HBO,Skip
21,Yes,15,0,7,Urban,Home,30442527,2.94,3,Home,Low,PickUpOrDropSomeone,4,Car,9,4,35K-50K,1,Daily,HBO,Skip
21,Yes,15,0,7,Urban,WorkRelated,30442527,2.94,3,Work,Low,Home,4,Car,9,4,35K-50K,1,Daily,HBW,Skip
21,Yes,15,0,7,Urban,Home,30442527,2.94,3,Home,Low,Work,4,Car,9,4,35K-50K,1,Daily,HBW,Skip
18,No,15,0,2,Urban,SchoolOrReligious,30442527,0.24,4,GoSchoolAsStudent,Low,Home,4,Car,4,4,35K-50K,1,Daily,HBO,Skip
18,No,15,0,2,Urban,Home,30442527,0.24,4,Home,Low,GoSchoolAsStudent,4,Car,4,4,35K-50K,1,Daily,HBO,Skip
18,No,15,0,2,Urban,SocialRecreation,30442527,0.24,4,GoToGym,Low,Home,4,Car,4,4,35K-50K,1,Daily,HBSOCREC,Skip
18,No,15,0,2,Urban,Home,30442527,0.24,4,Home,Low,GoToGym,4,Car,4,4,35K-50K,1,Daily,HBSOCREC,Skip
79,Yes,-1,0,0,Urban,WorkRelated,30442919,-9.0,1,Work,Low,Home,1,NotAscertained,2,1,35K-50K,1,Daily,HBW,Skip
79,Yes,-1,0,0,Urban,Home,30442919,-9.0,1,Home,Low,Work,1,NotAscertained,2,1,35K-50K,1,Daily,HBW,Skip
49,Yes,13,0,3,Urban,WorkRelated,30443159,3.88,1,Work,High,Home,3,Car,4,2,75K-100K,1,Daily,HBW,Skip
49,Yes,13,0,3,Urban,Medical,30443159,3.88,1,MedicalService,High,Work,3,Car,4,2,75K-100K,1,Daily,NHB,Skip
49,Yes,13,0,3,Urban,WorkRelated,30443159,3.88,1,Work,High,MedicalService,3,Car,4,2,75K-100K,1,Daily,NHB,Skip
49,Yes,13,0,3,Urban,Home,30443159,3.88,1,Home,High,Work,3,Car,4,2,75K-100K,1,Daily,HBW,Skip
48,Yes,8,0,1,Urban,TransportSomeone,30443159,2.92,2,PickUpOrDropSomeone,High,Home,3,SUV,11,2,75K-100K,1,Daily,HBO,FewYear
48,Yes,8,0,1,Urban,Other,30443159,2.92,2,ChangeTransport,High,PickUpOrDropSomeone,3,SUV,11,2,75K-100K,1,Daily,NHB,FewYear
48,Yes,8,0,1,Urban,WorkRelated,30443159,2.92,2,Work,High,ChangeTransport,3,SUV,11,2,75K-100K,1,Daily,NHB,FewYear
48,Yes,8,0,1,Urban,TransportSomeone,30443159,2.92,2,PickUpOrDropSomeone,High,Work,3,SUV,11,2,75K-100K,1,Daily,NHB,FewYear
48,Yes,8,0,1,Urban,Medical,30443159,2.92,2,MedicalService,High,PickUpOrDropSomeone,3,SUV,11,2,75K-100K,1,Daily,NHB,FewYear
48,Yes,8,0,1,Urban,Meals,30443159,2.92,2,BuyMeals,High,MedicalService,3,SUV,11,2,75K-100K,1,Daily,NHB,FewYear
48,Yes,8,0,1,Urban,TransportSomeone,30443159,2.92,2,PickUpOrDropSomeone,High,BuyMeals,3,SUV,11,2,75K-100K,1,Daily,NHB,FewYear
48,Yes,8,0,1,Urban,WorkRelated,30443159,2.92,2,Work,High,PickUpOrDropSomeone,3,SUV,11,2,75K-100K,1,Daily,NHB,FewYear
48,Yes,8,0,1,Urban,Home,30443159,2.92,2,Home,High,Work,3,SUV,11,2,75K-100K,1,Daily,HBW,FewYear
48,Yes,8,0,1,Urban,Shopping,30443159,2.92,2,BuyGoods,High,Home,3,SUV,11,2,75K-100K,1,Daily,HBSHOP,FewYear
48,Yes,8,0,1,Urban,Home,30443159,2.92,2,Home,High,BuyGoods,3,SUV,11,2,75K-100K,1,Daily,HBSHOP,FewYear
15,No,-1,0,2,Urban,SchoolOrReligious,30443159,-9.0,3,GoSchoolAsStudent,High,Home,3,Skip,4,2,75K-100K,1,Daily,HBO,Skip
15,No,-1,0,2,Urban,Medical,30443159,-9.0,3,MedicalService,High,GoSchoolAsStudent,3,Skip,4,2,75K-100K,1,Daily,NHB,Skip
15,No,-1,0,2,Urban,Meals,30443159,-9.0,3,BuyMeals,High,MedicalService,3,Skip,4,2,75K-100K,1,Daily,NHB,Skip
15,No,-1,0,2,Urban,Home,30443159,-9.0,3,Home,High,BuyMeals,3,Skip,4,2,75K-100K,1,Daily,HBSHOP,Skip
52,Yes,-1,2,5,Urban,Medical,30443568,-9.0,1,MedicalService,ExtremelyLow,Home,1,Skip,5,0,10K-15K,1,Daily,HBO,Skip
52,Yes,-1,2,5,Urban,Meals,30443568,-9.0,1,BuyMeals,ExtremelyLow,MedicalService,1,Skip,5,0,10K-15K,1,Daily,NHB,Skip
52,Yes,-1,2,5,Urban,Shopping,30443568,-9.0,1,BuyGoods,ExtremelyLow,BuyMeals,1,Skip,5,0,10K-15K,1,Daily,NHB,Skip
52,Yes,-1,2,5,Urban,Shopping,30443568,-9.0,1,BuyGoods,ExtremelyLow,BuyGoods,1,Skip,5,0,10K-15K,1,Daily,NHB,Skip
52,Yes,-1,2,5,Urban,Other,30443568,-9.0,1,Volunteer,ExtremelyLow,BuyGoods,1,Skip,5,0,10K-15K,1,Daily,NHB,Skip
59,Yes,20,0,3,Urban,SocialRecreation,30443999,1.57,1,GoToGym,VeryLow,Home,1,Car,6,1,15K-25K,1,Daily,HBSOCREC,Skip
59,Yes,20,0,3,Urban,Home,30443999,1.57,1,Home,VeryLow,GoToGym,1,Car,6,1,15K-25K,1,Daily,HBSOCREC,Skip
59,Yes,20,0,3,Urban,SchoolOrReligious,30443999,1.57,1,Religious,VeryLow,Home,1,Car,6,1,15K-25K,1,Daily,HBO,Skip
59,Yes,20,0,3,Urban,Home,30443999,1.57,1,Home,VeryLow,Religious,1,Car,6,1,15K-25K,1,Daily,HBO,Skip
59,Yes,20,0,3,Urban,SocialRecreation,30443999,1.57,1,VisitFriends,VeryLow,Home,1,Car,6,1,15K-25K,1,Daily,HBSOCREC,Skip
59,Yes,20,0,3,Urban,Home,30443999,1.57,1,Home,VeryLow,VisitFriends,1,Car,6,1,15K-25K,1,Daily,HBSOCREC,Skip
52,Yes,15,0,4,Urban,Home,30444282,12.78,1,Home,High,Work,4,Car,3,2,100K-125K,1,Daily,HBW,Skip
52,Yes,15,0,4,Urban,SocialRecreation,30444282,12.78,1,GoToGym,High,Home,4,Car,3,2,100K-125K,1,Daily,HBSOCREC,Skip
52,Yes,15,0,4,Urban,Home,30444282,12.78,1,Home,High,GoToGym,4,Car,3,2,100K-125K,1,Daily,HBSOCREC,Skip
49,Yes,15,0,4,Urban,WorkRelated,30444282,14.71,2,Work,High,Home,4,Car,8,2,100K-125K,1,Daily,HBW,Skip
49,Yes,15,0,4,Urban,Home,30444282,14.71,2,Home,High,Work,4,Car,8,2,100K-125K,1,Daily,HBW,Skip
49,Yes,15,0,4,Urban,SocialRecreation,30444282,14.71,2,GoToGym,High,Home,4,Car,8,2,100K-125K,1,Daily,HBSOCREC,Skip
49,Yes,15,0,4,Urban,Home,30444282,14.71,2,Home,High,GoToGym,4,Car,8,2,100K-125K,1,Daily,HBSOCREC,Skip
49,Yes,15,0,4,Urban,SocialRecreation,30444282,14.71,2,VisitFriends,High,Home,4,Car,8,2,100K-125K,1,Daily,HBSOCREC,Skip
49,Yes,15,0,4,Urban,Home,30444282,14.71,2,Home,High,VisitFriends,4,Car,8,2,100K-125K,1,Daily,HBSOCREC,Skip
49,Yes,15,0,4,Urban,TransportSomeone,30444282,14.71,2,PickUpOrDropSomeone,High,Home,4,Car,8,2,100K-125K,1,Daily,HBO,Skip
49,Yes,15,0,4,Urban,Home,30444282,14.71,2,Home,High,PickUpOrDropSomeone,4,Car,8,2,100K-125K,1,Daily,HBO,Skip
14,Skip,-1,1,4,Urban,Home,30444282,-9.0,3,Home,High,VisitFriends,4,Skip,3,2,100K-125K,1,Daily,HBSOCREC,Skip
14,Skip,-1,1,4,Urban,SchoolOrReligious,30444282,-9.0,3,GoSchoolAsStudent,High,Home,4,Skip,3,2,100K-125K,1,Daily,HBO,Skip
14,Skip,-1,1,4,Urban,Home,30444282,-9.0,3,Home,High,GoSchoolAsStudent,4,Skip,3,2,100K-125K,1,Daily,HBO,Skip
12,Skip,-1,0,2,Urban,TransportSomeone,30444282,-9.0,4,PickUpOrDropSomeone,High,Home,4,Skip,2,2,100K-125K,1,Daily,HBO,Skip
12,Skip,-1,0,2,Urban,Home,30444282,-9.0,4,Home,High,PickUpOrDropSomeone,4,Skip,2,2,100K-125K,1,Daily,HBO,Skip
87,Yes,-1,0,0,Urban,Medical,30444981,-9.0,1,MedicalService,Low,Home,2,Skip,2,0,25K-35K,1,Daily,HBO,Skip
87,Yes,-1,0,0,Urban,Home,30444981,-9.0,1,Home,Low,MedicalService,2,Skip,2,0,25K-35K,1,Daily,HBO,Skip
86,No,-1,0,0,Urban,Medical,30444981,-9.0,2,MedicalService,Low,Home,2,Skip,2,0,25K-35K,1,Daily,HBO,Skip
86,No,-1,0,0,Urban,Home,30444981,-9.0,2,Home,Low,MedicalService,2,Skip,2,0,25K-35K,1,Daily,HBO,Skip
45,Yes,10,0,7,Urban,WorkRelated,30444987,1.16,1,Work,Low,Home,4,Car,4,2,35K-50K,1,Daily,HBW,Skip
45,Yes,10,0,7,Urban,Home,30444987,1.16,1,Home,Low,Work,4,Car,4,2,35K-50K,1,Daily,HBW,Skip
45,Yes,10,0,7,Urban,TransportSomeone,30444987,1.16,1,PickUpOrDropSomeone,Low,Home,4,Car,4,2,35K-50K,1,Daily,HBO,Skip
45,Yes,10,0,7,Urban,Home,30444987,1.16,1,Home,Low,PickUpOrDropSomeone,4,Car,4,2,35K-50K,1,Daily,HBO,Skip
44,Yes,30,0,0,Urban,WorkRelated,30444987,7.36,2,Work,Low,Home,4,Car,4,2,35K-50K,1,Daily,HBW,Skip
44,Yes,30,0,0,Urban,Home,30444987,7.36,2,Home,Low,Work,4,Car,4,2,35K-50K,1,Daily,HBW,Skip
44,Yes,30,0,0,Urban,TransportSomeone,30444987,7.36,2,PickUpOrDropSomeone,Low,Home,4,Car,4,2,35K-50K,1,Daily,HBO,Skip
44,Yes,30,0,0,Urban,Home,30444987,7.36,2,Home,Low,PickUpOrDropSomeone,4,Car,4,2,35K-50K,1,Daily,HBO,Skip
16,Yes,-1,0,7,Urban,SchoolOrReligious,30444987,-9.0,3,GoSchoolAsStudent,Low,Home,4,Skip,4,2,35K-50K,1,Daily,HBO,Skip
16,Yes,-1,0,7,Urban,Home,30444987,-9.0,3,Home,Low,GoSchoolAsStudent,4,Skip,4,2,35K-50K,1,Daily,HBO,Skip
16,Yes,-1,0,7,Urban,TransportSomeone,30444987,-9.0,3,PickUpOrDropSomeone,Low,Home,4,Skip,4,2,35K-50K,1,Daily,HBO,Skip
16,Yes,-1,0,7,Urban,Home,30444987,-9.0,3,Home,Low,PickUpOrDropSomeone,4,Skip,4,2,35K-50K,1,Daily,HBO,Skip
66,No,-1,0,0,Urban,Medical,30444987,-9.0,4,MedicalService,Low,Home,4,Skip,2,2,35K-50K,1,Daily,HBO,Skip
66,No,-1,0,0,Urban,Home,30444987,-9.0,4,Home,Low,MedicalService,4,Skip,2,2,35K-50K,1,Daily,HBO,Skip
34,Yes,70,0,4,Urban,Meals,30449001,43.33,1,BuyMeals,High,Home,3,SUV,4,2,100K-125K,1,Daily,HBSHOP,Skip
34,Yes,70,0,4,Urban,Home,30449001,43.33,1,Home,High,BuyMeals,3,SUV,4,2,100K-125K,1,Daily,HBSHOP,Skip
34,Yes,70,0,4,Urban,SocialRecreation,30449001,43.33,1,SocialRecreational,High,Home,3,SUV,4,2,100K-125K,1,Daily,HBSOCREC,Skip
34,Yes,70,0,4,Urban,Home,30449001,43.33,1,Home,High,SocialRecreational,3,SUV,4,2,100K-125K,1,Daily,HBSOCREC,Skip
30,Yes,70,0,3,Urban,Meals,30449001,30.81,2,BuyMeals,High,Home,3,Car,2,2,100K-125K,1,Daily,HBSHOP,Skip
30,Yes,70,0,3,Urban,Home,30449001,30.81,2,Home,High,BuyMeals,3,Car,2,2,100K-125K,1,Daily,HBSHOP,Skip
5,Skip,-1,0,4,Urban,Meals,30449001,-9.0,3,BuyMeals,High,Home,3,Skip,2,2,100K-125K,1,Daily,HBSHOP,Skip
5,Skip,-1,0,4,Urban,Home,30449001,-9.0,3,Home,High,BuyMeals,3,Skip,2,2,100K-125K,1,Daily,HBSHOP,Skip
70,Yes,40,0,4,Urban,WorkRelated,30449006,5.01,1,Work,Moderate,Home,1,Car,3,1,50K-75K,1,Daily,HBW,Skip
70,Yes,40,0,4,Urban,Shopping,30449006,5.01,1,BuyGoods,Moderate,Work,1,Car,3,1,50K-75K,1,Daily,NHB,Skip
70,Yes,40,0,4,Urban,Home,30449006,5.01,1,Home,Moderate,BuyGoods,1,Car,3,1,50K-75K,1,Daily,HBSHOP,Skip
74,Yes,10,0,2,Urban,SocialRecreation,30449065,1.2,1,GoToGym,Moderate,Home,1,SUV,4,1,50K-75K,1,Daily,HBSOCREC,Skip
74,Yes,10,0,2,Urban,Home,30449065,1.2,1,Home,Moderate,GoToGym,1,SUV,4,1,50K-75K,1,Daily,HBSOCREC,Skip
74,Yes,10,0,2,Urban,Shopping,30449065,1.2,1,BuyGoods,Moderate,Home,1,SUV,4,1,50K-75K,1,Daily,HBSHOP,Skip
74,Yes,10,0,2,Urban,Home,30449065,1.2,1,Home,Moderate,BuyGoods,1,SUV,4,1,50K-75K,1,Daily,HBSHOP,Skip
74,Yes,-1,3,10,Urban,Shopping,30449463,-9.0,1,BuyGoods,High,Home,2,Skip,4,0,75K-100K,1,Daily,HBSHOP,Skip
74,Yes,-1,3,10,Urban,Home,30449463,-9.0,1,Home,High,BuyGoods,2,Skip,4,0,75K-100K,1,Daily,HBSHOP,Skip
74,Yes,-1,3,10,Urban,Shopping,30449463,-9.0,1,BuyGoods,High,Home,2,Skip,4,0,75K-100K,1,Daily,HBSHOP,Skip
74,Yes,-1,3,10,Urban,Home,30449463,-9.0,1,Home,High,BuyGoods,2,Skip,4,0,75K-100K,1,Daily,HBSHOP,Skip
72,Yes,-1,0,2,Urban,Shopping,30449463,-9.0,2,BuyGoods,High,Home,2,Skip,2,0,75K-100K,1,Daily,HBSHOP,Skip
72,Yes,-1,0,2,Urban,Home,30449463,-9.0,2,Home,High,BuyGoods,2,Skip,2,0,75K-100K,1,Daily,HBSHOP,Skip
42,Yes,-1,0,7,Urban,Shopping,30450116,-9.0,1,BuyGoods,High,WFH,2,NotAscertained,2,1,125K-150K,1,Daily,HBSHOP,Skip
42,Yes,-1,0,7,Urban,Home,30450116,-9.0,1,WFH,High,BuyGoods,2,NotAscertained,2,1,125K-150K,1,Daily,HBSHOP,Skip
38,No,-1,0,3,Urban,Shopping,30450116,-9.0,2,BuyGoods,High,Home,2,Skip,2,1,125K-150K,1,Daily,HBSHOP,Skip
38,No,-1,0,3,Urban,Home,30450116,-9.0,2,Home,High,BuyGoods,2,Skip,2,1,125K-150K,1,Daily,HBSHOP,Skip
63,Yes,-1,0,0,Urban,Meals,30450599,-9.0,1,BuyMeals,High,Home,1,NotAscertained,6,1,75K-100K,1,Daily,HBSHOP,Skip
63,Yes,-1,0,0,Urban,SocialRecreation,30450599,-9.0,1,VisitFriends,High,BuyMeals,1,NotAscertained,6,1,75K-100K,1,Daily,NHB,Skip
63,Yes,-1,0,0,Urban,SocialRecreation,30450599,-9.0,1,VisitFriends,High,VisitFriends,1,NotAscertained,6,1,75K-100K,1,Daily,NHB,Skip
63,Yes,-1,0,0,Urban,Meals,30450599,-9.0,1,BuyMeals,High,VisitFriends,1,NotAscertained,6,1,75K-100K,1,Daily,NHB,Skip
