R_AGE,DRIVER,TIMETOWK,NBIKETRP,NWALKTRP,URBRUR,WHYTRP1S,HOUSEID,GCDWORK,PERSONID,WHYTO,HHFAMINC2,WHYFROM,HHSIZE,WRKTRANS,CNTTDTR,WRKCOUNT,HHFAMINC,WEBUSE,WEBUSE,TRIPPURP,WKFMHMXX
48,Yes,-1,0,1,Urban,Home,30172131,-9.0,2,Home,High,BuyMeals,2,Skip,3,1,150K-200K,1,Daily,HBSHOP,Skip
78,Yes,-1,0,25,Urban,SocialRecreation,30172610,-9.0,1,GoToGym,High,Home,2,Skip,10,0,75K-100K,1,Daily,HBSOCREC,Skip
78,Yes,-1,0,25,Urban,Home,30172610,-9.0,1,Home,High,GoToGym,2,Skip,10,0,75K-100K,1,Daily,HBSOCREC,Skip
78,Yes,-1,0,25,Urban,SchoolOrReligious,30172610,-9.0,1,Religious,High,Home,2,Skip,10,0,75K-100K,1,Daily,HBO,Skip
78,Yes,-1,0,25,Urban,Shopping,30172610,-9.0,1,BuyService,High,Religious,2,Skip,10,0,75K-100K,1,Daily,NHB,Skip
78,Yes,-1,0,25,Urban,Home,30172610,-9.0,1,Home,High,BuyService,2,Skip,10,0,75K-100K,1,Daily,HBSHOP,Skip
78,Yes,-1,0,25,Urban,Other,30172610,-9.0,1,Volunteer,High,Home,2,Skip,10,0,75K-100K,1,Daily,HBO,Skip
78,Yes,-1,0,25,Urban,Shopping,30172610,-9.0,1,BuyGoods,High,Volunteer,2,Skip,10,0,75K-100K,1,Daily,NHB,Skip
78,Yes,-1,0,25,Urban,Shopping,30172610,-9.0,1,BuyGoods,High,BuyGoods,2,Skip,10,0,75K-100K,1,Daily,NHB,Skip
78,Yes,-1,0,25,Urban,Home,30172610,-9.0,1,Home,High,BuyGoods,2,Skip,10,0,75K-100K,1,Daily,HBSHOP,Skip
78,Yes,-1,0,25,Urban,Home,30172610,-9.0,1,Home,High,Home,2,Skip,10,0,75K-100K,1,Daily,HBO,Skip
71,Yes,-1,0,25,Urban,SocialRecreation,30172610,-9.0,2,GoToGym,High,Home,2,Skip,6,0,75K-100K,1,Daily,HBSOCREC,Skip
71,Yes,-1,0,25,Urban,Shopping,30172610,-9.0,2,BuyGoods,High,GoToGym,2,Skip,6,0,75K-100K,1,Daily,NHB,Skip
71,Yes,-1,0,25,Urban,Shopping,30172610,-9.0,2,BuyGoods,High,BuyGoods,2,Skip,6,0,75K-100K,1,Daily,NHB,Skip
71,Yes,-1,0,25,Urban,Home,30172610,-9.0,2,Home,High,BuyGoods,2,Skip,6,0,75K-100K,1,Daily,HBSHOP,Skip
71,Yes,-1,0,25,Urban,SocialRecreation,30172610,-9.0,2,GoToGym,High,Home,2,Skip,6,0,75K-100K,1,Daily,HBSOCREC,Skip
71,Yes,-1,0,25,Urban,Home,30172610,-9.0,2,Home,High,GoToGym,2,Skip,6,0,75K-100K,1,Daily,HBSOCREC,Skip
52,Yes,105,7,7,Urban,SocialRecreation,30173222,58.15,1,VisitFriends,High,Home,2,Car,4,2,125K-150K,1,Daily,HBSOCREC,OnceWeekMore
52,Yes,105,7,7,Urban,Meals,30173222,58.15,1,BuyMeals,High,VisitFriends,2,Car,4,2,125K-150K,1,Daily,NHB,OnceWeekMore
52,Yes,105,7,7,Urban,SocialRecreation,30173222,58.15,1,VisitFriends,High,BuyMeals,2,Car,4,2,125K-150K,1,Daily,NHB,OnceWeekMore
52,Yes,105,7,7,Urban,Home,30173222,58.15,1,Home,High,VisitFriends,2,Car,4,2,125K-150K,1,Daily,HBSOCREC,OnceWeekMore
62,Yes,-1,0,7,Urban,SocialRecreation,30173222,-9.0,2,VisitFriends,High,Home,2,NotAscertained,4,2,125K-150K,1,Daily,HBSOCREC,Skip
62,Yes,-1,0,7,Urban,Meals,30173222,-9.0,2,BuyMeals,High,VisitFriends,2,NotAscertained,4,2,125K-150K,1,Daily,NHB,Skip
62,Yes,-1,0,7,Urban,Home,30173222,-9.0,2,Home,High,BuyMeals,2,NotAscertained,4,2,125K-150K,1,Daily,HBSHOP,Skip
62,Yes,-1,0,7,Urban,Home,30173222,-9.0,2,Home,High,Home,2,NotAscertained,4,2,125K-150K,1,Daily,HBO,Skip
55,Yes,15,0,5,Urban,WorkRelated,30173263,1.83,1,Work,Moderate,Home,2,Car,2,2,50K-75K,1,Daily,HBW,OnceWeekMore
55,Yes,15,0,5,Urban,Home,30173263,1.83,1,Home,Moderate,Work,2,Car,2,2,50K-75K,1,Daily,HBW,OnceWeekMore
66,Yes,45,0,0,Urban,WorkRelated,30173263,11.81,2,Work,Moderate,Home,2,PickupTruck,2,2,50K-75K,1,Daily,HBW,Skip
66,Yes,45,0,0,Urban,Home,30173263,11.81,2,Home,Moderate,Work,2,PickupTruck,2,2,50K-75K,1,Daily,HBW,Skip
20,Yes,30,0,50,Rural,Shopping,30176597,9.96,1,BuyService,Refused,Home,3,PickupTruck,3,3,Refused,1,Daily,HBSHOP,OnceWeekMore
20,Yes,30,0,50,Rural,Shopping,30176597,9.96,1,BuyService,Refused,BuyService,3,PickupTruck,3,3,Refused,1,Daily,NHB,OnceWeekMore
20,Yes,30,0,50,Rural,Home,30176597,9.96,1,Home,Refused,BuyService,3,PickupTruck,3,3,Refused,1,Daily,HBSHOP,OnceWeekMore
24,Yes,25,0,0,Rural,WorkRelated,30177038,11.15,1,Work,Low,Home,1,PickupTruck,3,1,35K-50K,1,Daily,HBW,Skip
24,Yes,25,0,0,Rural,Shopping,30177038,11.15,1,BuyGoods,Low,Work,1,PickupTruck,3,1,35K-50K,1,Daily,NHB,Skip
24,Yes,25,0,0,Rural,Home,30177038,11.15,1,Home,Low,BuyGoods,1,PickupTruck,3,1,35K-50K,1,Daily,HBSHOP,Skip
76,Yes,-1,0,2,Urban,Shopping,30177487,-9.0,1,Errands,Low,Home,2,Skip,3,0,35K-50K,1,Daily,HBO,Skip
76,Yes,-1,0,2,Urban,Shopping,30177487,-9.0,1,BuyGoods,Low,Errands,2,Skip,3,0,35K-50K,1,Daily,NHB,Skip
76,Yes,-1,0,2,Urban,Home,30177487,-9.0,1,Home,Low,BuyGoods,2,Skip,3,0,35K-50K,1,Daily,HBSHOP,Skip
46,Yes,10,0,20,Urban,WorkRelated,30178480,1.2,1,Work,High,Home,1,PickupTruck,3,1,75K-100K,1,Daily,HBW,Skip
46,Yes,10,0,20,Urban,Shopping,30178480,1.2,1,BuyGoods,High,Work,1,PickupTruck,3,1,75K-100K,1,Daily,NHB,Skip
46,Yes,10,0,20,Urban,Home,30178480,1.2,1,Home,High,BuyGoods,1,PickupTruck,3,1,75K-100K,1,Daily,HBSHOP,Skip
32,Yes,-1,0,5,Urban,SchoolOrReligious,30178534,-9.0,1,Religious,ExtremelyLow,Home,3,Skip,8,0,lessthan10K,1,Daily,HBO,Skip
32,Yes,-1,0,5,Urban,Home,30178534,-9.0,1,Home,ExtremelyLow,Religious,3,Skip,8,0,lessthan10K,1,Daily,HBO,Skip
32,Yes,-1,0,5,Urban,Shopping,30178534,-9.0,1,BuyGoods,ExtremelyLow,Home,3,Skip,8,0,lessthan10K,1,Daily,HBSHOP,Skip
32,Yes,-1,0,5,Urban,Shopping,30178534,-9.0,1,BuyGoods,ExtremelyLow,BuyGoods,3,Skip,8,0,lessthan10K,1,Daily,NHB,Skip
32,Yes,-1,0,5,Urban,Shopping,30178534,-9.0,1,BuyGoods,ExtremelyLow,BuyGoods,3,Skip,8,0,lessthan10K,1,Daily,NHB,Skip
32,Yes,-1,0,5,Urban,Shopping,30178534,-9.0,1,BuyGoods,ExtremelyLow,BuyGoods,3,Skip,8,0,lessthan10K,1,Daily,NHB,Skip
32,Yes,-1,0,5,Urban,Shopping,30178534,-9.0,1,BuyGoods,ExtremelyLow,BuyGoods,3,Skip,8,0,lessthan10K,1,Daily,NHB,Skip
32,Yes,-1,0,5,Urban,Home,30178534,-9.0,1,Home,ExtremelyLow,BuyGoods,3,Skip,8,0,lessthan10K,1,Daily,HBSHOP,Skip
36,Yes,-1,0,6,Urban,TransportSomeone,30178534,-9.0,2,PickUpOrDropSomeone,ExtremelyLow,Home,3,Skip,12,0,lessthan10K,1,Daily,HBO,Skip
36,Yes,-1,0,6,Urban,Home,30178534,-9.0,2,Home,ExtremelyLow,PickUpOrDropSomeone,3,Skip,12,0,lessthan10K,1,Daily,HBO,Skip
36,Yes,-1,0,6,Urban,TransportSomeone,30178534,-9.0,2,PickUpOrDropSomeone,ExtremelyLow,Home,3,Skip,12,0,lessthan10K,1,Daily,HBO,Skip
36,Yes,-1,0,6,Urban,Home,30178534,-9.0,2,Home,ExtremelyLow,PickUpOrDropSomeone,3,Skip,12,0,lessthan10K,1,Daily,HBO,Skip
36,Yes,-1,0,6,Urban,Shopping,30178534,-9.0,2,BuyGoods,ExtremelyLow,Home,3,Skip,12,0,lessthan10K,1,Daily,HBSHOP,Skip
36,Yes,-1,0,6,Urban,Shopping,30178534,-9.0,2,BuyGoods,ExtremelyLow,BuyGoods,3,Skip,12,0,lessthan10K,1,Daily,NHB,Skip
36,Yes,-1,0,6,Urban,Shopping,30178534,-9.0,2,BuyGoods,ExtremelyLow,BuyGoods,3,Skip,12,0,lessthan10K,1,Daily,NHB,Skip
36,Yes,-1,0,6,Urban,Shopping,30178534,-9.0,2,BuyGoods,ExtremelyLow,BuyGoods,3,Skip,12,0,lessthan10K,1,Daily,NHB,Skip
36,Yes,-1,0,6,Urban,Home,30178534,-9.0,2,Home,ExtremelyLow,BuyGoods,3,Skip,12,0,lessthan10K,1,Daily,HBSHOP,Skip
36,Yes,-1,0,6,Urban,SocialRecreation,30178534,-9.0,2,GoToGym,ExtremelyLow,Home,3,Skip,12,0,lessthan10K,1,Daily,HBSOCREC,Skip
36,Yes,-1,0,6,Urban,Shopping,30178534,-9.0,2,BuyGoods,ExtremelyLow,GoToGym,3,Skip,12,0,lessthan10K,1,Daily,NHB,Skip
36,Yes,-1,0,6,Urban,Home,30178534,-9.0,2,Home,ExtremelyLow,BuyGoods,3,Skip,12,0,lessthan10K,1,Daily,HBSHOP,Skip
8,Skip,-1,0,5,Urban,TransportSomeone,30178534,-9.0,3,PickUpOrDropSomeone,ExtremelyLow,Home,3,Skip,10,0,lessthan10K,1,Daily,HBO,Skip
8,Skip,-1,0,5,Urban,Home,30178534,-9.0,3,Home,ExtremelyLow,PickUpOrDropSomeone,3,Skip,10,0,lessthan10K,1,Daily,HBO,Skip
8,Skip,-1,0,5,Urban,TransportSomeone,30178534,-9.0,3,PickUpOrDropSomeone,ExtremelyLow,Home,3,Skip,10,0,lessthan10K,1,Daily,HBO,Skip
8,Skip,-1,0,5,Urban,Home,30178534,-9.0,3,Home,ExtremelyLow,PickUpOrDropSomeone,3,Skip,10,0,lessthan10K,1,Daily,HBO,Skip
8,Skip,-1,0,5,Urban,Shopping,30178534,-9.0,3,BuyGoods,ExtremelyLow,Home,3,Skip,10,0,lessthan10K,1,Daily,HBSHOP,Skip
8,Skip,-1,0,5,Urban,Shopping,30178534,-9.0,3,BuyGoods,ExtremelyLow,BuyGoods,3,Skip,10,0,lessthan10K,1,Daily,NHB,Skip
8,Skip,-1,0,5,Urban,Shopping,30178534,-9.0,3,BuyGoods,ExtremelyLow,BuyGoods,3,Skip,10,0,lessthan10K,1,Daily,NHB,Skip
8,Skip,-1,0,5,Urban,Shopping,30178534,-9.0,3,BuyGoods,ExtremelyLow,BuyGoods,3,Skip,10,0,lessthan10K,1,Daily,NHB,Skip
8,Skip,-1,0,5,Urban,Shopping,30178534,-9.0,3,BuyGoods,ExtremelyLow,BuyGoods,3,Skip,10,0,lessthan10K,1,Daily,NHB,Skip
8,Skip,-1,0,5,Urban,Home,30178534,-9.0,3,Home,ExtremelyLow,BuyGoods,3,Skip,10,0,lessthan10K,1,Daily,HBSHOP,Skip
65,Yes,25,0,7,Urban,WorkRelated,30178584,18.61,1,Work,Low,Home,2,Car,2,1,35K-50K,1,Daily,HBW,FewYear
65,Yes,25,0,7,Urban,Home,30178584,18.61,1,Home,Low,Work,2,Car,2,1,35K-50K,1,Daily,HBW,FewYear
76,Yes,-1,0,7,Rural,SocialRecreation,30178757,-9.0,1,VisitFriends,Low,Home,1,Skip,4,0,25K-35K,1,Daily,HBSOCREC,Skip
76,Yes,-1,0,7,Rural,SocialRecreation,30178757,-9.0,1,SocialRecreational,Low,VisitFriends,1,Skip,4,0,25K-35K,1,Daily,NHB,Skip
76,Yes,-1,0,7,Rural,Shopping,30178757,-9.0,1,BuyGoods,Low,SocialRecreational,1,Skip,4,0,25K-35K,1,Daily,NHB,Skip
76,Yes,-1,0,7,Rural,SocialRecreation,30178757,-9.0,1,VisitFriends,Low,BuyGoods,1,Skip,4,0,25K-35K,1,Daily,NHB,Skip
27,Yes,13,1,21,Urban,Home,30178991,5.71,1,Home,Low,Home,1,Car,12,1,35K-50K,1,Daily,HBO,Skip
27,Yes,13,1,21,Urban,WorkRelated,30178991,5.71,1,Work,Low,Home,1,Car,12,1,35K-50K,1,Daily,HBW,Skip
27,Yes,13,1,21,Urban,Home,30178991,5.71,1,Home,Low,Work,1,Car,12,1,35K-50K,1,Daily,HBW,Skip
27,Yes,13,1,21,Urban,Home,30178991,5.71,1,Home,Low,Home,1,Car,12,1,35K-50K,1,Daily,HBO,Skip
27,Yes,13,1,21,Urban,WorkRelated,30178991,5.71,1,Work,Low,Home,1,Car,12,1,35K-50K,1,Daily,HBW,Skip
27,Yes,13,1,21,Urban,Home,30178991,5.71,1,Home,Low,Work,1,Car,12,1,35K-50K,1,Daily,HBW,Skip
27,Yes,13,1,21,Urban,Home,30178991,5.71,1,Home,Low,Home,1,Car,12,1,35K-50K,1,Daily,HBO,Skip
27,Yes,13,1,21,Urban,Other,30178991,5.71,1,ChangeTransport,Low,Home,1,Car,12,1,35K-50K,1,Daily,HBO,Skip
27,Yes,13,1,21,Urban,Shopping,30178991,5.71,1,BuyGoods,Low,ChangeTransport,1,Car,12,1,35K-50K,1,Daily,NHB,Skip
27,Yes,13,1,21,Urban,SocialRecreation,30178991,5.71,1,VisitFriends,Low,BuyGoods,1,Car,12,1,35K-50K,1,Daily,NHB,Skip
27,Yes,13,1,21,Urban,Home,30178991,5.71,1,Home,Low,VisitFriends,1,Car,12,1,35K-50K,1,Daily,HBSOCREC,Skip
27,Yes,13,1,21,Urban,Home,30178991,5.71,1,Home,Low,Home,1,Car,12,1,35K-50K,1,Daily,HBO,Skip
63,Yes,-1,0,0,Urban,Other,30179760,-9.0,1,ChangeTransport,Moderate,Home,2,Skip,2,0,50K-75K,1,Daily,HBO,Skip
63,Yes,-1,0,0,Urban,Other,30179760,-9.0,1,ChangeTransport,Moderate,ChangeTransport,2,Skip,2,0,50K-75K,1,Daily,NHB,Skip
77,No,-1,0,0,Urban,Other,30179760,-9.0,2,ChangeTransport,Moderate,Home,2,Skip,2,0,50K-75K,1,Daily,HBO,Skip
77,No,-1,0,0,Urban,Other,30179760,-9.0,2,ChangeTransport,Moderate,ChangeTransport,2,Skip,2,0,50K-75K,1,Daily,NHB,Skip
25,Yes,20,0,3,Urban,WorkRelated,30181888,5.76,1,Work,Moderate,Home,4,Car,3,2,50K-75K,1,Daily,HBW,Skip
25,Yes,20,0,3,Urban,Shopping,30181888,5.76,1,BuyGoods,Moderate,Work,4,Car,3,2,50K-75K,1,Daily,NHB,Skip
25,Yes,20,0,3,Urban,Home,30181888,5.76,1,Home,Moderate,BuyGoods,4,Car,3,2,50K-75K,1,Daily,HBSHOP,Skip
28,Yes,35,0,1,Urban,Shopping,30181888,9.48,2,BuyGoods,Moderate,Home,4,Car,4,2,50K-75K,1,Daily,HBSHOP,Skip
28,Yes,35,0,1,Urban,WorkRelated,30181888,9.48,2,Work,Moderate,BuyGoods,4,Car,4,2,50K-75K,1,Daily,NHB,Skip
28,Yes,35,0,1,Urban,Shopping,30181888,9.48,2,BuyService,Moderate,Work,4,Car,4,2,50K-75K,1,Daily,NHB,Skip
28,Yes,35,0,1,Urban,Home,30181888,9.48,2,Home,Moderate,BuyService,4,Car,4,2,50K-75K,1,Daily,HBSHOP,Skip
6,Skip,-1,3,2,Urban,SchoolOrReligious,30181888,-9.0,3,ChildCare,Moderate,Home,4,Skip,2,2,50K-75K,1,Daily,HBO,Skip
6,Skip,-1,3,2,Urban,Home,30181888,-9.0,3,Home,Moderate,ChildCare,4,Skip,2,2,50K-75K,1,Daily,HBO,Skip
68,Yes,-1,0,0,Rural,Meals,30185620,-9.0,1,BuyMeals,High,Home,1,NotAscertained,9,1,morethan200K,1,Daily,HBSHOP,Skip
68,Yes,-1,0,0,Rural,WorkRelated,30185620,-9.0,1,Work,High,BuyMeals,1,NotAscertained,9,1,morethan200K,1,Daily,NHB,Skip
68,Yes,-1,0,0,Rural,Shopping,30185620,-9.0,1,Errands,High,Work,1,NotAscertained,9,1,morethan200K,1,Daily,NHB,Skip
68,Yes,-1,0,0,Rural,Meals,30185620,-9.0,1,BuyMeals,High,Errands,1,NotAscertained,9,1,morethan200K,1,Daily,NHB,Skip
68,Yes,-1,0,0,Rural,Shopping,30185620,-9.0,1,Errands,High,BuyMeals,1,NotAscertained,9,1,morethan200K,1,Daily,NHB,Skip
68,Yes,-1,0,0,Rural,WorkRelated,30185620,-9.0,1,Work,High,Errands,1,NotAscertained,9,1,morethan200K,1,Daily,NHB,Skip
68,Yes,-1,0,0,Rural,SchoolOrReligious,30185620,-9.0,1,Religious,High,Work,1,NotAscertained,9,1,morethan200K,1,Daily,NHB,Skip
68,Yes,-1,0,0,Rural,Meals,30185620,-9.0,1,BuyMeals,High,Religious,1,NotAscertained,9,1,morethan200K,1,Daily,NHB,Skip
68,Yes,-1,0,0,Rural,Home,30185620,-9.0,1,Home,High,BuyMeals,1,NotAscertained,9,1,morethan200K,1,Daily,HBSHOP,Skip
21,Yes,60,-7,-7,Rural,WorkRelated,30185969,1006.38,1,Work,Moderate,Home,3,Car,4,3,50K-75K,1,Daily,HBW,FewYear
21,Yes,60,-7,-7,Rural,WorkRelated,30185969,1006.38,1,Work,Moderate,Work,3,Car,4,3,50K-75K,1,Daily,NHB,FewYear
21,Yes,60,-7,-7,Rural,WorkRelated,30185969,1006.38,1,Work,Moderate,Work,3,Car,4,3,50K-75K,1,Daily,NHB,FewYear
21,Yes,60,-7,-7,Rural,Home,30185969,1006.38,1,Home,Moderate,Work,3,Car,4,3,50K-75K,1,Daily,HBW,FewYear
46,Yes,30,0,1,Rural,WorkRelated,30185969,11.7,2,Work,Moderate,Home,3,PickupTruck,2,3,50K-75K,1,Daily,HBW,Skip
46,Yes,30,0,1,Rural,Home,30185969,11.7,2,Home,Moderate,Work,3,PickupTruck,2,3,50K-75K,1,Daily,HBW,Skip
38,Yes,30,0,0,Rural,WorkRelated,30185969,19.49,3,Work,Moderate,Home,3,PickupTruck,2,3,50K-75K,1,Daily,HBW,Skip
38,Yes,30,0,0,Rural,Home,30185969,19.49,3,Home,Moderate,Work,3,PickupTruck,2,3,50K-75K,1,Daily,HBW,Skip
43,Yes,55,0,0,Urban,WorkRelated,30186758,17.6,1,Work,Low,Home,6,SUV,2,1,35K-50K,1,Daily,HBW,Skip
43,Yes,55,0,0,Urban,Home,30186758,17.6,1,Home,Low,Work,6,SUV,2,1,35K-50K,1,Daily,HBW,Skip
39,No,-1,0,3,Urban,TransportSomeone,30186758,-9.0,2,PickUpOrDropSomeone,Low,Home,6,Skip,6,1,35K-50K,1,Daily,HBO,Skip
39,No,-1,0,3,Urban,Home,30186758,-9.0,2,Home,Low,PickUpOrDropSomeone,6,Skip,6,1,35K-50K,1,Daily,HBO,Skip
39,No,-1,0,3,Urban,TransportSomeone,30186758,-9.0,2,PickUpOrDropSomeone,Low,Home,6,Skip,6,1,35K-50K,1,Daily,HBO,Skip
39,No,-1,0,3,Urban,Shopping,30186758,-9.0,2,BuyGoods,Low,PickUpOrDropSomeone,6,Skip,6,1,35K-50K,1,Daily,NHB,Skip
39,No,-1,0,3,Urban,Medical,30186758,-9.0,2,MedicalService,Low,BuyGoods,6,Skip,6,1,35K-50K,1,Daily,NHB,Skip
39,No,-1,0,3,Urban,Home,30186758,-9.0,2,Home,Low,MedicalService,6,Skip,6,1,35K-50K,1,Daily,HBO,Skip
20,Yes,-1,0,6,Urban,TransportSomeone,30186758,-9.0,3,PickUpOrDropSomeone,Low,Home,6,Skip,6,1,35K-50K,1,Daily,HBO,Skip
20,Yes,-1,0,6,Urban,Home,30186758,-9.0,3,Home,Low,PickUpOrDropSomeone,6,Skip,6,1,35K-50K,1,Daily,HBO,Skip
20,Yes,-1,0,6,Urban,TransportSomeone,30186758,-9.0,3,PickUpOrDropSomeone,Low,Home,6,Skip,6,1,35K-50K,1,Daily,HBO,Skip
20,Yes,-1,0,6,Urban,Shopping,30186758,-9.0,3,BuyGoods,Low,PickUpOrDropSomeone,6,Skip,6,1,35K-50K,1,Daily,NHB,Skip
20,Yes,-1,0,6,Urban,Medical,30186758,-9.0,3,MedicalService,Low,BuyGoods,6,Skip,6,1,35K-50K,1,Daily,NHB,Skip
20,Yes,-1,0,6,Urban,Home,30186758,-9.0,3,Home,Low,MedicalService,6,Skip,6,1,35K-50K,1,Daily,HBO,Skip
17,No,-1,0,0,Urban,SchoolOrReligious,30186758,-9.0,4,GoSchoolAsStudent,Low,Home,6,Skip,2,1,35K-50K,1,Daily,HBO,Skip
17,No,-1,0,0,Urban,Home,30186758,-9.0,4,Home,Low,GoSchoolAsStudent,6,Skip,2,1,35K-50K,1,Daily,HBO,Skip
16,No,-1,0,0,Urban,SchoolOrReligious,30186758,-9.0,5,GoSchoolAsStudent,Low,Home,6,Skip,2,1,35K-50K,1,Daily,HBO,Skip
16,No,-1,0,0,Urban,Home,30186758,-9.0,5,Home,Low,GoSchoolAsStudent,6,Skip,2,1,35K-50K,1,Daily,HBO,Skip
9,Skip,-1,0,1,Urban,SchoolOrReligious,30186758,-9.0,6,GoSchoolAsStudent,Low,Home,6,Skip,4,1,35K-50K,1,Daily,HBO,Skip
9,Skip,-1,0,1,Urban,Shopping,30186758,-9.0,6,BuyGoods,Low,GoSchoolAsStudent,6,Skip,4,1,35K-50K,1,Daily,NHB,Skip
9,Skip,-1,0,1,Urban,Medical,30186758,-9.0,6,MedicalService,Low,BuyGoods,6,Skip,4,1,35K-50K,1,Daily,NHB,Skip
9,Skip,-1,0,1,Urban,Home,30186758,-9.0,6,Home,Low,MedicalService,6,Skip,4,1,35K-50K,1,Daily,HBO,Skip
28,Yes,-1,0,0,Urban,Shopping,30187284,-9.0,1,Errands,High,Home,5,NotAscertained,5,2,100K-125K,1,Daily,HBO,Skip
28,Yes,-1,0,0,Urban,TransportSomeone,30187284,-9.0,1,PickUpOrDropSomeone,High,Errands,5,NotAscertained,5,2,100K-125K,1,Daily,NHB,Skip
28,Yes,-1,0,0,Urban,Medical,30187284,-9.0,1,MedicalService,High,PickUpOrDropSomeone,5,NotAscertained,5,2,100K-125K,1,Daily,NHB,Skip
28,Yes,-1,0,0,Urban,SocialRecreation,30187284,-9.0,1,SocialRecreational,High,MedicalService,5,NotAscertained,5,2,100K-125K,1,Daily,NHB,Skip
28,Yes,-1,0,0,Urban,Home,30187284,-9.0,1,Home,High,SocialRecreational,5,NotAscertained,5,2,100K-125K,1,Daily,HBSOCREC,Skip
35,Yes,20,0,0,Urban,WorkRelated,30187284,9.74,2,Work,High,Home,5,PickupTruck,2,2,100K-125K,1,Daily,HBW,Skip
35,Yes,20,0,0,Urban,Home,30187284,9.74,2,Home,High,Work,5,PickupTruck,2,2,100K-125K,1,Daily,HBW,Skip
6,Skip,-1,0,0,Urban,Other,30187284,-9.0,3,Other,High,Home,5,Skip,7,2,100K-125K,1,Daily,HBO,Skip
6,Skip,-1,0,0,Urban,TransportSomeone,30187284,-9.0,3,PickUpOrDropSomeone,High,Other,5,Skip,7,2,100K-125K,1,Daily,NHB,Skip
6,Skip,-1,0,0,Urban,Medical,30187284,-9.0,3,MedicalService,High,PickUpOrDropSomeone,5,Skip,7,2,100K-125K,1,Daily,NHB,Skip
6,Skip,-1,0,0,Urban,Meals,30187284,-9.0,3,BuyMeals,High,MedicalService,5,Skip,7,2,100K-125K,1,Daily,NHB,Skip
6,Skip,-1,0,0,Urban,TransportSomeone,30187284,-9.0,3,PickUpOrDropSomeone,High,BuyMeals,5,Skip,7,2,100K-125K,1,Daily,NHB,Skip
6,Skip,-1,0,0,Urban,SocialRecreation,30187284,-9.0,3,SocialRecreational,High,PickUpOrDropSomeone,5,Skip,7,2,100K-125K,1,Daily,NHB,Skip
6,Skip,-1,0,0,Urban,Home,30187284,-9.0,3,Home,High,SocialRecreational,5,Skip,7,2,100K-125K,1,Daily,HBSOCREC,Skip
58,Yes,-1,4,7,Urban,Home,30191042,-9.0,1,WFH,High,WFH,2,NotAscertained,5,2,75K-100K,1,Daily,HBO,Skip
58,Yes,-1,4,7,Urban,SocialRecreation,30191042,-9.0,1,VisitFriends,High,WFH,2,NotAscertained,5,2,75K-100K,1,Daily,HBSOCREC,Skip
58,Yes,-1,4,7,Urban,Home,30191042,-9.0,1,Home,High,VisitFriends,2,NotAscertained,5,2,75K-100K,1,Daily,HBSOCREC,Skip
58,Yes,-1,4,7,Urban,SocialRecreation,30191042,-9.0,1,SocialRecreational,High,Home,2,NotAscertained,5,2,75K-100K,1,Daily,HBSOCREC,Skip
58,Yes,-1,4,7,Urban,Home,30191042,-9.0,1,Home,High,SocialRecreational,2,NotAscertained,5,2,75K-100K,1,Daily,HBSOCREC,Skip
56,Yes,-1,1,6,Urban,Home,30191042,-9.0,2,WFH,High,GoToGym,2,NotAscertained,3,2,75K-100K,1,Daily,HBSOCREC,Skip
56,Yes,-1,1,6,Urban,SocialRecreation,30191042,-9.0,2,SocialRecreational,High,WFH,2,NotAscertained,3,2,75K-100K,1,Daily,HBSOCREC,Skip
56,Yes,-1,1,6,Urban,Home,30191042,-9.0,2,Home,High,SocialRecreational,2,NotAscertained,3,2,75K-100K,1,Daily,HBSOCREC,Skip
52,Yes,60,0,1,Urban,Home,30191586,43.91,1,Home,High,Home,1,PickupTruck,2,1,75K-100K,1,Daily,HBO,Skip
52,Yes,60,0,1,Urban,Home,30191586,43.91,1,Home,High,Home,1,PickupTruck,2,1,75K-100K,1,Daily,HBO,Skip
45,Yes,20,0,7,Urban,Shopping,30193194,11.28,1,BuyGoods,Low,Home,2,Car,3,2,35K-50K,1,Daily,HBSHOP,Skip
45,Yes,20,0,7,Urban,Shopping,30193194,11.28,1,BuyGoods,Low,BuyGoods,2,Car,3,2,35K-50K,1,Daily,NHB,Skip
45,Yes,20,0,7,Urban,Home,30193194,11.28,1,Home,Low,BuyGoods,2,Car,3,2,35K-50K,1,Daily,HBSHOP,Skip
59,Yes,90,0,3,Urban,Shopping,30193194,0.01,2,BuyGoods,Low,Home,2,PickupTruck,3,2,35K-50K,1,Daily,HBSHOP,Skip
59,Yes,90,0,3,Urban,Shopping,30193194,0.01,2,BuyGoods,Low,BuyGoods,2,PickupTruck,3,2,35K-50K,1,Daily,NHB,Skip
59,Yes,90,0,3,Urban,Home,30193194,0.01,2,Home,Low,BuyGoods,2,PickupTruck,3,2,35K-50K,1,Daily,HBSHOP,Skip
62,Yes,-1,0,20,Urban,SchoolOrReligious,30193397,-9.0,1,Religious,Low,Home,2,Skip,3,0,25K-35K,1,Daily,HBO,Skip
62,Yes,-1,0,20,Urban,Shopping,30193397,-9.0,1,BuyGoods,Low,Religious,2,Skip,3,0,25K-35K,1,Daily,NHB,Skip
62,Yes,-1,0,20,Urban,Home,30193397,-9.0,1,Home,Low,BuyGoods,2,Skip,3,0,25K-35K,1,Daily,HBSHOP,Skip
