R_AGE,DRIVER,TIMETOWK,NBIKETRP,NWALKTRP,URBRUR,WHYTRP1S,HOUSEID,GCDWORK,PERSONID,WHYTO,HHFAMINC2,WHYFROM,HHSIZE,WRKTRANS,CNTTDTR,WRKCOUNT,HHFAMINC,WEBUSE,TRIPPURP,WKFMHMXX
40,Yes,35,1,0,Urban,ToWork,10772342,8,2,GoToWork,2,Home,4,Car,3,1,morethan100K,SeveralWeek,HBW,Skip
40,Yes,35,1,0,Urban,SocialRecreation,10772342,8,2,HangOut,2,GoToWork,4,Car,3,1,morethan100K,SeveralWeek,NHB,Skip
40,Yes,35,1,0,Urban,ReturnHome,10772342,8,2,Home,2,HangOut,4,Car,3,1,morethan100K,SeveralWeek,HBSOCREC,Skip
12,Skip,-1,-1,-1,Urban,SocialRecreation,10772342,-1,3,GoToGym,2,Home,4,Skip,2,1,morethan100K,Skip,HBSOCREC,Skip
12,Skip,-1,-1,-1,Urban,ReturnHome,10772342,-1,3,Home,2,GoToGym,4,Skip,2,1,morethan100K,Skip,HBSOCREC,Skip
10,Skip,-1,-1,-1,Urban,Shopping,10772342,-1,4,BuyGoods,2,Home,4,Skip,5,1,morethan100K,Skip,HBSHOP,Skip
10,Skip,-1,-1,-1,Urban,Shopping,10772342,-1,4,BuyGoods,2,BuyGoods,4,Skip,5,1,morethan100K,Skip,NHB,Skip
10,Skip,-1,-1,-1,Urban,ReturnHome,10772342,-1,4,Home,2,BuyGoods,4,Skip,5,1,morethan100K,Skip,HBSHOP,Skip
10,Skip,-1,-1,-1,Urban,SocialRecreation,10772342,-1,4,HangOut,2,Home,4,Skip,5,1,morethan100K,Skip,HBSOCREC,Skip
10,Skip,-1,-1,-1,Urban,ReturnHome,10772342,-1,4,Home,2,HangOut,4,Skip,5,1,morethan100K,Skip,HBSOCREC,Skip
57,Yes,15,0,1,Urban,ToWork,10774579,13,1,GoToWork,2,Home,2,Car,2,2,morethan100K,Never,HBW,Skip
57,Yes,15,0,1,Urban,ReturnHome,10774579,13,1,Home,2,GoToWork,2,Car,2,2,morethan100K,Never,HBW,Skip
54,Yes,30,0,6,Urban,WorkRelated,10774579,0,2,BusinessMeeting,2,Home,2,Car,4,2,morethan100K,SeveralWeek,HBO,AlmostEveryday
54,Yes,30,0,6,Urban,WorkRelated,10774579,0,2,BusinessMeeting,2,BusinessMeeting,2,Car,4,2,morethan100K,SeveralWeek,NHB,AlmostEveryday
54,Yes,30,0,6,Urban,ReturnHome,10774579,0,2,Home,2,BusinessMeeting,2,Car,4,2,morethan100K,SeveralWeek,HBO,AlmostEveryday
54,Yes,30,0,6,Urban,SocialRecreation,10774579,0,2,GoToGym,2,Home,2,Car,4,2,morethan100K,SeveralWeek,HBSOCREC,AlmostEveryday
67,No,-1,0,4,Urban,Medical,10777945,-1,4,MedicalService,0,Home,4,Skip,2,1,10K-15K,Skip,HBO,Skip
67,No,-1,0,4,Urban,ReturnHome,10777945,-1,4,Home,0,MedicalService,4,Skip,2,1,10K-15K,Skip,HBO,Skip
73,No,-1,2,7,Urban,Medical,10778661,-1,1,MedicalService,0,Home,1,Skip,5,0,20K-25K,AlmostEveryday,HBO,Skip
73,No,-1,2,7,Urban,EatMeal,10778661,-1,1,GetMeal,0,MedicalService,1,Skip,5,0,20K-25K,AlmostEveryday,NHB,Skip
73,No,-1,2,7,Urban,ReturnHome,10778661,-1,1,Home,0,GetMeal,1,Skip,5,0,20K-25K,AlmostEveryday,HBSHOP,Skip
73,No,-1,2,7,Urban,Shopping,10778661,-1,1,BuyGoods,0,Home,1,Skip,5,0,20K-25K,AlmostEveryday,HBSHOP,Skip
73,No,-1,2,7,Urban,ReturnHome,10778661,-1,1,Home,0,BuyGoods,1,Skip,5,0,20K-25K,AlmostEveryday,HBSHOP,Skip
47,Yes,11,0,4,Urban,Shopping,10781018,5,1,BuyGoods,2,Home,2,Car,4,2,55K-60K,SeveralWeek,HBSHOP,Skip
47,Yes,11,0,4,Urban,ReturnHome,10781018,5,1,Home,2,BuyGoods,2,Car,4,2,55K-60K,SeveralWeek,HBSHOP,Skip
47,Yes,11,0,4,Urban,SocialRecreation,10781018,5,1,GoToGym,2,Home,2,Car,4,2,55K-60K,SeveralWeek,HBSOCREC,Skip
47,Yes,11,0,4,Urban,ReturnHome,10781018,5,1,Home,2,GoToGym,2,Car,4,2,55K-60K,SeveralWeek,HBSOCREC,Skip
24,Yes,30,0,5,Urban,ServePassenger,10781139,7,1,DropSomeoneOff,0,Home,2,Car,13,1,25K-30K,OnceWeek,HBO,Skip
24,Yes,30,0,5,Urban,ToWork,10781139,7,1,GoToWork,0,DropSomeoneOff,2,Car,13,1,25K-30K,OnceWeek,NHB,Skip
24,Yes,30,0,5,Urban,Family,10781139,7,1,BuyService,0,GoToWork,2,Car,13,1,25K-30K,OnceWeek,NHB,Skip
24,Yes,30,0,5,Urban,EatMeal,10781139,7,1,GetMeal,0,BuyService,2,Car,13,1,25K-30K,OnceWeek,NHB,Skip
24,Yes,30,0,5,Urban,ReturnWork,10781139,7,1,ReturnToWork,0,GetMeal,2,Car,13,1,25K-30K,OnceWeek,NHB,Skip
24,Yes,30,0,5,Urban,ServePassenger,10781139,7,1,PickUpSomeone,0,ReturnToWork,2,Car,13,1,25K-30K,OnceWeek,NHB,Skip
24,Yes,30,0,5,Urban,ReturnHome,10781139,7,1,Home,0,PickUpSomeone,2,Car,13,1,25K-30K,OnceWeek,HBO,Skip
24,Yes,30,0,5,Urban,ServePassenger,10781139,7,1,DropSomeoneOff,0,Home,2,Car,13,1,25K-30K,OnceWeek,HBO,Skip
24,Yes,30,0,5,Urban,Religious,10781139,7,1,GoReligiousActivityRe,0,DropSomeoneOff,2,Car,13,1,25K-30K,OnceWeek,NHB,Skip
24,Yes,30,0,5,Urban,Religious,10781139,7,1,GoReligiousActivityRe,0,GoReligiousActivityRe,2,Car,13,1,25K-30K,OnceWeek,NHB,Skip
24,Yes,30,0,5,Urban,ServePassenger,10781139,7,1,DropSomeoneOff,0,GoReligiousActivityRe,2,Car,13,1,25K-30K,OnceWeek,NHB,Skip
24,Yes,30,0,5,Urban,ServePassenger,10781139,7,1,PickUpSomeone,0,DropSomeoneOff,2,Car,13,1,25K-30K,OnceWeek,NHB,Skip
24,Yes,30,0,5,Urban,ReturnHome,10781139,7,1,Home,0,PickUpSomeone,2,Car,13,1,25K-30K,OnceWeek,HBO,Skip
3,Skip,-1,-1,-1,Urban,Family,10781139,-1,2,DayCare,0,Home,2,Skip,4,1,25K-30K,Skip,HBO,Skip
3,Skip,-1,-1,-1,Urban,ReturnHome,10781139,-1,2,Home,0,DayCare,2,Skip,4,1,25K-30K,Skip,HBO,Skip
3,Skip,-1,-1,-1,Urban,SocialRecreation,10781139,-1,2,VisitFriends,0,Home,2,Skip,4,1,25K-30K,Skip,HBSOCREC,Skip
3,Skip,-1,-1,-1,Urban,ReturnHome,10781139,-1,2,Home,0,VisitFriends,2,Skip,4,1,25K-30K,Skip,HBSOCREC,Skip
74,Yes,-1,0,3,Urban,Shopping,10781157,-1,1,BuyGoods,0,Home,2,Skip,2,0,25K-30K,SeveralWeek,HBSHOP,Skip
74,Yes,-1,0,3,Urban,ReturnHome,10781157,-1,1,Home,0,BuyGoods,2,Skip,2,0,25K-30K,SeveralWeek,HBSHOP,Skip
80,Yes,-1,0,6,Urban,Family,10781157,-1,2,AttorneyAccountant,0,Home,2,Skip,4,0,25K-30K,OnceWeek,HBO,Skip
80,Yes,-1,0,6,Urban,ReturnHome,10781157,-1,2,Home,0,AttorneyAccountant,2,Skip,4,0,25K-30K,OnceWeek,HBO,Skip
80,Yes,-1,0,6,Urban,Shopping,10781157,-1,2,BuyGoods,0,Home,2,Skip,4,0,25K-30K,OnceWeek,HBSHOP,Skip
80,Yes,-1,0,6,Urban,ReturnHome,10781157,-1,2,Home,0,BuyGoods,2,Skip,4,0,25K-30K,OnceWeek,HBSHOP,Skip
44,Yes,-1,0,2,Urban,Other,10784233,-1,1,SchoolOrReligiousActivity,0,Home,2,Skip,3,1,10K-15K,OnceMonth,HBO,Skip
44,Yes,-1,0,2,Urban,SocialRecreation,10784233,-1,1,Vacation,0,SchoolOrReligiousActivity,2,Skip,3,1,10K-15K,OnceMonth,NHB,Skip
44,Yes,-1,0,2,Urban,ReturnHome,10784233,-1,1,Home,0,Vacation,2,Skip,3,1,10K-15K,OnceMonth,HBSOCREC,Skip
21,Yes,3,0,15,Rural,ServePassenger,10787636,7,1,DropSomeoneOff,0,Home,4,PickupTruck,10,3,20K-25K,Skip,HBO,Skip
21,Yes,3,0,15,Rural,ToWork,10787636,7,1,GoToWork,0,DropSomeoneOff,4,PickupTruck,10,3,20K-25K,Skip,NHB,Skip
21,Yes,3,0,15,Rural,WorkRelated,10787636,7,1,OtherWorkRelated,0,GoToWork,4,PickupTruck,10,3,20K-25K,Skip,NHB,Skip
21,Yes,3,0,15,Rural,WorkRelated,10787636,7,1,OtherWorkRelated,0,OtherWorkRelated,4,PickupTruck,10,3,20K-25K,Skip,NHB,Skip
21,Yes,3,0,15,Rural,Shopping,10787636,7,1,BuyGas,0,OtherWorkRelated,4,PickupTruck,10,3,20K-25K,Skip,NHB,Skip
21,Yes,3,0,15,Rural,WorkRelated,10787636,7,1,OtherWorkRelated,0,BuyGas,4,PickupTruck,10,3,20K-25K,Skip,NHB,Skip
21,Yes,3,0,15,Rural,WorkRelated,10787636,7,1,OtherWorkRelated,0,OtherWorkRelated,4,PickupTruck,10,3,20K-25K,Skip,NHB,Skip
21,Yes,3,0,15,Rural,ReturnWork,10787636,7,1,ReturnToWork,0,OtherWorkRelated,4,PickupTruck,10,3,20K-25K,Skip,NHB,Skip
21,Yes,3,0,15,Rural,ServePassenger,10787636,7,1,PickUpSomeone,0,ReturnToWork,4,PickupTruck,10,3,20K-25K,Skip,NHB,Skip
21,Yes,3,0,15,Rural,ReturnHome,10787636,7,1,Home,0,PickUpSomeone,4,PickupTruck,10,3,20K-25K,Skip,HBO,Skip
50,Yes,5,0,7,Rural,WorkRelated,10787636,3,3,OtherWorkRelated,0,Skip,4,OtherTruck,4,3,20K-25K,Skip,NHB,Skip
50,Yes,5,0,7,Rural,WorkRelated,10787636,3,3,OtherWorkRelated,0,OtherWorkRelated,4,OtherTruck,4,3,20K-25K,Skip,NHB,Skip
50,Yes,5,0,7,Rural,WorkRelated,10787636,3,3,OtherWorkRelated,0,OtherWorkRelated,4,OtherTruck,4,3,20K-25K,Skip,NHB,Skip
50,Yes,5,0,7,Rural,ReturnHome,10787636,3,3,Home,0,OtherWorkRelated,4,OtherTruck,4,3,20K-25K,Skip,HBO,Skip
2,Skip,-1,-1,-1,Rural,Family,10787636,-1,4,DayCare,0,Home,4,Skip,2,3,20K-25K,Skip,HBO,Skip
2,Skip,-1,-1,-1,Rural,ReturnHome,10787636,-1,4,Home,0,DayCare,4,Skip,2,3,20K-25K,Skip,HBO,Skip
43,Yes,15,0,1,Urban,ToWork,10791370,5,1,GoToWork,1,Home,1,Car,5,1,30K-35K,SeveralWeek,HBW,Skip
43,Yes,15,0,1,Urban,EatMeal,10791370,5,1,SocialEvent,1,GoToWork,1,Car,5,1,30K-35K,SeveralWeek,NHB,Skip
43,Yes,15,0,1,Urban,ReturnWork,10791370,5,1,ReturnToWork,1,SocialEvent,1,Car,5,1,30K-35K,SeveralWeek,NHB,Skip
43,Yes,15,0,1,Urban,Shopping,10791370,5,1,BuyGoods,1,ReturnToWork,1,Car,5,1,30K-35K,SeveralWeek,NHB,Skip
43,Yes,15,0,1,Urban,ReturnHome,10791370,5,1,Home,1,BuyGoods,1,Car,5,1,30K-35K,SeveralWeek,HBSHOP,Skip
81,Yes,-1,0,3,Urban,Medical,10794858,-1,1,MedicalService,2,Home,2,Skip,2,0,80K-100K,AlmostEveryday,HBO,Skip
81,Yes,-1,0,3,Urban,ReturnHome,10794858,-1,1,Home,2,MedicalService,2,Skip,2,0,80K-100K,AlmostEveryday,HBO,Skip
76,Yes,-1,0,0,Urban,Shopping,10794858,-1,2,BuyGoods,2,Home,2,Skip,3,0,80K-100K,Skip,HBSHOP,Skip
76,Yes,-1,0,0,Urban,Family,10794858,-1,2,BuyService,2,BuyGoods,2,Skip,3,0,80K-100K,Skip,NHB,Skip
76,Yes,-1,0,0,Urban,ReturnHome,10794858,-1,2,Home,2,BuyService,2,Skip,3,0,80K-100K,Skip,HBSHOP,Skip
70,Yes,-1,0,7,Urban,SocialRecreation,10795819,-1,1,GoToGym,2,Skip,2,Skip,10,0,80K-100K,SeveralWeek,NHB,Skip
70,Yes,-1,0,7,Urban,ReturnHome,10795819,-1,1,Home,2,GoToGym,2,Skip,10,0,80K-100K,SeveralWeek,HBSOCREC,Skip
70,Yes,-1,0,7,Urban,ServePassenger,10795819,-1,1,DropSomeoneOff,2,Home,2,Skip,10,0,80K-100K,SeveralWeek,HBO,Skip
70,Yes,-1,0,7,Urban,SocialRecreation,10795819,-1,1,GoToGym,2,DropSomeoneOff,2,Skip,10,0,80K-100K,SeveralWeek,NHB,Skip
70,Yes,-1,0,7,Urban,EatMeal,10795819,-1,1,SocialEvent,2,GoToGym,2,Skip,10,0,80K-100K,SeveralWeek,NHB,Skip
70,Yes,-1,0,7,Urban,ReturnHome,10795819,-1,1,Home,2,SocialEvent,2,Skip,10,0,80K-100K,SeveralWeek,HBSOCREC,Skip
70,Yes,-1,0,7,Urban,SocialRecreation,10795819,-1,1,GoToGym,2,Home,2,Skip,10,0,80K-100K,SeveralWeek,HBSOCREC,Skip
70,Yes,-1,0,7,Urban,ReturnHome,10795819,-1,1,Home,2,GoToGym,2,Skip,10,0,80K-100K,SeveralWeek,HBSOCREC,Skip
70,Yes,-1,0,7,Urban,EatMeal,10795819,-1,1,SocialEvent,2,Home,2,Skip,10,0,80K-100K,SeveralWeek,HBSOCREC,Skip
70,Yes,-1,0,7,Urban,ReturnHome,10795819,-1,1,Home,2,SocialEvent,2,Skip,10,0,80K-100K,SeveralWeek,HBSOCREC,Skip
68,Yes,-1,0,7,Urban,SocialRecreation,10795819,-1,2,GoToGym,2,Skip,2,Skip,9,0,80K-100K,SeveralWeek,NHB,Skip
68,Yes,-1,0,7,Urban,ServePassenger,10795819,-1,2,DropSomeoneOff,2,GoToGym,2,Skip,9,0,80K-100K,SeveralWeek,NHB,Skip
68,Yes,-1,0,7,Urban,SocialRecreation,10795819,-1,2,GoToGym,2,DropSomeoneOff,2,Skip,9,0,80K-100K,SeveralWeek,NHB,Skip
68,Yes,-1,0,7,Urban,EatMeal,10795819,-1,2,SocialEvent,2,GoToGym,2,Skip,9,0,80K-100K,SeveralWeek,NHB,Skip
68,Yes,-1,0,7,Urban,ReturnHome,10795819,-1,2,Home,2,SocialEvent,2,Skip,9,0,80K-100K,SeveralWeek,HBSOCREC,Skip
68,Yes,-1,0,7,Urban,SocialRecreation,10795819,-1,2,VisitFriends,2,Home,2,Skip,9,0,80K-100K,SeveralWeek,HBSOCREC,Skip
68,Yes,-1,0,7,Urban,ReturnHome,10795819,-1,2,Home,2,VisitFriends,2,Skip,9,0,80K-100K,SeveralWeek,HBSOCREC,Skip
68,Yes,-1,0,7,Urban,Family,10795819,-1,2,BuyService,2,Home,2,Skip,9,0,80K-100K,SeveralWeek,HBSHOP,Skip
68,Yes,-1,0,7,Urban,ReturnHome,10795819,-1,2,Home,2,BuyService,2,Skip,9,0,80K-100K,SeveralWeek,HBSHOP,Skip
51,Yes,-1,0,4,Rural,ServePassenger,10799899,0,1,DropSomeoneOff,1,Home,3,Skip,12,1,35K-40K,AlmostEveryday,HBO,Skip
51,Yes,-1,0,4,Rural,ReturnHome,10799899,0,1,Home,1,DropSomeoneOff,3,Skip,12,1,35K-40K,AlmostEveryday,HBO,Skip
51,Yes,-1,0,4,Rural,WorkRelated,10799899,0,1,OtherWorkRelated,1,Home,3,Skip,12,1,35K-40K,AlmostEveryday,HBO,Skip
51,Yes,-1,0,4,Rural,WorkRelated,10799899,0,1,OtherWorkRelated,1,OtherWorkRelated,3,Skip,12,1,35K-40K,AlmostEveryday,NHB,Skip
51,Yes,-1,0,4,Rural,WorkRelated,10799899,0,1,OtherWorkRelated,1,OtherWorkRelated,3,Skip,12,1,35K-40K,AlmostEveryday,NHB,Skip
51,Yes,-1,0,4,Rural,WorkRelated,10799899,0,1,OtherWorkRelated,1,OtherWorkRelated,3,Skip,12,1,35K-40K,AlmostEveryday,NHB,Skip
51,Yes,-1,0,4,Rural,WorkRelated,10799899,0,1,OtherWorkRelated,1,OtherWorkRelated,3,Skip,12,1,35K-40K,AlmostEveryday,NHB,Skip
51,Yes,-1,0,4,Rural,WorkRelated,10799899,0,1,OtherWorkRelated,1,OtherWorkRelated,3,Skip,12,1,35K-40K,AlmostEveryday,NHB,Skip
51,Yes,-1,0,4,Rural,WorkRelated,10799899,0,1,OtherWorkRelated,1,OtherWorkRelated,3,Skip,12,1,35K-40K,AlmostEveryday,NHB,Skip
51,Yes,-1,0,4,Rural,WorkRelated,10799899,0,1,OtherWorkRelated,1,OtherWorkRelated,3,Skip,12,1,35K-40K,AlmostEveryday,NHB,Skip
51,Yes,-1,0,4,Rural,ServePassenger,10799899,0,1,PickUpSomeone,1,OtherWorkRelated,3,Skip,12,1,35K-40K,AlmostEveryday,NHB,Skip
51,Yes,-1,0,4,Rural,ReturnHome,10799899,0,1,Home,1,PickUpSomeone,3,Skip,12,1,35K-40K,AlmostEveryday,HBO,Skip
14,Skip,-1,-1,-1,Rural,School,10799899,-1,2,GoSchoolAsStudent,1,Home,3,Skip,3,1,35K-40K,Skip,HBO,Skip
14,Skip,-1,-1,-1,Rural,Other,10799899,-1,2,Other,1,GoSchoolAsStudent,3,Skip,3,1,35K-40K,Skip,NHB,Skip
14,Skip,-1,-1,-1,Rural,ReturnHome,10799899,-1,2,Home,1,Other,3,Skip,3,1,35K-40K,Skip,HBO,Skip
11,Skip,-1,-1,-1,Rural,School,10799899,-1,3,GoSchoolAsStudent,1,Home,3,Skip,2,1,35K-40K,Skip,HBO,Skip
11,Skip,-1,-1,-1,Rural,ReturnHome,10799899,-1,3,Home,1,GoSchoolAsStudent,3,Skip,2,1,35K-40K,Skip,HBO,Skip
34,Yes,5,0,2,Urban,Shopping,10800227,2,1,BuyGoods,0,Home,4,Car,5,2,5K-10K,Skip,HBSHOP,AlmostEveryday
34,Yes,5,0,2,Urban,ReturnHome,10800227,2,1,Home,0,BuyGoods,4,Car,5,2,5K-10K,Skip,HBSHOP,AlmostEveryday
34,Yes,5,0,2,Urban,Shopping,10800227,2,1,BuyGas,0,Home,4,Car,5,2,5K-10K,Skip,HBSHOP,AlmostEveryday
34,Yes,5,0,2,Urban,Family,10800227,2,1,FamilyPersonalBusiness,0,BuyGas,4,Car,5,2,5K-10K,Skip,NHB,AlmostEveryday
34,Yes,5,0,2,Urban,ReturnHome,10800227,2,1,Home,0,FamilyPersonalBusiness,4,Car,5,2,5K-10K,Skip,HBO,AlmostEveryday
36,Yes,-5,0,7,Urban,SocialRecreation,10800227,12,2,GoToGym,0,Home,4,Skip,1,2,5K-10K,OnceMonth,HBSOCREC,Skip
11,Skip,-1,-1,-1,Urban,SocialRecreation,10800227,-1,3,VisitFriends,0,Home,4,Skip,5,2,5K-10K,Skip,HBSOCREC,Skip
11,Skip,-1,-1,-1,Urban,ReturnHome,10800227,-1,3,Home,0,VisitFriends,4,Skip,5,2,5K-10K,Skip,HBSOCREC,Skip
11,Skip,-1,-1,-1,Urban,Shopping,10800227,-1,3,BuyGas,0,Home,4,Skip,5,2,5K-10K,Skip,HBSHOP,Skip
11,Skip,-1,-1,-1,Urban,Family,10800227,-1,3,FamilyPersonalBusiness,0,BuyGas,4,Skip,5,2,5K-10K,Skip,NHB,Skip
11,Skip,-1,-1,-1,Urban,ReturnHome,10800227,-1,3,Home,0,FamilyPersonalBusiness,4,Skip,5,2,5K-10K,Skip,HBO,Skip
9,Skip,-1,-1,-1,Urban,SocialRecreation,10800227,-1,4,GoToGym,0,Home,4,Skip,4,2,5K-10K,Skip,HBSOCREC,Skip
9,Skip,-1,-1,-1,Urban,ServePassenger,10800227,-1,4,TakeAndWait,0,GoToGym,4,Skip,4,2,5K-10K,Skip,NHB,Skip
9,Skip,-1,-1,-1,Urban,Family,10800227,-1,4,FamilyPersonalBusiness,0,TakeAndWait,4,Skip,4,2,5K-10K,Skip,NHB,Skip
9,Skip,-1,-1,-1,Urban,ReturnHome,10800227,-1,4,Home,0,FamilyPersonalBusiness,4,Skip,4,2,5K-10K,Skip,HBO,Skip
84,Yes,45,0,0,Urban,ToWork,10802735,11,1,GoToWork,2,Home,3,Car,5,3,75K-80K,Skip,HBW,Skip
84,Yes,45,0,0,Urban,ReturnHome,10802735,11,1,Home,2,GoToWork,3,Car,5,3,75K-80K,Skip,HBW,Skip
84,Yes,45,0,0,Urban,Shopping,10802735,11,1,BuyGoods,2,Home,3,Car,5,3,75K-80K,Skip,HBSHOP,Skip
84,Yes,45,0,0,Urban,Shopping,10802735,11,1,BuyGoods,2,BuyGoods,3,Car,5,3,75K-80K,Skip,NHB,Skip
84,Yes,45,0,0,Urban,ReturnHome,10802735,11,1,Home,2,BuyGoods,3,Car,5,3,75K-80K,Skip,HBSHOP,Skip
47,Yes,60,0,2,Urban,Family,10802735,15,2,PTA,2,Home,3,Car,9,3,75K-80K,SeveralWeek,HBO,Skip
47,Yes,60,0,2,Urban,Shopping,10802735,15,2,BuyGoods,2,PTA,3,Car,9,3,75K-80K,SeveralWeek,NHB,Skip
47,Yes,60,0,2,Urban,Family,10802735,15,2,BuyService,2,BuyGoods,3,Car,9,3,75K-80K,SeveralWeek,NHB,Skip
47,Yes,60,0,2,Urban,ReturnHome,10802735,15,2,Home,2,BuyService,3,Car,9,3,75K-80K,SeveralWeek,HBSHOP,Skip
47,Yes,60,0,2,Urban,Shopping,10802735,15,2,BuyGoods,2,Home,3,Car,9,3,75K-80K,SeveralWeek,HBSHOP,Skip
47,Yes,60,0,2,Urban,SocialRecreation,10802735,15,2,HangOut,2,BuyGoods,3,Car,9,3,75K-80K,SeveralWeek,NHB,Skip
47,Yes,60,0,2,Urban,Shopping,10802735,15,2,BuyGas,2,HangOut,3,Car,9,3,75K-80K,SeveralWeek,NHB,Skip
47,Yes,60,0,2,Urban,Shopping,10802735,15,2,BuyGoods,2,BuyGas,3,Car,9,3,75K-80K,SeveralWeek,NHB,Skip
47,Yes,60,0,2,Urban,ReturnHome,10802735,15,2,Home,2,BuyGoods,3,Car,9,3,75K-80K,SeveralWeek,HBSHOP,Skip
59,No,-1,0,0,Urban,Shopping,10802735,-1,3,BuyGoods,2,Home,3,Skip,3,3,75K-80K,Skip,HBSHOP,Skip
59,No,-1,0,0,Urban,Family,10802735,-1,3,BuyService,2,BuyGoods,3,Skip,3,3,75K-80K,Skip,NHB,Skip
59,No,-1,0,0,Urban,ReturnHome,10802735,-1,3,Home,2,BuyService,3,Skip,3,3,75K-80K,Skip,HBSHOP,Skip
49,Yes,-5,0,7,Urban,SocialRecreation,10804542,1,1,GoToGym,2,Home,4,Skip,7,4,morethan100K,AlmostEveryday,HBSOCREC,Skip
49,Yes,-5,0,7,Urban,SocialRecreation,10804542,1,1,GoToGym,2,GoToGym,4,Skip,7,4,morethan100K,AlmostEveryday,NHB,Skip
49,Yes,-5,0,7,Urban,Shopping,10804542,1,1,BuyGoods,2,GoToGym,4,Skip,7,4,morethan100K,AlmostEveryday,NHB,Skip
49,Yes,-5,0,7,Urban,Shopping,10804542,1,1,BuyGoods,2,BuyGoods,4,Skip,7,4,morethan100K,AlmostEveryday,NHB,Skip
49,Yes,-5,0,7,Urban,Shopping,10804542,1,1,BuyGoods,2,BuyGoods,4,Skip,7,4,morethan100K,AlmostEveryday,NHB,Skip
49,Yes,-5,0,7,Urban,Family,10804542,1,1,GroomingHaircutNails,2,BuyGoods,4,Skip,7,4,morethan100K,AlmostEveryday,NHB,Skip
49,Yes,-5,0,7,Urban,ReturnHome,10804542,1,1,Home,2,GroomingHaircutNails,4,Skip,7,4,morethan100K,AlmostEveryday,HBO,Skip
55,Yes,30,0,0,Urban,ToWork,10804542,11,2,GoToWork,2,Home,4,Car,4,4,morethan100K,Never,HBW,Skip
55,Yes,30,0,0,Urban,Family,10804542,11,2,BuyService,2,GoToWork,4,Car,4,4,morethan100K,Never,NHB,Skip
55,Yes,30,0,0,Urban,ReturnWork,10804542,11,2,ReturnToWork,2,BuyService,4,Car,4,4,morethan100K,Never,NHB,Skip
55,Yes,30,0,0,Urban,ReturnHome,10804542,11,2,Home,2,ReturnToWork,4,Car,4,4,morethan100K,Never,HBW,Skip
22,Yes,20,1,4,Urban,ToWork,10804542,5,3,GoToWork,2,Home,4,SUV,7,4,morethan100K,AlmostEveryday,HBW,Skip
22,Yes,20,1,4,Urban,ReturnHome,10804542,5,3,Home,2,GoToWork,4,SUV,7,4,morethan100K,AlmostEveryday,HBW,Skip
22,Yes,20,1,4,Urban,Shopping,10804542,5,3,BuyGoods,2,Home,4,SUV,7,4,morethan100K,AlmostEveryday,HBSHOP,Skip
22,Yes,20,1,4,Urban,SocialRecreation,10804542,5,3,HangOut,2,BuyGoods,4,SUV,7,4,morethan100K,AlmostEveryday,NHB,Skip
22,Yes,20,1,4,Urban,ReturnHome,10804542,5,3,Home,2,HangOut,4,SUV,7,4,morethan100K,AlmostEveryday,HBSOCREC,Skip
22,Yes,20,1,4,Urban,SocialRecreation,10804542,5,3,GoToGym,2,Home,4,SUV,7,4,morethan100K,AlmostEveryday,HBSOCREC,Skip
22,Yes,20,1,4,Urban,ReturnHome,10804542,5,3,Home,2,GoToGym,4,SUV,7,4,morethan100K,AlmostEveryday,HBSOCREC,Skip
19,Yes,30,1,5,Urban,ToWork,10804542,11,4,GoToWork,2,Home,4,Car,2,4,morethan100K,AlmostEveryday,HBW,Skip
19,Yes,30,1,5,Urban,ReturnHome,10804542,11,4,Home,2,GoToWork,4,Car,2,4,morethan100K,AlmostEveryday,HBW,Skip
31,Yes,-5,0,7,Urban,SocialRecreation,10805802,20,1,Vacation,2,Skip,3,Skip,4,2,65K-70K,AlmostEveryday,NHB,Skip
31,Yes,-5,0,7,Urban,ReturnHome,10805802,20,1,Home,2,Vacation,3,Skip,4,2,65K-70K,AlmostEveryday,HBSOCREC,Skip
31,Yes,-5,0,7,Urban,EatMeal,10805802,20,1,GetMeal,2,Home,3,Skip,4,2,65K-70K,AlmostEveryday,HBSHOP,Skip
31,Yes,-5,0,7,Urban,ReturnHome,10805802,20,1,Home,2,GetMeal,3,Skip,4,2,65K-70K,AlmostEveryday,HBSHOP,Skip
39,Yes,-5,0,6,Urban,SocialRecreation,10805802,10,3,Vacation,2,Skip,3,Skip,4,2,65K-70K,AlmostEveryday,NHB,Skip
39,Yes,-5,0,6,Urban,ReturnHome,10805802,10,3,Home,2,Vacation,3,Skip,4,2,65K-70K,AlmostEveryday,HBSOCREC,Skip
39,Yes,-5,0,6,Urban,EatMeal,10805802,10,3,GetMeal,2,Home,3,Skip,4,2,65K-70K,AlmostEveryday,HBSHOP,Skip
39,Yes,-5,0,6,Urban,ReturnHome,10805802,10,3,Home,2,GetMeal,3,Skip,4,2,65K-70K,AlmostEveryday,HBSHOP,Skip
5,Skip,-1,-1,-1,Urban,SocialRecreation,10805802,-1,4,Vacation,2,Skip,3,Skip,4,2,65K-70K,Skip,NHB,Skip
5,Skip,-1,-1,-1,Urban,ReturnHome,10805802,-1,4,Home,2,Vacation,3,Skip,4,2,65K-70K,Skip,HBSOCREC,Skip
5,Skip,-1,-1,-1,Urban,EatMeal,10805802,-1,4,GetMeal,2,Home,3,Skip,4,2,65K-70K,Skip,HBSHOP,Skip
