HOUSEID,PERSONID,WHYFROM,TRIPPURP,WHYTRP1S,WHYTO,HHFAMINC,WRKCOUNT,URBRUR,R_AGE,DRIVER,WRKTRANS,NWALKTRP,NBIKETRP,CARSHARE,TIMETOWK,WKFMHMXX,SCHTRN1,SCHTRN2,DELIVER,CNTTDTR,GCDWORK,DISTTOWK,DISTTOSC,BIKE,CAR,BUS,TRAIN,WEBUSE,HHSIZE,HHFAMINC2,WEBUSE
30257646,2,Religious,HBO,Home,Home,75K-100K,0,Rural,78,Yes,Skip,21,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30257646,2,Home,HBO,TransportSomeone,PickUpOrDropSomeone,75K-100K,0,Rural,78,Yes,Skip,21,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30257646,2,PickUpOrDropSomeone,NHB,SocialRecreation,SocialRecreational,75K-100K,0,Rural,78,Yes,Skip,21,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30257646,2,SocialRecreational,NHB,Meals,BuyMeals,75K-100K,0,Rural,78,Yes,Skip,21,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30257646,2,BuyMeals,NHB,TransportSomeone,PickUpOrDropSomeone,75K-100K,0,Rural,78,Yes,Skip,21,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30257646,2,PickUpOrDropSomeone,HBO,Home,Home,75K-100K,0,Rural,78,Yes,Skip,21,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30257646,2,Home,HBO,Home,Home,75K-100K,0,Rural,78,Yes,Skip,21,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30257925,1,Home,HBSHOP,Shopping,BuyGoods,25K-35K,0,Urban,65,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,0,4,-9.0,-9.0,-9.0,Never,FewAWeek,Never,Never,1,2,0,Daily
30257925,1,BuyGoods,NHB,SocialRecreation,VisitFriends,25K-35K,0,Urban,65,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,0,4,-9.0,-9.0,-9.0,Never,FewAWeek,Never,Never,1,2,0,Daily
30257925,1,VisitFriends,NHB,Shopping,BuyGoods,25K-35K,0,Urban,65,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,0,4,-9.0,-9.0,-9.0,Never,FewAWeek,Never,Never,1,2,0,Daily
30257925,1,BuyGoods,HBSHOP,Home,Home,25K-35K,0,Urban,65,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,0,4,-9.0,-9.0,-9.0,Never,FewAWeek,Never,Never,1,2,0,Daily
30257925,2,Home,HBO,Other,Other,25K-35K,0,Urban,61,No,Skip,0,0,0,-1,Skip,Skip,Skip,0,4,-9.0,-9.0,-9.0,Never,FewAWeek,Never,Never,1,2,0,Daily
30257925,2,Other,NHB,SocialRecreation,VisitFriends,25K-35K,0,Urban,61,No,Skip,0,0,0,-1,Skip,Skip,Skip,0,4,-9.0,-9.0,-9.0,Never,FewAWeek,Never,Never,1,2,0,Daily
30257925,2,VisitFriends,NHB,Other,Other,25K-35K,0,Urban,61,No,Skip,0,0,0,-1,Skip,Skip,Skip,0,4,-9.0,-9.0,-9.0,Never,FewAWeek,Never,Never,1,2,0,Daily
30257925,2,Other,HBO,Home,Home,25K-35K,0,Urban,61,No,Skip,0,0,0,-1,Skip,Skip,Skip,0,4,-9.0,-9.0,-9.0,Never,FewAWeek,Never,Never,1,2,0,Daily
30258323,1,Home,HBO,TransportSomeone,PickUpOrDropSomeone,35K-50K,1,Urban,35,Yes,PickupTruck,7,0,0,90,Skip,PickupTruck,PickupTruck,0,9,0.02,0.0,-9.0,Never,Daily,Never,Never,1,1,0,Daily
30258323,1,PickUpOrDropSomeone,NHB,TransportSomeone,PickUpOrDropSomeone,35K-50K,1,Urban,35,Yes,PickupTruck,7,0,0,90,Skip,PickupTruck,PickupTruck,0,9,0.02,0.0,-9.0,Never,Daily,Never,Never,1,1,0,Daily
30258323,1,PickUpOrDropSomeone,NHB,TransportSomeone,PickUpOrDropSomeone,35K-50K,1,Urban,35,Yes,PickupTruck,7,0,0,90,Skip,PickupTruck,PickupTruck,0,9,0.02,0.0,-9.0,Never,Daily,Never,Never,1,1,0,Daily
30258323,1,PickUpOrDropSomeone,NHB,Shopping,BuyGoods,35K-50K,1,Urban,35,Yes,PickupTruck,7,0,0,90,Skip,PickupTruck,PickupTruck,0,9,0.02,0.0,-9.0,Never,Daily,Never,Never,1,1,0,Daily
30258323,1,BuyGoods,NHB,WorkRelated,Work,35K-50K,1,Urban,35,Yes,PickupTruck,7,0,0,90,Skip,PickupTruck,PickupTruck,0,9,0.02,0.0,-9.0,Never,Daily,Never,Never,1,1,0,Daily
30258323,1,Work,NHB,TransportSomeone,PickUpOrDropSomeone,35K-50K,1,Urban,35,Yes,PickupTruck,7,0,0,90,Skip,PickupTruck,PickupTruck,0,9,0.02,0.0,-9.0,Never,Daily,Never,Never,1,1,0,Daily
30258323,1,PickUpOrDropSomeone,NHB,TransportSomeone,PickUpOrDropSomeone,35K-50K,1,Urban,35,Yes,PickupTruck,7,0,0,90,Skip,PickupTruck,PickupTruck,0,9,0.02,0.0,-9.0,Never,Daily,Never,Never,1,1,0,Daily
30258323,1,PickUpOrDropSomeone,NHB,TransportSomeone,PickUpOrDropSomeone,35K-50K,1,Urban,35,Yes,PickupTruck,7,0,0,90,Skip,PickupTruck,PickupTruck,0,9,0.02,0.0,-9.0,Never,Daily,Never,Never,1,1,0,Daily
30258323,1,PickUpOrDropSomeone,HBO,Home,Home,35K-50K,1,Urban,35,Yes,PickupTruck,7,0,0,90,Skip,PickupTruck,PickupTruck,0,9,0.02,0.0,-9.0,Never,Daily,Never,Never,1,1,0,Daily
30259608,1,Home,HBSHOP,Shopping,BuyGoods,25K-35K,0,Urban,60,Yes,Skip,5,0,0,-1,Skip,Skip,Skip,1,3,-9.0,-9.0,-9.0,FewAMonth,Daily,Never,Never,1,1,0,Daily
30259608,1,BuyGoods,NHB,Shopping,BuyGoods,25K-35K,0,Urban,60,Yes,Skip,5,0,0,-1,Skip,Skip,Skip,1,3,-9.0,-9.0,-9.0,FewAMonth,Daily,Never,Never,1,1,0,Daily
30259608,1,BuyGoods,HBSHOP,Home,Home,25K-35K,0,Urban,60,Yes,Skip,5,0,0,-1,Skip,Skip,Skip,1,3,-9.0,-9.0,-9.0,FewAMonth,Daily,Never,Never,1,1,0,Daily
30259869,1,WFH,HBO,Home,Home,morethan200K,1,Urban,73,Yes,NotAscertained,7,0,0,-1,Skip,NotAscertained,NotAscertained,0,1,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30259869,2,Home,HBO,Other,Volunteer,morethan200K,1,Urban,25,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,1,5,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30259869,2,Volunteer,HBO,Home,Home,morethan200K,1,Urban,25,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,1,5,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30259869,2,Home,HBSOCREC,SocialRecreation,SocialRecreational,morethan200K,1,Urban,25,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,1,5,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30259869,2,SocialRecreational,NHB,Shopping,BuyGoods,morethan200K,1,Urban,25,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,1,5,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30259869,2,BuyGoods,HBSHOP,Home,Home,morethan200K,1,Urban,25,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,1,5,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30259869,3,Home,HBSOCREC,SocialRecreation,GoToGym,morethan200K,1,Urban,26,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,0,3,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30259869,3,GoToGym,NHB,Shopping,BuyGoods,morethan200K,1,Urban,26,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,0,3,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30259869,3,BuyGoods,HBSHOP,Home,Home,morethan200K,1,Urban,26,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,0,3,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30260142,1,Home,HBW,WorkRelated,Work,75K-100K,2,Urban,55,Yes,Van,2,0,0,10,Skip,Van,Van,0,1,19.65,31.56,-9.0,Never,Daily,Never,Never,1,5,2,Daily
30260142,2,Home,HBW,WorkRelated,Work,75K-100K,2,Urban,52,Yes,SUV,5,0,0,10,Skip,SUV,SUV,2,6,3.83,6.4,-9.0,Never,Daily,Never,Never,1,5,2,Daily
30260142,2,Work,HBW,Home,Home,75K-100K,2,Urban,52,Yes,SUV,5,0,0,10,Skip,SUV,SUV,2,6,3.83,6.4,-9.0,Never,Daily,Never,Never,1,5,2,Daily
30260142,2,Home,HBSOCREC,SocialRecreation,GoToGym,75K-100K,2,Urban,52,Yes,SUV,5,0,0,10,Skip,SUV,SUV,2,6,3.83,6.4,-9.0,Never,Daily,Never,Never,1,5,2,Daily
30260142,2,GoToGym,HBSOCREC,Home,Home,75K-100K,2,Urban,52,Yes,SUV,5,0,0,10,Skip,SUV,SUV,2,6,3.83,6.4,-9.0,Never,Daily,Never,Never,1,5,2,Daily
30260142,2,Home,HBO,SchoolOrReligious,Religious,75K-100K,2,Urban,52,Yes,SUV,5,0,0,10,Skip,SUV,SUV,2,6,3.83,6.4,-9.0,Never,Daily,Never,Never,1,5,2,Daily
30260142,2,Religious,HBO,Home,Home,75K-100K,2,Urban,52,Yes,SUV,5,0,0,10,Skip,SUV,SUV,2,6,3.83,6.4,-9.0,Never,Daily,Never,Never,1,5,2,Daily
30260142,3,Home,HBO,SchoolOrReligious,GoSchoolAsStudent,75K-100K,2,Urban,14,Skip,Skip,3,1,-1,-1,Skip,Skip,Skip,-1,2,-9.0,-9.0,10.31,Never,Daily,Never,Never,1,5,2,Daily
30260142,3,GoSchoolAsStudent,HBO,Home,Home,75K-100K,2,Urban,14,Skip,Skip,3,1,-1,-1,Skip,Skip,Skip,-1,2,-9.0,-9.0,10.31,Never,Daily,Never,Never,1,5,2,Daily
30260142,4,Home,HBO,SchoolOrReligious,GoSchoolAsStudent,75K-100K,2,Urban,11,Skip,Skip,0,0,-1,-1,Skip,Skip,Skip,-1,2,-9.0,-9.0,6.44,Never,Daily,Never,Never,1,5,2,Daily
30260142,4,GoSchoolAsStudent,HBO,Home,Home,75K-100K,2,Urban,11,Skip,Skip,0,0,-1,-1,Skip,Skip,Skip,-1,2,-9.0,-9.0,6.44,Never,Daily,Never,Never,1,5,2,Daily
30260142,5,Home,HBO,SchoolOrReligious,GoSchoolAsStudent,75K-100K,2,Urban,9,Skip,Skip,3,2,-1,-1,Skip,Skip,Skip,-1,2,-9.0,-9.0,4.27,Never,Daily,Never,Never,1,5,2,Daily
30260142,5,GoSchoolAsStudent,HBO,Home,Home,75K-100K,2,Urban,9,Skip,Skip,3,2,-1,-1,Skip,Skip,Skip,-1,2,-9.0,-9.0,4.27,Never,Daily,Never,Never,1,5,2,Daily
30260430,1,Home,HBO,SchoolOrReligious,GoSchoolAsStudent,100K-125K,1,Urban,44,Yes,Car,3,0,0,25,Skip,Car,Car,3,3,6.32,6.59,-9.0,FewAYear,Daily,FewAYear,FewAYear,1,5,2,Daily
30260430,1,GoSchoolAsStudent,NHB,WorkRelated,Work,100K-125K,1,Urban,44,Yes,Car,3,0,0,25,Skip,Car,Car,3,3,6.32,6.59,-9.0,FewAYear,Daily,FewAYear,FewAYear,1,5,2,Daily
30260430,1,Work,HBW,Home,Home,100K-125K,1,Urban,44,Yes,Car,3,0,0,25,Skip,Car,Car,3,3,6.32,6.59,-9.0,FewAYear,Daily,FewAYear,FewAYear,1,5,2,Daily
30260430,3,Home,HBO,SchoolOrReligious,GoSchoolAsStudent,100K-125K,1,Urban,15,No,Skip,0,0,-1,-1,Skip,Skip,Skip,-1,2,-9.0,-9.0,7.25,FewAYear,Daily,FewAYear,FewAYear,1,5,2,Daily
30260430,3,GoSchoolAsStudent,HBO,Home,Home,100K-125K,1,Urban,15,No,Skip,0,0,-1,-1,Skip,Skip,Skip,-1,2,-9.0,-9.0,7.25,FewAYear,Daily,FewAYear,FewAYear,1,5,2,Daily
30261039,1,Home,HBSOCREC,SocialRecreation,SocialRecreational,100K-125K,1,Urban,27,Yes,SUV,4,0,0,15,Skip,SUV,SUV,15,3,5.67,7.27,-9.0,FewAYear,Daily,Never,Never,1,2,2,Daily
30261039,1,SocialRecreational,HBSOCREC,Home,Home,100K-125K,1,Urban,27,Yes,SUV,4,0,0,15,Skip,SUV,SUV,15,3,5.67,7.27,-9.0,FewAYear,Daily,Never,Never,1,2,2,Daily
30261039,1,Home,HBO,Home,Home,100K-125K,1,Urban,27,Yes,SUV,4,0,0,15,Skip,SUV,SUV,15,3,5.67,7.27,-9.0,FewAYear,Daily,Never,Never,1,2,2,Daily
30262870,1,Home,HBO,TransportSomeone,PickUpOrDropSomeone,35K-50K,1,Urban,29,Yes,Car,4,0,0,12,Skip,Car,Car,5,7,3.43,5.91,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30262870,1,PickUpOrDropSomeone,NHB,WorkRelated,Work,35K-50K,1,Urban,29,Yes,Car,4,0,0,12,Skip,Car,Car,5,7,3.43,5.91,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30262870,1,Work,NHB,Shopping,Errands,35K-50K,1,Urban,29,Yes,Car,4,0,0,12,Skip,Car,Car,5,7,3.43,5.91,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30262870,1,Errands,NHB,WorkRelated,Work,35K-50K,1,Urban,29,Yes,Car,4,0,0,12,Skip,Car,Car,5,7,3.43,5.91,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30262870,1,Work,NHB,TransportSomeone,PickUpOrDropSomeone,35K-50K,1,Urban,29,Yes,Car,4,0,0,12,Skip,Car,Car,5,7,3.43,5.91,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30262870,1,PickUpOrDropSomeone,NHB,Shopping,BuyGoods,35K-50K,1,Urban,29,Yes,Car,4,0,0,12,Skip,Car,Car,5,7,3.43,5.91,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30262870,1,BuyGoods,HBSHOP,Home,Home,35K-50K,1,Urban,29,Yes,Car,4,0,0,12,Skip,Car,Car,5,7,3.43,5.91,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263008,1,Home,HBO,Medical,MedicalService,50K-75K,1,Urban,62,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,3,3,-9.0,-9.0,-9.0,Never,FewAWeek,Never,Never,1,2,1,Daily
30263008,1,MedicalService,NHB,Shopping,BuyGoods,50K-75K,1,Urban,62,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,3,3,-9.0,-9.0,-9.0,Never,FewAWeek,Never,Never,1,2,1,Daily
30263008,1,BuyGoods,HBSHOP,Home,Home,50K-75K,1,Urban,62,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,3,3,-9.0,-9.0,-9.0,Never,FewAWeek,Never,Never,1,2,1,Daily
30263008,2,Home,HBW,WorkRelated,Work,50K-75K,1,Urban,60,Yes,Car,7,0,0,15,Skip,Car,Car,0,4,2.43,3.62,-9.0,Never,FewAWeek,Never,Never,1,2,1,Daily
30263008,2,Work,NHB,Shopping,BuyGoods,50K-75K,1,Urban,60,Yes,Car,7,0,0,15,Skip,Car,Car,0,4,2.43,3.62,-9.0,Never,FewAWeek,Never,Never,1,2,1,Daily
30263008,2,BuyGoods,HBSHOP,Home,Home,50K-75K,1,Urban,60,Yes,Car,7,0,0,15,Skip,Car,Car,0,4,2.43,3.62,-9.0,Never,FewAWeek,Never,Never,1,2,1,Daily
30263008,2,Home,HBO,Home,Home,50K-75K,1,Urban,60,Yes,Car,7,0,0,15,Skip,Car,Car,0,4,2.43,3.62,-9.0,Never,FewAWeek,Never,Never,1,2,1,Daily
30263049,1,Home,HBSOCREC,SocialRecreation,GoToGym,150K-200K,0,Urban,67,Yes,Skip,16,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30263049,1,GoToGym,HBSOCREC,Home,Home,150K-200K,0,Urban,67,Yes,Skip,16,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30263049,1,Home,HBSOCREC,SocialRecreation,VisitFriends,150K-200K,0,Urban,67,Yes,Skip,16,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30263049,1,VisitFriends,NHB,SocialRecreation,SocialRecreational,150K-200K,0,Urban,67,Yes,Skip,16,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30263049,1,SocialRecreational,NHB,SocialRecreation,VisitFriends,150K-200K,0,Urban,67,Yes,Skip,16,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30263049,1,VisitFriends,NHB,Meals,BuyMeals,150K-200K,0,Urban,67,Yes,Skip,16,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30263049,1,BuyMeals,NHB,Meals,BuyMeals,150K-200K,0,Urban,67,Yes,Skip,16,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30263049,1,BuyMeals,NHB,SocialRecreation,VisitFriends,150K-200K,0,Urban,67,Yes,Skip,16,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30263049,1,VisitFriends,HBSOCREC,Home,Home,150K-200K,0,Urban,67,Yes,Skip,16,0,0,-1,Skip,Skip,Skip,1,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30263049,2,Home,HBSOCREC,SocialRecreation,GoToGym,150K-200K,0,Urban,75,Yes,Skip,7,0,0,-1,Skip,Skip,Skip,1,4,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30263049,2,GoToGym,NHB,Shopping,Errands,150K-200K,0,Urban,75,Yes,Skip,7,0,0,-1,Skip,Skip,Skip,1,4,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30263049,2,Errands,NHB,Shopping,BuyGoods,150K-200K,0,Urban,75,Yes,Skip,7,0,0,-1,Skip,Skip,Skip,1,4,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30263049,2,BuyGoods,HBSHOP,Home,Home,150K-200K,0,Urban,75,Yes,Skip,7,0,0,-1,Skip,Skip,Skip,1,4,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,2,Daily
30263360,1,Home,HBSHOP,Shopping,BuyGoods,35K-50K,0,Urban,72,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,2,6,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,1,BuyGoods,NHB,Shopping,BuyGoods,35K-50K,0,Urban,72,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,2,6,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,1,BuyGoods,HBSHOP,Home,Home,35K-50K,0,Urban,72,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,2,6,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,1,Home,HBSHOP,Meals,BuyMeals,35K-50K,0,Urban,72,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,2,6,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,1,BuyMeals,NHB,SocialRecreation,SocialRecreational,35K-50K,0,Urban,72,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,2,6,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,1,SocialRecreational,HBSOCREC,Home,Home,35K-50K,0,Urban,72,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,2,6,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,2,Home,HBSHOP,Shopping,BuyGoods,35K-50K,0,Urban,72,Yes,Skip,3,0,0,-1,Skip,Skip,Skip,2,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,2,BuyGoods,NHB,Shopping,BuyGoods,35K-50K,0,Urban,72,Yes,Skip,3,0,0,-1,Skip,Skip,Skip,2,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,2,BuyGoods,HBSHOP,Home,Home,35K-50K,0,Urban,72,Yes,Skip,3,0,0,-1,Skip,Skip,Skip,2,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,2,Home,HBSHOP,Shopping,BuyGoods,35K-50K,0,Urban,72,Yes,Skip,3,0,0,-1,Skip,Skip,Skip,2,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,2,BuyGoods,NHB,Shopping,BuyGoods,35K-50K,0,Urban,72,Yes,Skip,3,0,0,-1,Skip,Skip,Skip,2,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,2,BuyGoods,HBSHOP,Home,Home,35K-50K,0,Urban,72,Yes,Skip,3,0,0,-1,Skip,Skip,Skip,2,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,2,Home,HBSHOP,Meals,BuyMeals,35K-50K,0,Urban,72,Yes,Skip,3,0,0,-1,Skip,Skip,Skip,2,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,2,BuyMeals,NHB,SocialRecreation,SocialRecreational,35K-50K,0,Urban,72,Yes,Skip,3,0,0,-1,Skip,Skip,Skip,2,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263360,2,SocialRecreational,HBSOCREC,Home,Home,35K-50K,0,Urban,72,Yes,Skip,3,0,0,-1,Skip,Skip,Skip,2,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,0,Daily
30263708,1,Home,HBW,WorkRelated,Work,morethan200K,3,Urban,57,Yes,Car,0,0,0,25,OnceMonthMore,Car,Car,2,2,193.74,244.93,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30263708,1,Work,HBW,Home,Home,morethan200K,3,Urban,57,Yes,Car,0,0,0,25,OnceMonthMore,Car,Car,2,2,193.74,244.93,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30263708,2,Home,HBW,WorkRelated,Work,morethan200K,3,Urban,59,Yes,SUV,2,0,0,20,OnceWeekMore,SUV,SUV,3,3,193.74,244.93,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30263708,2,Work,NHB,SchoolOrReligious,AdultCare,morethan200K,3,Urban,59,Yes,SUV,2,0,0,20,OnceWeekMore,SUV,SUV,3,3,193.74,244.93,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30263708,2,AdultCare,HBO,Home,Home,morethan200K,3,Urban,59,Yes,SUV,2,0,0,20,OnceWeekMore,SUV,SUV,3,3,193.74,244.93,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30263708,3,Home,HBW,WorkRelated,Work,morethan200K,3,Urban,21,Yes,Car,5,0,0,25,Skip,Car,Car,0,2,2.3,2.99,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30263708,3,Work,HBW,Home,Home,morethan200K,3,Urban,21,Yes,Car,5,0,0,25,Skip,Car,Car,0,2,2.3,2.99,-9.0,Never,Daily,Never,Never,1,3,2,Daily
30264019,1,Home,HBSOCREC,SocialRecreation,VisitFriends,15K-25K,0,Urban,73,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,0,2,-9.0,-9.0,-9.0,Never,Daily,FewAYear,Never,1,1,0,Daily
30264019,1,VisitFriends,HBSOCREC,Home,Home,15K-25K,0,Urban,73,Yes,Skip,0,0,0,-1,Skip,Skip,Skip,0,2,-9.0,-9.0,-9.0,Never,Daily,FewAYear,Never,1,1,0,Daily
30264149,1,Home,HBSHOP,Meals,BuyMeals,50K-75K,2,Urban,29,Yes,NotAscertained,30,0,0,-1,Skip,NotAscertained,NotAscertained,10,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,1,Daily
30264149,1,BuyMeals,NHB,Shopping,BuyGoods,50K-75K,2,Urban,29,Yes,NotAscertained,30,0,0,-1,Skip,NotAscertained,NotAscertained,10,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,1,Daily
30264149,1,BuyGoods,NHB,Shopping,BuyGoods,50K-75K,2,Urban,29,Yes,NotAscertained,30,0,0,-1,Skip,NotAscertained,NotAscertained,10,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,1,Daily
30264149,1,BuyGoods,NHB,WorkRelated,Work,50K-75K,2,Urban,29,Yes,NotAscertained,30,0,0,-1,Skip,NotAscertained,NotAscertained,10,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,1,Daily
30264149,1,Work,NHB,WorkRelated,Work,50K-75K,2,Urban,29,Yes,NotAscertained,30,0,0,-1,Skip,NotAscertained,NotAscertained,10,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,1,Daily
30264149,1,Work,NHB,Meals,BuyMeals,50K-75K,2,Urban,29,Yes,NotAscertained,30,0,0,-1,Skip,NotAscertained,NotAscertained,10,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,1,Daily
30264149,1,BuyMeals,NHB,Shopping,BuyGoods,50K-75K,2,Urban,29,Yes,NotAscertained,30,0,0,-1,Skip,NotAscertained,NotAscertained,10,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,1,Daily
30264149,1,BuyGoods,HBSHOP,Home,Home,50K-75K,2,Urban,29,Yes,NotAscertained,30,0,0,-1,Skip,NotAscertained,NotAscertained,10,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,1,Daily
30264149,1,Home,HBO,Home,Home,50K-75K,2,Urban,29,Yes,NotAscertained,30,0,0,-1,Skip,NotAscertained,NotAscertained,10,9,-9.0,-9.0,-9.0,Never,Daily,Never,Never,1,2,1,Daily
30264149,2,Home,HBW,WorkRelated,Work,50K-75K,2,Urban,20,Yes,Car,10,0,0,15,Skip,Car,Car,5,5,5.11,6.09,-9.0,Never,Daily,Never,Never,1,2,1,Daily
30264149,2,Work,HBW,Home,Home,50K-75K,2,Urban,20,Yes,Car,10,0,0,15,Skip,Car,Car,5,5,5.11,6.09,-9.0,Never,Daily,Never,Never,1,2,1,Daily
30264149,2,Home,HBO,Other,ChangeTransport,50K-75K,2,Urban,20,Yes,Car,10,0,0,15,Skip,Car,Car,5,5,5.11,6.09,-9.0,Never,Daily,Never,Never,1,2,1,Daily
