URBRUR,WKFMHMXX,GCDWORK,TRIPPURP,NBIKETRP,PERSONID,HHSIZE,CNTTDTR,R_AGE,HHFAMINC,DRIVER,WHYFROM,TIMETOWK,WHYTRP1S,HHFAMINC2,WHYTO,WEBUSE,WEBUSE,NWALKTRP,WRKCOUNT,HOUSEID,WRKTRANS
Urban,Skip,13.49,HBO,0,3,5,3,22,125K-150K,Yes,Home,25,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,7,4,30100170,Car
Urban,Skip,13.49,NHB,0,3,5,3,22,125K-150K,Yes,PickUpOrDropSomeone,25,SocialRecreation,High,SocialRecreational,1,Daily,7,4,30100170,Car
Urban,Skip,13.49,HBSOCREC,0,3,5,3,22,125K-150K,Yes,SocialRecreational,25,Home,High,Home,1,Daily,7,4,30100170,Car
Urban,Skip,10.87,HBSOCREC,0,4,5,4,19,125K-150K,Yes,Home,20,SocialRecreation,High,SocialRecreational,1,Daily,12,4,30100170,Car
Urban,Skip,10.87,HBSOCREC,0,4,5,4,19,125K-150K,Yes,SocialRecreational,20,Home,High,Home,1,Daily,12,4,30100170,Car
Urban,Skip,10.87,HBW,0,4,5,4,19,125K-150K,Yes,Home,20,WorkRelated,High,Work,1,Daily,12,4,30100170,Car
Urban,Skip,10.87,HBW,0,4,5,4,19,125K-150K,Yes,Work,20,Home,High,Home,1,Daily,12,4,30100170,Car
Urban,Skip,-9.0,HBSOCREC,0,5,5,10,17,125K-150K,Yes,Home,-1,SocialRecreation,High,SocialRecreational,1,Daily,0,4,30100170,Skip
Urban,Skip,-9.0,HBSOCREC,0,5,5,10,17,125K-150K,Yes,SocialRecreational,-1,Home,High,Home,1,Daily,0,4,30100170,Skip
Urban,Skip,-9.0,HBSOCREC,0,5,5,10,17,125K-150K,Yes,Home,-1,SocialRecreation,High,SocialRecreational,1,Daily,0,4,30100170,Skip
Urban,Skip,-9.0,NHB,0,5,5,10,17,125K-150K,Yes,SocialRecreational,-1,Meals,High,BuyMeals,1,Daily,0,4,30100170,Skip
Urban,Skip,-9.0,NHB,0,5,5,10,17,125K-150K,Yes,BuyMeals,-1,Meals,High,BuyMeals,1,Daily,0,4,30100170,Skip
Urban,Skip,-9.0,HBSHOP,0,5,5,10,17,125K-150K,Yes,BuyMeals,-1,Home,High,Home,1,Daily,0,4,30100170,Skip
Urban,Skip,-9.0,HBSOCREC,0,5,5,10,17,125K-150K,Yes,Home,-1,SocialRecreation,High,SocialRecreational,1,Daily,0,4,30100170,Skip
Urban,Skip,-9.0,NHB,0,5,5,10,17,125K-150K,Yes,SocialRecreational,-1,Meals,High,BuyMeals,1,Daily,0,4,30100170,Skip
Urban,Skip,-9.0,HBSHOP,0,5,5,10,17,125K-150K,Yes,BuyMeals,-1,Home,High,Home,1,Daily,0,4,30100170,Skip
Urban,Skip,-9.0,HBO,0,5,5,10,17,125K-150K,Yes,Home,-1,Home,High,Home,1,Daily,0,4,30100170,Skip
Urban,Skip,11.37,HBW,0,1,2,3,32,75K-100K,Yes,Home,30,WorkRelated,High,Work,1,Daily,7,2,30101872,Car
Urban,Skip,11.37,NHB,0,1,2,3,32,75K-100K,Yes,Work,30,SocialRecreation,High,GoToGym,1,Daily,7,2,30101872,Car
Urban,Skip,11.37,HBSOCREC,0,1,2,3,32,75K-100K,Yes,GoToGym,30,Home,High,Home,1,Daily,7,2,30101872,Car
Urban,Skip,18.13,HBW,0,2,2,4,32,75K-100K,Yes,Home,35,WorkRelated,High,Work,1,Daily,5,2,30101872,Car
Urban,Skip,18.13,HBW,0,2,2,4,32,75K-100K,Yes,Work,35,Home,High,Home,1,Daily,5,2,30101872,Car
Urban,Skip,18.13,HBSOCREC,0,2,2,4,32,75K-100K,Yes,Home,35,SocialRecreation,High,SocialRecreational,1,Daily,5,2,30101872,Car
Urban,Skip,18.13,HBSOCREC,0,2,2,4,32,75K-100K,Yes,SocialRecreational,35,Home,High,Home,1,Daily,5,2,30101872,Car
Urban,Skip,-9.0,HBSHOP,0,1,2,8,69,50K-75K,Yes,Home,-1,Meals,Moderate,BuyMeals,1,Daily,0,0,30102086,Skip
Urban,Skip,-9.0,HBSHOP,0,1,2,8,69,50K-75K,Yes,BuyMeals,-1,Home,Moderate,Home,1,Daily,0,0,30102086,Skip
Urban,Skip,-9.0,HBO,0,1,2,8,69,50K-75K,Yes,Home,-1,TransportSomeone,Moderate,PickUpOrDropSomeone,1,Daily,0,0,30102086,Skip
Urban,Skip,-9.0,HBO,0,1,2,8,69,50K-75K,Yes,PickUpOrDropSomeone,-1,Home,Moderate,Home,1,Daily,0,0,30102086,Skip
Urban,Skip,-9.0,HBO,0,1,2,8,69,50K-75K,Yes,Home,-1,TransportSomeone,Moderate,PickUpOrDropSomeone,1,Daily,0,0,30102086,Skip
Urban,Skip,-9.0,HBO,0,1,2,8,69,50K-75K,Yes,PickUpOrDropSomeone,-1,Home,Moderate,Home,1,Daily,0,0,30102086,Skip
Urban,Skip,-9.0,HBSHOP,0,1,2,8,69,50K-75K,Yes,Home,-1,Shopping,Moderate,BuyGoods,1,Daily,0,0,30102086,Skip
Urban,Skip,-9.0,HBSHOP,0,1,2,8,69,50K-75K,Yes,BuyGoods,-1,Home,Moderate,Home,1,Daily,0,0,30102086,Skip
Urban,Skip,-9.0,HBSHOP,0,2,2,2,74,50K-75K,Yes,Home,-1,Shopping,Moderate,BuyGoods,1,Daily,0,0,30102086,Skip
Urban,Skip,-9.0,HBSHOP,0,2,2,2,74,50K-75K,Yes,BuyGoods,-1,Home,Moderate,Home,1,Daily,0,0,30102086,Skip
Urban,FewYear,13.53,HBW,1,1,2,6,51,100K-125K,Yes,Home,45,WorkRelated,High,Work,1,Daily,7,1,30103786,Car
Urban,FewYear,13.53,NHB,1,1,2,6,51,100K-125K,Yes,Work,45,Meals,High,BuyMeals,1,Daily,7,1,30103786,Car
Urban,FewYear,13.53,NHB,1,1,2,6,51,100K-125K,Yes,BuyMeals,45,WorkRelated,High,Work,1,Daily,7,1,30103786,Car
Urban,FewYear,13.53,NHB,1,1,2,6,51,100K-125K,Yes,Work,45,Shopping,High,BuyGoods,1,Daily,7,1,30103786,Car
Urban,FewYear,13.53,HBSHOP,1,1,2,6,51,100K-125K,Yes,BuyGoods,45,Home,High,Home,1,Daily,7,1,30103786,Car
Urban,FewYear,13.53,HBO,1,1,2,6,51,100K-125K,Yes,Home,45,Home,High,Home,1,Daily,7,1,30103786,Car
Urban,Skip,-9.0,HBO,1,2,2,8,37,100K-125K,Yes,Home,-1,Shopping,High,Errands,1,Daily,1,1,30103786,Skip
Urban,Skip,-9.0,NHB,1,2,2,8,37,100K-125K,Yes,Errands,-1,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,1,1,30103786,Skip
Urban,Skip,-9.0,NHB,1,2,2,8,37,100K-125K,Yes,PickUpOrDropSomeone,-1,Meals,High,BuyMeals,1,Daily,1,1,30103786,Skip
Urban,Skip,-9.0,NHB,1,2,2,8,37,100K-125K,Yes,BuyMeals,-1,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,1,1,30103786,Skip
Urban,Skip,-9.0,NHB,1,2,2,8,37,100K-125K,Yes,PickUpOrDropSomeone,-1,Shopping,High,BuyGoods,1,Daily,1,1,30103786,Skip
Urban,Skip,-9.0,HBSHOP,1,2,2,8,37,100K-125K,Yes,BuyGoods,-1,Home,High,Home,1,Daily,1,1,30103786,Skip
Urban,Skip,-9.0,HBO,1,2,2,8,37,100K-125K,Yes,Home,-1,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,1,1,30103786,Skip
Urban,Skip,-9.0,HBO,1,2,2,8,37,100K-125K,Yes,PickUpOrDropSomeone,-1,Home,High,Home,1,Daily,1,1,30103786,Skip
Rural,FewYear,12.8,HBO,0,1,2,3,60,150K-200K,Yes,Home,45,Shopping,High,Errands,1,Daily,6,2,30104732,Car
Rural,FewYear,12.8,NHB,0,1,2,3,60,150K-200K,Yes,Errands,45,WorkRelated,High,Work,1,Daily,6,2,30104732,Car
Rural,FewYear,12.8,HBW,0,1,2,3,60,150K-200K,Yes,Work,45,Home,High,Home,1,Daily,6,2,30104732,Car
Rural,Skip,22.53,HBO,7,2,2,6,57,150K-200K,Yes,Home,40,Home,High,Home,1,Daily,28,2,30104732,Car
Rural,Skip,22.53,HBO,7,2,2,6,57,150K-200K,Yes,Home,40,Medical,High,MedicalService,1,Daily,28,2,30104732,Car
Rural,Skip,22.53,NHB,7,2,2,6,57,150K-200K,Yes,MedicalService,40,Meals,High,BuyMeals,1,Daily,28,2,30104732,Car
Rural,Skip,22.53,NHB,7,2,2,6,57,150K-200K,Yes,BuyMeals,40,Shopping,High,BuyGoods,1,Daily,28,2,30104732,Car
Rural,Skip,22.53,HBSHOP,7,2,2,6,57,150K-200K,Yes,BuyGoods,40,Home,High,Home,1,Daily,28,2,30104732,Car
Rural,Skip,22.53,HBO,7,2,2,6,57,150K-200K,Yes,Home,40,Home,High,Home,1,Daily,28,2,30104732,Car
Rural,Skip,-9.0,HBO,0,1,2,3,73,100K-125K,Yes,Home,-1,Shopping,High,Errands,1,Daily,0,0,30107740,Skip
Rural,Skip,-9.0,NHB,0,1,2,3,73,100K-125K,Yes,Errands,-1,WorkRelated,High,Work,1,Daily,0,0,30107740,Skip
Rural,Skip,-9.0,HBW,0,1,2,3,73,100K-125K,Yes,Work,-1,Home,High,Home,1,Daily,0,0,30107740,Skip
Rural,Skip,-9.0,HBSHOP,0,2,2,3,74,100K-125K,Yes,Home,-1,Shopping,High,BuyService,1,Daily,0,0,30107740,Skip
Rural,Skip,-9.0,NHB,0,2,2,3,74,100K-125K,Yes,BuyService,-1,Shopping,High,BuyGoods,1,Daily,0,0,30107740,Skip
Rural,Skip,-9.0,HBSHOP,0,2,2,3,74,100K-125K,Yes,BuyGoods,-1,Home,High,Home,1,Daily,0,0,30107740,Skip
Urban,Skip,-9.0,HBSHOP,0,1,2,7,62,15K-25K,Yes,Home,-1,Shopping,VeryLow,BuyService,1,Daily,4,0,30109160,Skip
Urban,Skip,-9.0,NHB,0,1,2,7,62,15K-25K,Yes,BuyService,-1,Shopping,VeryLow,BuyGoods,1,Daily,4,0,30109160,Skip
Urban,Skip,-9.0,NHB,0,1,2,7,62,15K-25K,Yes,BuyGoods,-1,Shopping,VeryLow,BuyGoods,1,Daily,4,0,30109160,Skip
Urban,Skip,-9.0,NHB,0,1,2,7,62,15K-25K,Yes,BuyGoods,-1,Shopping,VeryLow,BuyGoods,1,Daily,4,0,30109160,Skip
Urban,Skip,-9.0,NHB,0,1,2,7,62,15K-25K,Yes,BuyGoods,-1,Shopping,VeryLow,BuyGoods,1,Daily,4,0,30109160,Skip
Urban,Skip,-9.0,NHB,0,1,2,7,62,15K-25K,Yes,BuyGoods,-1,Meals,VeryLow,BuyMeals,1,Daily,4,0,30109160,Skip
Urban,Skip,-9.0,HBSHOP,0,1,2,7,62,15K-25K,Yes,BuyMeals,-1,Home,VeryLow,Home,1,Daily,4,0,30109160,Skip
Urban,Skip,-9.0,HBO,0,2,2,9,62,15K-25K,Yes,Home,-1,Home,VeryLow,Home,1,Daily,21,0,30109160,Skip
Urban,Skip,-9.0,HBSHOP,0,2,2,9,62,15K-25K,Yes,Home,-1,Shopping,VeryLow,BuyService,1,Daily,21,0,30109160,Skip
Urban,Skip,-9.0,NHB,0,2,2,9,62,15K-25K,Yes,BuyService,-1,Shopping,VeryLow,BuyGoods,1,Daily,21,0,30109160,Skip
Urban,Skip,-9.0,NHB,0,2,2,9,62,15K-25K,Yes,BuyGoods,-1,Shopping,VeryLow,BuyGoods,1,Daily,21,0,30109160,Skip
Urban,Skip,-9.0,NHB,0,2,2,9,62,15K-25K,Yes,BuyGoods,-1,Shopping,VeryLow,BuyGoods,1,Daily,21,0,30109160,Skip
Urban,Skip,-9.0,NHB,0,2,2,9,62,15K-25K,Yes,BuyGoods,-1,Shopping,VeryLow,BuyGoods,1,Daily,21,0,30109160,Skip
Urban,Skip,-9.0,NHB,0,2,2,9,62,15K-25K,Yes,BuyGoods,-1,Shopping,VeryLow,BuyGoods,1,Daily,21,0,30109160,Skip
Urban,Skip,-9.0,HBSHOP,0,2,2,9,62,15K-25K,Yes,BuyGoods,-1,Home,VeryLow,Home,1,Daily,21,0,30109160,Skip
Urban,Skip,-9.0,HBO,0,2,2,9,62,15K-25K,Yes,Home,-1,Home,VeryLow,Home,1,Daily,21,0,30109160,Skip
Urban,Skip,-9.0,HBSHOP,0,1,2,3,48,35K-50K,Yes,Home,-1,Shopping,Low,BuyService,1,Daily,0,0,30110284,Skip
Urban,Skip,-9.0,NHB,0,1,2,3,48,35K-50K,Yes,BuyService,-1,Shopping,Low,BuyService,1,Daily,0,0,30110284,Skip
Urban,Skip,-9.0,HBSHOP,0,1,2,3,48,35K-50K,Yes,BuyService,-1,Home,Low,Home,1,Daily,0,0,30110284,Skip
Urban,Skip,-9.0,HBSHOP,0,1,3,2,44,25K-35K,Yes,Home,-1,Shopping,Low,BuyGoods,1,Daily,2,1,30110472,Skip
Urban,Skip,-9.0,HBSHOP,0,1,3,2,44,25K-35K,Yes,BuyGoods,-1,Home,Low,Home,1,Daily,2,1,30110472,Skip
Urban,Skip,-9.0,HBSHOP,0,2,3,2,40,25K-35K,Yes,Home,-1,Shopping,Low,BuyGoods,1,Daily,0,1,30110472,NotAscertained
Urban,Skip,-9.0,HBSHOP,0,2,3,2,40,25K-35K,Yes,BuyGoods,-1,Home,Low,Home,1,Daily,0,1,30110472,NotAscertained
Rural,Skip,-9.0,HBSOCREC,0,1,2,8,77,50K-75K,Yes,Home,-1,SocialRecreation,Moderate,GoToGym,1,Daily,70,0,30113008,Skip
Rural,Skip,-9.0,HBSOCREC,0,1,2,8,77,50K-75K,Yes,GoToGym,-1,Home,Moderate,Home,1,Daily,70,0,30113008,Skip
Rural,Skip,-9.0,HBSOCREC,0,1,2,8,77,50K-75K,Yes,Home,-1,SocialRecreation,Moderate,VisitFriends,1,Daily,70,0,30113008,Skip
Rural,Skip,-9.0,NHB,0,1,2,8,77,50K-75K,Yes,VisitFriends,-1,Meals,Moderate,BuyMeals,1,Daily,70,0,30113008,Skip
Rural,Skip,-9.0,NHB,0,1,2,8,77,50K-75K,Yes,BuyMeals,-1,Shopping,Moderate,BuyGoods,1,Daily,70,0,30113008,Skip
Rural,Skip,-9.0,HBSHOP,0,1,2,8,77,50K-75K,Yes,BuyGoods,-1,Home,Moderate,Home,1,Daily,70,0,30113008,Skip
Rural,Skip,-9.0,HBSOCREC,0,1,2,8,77,50K-75K,Yes,Home,-1,SocialRecreation,Moderate,VisitFriends,1,Daily,70,0,30113008,Skip
Rural,Skip,-9.0,HBSOCREC,0,1,2,8,77,50K-75K,Yes,VisitFriends,-1,Home,Moderate,Home,1,Daily,70,0,30113008,Skip
Rural,Skip,-9.0,HBSOCREC,0,2,2,6,74,50K-75K,Yes,Home,-1,SocialRecreation,Moderate,GoToGym,1,Daily,10,0,30113008,Skip
Rural,Skip,-9.0,HBSOCREC,0,2,2,6,74,50K-75K,Yes,GoToGym,-1,Home,Moderate,Home,1,Daily,10,0,30113008,Skip
Rural,Skip,-9.0,HBSOCREC,0,2,2,6,74,50K-75K,Yes,Home,-1,SocialRecreation,Moderate,VisitFriends,1,Daily,10,0,30113008,Skip
Rural,Skip,-9.0,NHB,0,2,2,6,74,50K-75K,Yes,VisitFriends,-1,Meals,Moderate,BuyMeals,1,Daily,10,0,30113008,Skip
Rural,Skip,-9.0,NHB,0,2,2,6,74,50K-75K,Yes,BuyMeals,-1,Shopping,Moderate,BuyGoods,1,Daily,10,0,30113008,Skip
Rural,Skip,-9.0,HBSHOP,0,2,2,6,74,50K-75K,Yes,BuyGoods,-1,Home,Moderate,Home,1,Daily,10,0,30113008,Skip
Urban,Skip,-9.0,HBSHOP,0,1,2,2,74,35K-50K,Yes,Home,-1,Shopping,Low,BuyGoods,2,FewAWeek,4,0,30115263,Skip
Urban,Skip,-9.0,HBSHOP,0,1,2,2,74,35K-50K,Yes,BuyGoods,-1,Home,Low,Home,2,FewAWeek,4,0,30115263,Skip
Urban,Skip,-9.0,HBW,2,1,1,3,62,25K-35K,Yes,Home,-1,WorkRelated,Low,Work,2,FewAWeek,14,0,30116023,Skip
Urban,Skip,-9.0,NHB,2,1,1,3,62,25K-35K,Yes,Work,-1,Shopping,Low,BuyGoods,2,FewAWeek,14,0,30116023,Skip
Urban,Skip,-9.0,HBSHOP,2,1,1,3,62,25K-35K,Yes,BuyGoods,-1,Home,Low,Home,2,FewAWeek,14,0,30116023,Skip
Urban,Skip,-9.0,HBO,0,1,2,3,79,50K-75K,Yes,Home,-1,Home,Moderate,Home,1,Daily,1,0,30116909,Skip
Urban,Skip,-9.0,HBSHOP,0,1,2,3,79,50K-75K,Yes,Home,-1,Shopping,Moderate,BuyGoods,1,Daily,1,0,30116909,Skip
Urban,Skip,-9.0,HBSHOP,0,1,2,3,79,50K-75K,Yes,BuyGoods,-1,Home,Moderate,Home,1,Daily,1,0,30116909,Skip
Urban,Skip,-9.0,HBSHOP,0,2,2,2,75,50K-75K,Yes,Home,-1,Shopping,Moderate,BuyGoods,1,Daily,0,0,30116909,Skip
Urban,Skip,-9.0,HBSHOP,0,2,2,2,75,50K-75K,Yes,BuyGoods,-1,Home,Moderate,Home,1,Daily,0,0,30116909,Skip
Urban,OnceMonthMore,6.99,HBW,0,1,3,4,28,100K-125K,Yes,Home,36,WorkRelated,High,Work,1,Daily,12,2,30118172,Car
Urban,OnceMonthMore,6.99,NHB,0,1,3,4,28,100K-125K,Yes,Work,36,Meals,High,BuyMeals,1,Daily,12,2,30118172,Car
Urban,OnceMonthMore,6.99,NHB,0,1,3,4,28,100K-125K,Yes,BuyMeals,36,WorkRelated,High,Work,1,Daily,12,2,30118172,Car
Urban,OnceMonthMore,6.99,HBW,0,1,3,4,28,100K-125K,Yes,Work,36,Home,High,Home,1,Daily,12,2,30118172,Car
Urban,Skip,3.39,HBW,0,2,3,2,26,100K-125K,Yes,Home,14,WorkRelated,High,Work,1,Daily,3,2,30118172,Car
Urban,Skip,3.39,HBW,0,2,3,2,26,100K-125K,Yes,Work,14,Home,High,Home,1,Daily,3,2,30118172,Car
Urban,Skip,-9.0,HBO,0,1,2,3,74,100K-125K,Yes,Home,-1,Medical,High,MedicalService,1,Daily,2,1,30118927,Skip
Urban,Skip,-9.0,NHB,0,1,2,3,74,100K-125K,Yes,MedicalService,-1,SchoolOrReligious,High,Religious,1,Daily,2,1,30118927,Skip
Urban,Skip,-9.0,HBO,0,1,2,3,74,100K-125K,Yes,Religious,-1,Home,High,Home,1,Daily,2,1,30118927,Skip
Urban,Skip,-9.0,HBO,0,2,2,3,58,100K-125K,Yes,Home,-1,Medical,High,MedicalService,1,Daily,1,1,30118927,NotAscertained
Urban,Skip,-9.0,NHB,0,2,2,3,58,100K-125K,Yes,MedicalService,-1,SchoolOrReligious,High,Religious,1,Daily,1,1,30118927,NotAscertained
Urban,Skip,-9.0,HBO,0,2,2,3,58,100K-125K,Yes,Religious,-1,Home,High,Home,1,Daily,1,1,30118927,NotAscertained
Urban,FewYear,3.36,HBW,0,1,1,3,58,35K-50K,Yes,Home,15,WorkRelated,Low,Work,1,Daily,3,1,30120456,Car
Urban,FewYear,3.36,NHB,0,1,1,3,58,35K-50K,Yes,Work,15,Shopping,Low,BuyGoods,1,Daily,3,1,30120456,Car
Urban,FewYear,3.36,HBSHOP,0,1,1,3,58,35K-50K,Yes,BuyGoods,15,Home,Low,Home,1,Daily,3,1,30120456,Car
Urban,Skip,-9.0,HBSHOP,0,1,1,2,83,15K-25K,Yes,Home,-1,Shopping,VeryLow,BuyGoods,5,Never,7,0,30120904,Skip
Urban,Skip,-9.0,HBSHOP,0,1,1,2,83,15K-25K,Yes,BuyGoods,-1,Home,VeryLow,Home,5,Never,7,0,30120904,Skip
Urban,Skip,-9.0,HBO,0,1,1,3,74,25K-35K,Yes,Home,-1,SchoolOrReligious,Low,Religious,1,Daily,0,0,30122727,Skip
Urban,Skip,-9.0,NHB,0,1,1,3,74,25K-35K,Yes,Religious,-1,Meals,Low,BuyMeals,1,Daily,0,0,30122727,Skip
Urban,Skip,-9.0,HBSHOP,0,1,1,3,74,25K-35K,Yes,BuyMeals,-1,Home,Low,Home,1,Daily,0,0,30122727,Skip
Urban,Skip,-9.0,HBSHOP,5,1,1,2,30,15K-25K,Yes,Home,-1,Meals,VeryLow,BuyMeals,1,Daily,6,0,30123653,Skip
Urban,Skip,-9.0,HBSHOP,5,1,1,2,30,15K-25K,Yes,BuyMeals,-1,Home,VeryLow,Home,1,Daily,6,0,30123653,Skip
Urban,FewYear,17.61,HBW,0,1,3,2,54,75K-100K,Yes,Home,60,WorkRelated,High,Work,1,Daily,7,1,30125214,Car
Urban,FewYear,17.61,HBW,0,1,3,2,54,75K-100K,Yes,Work,60,Home,High,Home,1,Daily,7,1,30125214,Car
Urban,Skip,-9.0,HBSHOP,0,2,3,3,14,75K-100K,Skip,Home,-1,Shopping,High,BuyGoods,1,Daily,3,1,30125214,Skip
Urban,Skip,-9.0,HBSHOP,0,2,3,3,14,75K-100K,Skip,BuyGoods,-1,Home,High,Home,1,Daily,3,1,30125214,Skip
Urban,Skip,-9.0,HBO,0,2,3,3,14,75K-100K,Skip,Home,-1,Home,High,Home,1,Daily,3,1,30125214,Skip
Urban,Skip,-9.0,HBSHOP,0,3,3,2,50,75K-100K,Yes,Home,-1,Shopping,High,BuyGoods,1,Daily,7,1,30125214,Skip
Urban,Skip,-9.0,HBSHOP,0,3,3,2,50,75K-100K,Yes,BuyGoods,-1,Home,High,Home,1,Daily,7,1,30125214,Skip
Urban,Skip,-9.0,NHB,0,1,1,2,72,25K-35K,Yes,GoToGym,-1,SocialRecreation,Low,GoToGym,1,Daily,14,0,30126605,Skip
Urban,Skip,-9.0,HBSOCREC,0,1,1,2,72,25K-35K,Yes,GoToGym,-1,Home,Low,Home,1,Daily,14,0,30126605,Skip
Rural,Skip,9.04,HBW,0,2,2,5,52,35K-50K,Yes,Home,12,WorkRelated,Low,Work,1,Daily,7,2,30127043,Car
Rural,Skip,9.04,NHB,0,2,2,5,52,35K-50K,Yes,Work,12,Shopping,Low,BuyService,1,Daily,7,2,30127043,Car
Rural,Skip,9.04,NHB,0,2,2,5,52,35K-50K,Yes,BuyService,12,Shopping,Low,BuyGoods,1,Daily,7,2,30127043,Car
Rural,Skip,9.04,NHB,0,2,2,5,52,35K-50K,Yes,BuyGoods,12,WorkRelated,Low,Work,1,Daily,7,2,30127043,Car
Rural,Skip,9.04,HBW,0,2,2,5,52,35K-50K,Yes,Work,12,Home,Low,Home,1,Daily,7,2,30127043,Car
Urban,FewYear,9.34,HBO,0,1,3,11,54,150K-200K,Yes,Home,35,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,7,2,30127929,Car
Urban,FewYear,9.34,NHB,0,1,3,11,54,150K-200K,Yes,PickUpOrDropSomeone,35,WorkRelated,High,Work,1,Daily,7,2,30127929,Car
Urban,FewYear,9.34,NHB,0,1,3,11,54,150K-200K,Yes,Work,35,WorkRelated,High,WorkRelated,1,Daily,7,2,30127929,Car
Urban,FewYear,9.34,NHB,0,1,3,11,54,150K-200K,Yes,WorkRelated,35,WorkRelated,High,WorkRelated,1,Daily,7,2,30127929,Car
Urban,FewYear,9.34,NHB,0,1,3,11,54,150K-200K,Yes,WorkRelated,35,WorkRelated,High,Work,1,Daily,7,2,30127929,Car
Urban,FewYear,9.34,NHB,0,1,3,11,54,150K-200K,Yes,Work,35,SocialRecreation,High,SocialRecreational,1,Daily,7,2,30127929,Car
Urban,FewYear,9.34,HBSOCREC,0,1,3,11,54,150K-200K,Yes,SocialRecreational,35,Home,High,Home,1,Daily,7,2,30127929,Car
Urban,FewYear,9.34,HBSHOP,0,1,3,11,54,150K-200K,Yes,Home,35,Shopping,High,BuyService,1,Daily,7,2,30127929,Car
Urban,FewYear,9.34,HBSHOP,0,1,3,11,54,150K-200K,Yes,BuyService,35,Home,High,Home,1,Daily,7,2,30127929,Car
Urban,FewYear,9.34,HBSHOP,0,1,3,11,54,150K-200K,Yes,Home,35,Shopping,High,BuyGoods,1,Daily,7,2,30127929,Car
Urban,FewYear,9.34,HBSHOP,0,1,3,11,54,150K-200K,Yes,BuyGoods,35,Home,High,Home,1,Daily,7,2,30127929,Car
Urban,OnceWeekMore,9.34,HBW,0,2,3,6,50,150K-200K,Yes,Home,35,WorkRelated,High,Work,1,Daily,7,2,30127929,Car
Urban,OnceWeekMore,9.34,HBW,0,2,3,6,50,150K-200K,Yes,Work,35,Home,High,WFH,1,Daily,7,2,30127929,Car
Urban,OnceWeekMore,9.34,HBW,0,2,3,6,50,150K-200K,Yes,WFH,35,WorkRelated,High,WorkRelated,1,Daily,7,2,30127929,Car
Urban,OnceWeekMore,9.34,HBW,0,2,3,6,50,150K-200K,Yes,WorkRelated,35,Home,High,WFH,1,Daily,7,2,30127929,Car
Urban,OnceWeekMore,9.34,HBO,0,2,3,6,50,150K-200K,Yes,WFH,35,Other,High,ChangeTransport,1,Daily,7,2,30127929,Car
Urban,OnceWeekMore,9.34,HBO,0,2,3,6,50,150K-200K,Yes,ChangeTransport,35,Home,High,Home,1,Daily,7,2,30127929,Car
Urban,Skip,-9.0,HBO,0,3,3,5,16,150K-200K,Yes,Home,-1,SchoolOrReligious,High,GoSchoolAsStudent,1,Daily,7,2,30127929,Skip
Urban,Skip,-9.0,NHB,0,3,3,5,16,150K-200K,Yes,GoSchoolAsStudent,-1,SocialRecreation,High,SocialRecreational,1,Daily,7,2,30127929,Skip
Urban,Skip,-9.0,HBSOCREC,0,3,3,5,16,150K-200K,Yes,SocialRecreational,-1,Home,High,Home,1,Daily,7,2,30127929,Skip
Urban,Skip,-9.0,HBSOCREC,0,3,3,5,16,150K-200K,Yes,Home,-1,SocialRecreation,High,SocialRecreational,1,Daily,7,2,30127929,Skip
Urban,Skip,-9.0,HBSOCREC,0,3,3,5,16,150K-200K,Yes,SocialRecreational,-1,Home,High,Home,1,Daily,7,2,30127929,Skip
Urban,Skip,3.13,HBO,0,1,2,4,68,100K-125K,Yes,Home,5,Home,High,Home,1,Daily,7,1,30127955,Car
Urban,Skip,3.13,HBO,0,1,2,4,68,100K-125K,Yes,Home,5,Home,High,Home,1,Daily,7,1,30127955,Car
Urban,Skip,3.13,HBW,0,1,2,4,68,100K-125K,Yes,Home,5,WorkRelated,High,Work,1,Daily,7,1,30127955,Car
Urban,Skip,3.13,HBW,0,1,2,4,68,100K-125K,Yes,Work,5,Home,High,Home,1,Daily,7,1,30127955,Car
Urban,Skip,-9.0,HBSOCREC,0,2,2,3,67,100K-125K,Yes,Home,-1,SocialRecreation,High,GoToGym,1,Daily,7,1,30127955,Skip
Urban,Skip,-9.0,NHB,0,2,2,3,67,100K-125K,Yes,GoToGym,-1,Shopping,High,BuyGoods,1,Daily,7,1,30127955,Skip
Urban,Skip,-9.0,HBSHOP,0,2,2,3,67,100K-125K,Yes,BuyGoods,-1,Home,High,Home,1,Daily,7,1,30127955,Skip
Rural,Skip,-9.0,HBO,0,1,4,6,40,100K-125K,Yes,Home,-1,SchoolOrReligious,High,Religious,1,Daily,10,1,30127963,Skip
Rural,Skip,-9.0,HBO,0,1,4,6,40,100K-125K,Yes,Religious,-1,Home,High,Home,1,Daily,10,1,30127963,Skip
Rural,Skip,-9.0,HBO,0,1,4,6,40,100K-125K,Yes,Home,-1,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,10,1,30127963,Skip
Rural,Skip,-9.0,NHB,0,1,4,6,40,100K-125K,Yes,PickUpOrDropSomeone,-1,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,10,1,30127963,Skip
