URBRUR,WKFMHMXX,GCDWORK,TRIPPURP,NBIKETRP,PERSONID,HHSIZE,CNTTDTR,R_AGE,HHFAMINC,DRIVER,WHYFROM,TIMETOWK,WHYTRP1S,HHFAMINC2,WHYTO,WEBUSE,WEBUSE,NWALKTRP,WRKCOUNT,HOUSEID,WRKTRANS
Urban,Skip,1.45,HBO,2,1,1,7,56,25K-35K,Yes,PickUpOrDropSomeone,5,Home,Low,Home,1,Daily,20,1,30434024,Car
Urban,Skip,1.45,HBSOCREC,2,1,1,7,56,25K-35K,Yes,Home,5,SocialRecreation,Low,SocialRecreational,1,Daily,20,1,30434024,Car
Urban,Skip,1.45,NHB,2,1,1,7,56,25K-35K,Yes,SocialRecreational,5,SocialRecreation,Low,SocialRecreational,1,Daily,20,1,30434024,Car
Urban,OnceWeekMore,76.58,HBO,1,1,1,1,58,50K-75K,Yes,Home,60,Home,Moderate,Home,1,Daily,7,1,30435407,Car
Urban,Skip,8.15,HBSHOP,0,1,2,7,32,100K-125K,No,Home,25,Shopping,High,BuyService,1,Daily,5,2,30436528,SUV
Urban,Skip,8.15,NHB,0,1,2,7,32,100K-125K,No,BuyService,25,WorkRelated,High,Work,1,Daily,5,2,30436528,SUV
Urban,Skip,8.15,NHB,0,1,2,7,32,100K-125K,No,Work,25,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,5,2,30436528,SUV
Urban,Skip,8.15,NHB,0,1,2,7,32,100K-125K,No,PickUpOrDropSomeone,25,Shopping,High,BuyGoods,1,Daily,5,2,30436528,SUV
Urban,Skip,8.15,NHB,0,1,2,7,32,100K-125K,No,BuyGoods,25,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,5,2,30436528,SUV
Urban,Skip,8.15,NHB,0,1,2,7,32,100K-125K,No,PickUpOrDropSomeone,25,Meals,High,BuyMeals,1,Daily,5,2,30436528,SUV
Urban,Skip,8.15,NHB,0,1,2,7,32,100K-125K,No,BuyMeals,25,SocialRecreation,High,VisitFriends,1,Daily,5,2,30436528,SUV
Urban,Skip,11.82,HBW,0,2,2,4,31,100K-125K,Yes,Home,25,WorkRelated,High,Work,1,Daily,0,2,30436528,PickupTruck
Urban,Skip,11.82,NHB,0,2,2,4,31,100K-125K,Yes,Work,25,SocialRecreation,High,VisitFriends,1,Daily,0,2,30436528,PickupTruck
Urban,Skip,11.82,NHB,0,2,2,4,31,100K-125K,Yes,VisitFriends,25,Shopping,High,BuyGoods,1,Daily,0,2,30436528,PickupTruck
Urban,Skip,11.82,HBSHOP,0,2,2,4,31,100K-125K,Yes,BuyGoods,25,Home,High,Home,1,Daily,0,2,30436528,PickupTruck
Rural,Skip,-9.0,HBO,0,1,2,9,68,25K-35K,Yes,Home,-1,Shopping,Low,Errands,1,Daily,2,0,30438160,Skip
Rural,Skip,-9.0,NHB,0,1,2,9,68,25K-35K,Yes,Errands,-1,Shopping,Low,Errands,1,Daily,2,0,30438160,Skip
Rural,Skip,-9.0,NHB,0,1,2,9,68,25K-35K,Yes,Errands,-1,Meals,Low,BuyMeals,1,Daily,2,0,30438160,Skip
Rural,Skip,-9.0,NHB,0,1,2,9,68,25K-35K,Yes,BuyMeals,-1,Shopping,Low,BuyGoods,1,Daily,2,0,30438160,Skip
Rural,Skip,-9.0,NHB,0,1,2,9,68,25K-35K,Yes,BuyGoods,-1,SocialRecreation,Low,SocialRecreational,1,Daily,2,0,30438160,Skip
Rural,Skip,-9.0,NHB,0,1,2,9,68,25K-35K,Yes,SocialRecreational,-1,Shopping,Low,Errands,1,Daily,2,0,30438160,Skip
Rural,Skip,-9.0,NHB,0,1,2,9,68,25K-35K,Yes,Errands,-1,Shopping,Low,Errands,1,Daily,2,0,30438160,Skip
Rural,Skip,-9.0,NHB,0,1,2,9,68,25K-35K,Yes,Errands,-1,Meals,Low,BuyMeals,1,Daily,2,0,30438160,Skip
Rural,Skip,-9.0,HBSHOP,0,1,2,9,68,25K-35K,Yes,BuyMeals,-1,Home,Low,Home,1,Daily,2,0,30438160,Skip
Urban,Skip,-9.0,HBSHOP,0,1,1,7,61,15K-25K,Yes,Home,-1,Shopping,VeryLow,BuyGoods,1,Daily,2,0,30439680,Skip
Urban,Skip,-9.0,NHB,0,1,1,7,61,15K-25K,Yes,BuyGoods,-1,TransportSomeone,VeryLow,PickUpOrDropSomeone,1,Daily,2,0,30439680,Skip
Urban,Skip,-9.0,NHB,0,1,1,7,61,15K-25K,Yes,PickUpOrDropSomeone,-1,Shopping,VeryLow,BuyGoods,1,Daily,2,0,30439680,Skip
Urban,Skip,-9.0,NHB,0,1,1,7,61,15K-25K,Yes,BuyGoods,-1,TransportSomeone,VeryLow,PickUpOrDropSomeone,1,Daily,2,0,30439680,Skip
Urban,Skip,-9.0,HBO,0,1,1,7,61,15K-25K,Yes,PickUpOrDropSomeone,-1,Home,VeryLow,Home,1,Daily,2,0,30439680,Skip
Urban,Skip,-9.0,HBSHOP,0,1,1,7,61,15K-25K,Yes,Home,-1,Meals,VeryLow,BuyMeals,1,Daily,2,0,30439680,Skip
Urban,Skip,-9.0,HBSHOP,0,1,1,7,61,15K-25K,Yes,BuyMeals,-1,Home,VeryLow,Home,1,Daily,2,0,30439680,Skip
Urban,Skip,-9.0,HBSHOP,0,1,1,3,59,25K-35K,Yes,Home,-1,Meals,Low,BuyMeals,1,Daily,0,1,30440400,NotAscertained
Urban,Skip,-9.0,NHB,0,1,1,3,59,25K-35K,Yes,BuyMeals,-1,SocialRecreation,Low,VisitFriends,1,Daily,0,1,30440400,NotAscertained
Urban,Skip,-9.0,HBSOCREC,0,1,1,3,59,25K-35K,Yes,VisitFriends,-1,Home,Low,Home,1,Daily,0,1,30440400,NotAscertained
Urban,Skip,-9.0,HBSHOP,0,1,1,3,67,50K-75K,Yes,Home,-1,Shopping,Moderate,BuyGoods,1,Daily,5,0,30440443,Skip
Urban,Skip,-9.0,HBSHOP,0,1,1,3,67,50K-75K,Yes,BuyGoods,-1,Home,Moderate,Home,1,Daily,5,0,30440443,Skip
Urban,Skip,-9.0,HBO,0,1,1,3,67,50K-75K,Yes,Home,-1,Home,Moderate,Home,1,Daily,5,0,30440443,Skip
Urban,Skip,-9.0,HBO,0,1,2,2,48,15K-25K,Yes,Home,-1,TransportSomeone,VeryLow,PickUpOrDropSomeone,1,Daily,3,0,30440473,Skip
Urban,Skip,-9.0,NHB,0,1,2,2,48,15K-25K,Yes,PickUpOrDropSomeone,-1,Medical,VeryLow,MedicalService,1,Daily,3,0,30440473,Skip
Urban,Skip,-9.0,HBO,2,2,2,2,10,15K-25K,Skip,Home,-1,SchoolOrReligious,VeryLow,GoSchoolAsStudent,1,Daily,7,0,30440473,Skip
Urban,Skip,-9.0,HBO,2,2,2,2,10,15K-25K,Skip,GoSchoolAsStudent,-1,Home,VeryLow,Home,1,Daily,7,0,30440473,Skip
Urban,Skip,-9.0,HBSHOP,0,1,1,2,92,15K-25K,Yes,Home,-1,Shopping,VeryLow,BuyService,3,FewAMonth,0,0,30441195,Skip
Urban,Skip,-9.0,HBSHOP,0,1,1,2,92,15K-25K,Yes,BuyService,-1,Home,VeryLow,Home,3,FewAMonth,0,0,30441195,Skip
Urban,Skip,2.75,HBW,0,1,4,4,62,35K-50K,Yes,Home,10,WorkRelated,Low,Work,1,Daily,7,4,30442527,Car
Urban,Skip,2.75,NHB,0,1,4,4,62,35K-50K,Yes,Work,10,Shopping,Low,BuyService,1,Daily,7,4,30442527,Car
Urban,Skip,2.75,NHB,0,1,4,4,62,35K-50K,Yes,BuyService,10,SocialRecreation,Low,GoToGym,1,Daily,7,4,30442527,Car
Urban,Skip,2.75,HBSOCREC,0,1,4,4,62,35K-50K,Yes,GoToGym,10,Home,Low,Home,1,Daily,7,4,30442527,Car
Urban,Skip,2.94,HBW,0,2,4,3,54,35K-50K,Yes,Home,10,WorkRelated,Low,Work,1,Daily,2,4,30442527,Car
Urban,Skip,2.94,NHB,0,2,4,3,54,35K-50K,Yes,Work,10,Shopping,Low,BuyGoods,1,Daily,2,4,30442527,Car
Urban,Skip,2.94,HBSHOP,0,2,4,3,54,35K-50K,Yes,BuyGoods,10,Home,Low,Home,1,Daily,2,4,30442527,Car
Urban,Skip,2.94,HBO,0,3,4,9,21,35K-50K,Yes,Home,15,TransportSomeone,Low,PickUpOrDropSomeone,1,Daily,7,4,30442527,Car
Urban,Skip,2.94,NHB,0,3,4,9,21,35K-50K,Yes,PickUpOrDropSomeone,15,SocialRecreation,Low,GoToGym,1,Daily,7,4,30442527,Car
Urban,Skip,2.94,HBSOCREC,0,3,4,9,21,35K-50K,Yes,GoToGym,15,Home,Low,Home,1,Daily,7,4,30442527,Car
Urban,Skip,2.94,HBSOCREC,0,3,4,9,21,35K-50K,Yes,Home,15,SocialRecreation,Low,GoToGym,1,Daily,7,4,30442527,Car
Urban,Skip,2.94,HBSOCREC,0,3,4,9,21,35K-50K,Yes,GoToGym,15,Home,Low,Home,1,Daily,7,4,30442527,Car
Urban,Skip,2.94,HBO,0,3,4,9,21,35K-50K,Yes,Home,15,TransportSomeone,Low,PickUpOrDropSomeone,1,Daily,7,4,30442527,Car
Urban,Skip,2.94,HBO,0,3,4,9,21,35K-50K,Yes,PickUpOrDropSomeone,15,Home,Low,Home,1,Daily,7,4,30442527,Car
Urban,Skip,2.94,HBW,0,3,4,9,21,35K-50K,Yes,Home,15,WorkRelated,Low,Work,1,Daily,7,4,30442527,Car
Urban,Skip,2.94,HBW,0,3,4,9,21,35K-50K,Yes,Work,15,Home,Low,Home,1,Daily,7,4,30442527,Car
Urban,Skip,0.24,HBO,0,4,4,4,18,35K-50K,No,Home,15,SchoolOrReligious,Low,GoSchoolAsStudent,1,Daily,2,4,30442527,Car
Urban,Skip,0.24,HBO,0,4,4,4,18,35K-50K,No,GoSchoolAsStudent,15,Home,Low,Home,1,Daily,2,4,30442527,Car
Urban,Skip,0.24,HBSOCREC,0,4,4,4,18,35K-50K,No,Home,15,SocialRecreation,Low,GoToGym,1,Daily,2,4,30442527,Car
Urban,Skip,0.24,HBSOCREC,0,4,4,4,18,35K-50K,No,GoToGym,15,Home,Low,Home,1,Daily,2,4,30442527,Car
Urban,Skip,-9.0,HBW,0,1,1,2,79,35K-50K,Yes,Home,-1,WorkRelated,Low,Work,1,Daily,0,1,30442919,NotAscertained
Urban,Skip,-9.0,HBW,0,1,1,2,79,35K-50K,Yes,Work,-1,Home,Low,Home,1,Daily,0,1,30442919,NotAscertained
Urban,Skip,3.88,HBW,0,1,3,4,49,75K-100K,Yes,Home,13,WorkRelated,High,Work,1,Daily,3,2,30443159,Car
Urban,Skip,3.88,NHB,0,1,3,4,49,75K-100K,Yes,Work,13,Medical,High,MedicalService,1,Daily,3,2,30443159,Car
Urban,Skip,3.88,NHB,0,1,3,4,49,75K-100K,Yes,MedicalService,13,WorkRelated,High,Work,1,Daily,3,2,30443159,Car
Urban,Skip,3.88,HBW,0,1,3,4,49,75K-100K,Yes,Work,13,Home,High,Home,1,Daily,3,2,30443159,Car
Urban,FewYear,2.92,HBO,0,2,3,11,48,75K-100K,Yes,Home,8,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,1,2,30443159,SUV
Urban,FewYear,2.92,NHB,0,2,3,11,48,75K-100K,Yes,PickUpOrDropSomeone,8,Other,High,ChangeTransport,1,Daily,1,2,30443159,SUV
Urban,FewYear,2.92,NHB,0,2,3,11,48,75K-100K,Yes,ChangeTransport,8,WorkRelated,High,Work,1,Daily,1,2,30443159,SUV
Urban,FewYear,2.92,NHB,0,2,3,11,48,75K-100K,Yes,Work,8,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,1,2,30443159,SUV
Urban,FewYear,2.92,NHB,0,2,3,11,48,75K-100K,Yes,PickUpOrDropSomeone,8,Medical,High,MedicalService,1,Daily,1,2,30443159,SUV
Urban,FewYear,2.92,NHB,0,2,3,11,48,75K-100K,Yes,MedicalService,8,Meals,High,BuyMeals,1,Daily,1,2,30443159,SUV
Urban,FewYear,2.92,NHB,0,2,3,11,48,75K-100K,Yes,BuyMeals,8,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,1,2,30443159,SUV
Urban,FewYear,2.92,NHB,0,2,3,11,48,75K-100K,Yes,PickUpOrDropSomeone,8,WorkRelated,High,Work,1,Daily,1,2,30443159,SUV
Urban,FewYear,2.92,HBW,0,2,3,11,48,75K-100K,Yes,Work,8,Home,High,Home,1,Daily,1,2,30443159,SUV
Urban,FewYear,2.92,HBSHOP,0,2,3,11,48,75K-100K,Yes,Home,8,Shopping,High,BuyGoods,1,Daily,1,2,30443159,SUV
Urban,FewYear,2.92,HBSHOP,0,2,3,11,48,75K-100K,Yes,BuyGoods,8,Home,High,Home,1,Daily,1,2,30443159,SUV
Urban,Skip,-9.0,HBO,0,3,3,4,15,75K-100K,No,Home,-1,SchoolOrReligious,High,GoSchoolAsStudent,1,Daily,2,2,30443159,Skip
Urban,Skip,-9.0,NHB,0,3,3,4,15,75K-100K,No,GoSchoolAsStudent,-1,Medical,High,MedicalService,1,Daily,2,2,30443159,Skip
Urban,Skip,-9.0,NHB,0,3,3,4,15,75K-100K,No,MedicalService,-1,Meals,High,BuyMeals,1,Daily,2,2,30443159,Skip
Urban,Skip,-9.0,HBSHOP,0,3,3,4,15,75K-100K,No,BuyMeals,-1,Home,High,Home,1,Daily,2,2,30443159,Skip
Urban,Skip,-9.0,HBO,2,1,1,5,52,10K-15K,Yes,Home,-1,Medical,ExtremelyLow,MedicalService,1,Daily,5,0,30443568,Skip
Urban,Skip,-9.0,NHB,2,1,1,5,52,10K-15K,Yes,MedicalService,-1,Meals,ExtremelyLow,BuyMeals,1,Daily,5,0,30443568,Skip
Urban,Skip,-9.0,NHB,2,1,1,5,52,10K-15K,Yes,BuyMeals,-1,Shopping,ExtremelyLow,BuyGoods,1,Daily,5,0,30443568,Skip
Urban,Skip,-9.0,NHB,2,1,1,5,52,10K-15K,Yes,BuyGoods,-1,Shopping,ExtremelyLow,BuyGoods,1,Daily,5,0,30443568,Skip
Urban,Skip,-9.0,NHB,2,1,1,5,52,10K-15K,Yes,BuyGoods,-1,Other,ExtremelyLow,Volunteer,1,Daily,5,0,30443568,Skip
Urban,Skip,1.57,HBSOCREC,0,1,1,6,59,15K-25K,Yes,Home,20,SocialRecreation,VeryLow,GoToGym,1,Daily,3,1,30443999,Car
Urban,Skip,1.57,HBSOCREC,0,1,1,6,59,15K-25K,Yes,GoToGym,20,Home,VeryLow,Home,1,Daily,3,1,30443999,Car
Urban,Skip,1.57,HBO,0,1,1,6,59,15K-25K,Yes,Home,20,SchoolOrReligious,VeryLow,Religious,1,Daily,3,1,30443999,Car
Urban,Skip,1.57,HBO,0,1,1,6,59,15K-25K,Yes,Religious,20,Home,VeryLow,Home,1,Daily,3,1,30443999,Car
Urban,Skip,1.57,HBSOCREC,0,1,1,6,59,15K-25K,Yes,Home,20,SocialRecreation,VeryLow,VisitFriends,1,Daily,3,1,30443999,Car
Urban,Skip,1.57,HBSOCREC,0,1,1,6,59,15K-25K,Yes,VisitFriends,20,Home,VeryLow,Home,1,Daily,3,1,30443999,Car
Urban,Skip,12.78,HBW,0,1,4,3,52,100K-125K,Yes,Work,15,Home,High,Home,1,Daily,4,2,30444282,Car
Urban,Skip,12.78,HBSOCREC,0,1,4,3,52,100K-125K,Yes,Home,15,SocialRecreation,High,GoToGym,1,Daily,4,2,30444282,Car
Urban,Skip,12.78,HBSOCREC,0,1,4,3,52,100K-125K,Yes,GoToGym,15,Home,High,Home,1,Daily,4,2,30444282,Car
Urban,Skip,14.71,HBW,0,2,4,8,49,100K-125K,Yes,Home,15,WorkRelated,High,Work,1,Daily,4,2,30444282,Car
Urban,Skip,14.71,HBW,0,2,4,8,49,100K-125K,Yes,Work,15,Home,High,Home,1,Daily,4,2,30444282,Car
Urban,Skip,14.71,HBSOCREC,0,2,4,8,49,100K-125K,Yes,Home,15,SocialRecreation,High,GoToGym,1,Daily,4,2,30444282,Car
Urban,Skip,14.71,HBSOCREC,0,2,4,8,49,100K-125K,Yes,GoToGym,15,Home,High,Home,1,Daily,4,2,30444282,Car
Urban,Skip,14.71,HBSOCREC,0,2,4,8,49,100K-125K,Yes,Home,15,SocialRecreation,High,VisitFriends,1,Daily,4,2,30444282,Car
Urban,Skip,14.71,HBSOCREC,0,2,4,8,49,100K-125K,Yes,VisitFriends,15,Home,High,Home,1,Daily,4,2,30444282,Car
Urban,Skip,14.71,HBO,0,2,4,8,49,100K-125K,Yes,Home,15,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,4,2,30444282,Car
Urban,Skip,14.71,HBO,0,2,4,8,49,100K-125K,Yes,PickUpOrDropSomeone,15,Home,High,Home,1,Daily,4,2,30444282,Car
Urban,Skip,-9.0,HBSOCREC,1,3,4,3,14,100K-125K,Skip,VisitFriends,-1,Home,High,Home,1,Daily,4,2,30444282,Skip
Urban,Skip,-9.0,HBO,1,3,4,3,14,100K-125K,Skip,Home,-1,SchoolOrReligious,High,GoSchoolAsStudent,1,Daily,4,2,30444282,Skip
Urban,Skip,-9.0,HBO,1,3,4,3,14,100K-125K,Skip,GoSchoolAsStudent,-1,Home,High,Home,1,Daily,4,2,30444282,Skip
Urban,Skip,-9.0,HBO,0,4,4,2,12,100K-125K,Skip,Home,-1,TransportSomeone,High,PickUpOrDropSomeone,1,Daily,2,2,30444282,Skip
Urban,Skip,-9.0,HBO,0,4,4,2,12,100K-125K,Skip,PickUpOrDropSomeone,-1,Home,High,Home,1,Daily,2,2,30444282,Skip
Urban,Skip,-9.0,HBO,0,1,2,2,87,25K-35K,Yes,Home,-1,Medical,Low,MedicalService,1,Daily,0,0,30444981,Skip
Urban,Skip,-9.0,HBO,0,1,2,2,87,25K-35K,Yes,MedicalService,-1,Home,Low,Home,1,Daily,0,0,30444981,Skip
Urban,Skip,-9.0,HBO,0,2,2,2,86,25K-35K,No,Home,-1,Medical,Low,MedicalService,1,Daily,0,0,30444981,Skip
Urban,Skip,-9.0,HBO,0,2,2,2,86,25K-35K,No,MedicalService,-1,Home,Low,Home,1,Daily,0,0,30444981,Skip
Urban,Skip,1.16,HBW,0,1,4,4,45,35K-50K,Yes,Home,10,WorkRelated,Low,Work,1,Daily,7,2,30444987,Car
Urban,Skip,1.16,HBW,0,1,4,4,45,35K-50K,Yes,Work,10,Home,Low,Home,1,Daily,7,2,30444987,Car
Urban,Skip,1.16,HBO,0,1,4,4,45,35K-50K,Yes,Home,10,TransportSomeone,Low,PickUpOrDropSomeone,1,Daily,7,2,30444987,Car
Urban,Skip,1.16,HBO,0,1,4,4,45,35K-50K,Yes,PickUpOrDropSomeone,10,Home,Low,Home,1,Daily,7,2,30444987,Car
Urban,Skip,7.36,HBW,0,2,4,4,44,35K-50K,Yes,Home,30,WorkRelated,Low,Work,1,Daily,0,2,30444987,Car
Urban,Skip,7.36,HBW,0,2,4,4,44,35K-50K,Yes,Work,30,Home,Low,Home,1,Daily,0,2,30444987,Car
Urban,Skip,7.36,HBO,0,2,4,4,44,35K-50K,Yes,Home,30,TransportSomeone,Low,PickUpOrDropSomeone,1,Daily,0,2,30444987,Car
Urban,Skip,7.36,HBO,0,2,4,4,44,35K-50K,Yes,PickUpOrDropSomeone,30,Home,Low,Home,1,Daily,0,2,30444987,Car
Urban,Skip,-9.0,HBO,0,3,4,4,16,35K-50K,Yes,Home,-1,SchoolOrReligious,Low,GoSchoolAsStudent,1,Daily,7,2,30444987,Skip
Urban,Skip,-9.0,HBO,0,3,4,4,16,35K-50K,Yes,GoSchoolAsStudent,-1,Home,Low,Home,1,Daily,7,2,30444987,Skip
Urban,Skip,-9.0,HBO,0,3,4,4,16,35K-50K,Yes,Home,-1,TransportSomeone,Low,PickUpOrDropSomeone,1,Daily,7,2,30444987,Skip
Urban,Skip,-9.0,HBO,0,3,4,4,16,35K-50K,Yes,PickUpOrDropSomeone,-1,Home,Low,Home,1,Daily,7,2,30444987,Skip
Urban,Skip,-9.0,HBO,0,4,4,2,66,35K-50K,No,Home,-1,Medical,Low,MedicalService,1,Daily,0,2,30444987,Skip
Urban,Skip,-9.0,HBO,0,4,4,2,66,35K-50K,No,MedicalService,-1,Home,Low,Home,1,Daily,0,2,30444987,Skip
Urban,Skip,43.33,HBSHOP,0,1,3,4,34,100K-125K,Yes,Home,70,Meals,High,BuyMeals,1,Daily,4,2,30449001,SUV
Urban,Skip,43.33,HBSHOP,0,1,3,4,34,100K-125K,Yes,BuyMeals,70,Home,High,Home,1,Daily,4,2,30449001,SUV
Urban,Skip,43.33,HBSOCREC,0,1,3,4,34,100K-125K,Yes,Home,70,SocialRecreation,High,SocialRecreational,1,Daily,4,2,30449001,SUV
Urban,Skip,43.33,HBSOCREC,0,1,3,4,34,100K-125K,Yes,SocialRecreational,70,Home,High,Home,1,Daily,4,2,30449001,SUV
Urban,Skip,30.81,HBSHOP,0,2,3,2,30,100K-125K,Yes,Home,70,Meals,High,BuyMeals,1,Daily,3,2,30449001,Car
Urban,Skip,30.81,HBSHOP,0,2,3,2,30,100K-125K,Yes,BuyMeals,70,Home,High,Home,1,Daily,3,2,30449001,Car
Urban,Skip,-9.0,HBSHOP,0,3,3,2,5,100K-125K,Skip,Home,-1,Meals,High,BuyMeals,1,Daily,4,2,30449001,Skip
Urban,Skip,-9.0,HBSHOP,0,3,3,2,5,100K-125K,Skip,BuyMeals,-1,Home,High,Home,1,Daily,4,2,30449001,Skip
Urban,Skip,5.01,HBW,0,1,1,3,70,50K-75K,Yes,Home,40,WorkRelated,Moderate,Work,1,Daily,4,1,30449006,Car
Urban,Skip,5.01,NHB,0,1,1,3,70,50K-75K,Yes,Work,40,Shopping,Moderate,BuyGoods,1,Daily,4,1,30449006,Car
Urban,Skip,5.01,HBSHOP,0,1,1,3,70,50K-75K,Yes,BuyGoods,40,Home,Moderate,Home,1,Daily,4,1,30449006,Car
Urban,Skip,1.2,HBSOCREC,0,1,1,4,74,50K-75K,Yes,Home,10,SocialRecreation,Moderate,GoToGym,1,Daily,2,1,30449065,SUV
Urban,Skip,1.2,HBSOCREC,0,1,1,4,74,50K-75K,Yes,GoToGym,10,Home,Moderate,Home,1,Daily,2,1,30449065,SUV
Urban,Skip,1.2,HBSHOP,0,1,1,4,74,50K-75K,Yes,Home,10,Shopping,Moderate,BuyGoods,1,Daily,2,1,30449065,SUV
Urban,Skip,1.2,HBSHOP,0,1,1,4,74,50K-75K,Yes,BuyGoods,10,Home,Moderate,Home,1,Daily,2,1,30449065,SUV
Urban,Skip,-9.0,HBSHOP,3,1,2,4,74,75K-100K,Yes,Home,-1,Shopping,High,BuyGoods,1,Daily,10,0,30449463,Skip
Urban,Skip,-9.0,HBSHOP,3,1,2,4,74,75K-100K,Yes,BuyGoods,-1,Home,High,Home,1,Daily,10,0,30449463,Skip
Urban,Skip,-9.0,HBSHOP,3,1,2,4,74,75K-100K,Yes,Home,-1,Shopping,High,BuyGoods,1,Daily,10,0,30449463,Skip
Urban,Skip,-9.0,HBSHOP,3,1,2,4,74,75K-100K,Yes,BuyGoods,-1,Home,High,Home,1,Daily,10,0,30449463,Skip
Urban,Skip,-9.0,HBSHOP,0,2,2,2,72,75K-100K,Yes,Home,-1,Shopping,High,BuyGoods,1,Daily,2,0,30449463,Skip
Urban,Skip,-9.0,HBSHOP,0,2,2,2,72,75K-100K,Yes,BuyGoods,-1,Home,High,Home,1,Daily,2,0,30449463,Skip
Urban,Skip,-9.0,HBSHOP,0,1,2,2,42,125K-150K,Yes,WFH,-1,Shopping,High,BuyGoods,1,Daily,7,1,30450116,NotAscertained
Urban,Skip,-9.0,HBSHOP,0,1,2,2,42,125K-150K,Yes,BuyGoods,-1,Home,High,WFH,1,Daily,7,1,30450116,NotAscertained
Urban,Skip,-9.0,HBSHOP,0,2,2,2,38,125K-150K,No,Home,-1,Shopping,High,BuyGoods,1,Daily,3,1,30450116,Skip
Urban,Skip,-9.0,HBSHOP,0,2,2,2,38,125K-150K,No,BuyGoods,-1,Home,High,Home,1,Daily,3,1,30450116,Skip
Urban,Skip,-9.0,HBSHOP,0,1,1,6,63,75K-100K,Yes,Home,-1,Meals,High,BuyMeals,1,Daily,0,1,30450599,NotAscertained
Urban,Skip,-9.0,NHB,0,1,1,6,63,75K-100K,Yes,BuyMeals,-1,SocialRecreation,High,VisitFriends,1,Daily,0,1,30450599,NotAscertained
Urban,Skip,-9.0,NHB,0,1,1,6,63,75K-100K,Yes,VisitFriends,-1,SocialRecreation,High,VisitFriends,1,Daily,0,1,30450599,NotAscertained
Urban,Skip,-9.0,NHB,0,1,1,6,63,75K-100K,Yes,VisitFriends,-1,Meals,High,BuyMeals,1,Daily,0,1,30450599,NotAscertained
Urban,Skip,-9.0,NHB,0,1,1,6,63,75K-100K,Yes,BuyMeals,-1,SocialRecreation,High,VisitFriends,1,Daily,0,1,30450599,NotAscertained
Urban,Skip,-9.0,HBSOCREC,0,1,1,6,63,75K-100K,Yes,VisitFriends,-1,Home,High,Home,1,Daily,0,1,30450599,NotAscertained
Urban,Skip,-9.0,HBSOCREC,3,1,2,6,61,75K-100K,Yes,Home,-1,SocialRecreation,High,GoToGym,1,Daily,9,1,30451939,Skip
Urban,Skip,-9.0,HBSOCREC,3,1,2,6,61,75K-100K,Yes,GoToGym,-1,Home,High,Home,1,Daily,9,1,30451939,Skip
Urban,Skip,-9.0,HBSHOP,3,1,2,6,61,75K-100K,Yes,Home,-1,Shopping,High,BuyGoods,1,Daily,9,1,30451939,Skip
Urban,Skip,-9.0,HBSHOP,3,1,2,6,61,75K-100K,Yes,BuyGoods,-1,Home,High,Home,1,Daily,9,1,30451939,Skip
Urban,Skip,-9.0,HBSOCREC,3,1,2,6,61,75K-100K,Yes,Home,-1,SocialRecreation,High,GoToGym,1,Daily,9,1,30451939,Skip
Urban,Skip,-9.0,HBSOCREC,3,1,2,6,61,75K-100K,Yes,GoToGym,-1,Home,High,Home,1,Daily,9,1,30451939,Skip
Urban,Skip,39.49,HBSOCREC,3,2,2,2,56,75K-100K,Yes,Home,60,SocialRecreation,High,GoToGym,1,Daily,2,1,30451939,Car
Urban,Skip,39.49,HBSOCREC,3,2,2,2,56,75K-100K,Yes,GoToGym,60,Home,High,Home,1,Daily,2,1,30451939,Car
Urban,Skip,-9.0,HBSHOP,0,1,1,4,88,10K-15K,Yes,Home,-1,Meals,ExtremelyLow,BuyMeals,-9,NotAscertained,0,0,30452424,Skip
Urban,Skip,-9.0,HBSHOP,0,1,1,4,88,10K-15K,Yes,BuyMeals,-1,Home,ExtremelyLow,Home,-9,NotAscertained,0,0,30452424,Skip
Urban,Skip,-9.0,HBSHOP,0,1,1,4,88,10K-15K,Yes,Home,-1,Meals,ExtremelyLow,BuyMeals,-9,NotAscertained,0,0,30452424,Skip
Urban,Skip,-9.0,HBSHOP,0,1,1,4,88,10K-15K,Yes,BuyMeals,-1,Home,ExtremelyLow,Home,-9,NotAscertained,0,0,30452424,Skip
Urban,Skip,8.23,HBW,0,2,2,3,59,50K-75K,Yes,Home,25,WorkRelated,Moderate,Work,1,Daily,7,1,30453555,SUV
Urban,Skip,8.23,NHB,0,2,2,3,59,50K-75K,Yes,Work,25,Shopping,Moderate,BuyGoods,1,Daily,7,1,30453555,SUV
Urban,Skip,8.23,HBSHOP,0,2,2,3,59,50K-75K,Yes,BuyGoods,25,Home,Moderate,Home,1,Daily,7,1,30453555,SUV
Urban,Skip,-9.0,HBSOCREC,0,1,4,8,32,50K-75K,Yes,Home,-1,SocialRecreation,Moderate,VisitFriends,1,Daily,1,1,30453573,Skip
Urban,Skip,-9.0,NHB,0,1,4,8,32,50K-75K,Yes,VisitFriends,-1,Medical,Moderate,MedicalService,1,Daily,1,1,30453573,Skip
