URBRUR,WKFMHMXX,GCDWORK,TRIPPURP,NBIKETRP,PERSONID,HHSIZE,CNTTDTR,R_AGE,HHFAMINC,DRIVER,WHYFROM,TIMETOWK,WHYTRP1S,HHFAMINC2,WHYTO,WEBUSE,NWALKTRP,WRKCOUNT,HOUSEID,WRKTRANS
Urban,Skip,10,NHB,0,1,1,12,54,65K-70K,Yes,PickUpSomeone,25,EatMeal,High,GetMeal,AlmostEveryday,-9,1,10526518,SUV
Urban,Skip,10,NHB,0,1,1,12,54,65K-70K,Yes,GetMeal,25,Shopping,High,BuyGoods,AlmostEveryday,-9,1,10526518,SUV
Urban,Skip,10,NHB,0,1,1,12,54,65K-70K,Yes,BuyGoods,25,Shopping,High,BuyGoods,AlmostEveryday,-9,1,10526518,SUV
Urban,Skip,10,NHB,0,1,1,12,54,65K-70K,Yes,BuyGoods,25,Shopping,High,BuyGoods,AlmostEveryday,-9,1,10526518,SUV
Urban,Skip,10,HBSHOP,0,1,1,12,54,65K-70K,Yes,BuyGoods,25,ReturnHome,High,Home,AlmostEveryday,-9,1,10526518,SUV
Urban,Skip,10,HBSOCREC,0,1,1,12,54,65K-70K,Yes,Home,25,SocialRecreation,High,GoToGym,AlmostEveryday,-9,1,10526518,SUV
Urban,Skip,10,NHB,0,1,1,12,54,65K-70K,Yes,GoToGym,25,ServePassenger,High,DropSomeoneOff,AlmostEveryday,-9,1,10526518,SUV
Urban,Skip,10,HBO,0,1,1,12,54,65K-70K,Yes,DropSomeoneOff,25,ReturnHome,High,Home,AlmostEveryday,-9,1,10526518,SUV
Urban,Skip,10,HBSOCREC,0,1,1,12,54,65K-70K,Yes,Home,25,SocialRecreation,High,GoToGym,AlmostEveryday,-9,1,10526518,SUV
Urban,Skip,10,HBSOCREC,0,1,1,12,54,65K-70K,Yes,GoToGym,25,ReturnHome,High,Home,AlmostEveryday,-9,1,10526518,SUV
Urban,Skip,-1,HBSOCREC,0,1,2,4,60,10K-15K,Yes,Home,-1,SocialRecreation,VeryLow,GoToGym,AlmostEveryday,3,1,10530168,Skip
Urban,Skip,-1,HBSOCREC,0,1,2,4,60,10K-15K,Yes,GoToGym,-1,ReturnHome,VeryLow,Home,AlmostEveryday,3,1,10530168,Skip
Urban,Skip,-1,HBSOCREC,0,1,2,4,60,10K-15K,Yes,Home,-1,EatMeal,VeryLow,SocialEvent,AlmostEveryday,3,1,10530168,Skip
Urban,Skip,-1,HBSOCREC,0,1,2,4,60,10K-15K,Yes,SocialEvent,-1,ReturnHome,VeryLow,Home,AlmostEveryday,3,1,10530168,Skip
Urban,Skip,1,HBSHOP,0,2,2,7,72,10K-15K,Yes,Home,-8,EatMeal,VeryLow,CoffeeIcecreamSnacks,Skip,3,1,10530168,PickupTruck
Urban,Skip,1,NHB,0,2,2,7,72,10K-15K,Yes,CoffeeIcecreamSnacks,-8,SocialRecreation,VeryLow,GoToGym,Skip,3,1,10530168,PickupTruck
Urban,Skip,1,HBSOCREC,0,2,2,7,72,10K-15K,Yes,GoToGym,-8,ReturnHome,VeryLow,Home,Skip,3,1,10530168,PickupTruck
Urban,Skip,1,HBSOCREC,0,2,2,7,72,10K-15K,Yes,Home,-8,SocialRecreation,VeryLow,GoToGym,Skip,3,1,10530168,PickupTruck
Urban,Skip,1,HBSOCREC,0,2,2,7,72,10K-15K,Yes,GoToGym,-8,ReturnHome,VeryLow,Home,Skip,3,1,10530168,PickupTruck
Urban,Skip,1,HBSOCREC,0,2,2,7,72,10K-15K,Yes,Home,-8,EatMeal,VeryLow,SocialEvent,Skip,3,1,10530168,PickupTruck
Urban,Skip,1,HBSOCREC,0,2,2,7,72,10K-15K,Yes,SocialEvent,-8,ReturnHome,VeryLow,Home,Skip,3,1,10530168,PickupTruck
Rural,Skip,-1,HBW,0,1,1,2,45,15K-20K,Yes,Home,-1,ToWork,VeryLow,GoToWork,OnceWeek,0,1,10531576,Skip
Rural,Skip,-1,HBW,0,1,1,2,45,15K-20K,Yes,GoToWork,-1,ReturnHome,VeryLow,Home,OnceWeek,0,1,10531576,Skip
Urban,Skip,-1,HBSHOP,0,1,1,2,43,5K-10K,No,Home,-1,Shopping,ExtremelyLow,BuyGoods,Skip,3,0,10532685,Skip
Urban,Skip,-1,HBSHOP,0,1,1,2,43,5K-10K,No,BuyGoods,-1,ReturnHome,ExtremelyLow,Home,Skip,3,0,10532685,Skip
Urban,Skip,-1,HBO,0,1,4,3,77,70K-75K,Yes,Home,-1,Other,High,SchoolOrReligiousActivity,Skip,0,1,10540662,Skip
Urban,Skip,-1,NHB,0,1,4,3,77,70K-75K,Yes,SchoolOrReligiousActivity,-1,EatMeal,High,SocialEvent,Skip,0,1,10540662,Skip
Urban,Skip,-1,HBSOCREC,0,1,4,3,77,70K-75K,Yes,SocialEvent,-1,ReturnHome,High,Home,Skip,0,1,10540662,Skip
Urban,Skip,3,HBSHOP,0,2,4,4,58,70K-75K,Yes,Home,20,Shopping,High,BuyGoods,Never,5,1,10540662,Car
Urban,Skip,3,HBSHOP,0,2,4,4,58,70K-75K,Yes,BuyGoods,20,ReturnHome,High,Home,Never,5,1,10540662,Car
Urban,Skip,3,HBO,0,2,4,4,58,70K-75K,Yes,Home,20,ServePassenger,High,DropSomeoneOff,Never,5,1,10540662,Car
Urban,Skip,3,HBO,0,2,4,4,58,70K-75K,Yes,DropSomeoneOff,20,ReturnHome,High,Home,Never,5,1,10540662,Car
Urban,Skip,-1,HBO,0,1,4,6,25,lessthan5K,No,Home,-1,Religious,ExtremelyLow,GoReligiousActivityRe,OnceWeek,6,1,10545238,Skip
Urban,Skip,-1,NHB,0,1,4,6,25,lessthan5K,No,GoReligiousActivityRe,-1,Family,ExtremelyLow,Shopping,OnceWeek,6,1,10545238,Skip
Urban,Skip,-1,HBSHOP,0,1,4,6,25,lessthan5K,No,Shopping,-1,ReturnHome,ExtremelyLow,Home,OnceWeek,6,1,10545238,Skip
Urban,Skip,-1,HBSHOP,0,1,4,6,25,lessthan5K,No,Home,-1,Family,ExtremelyLow,Shopping,OnceWeek,6,1,10545238,Skip
Urban,Skip,-1,NHB,0,1,4,6,25,lessthan5K,No,Shopping,-1,Shopping,ExtremelyLow,BuyGoods,OnceWeek,6,1,10545238,Skip
Urban,Skip,-1,HBSHOP,0,1,4,6,25,lessthan5K,No,BuyGoods,-1,ReturnHome,ExtremelyLow,Home,OnceWeek,6,1,10545238,Skip
Urban,Skip,13,HBW,0,2,4,6,32,lessthan5K,Yes,Home,35,ToWork,ExtremelyLow,GoToWork,OnceMonth,2,1,10545238,Car
Urban,Skip,13,NHB,0,2,4,6,32,lessthan5K,Yes,GoToWork,35,Family,ExtremelyLow,Shopping,OnceMonth,2,1,10545238,Car
Urban,Skip,13,NHB,0,2,4,6,32,lessthan5K,Yes,Shopping,35,Shopping,ExtremelyLow,BuyGas,OnceMonth,2,1,10545238,Car
Urban,Skip,13,HBSHOP,0,2,4,6,32,lessthan5K,Yes,BuyGas,35,ReturnHome,ExtremelyLow,Home,OnceMonth,2,1,10545238,Car
Urban,Skip,13,HBSHOP,0,2,4,6,32,lessthan5K,Yes,Home,35,Shopping,ExtremelyLow,BuyGoods,OnceMonth,2,1,10545238,Car
Urban,Skip,13,HBSHOP,0,2,4,6,32,lessthan5K,Yes,BuyGoods,35,ReturnHome,ExtremelyLow,Home,OnceMonth,2,1,10545238,Car
Urban,Skip,-1,HBSHOP,0,3,4,3,32,lessthan5K,Yes,Home,-1,Family,ExtremelyLow,Shopping,OnceMonth,2,1,10545238,Skip
Urban,Skip,-1,NHB,0,3,4,3,32,lessthan5K,Yes,Shopping,-1,Shopping,ExtremelyLow,BuyGoods,OnceMonth,2,1,10545238,Skip
Urban,Skip,-1,HBSHOP,0,3,4,3,32,lessthan5K,Yes,BuyGoods,-1,ReturnHome,ExtremelyLow,Home,OnceMonth,2,1,10545238,Skip
Urban,Skip,-1,HBO,-1,4,4,3,0,lessthan5K,Skip,Home,-1,ServePassenger,ExtremelyLow,TakeAndWait,Skip,-1,1,10545238,Skip
Urban,Skip,-1,NHB,-1,4,4,3,0,lessthan5K,Skip,TakeAndWait,-1,ServePassenger,ExtremelyLow,TakeAndWait,Skip,-1,1,10545238,Skip
Urban,Skip,-1,HBO,-1,4,4,3,0,lessthan5K,Skip,TakeAndWait,-1,ReturnHome,ExtremelyLow,Home,Skip,-1,1,10545238,Skip
Urban,Skip,15,HBSHOP,0,1,3,2,22,DontKnow,Yes,Home,30,Shopping,DontKnow,BuyGoods,OnceMonth,2,2,10546114,Car
Urban,Skip,15,HBSHOP,0,1,3,2,22,DontKnow,Yes,BuyGoods,30,ReturnHome,DontKnow,Home,OnceMonth,2,2,10546114,Car
Urban,Skip,5,HBO,0,1,3,3,49,80K-100K,Yes,Home,15,WorkRelated,High,OtherWorkRelated,SeveralWeek,0,3,10547139,Car
Urban,Skip,5,NHB,0,1,3,3,49,80K-100K,Yes,OtherWorkRelated,15,ToWork,High,GoToWork,SeveralWeek,0,3,10547139,Car
Urban,Skip,5,HBW,0,1,3,3,49,80K-100K,Yes,GoToWork,15,ReturnHome,High,Home,SeveralWeek,0,3,10547139,Car
Urban,AlmostEveryday,0,HBO,0,3,3,6,51,80K-100K,Yes,Home,1,ServePassenger,High,PickUpSomeone,Skip,6,3,10547139,Car
Urban,AlmostEveryday,0,NHB,0,3,3,6,51,80K-100K,Yes,PickUpSomeone,1,Shopping,High,BuyGoods,Skip,6,3,10547139,Car
Urban,AlmostEveryday,0,NHB,0,3,3,6,51,80K-100K,Yes,BuyGoods,1,Shopping,High,BuyGoods,Skip,6,3,10547139,Car
Urban,AlmostEveryday,0,NHB,0,3,3,6,51,80K-100K,Yes,BuyGoods,1,ServePassenger,High,DropSomeoneOff,Skip,6,3,10547139,Car
Urban,AlmostEveryday,0,NHB,0,3,3,6,51,80K-100K,Yes,DropSomeoneOff,1,Shopping,High,BuyGoods,Skip,6,3,10547139,Car
Urban,AlmostEveryday,0,HBSHOP,0,3,3,6,51,80K-100K,Yes,BuyGoods,1,ReturnHome,High,Home,Skip,6,3,10547139,Car
Urban,Skip,-1,HBO,0,1,1,4,73,55K-60K,Yes,Home,-1,Family,High,PetCare,Skip,3,0,10550166,Skip
Urban,Skip,-1,NHB,0,1,1,4,73,55K-60K,Yes,PetCare,-1,SocialRecreation,High,VisitFriends,Skip,3,0,10550166,Skip
Urban,Skip,-1,NHB,0,1,1,4,73,55K-60K,Yes,VisitFriends,-1,Family,High,Shopping,Skip,3,0,10550166,Skip
Urban,Skip,-1,HBSHOP,0,1,1,4,73,55K-60K,Yes,Shopping,-1,ReturnHome,High,Home,Skip,3,0,10550166,Skip
Urban,Skip,-1,HBO,1,1,2,4,41,5K-10K,Yes,Home,-1,Other,ExtremelyLow,SchoolOrReligiousActivity,Never,5,2,10553420,Skip
Urban,Skip,-1,HBO,1,1,2,4,41,5K-10K,Yes,SchoolOrReligiousActivity,-1,ReturnHome,ExtremelyLow,Home,Never,5,2,10553420,Skip
Urban,Skip,-1,HBSHOP,1,1,2,4,41,5K-10K,Yes,Home,-1,EatMeal,ExtremelyLow,CoffeeIcecreamSnacks,Never,5,2,10553420,Skip
Urban,Skip,-1,HBSHOP,1,1,2,4,41,5K-10K,Yes,CoffeeIcecreamSnacks,-1,ReturnHome,ExtremelyLow,Home,Never,5,2,10553420,Skip
Urban,Skip,-1,HBW,0,2,2,3,50,5K-10K,Yes,Home,30,ToWork,ExtremelyLow,GoToWork,Skip,1,2,10553420,PickupTruck
Urban,Skip,-1,NHB,0,2,2,3,50,5K-10K,Yes,GoToWork,30,ToWork,ExtremelyLow,GoToWork,Skip,1,2,10553420,PickupTruck
Urban,Skip,-1,HBW,0,2,2,3,50,5K-10K,Yes,GoToWork,30,ReturnHome,ExtremelyLow,Home,Skip,1,2,10553420,PickupTruck
Urban,Skip,-1,HBSHOP,0,1,3,5,57,40K-45K,Yes,Home,-1,Family,Moderate,Shopping,Skip,3,2,10554043,Skip
Urban,Skip,-1,NHB,0,1,3,5,57,40K-45K,Yes,Shopping,-1,Family,Moderate,Shopping,Skip,3,2,10554043,Skip
Urban,Skip,-1,NHB,0,1,3,5,57,40K-45K,Yes,Shopping,-1,Family,Moderate,Shopping,Skip,3,2,10554043,Skip
Urban,Skip,-1,NHB,0,1,3,5,57,40K-45K,Yes,Shopping,-1,Family,Moderate,Shopping,Skip,3,2,10554043,Skip
Urban,Skip,-1,HBSHOP,0,1,3,5,57,40K-45K,Yes,Shopping,-1,ReturnHome,Moderate,Home,Skip,3,2,10554043,Skip
Urban,Skip,5,HBW,0,3,3,4,31,40K-45K,Yes,Home,20,ToWork,Moderate,GoToWork,Skip,2,2,10554043,Van
Urban,Skip,5,HBW,0,3,3,4,31,40K-45K,Yes,GoToWork,20,ReturnHome,Moderate,Home,Skip,2,2,10554043,Van
Urban,Skip,5,HBSHOP,0,3,3,4,31,40K-45K,Yes,Home,20,EatMeal,Moderate,GetMeal,Skip,2,2,10554043,Van
Urban,Skip,5,HBSHOP,0,3,3,4,31,40K-45K,Yes,GetMeal,20,ReturnHome,Moderate,Home,Skip,2,2,10554043,Van
Urban,Skip,5,HBSHOP,0,1,1,7,37,20K-25K,Yes,Home,25,Family,Low,BuyService,Skip,7,1,10558500,Car
Urban,Skip,5,NHB,0,1,1,7,37,20K-25K,Yes,BuyService,25,Medical,Low,MedicalService,Skip,7,1,10558500,Car
Urban,Skip,5,NHB,0,1,1,7,37,20K-25K,Yes,MedicalService,25,EatMeal,Low,GetMeal,Skip,7,1,10558500,Car
Urban,Skip,5,NHB,0,1,1,7,37,20K-25K,Yes,GetMeal,25,Shopping,Low,BuyGoods,Skip,7,1,10558500,Car
Urban,Skip,5,HBSHOP,0,1,1,7,37,20K-25K,Yes,BuyGoods,25,ReturnHome,Low,Home,Skip,7,1,10558500,Car
Urban,Skip,5,HBSOCREC,0,1,1,7,37,20K-25K,Yes,Home,25,SocialRecreation,Low,GoToGym,Skip,7,1,10558500,Car
Urban,Skip,5,HBSOCREC,0,1,1,7,37,20K-25K,Yes,GoToGym,25,ReturnHome,Low,Home,Skip,7,1,10558500,Car
Urban,Skip,4,HBW,0,1,4,6,39,morethan100K,Yes,Home,15,ToWork,High,GoToWork,OnceWeek,5,2,10558779,PickupTruck
Urban,Skip,4,HBW,0,1,4,6,39,morethan100K,Yes,GoToWork,15,ReturnHome,High,Home,OnceWeek,5,2,10558779,PickupTruck
Urban,Skip,4,HBW,0,1,4,6,39,morethan100K,Yes,Home,15,ReturnWork,High,ReturnToWork,OnceWeek,5,2,10558779,PickupTruck
Urban,Skip,4,HBW,0,1,4,6,39,morethan100K,Yes,ReturnToWork,15,ReturnHome,High,Home,OnceWeek,5,2,10558779,PickupTruck
Urban,Skip,4,HBSOCREC,0,1,4,6,39,morethan100K,Yes,Home,15,SocialRecreation,High,VisitFriends,OnceWeek,5,2,10558779,PickupTruck
Urban,Skip,4,HBSOCREC,0,1,4,6,39,morethan100K,Yes,VisitFriends,15,ReturnHome,High,Home,OnceWeek,5,2,10558779,PickupTruck
Urban,Skip,10,HBO,0,2,4,6,41,morethan100K,Yes,Home,20,Religious,High,GoReligiousActivityRe,OnceWeek,1,2,10558779,Car
Urban,Skip,10,HBO,0,2,4,6,41,morethan100K,Yes,GoReligiousActivityRe,20,ReturnHome,High,Home,OnceWeek,1,2,10558779,Car
Urban,Skip,10,HBSOCREC,0,2,4,6,41,morethan100K,Yes,Home,20,SocialRecreation,High,Vacation,OnceWeek,1,2,10558779,Car
Urban,Skip,10,HBSOCREC,0,2,4,6,41,morethan100K,Yes,Vacation,20,ReturnHome,High,Home,OnceWeek,1,2,10558779,Car
Urban,Skip,10,HBSHOP,0,2,4,6,41,morethan100K,Yes,Home,20,Shopping,High,BuyGoods,OnceWeek,1,2,10558779,Car
Urban,Skip,10,HBSHOP,0,2,4,6,41,morethan100K,Yes,BuyGoods,20,ReturnHome,High,Home,OnceWeek,1,2,10558779,Car
Urban,Skip,6,HBW,0,1,1,7,51,20K-25K,Yes,Home,25,ToWork,Low,GoToWork,Skip,10,1,10559404,PickupTruck
Urban,Skip,6,NHB,0,1,1,7,51,20K-25K,Yes,GoToWork,25,Shopping,Low,BuyGoods,Skip,10,1,10559404,PickupTruck
Urban,Skip,6,NHB,0,1,1,7,51,20K-25K,Yes,BuyGoods,25,ReturnWork,Low,ReturnToWork,Skip,10,1,10559404,PickupTruck
Urban,Skip,6,NHB,0,1,1,7,51,20K-25K,Yes,ReturnToWork,25,Shopping,Low,BuyGoods,Skip,10,1,10559404,PickupTruck
Urban,Skip,6,NHB,0,1,1,7,51,20K-25K,Yes,BuyGoods,25,ReturnWork,Low,ReturnToWork,Skip,10,1,10559404,PickupTruck
Urban,Skip,6,NHB,0,1,1,7,51,20K-25K,Yes,ReturnToWork,25,Shopping,Low,BuyGoods,Skip,10,1,10559404,PickupTruck
Urban,Skip,6,HBSHOP,0,1,1,7,51,20K-25K,Yes,BuyGoods,25,ReturnHome,Low,Home,Skip,10,1,10559404,PickupTruck
Urban,OnceWeekMore,-9,HBW,0,1,3,2,33,65K-70K,Yes,Home,45,ToWork,High,GoToWork,AlmostEveryday,3,2,10563755,Car
Urban,OnceWeekMore,-9,HBW,0,1,3,2,33,65K-70K,Yes,GoToWork,45,ReturnHome,High,Home,AlmostEveryday,3,2,10563755,Car
Urban,Skip,-1,HBO,0,2,3,8,35,65K-70K,Yes,Home,-1,ServePassenger,High,DropSomeoneOff,Skip,12,2,10563755,Skip
Urban,Skip,-1,HBO,0,2,3,8,35,65K-70K,Yes,DropSomeoneOff,-1,ReturnHome,High,Home,Skip,12,2,10563755,Skip
Urban,Skip,-1,HBSHOP,0,2,3,8,35,65K-70K,Yes,Home,-1,Shopping,High,BuyGoods,Skip,12,2,10563755,Skip
Urban,Skip,-1,HBSHOP,0,2,3,8,35,65K-70K,Yes,BuyGoods,-1,ReturnHome,High,Home,Skip,12,2,10563755,Skip
Urban,Skip,-1,HBSHOP,0,2,3,8,35,65K-70K,Yes,Home,-1,Shopping,High,BuyGoods,Skip,12,2,10563755,Skip
Urban,Skip,-1,HBSHOP,0,2,3,8,35,65K-70K,Yes,BuyGoods,-1,ReturnHome,High,Home,Skip,12,2,10563755,Skip
Urban,Skip,-1,HBO,0,2,3,8,35,65K-70K,Yes,Home,-1,ServePassenger,High,PickUpSomeone,Skip,12,2,10563755,Skip
Urban,Skip,-1,HBO,0,2,3,8,35,65K-70K,Yes,PickUpSomeone,-1,ReturnHome,High,Home,Skip,12,2,10563755,Skip
Urban,Skip,-1,HBO,-1,3,3,2,1,65K-70K,Skip,Home,-1,Family,High,DayCare,Skip,-1,2,10563755,Skip
Urban,Skip,-1,HBO,-1,3,3,2,1,65K-70K,Skip,DayCare,-1,ReturnHome,High,Home,Skip,-1,2,10563755,Skip
Urban,Skip,-1,HBSHOP,0,1,2,4,70,45K-50K,Yes,Home,-1,Family,High,BuyService,AlmostEveryday,1,1,10564592,Skip
Urban,Skip,-1,NHB,0,1,2,4,70,45K-50K,Yes,BuyService,-1,Shopping,High,BuyGoods,AlmostEveryday,1,1,10564592,Skip
Urban,Skip,-1,NHB,0,1,2,4,70,45K-50K,Yes,BuyGoods,-1,Religious,High,GoReligiousActivityRe,AlmostEveryday,1,1,10564592,Skip
Urban,Skip,-1,HBO,0,1,2,4,70,45K-50K,Yes,GoReligiousActivityRe,-1,ReturnHome,High,Home,AlmostEveryday,1,1,10564592,Skip
Urban,Skip,1,HBW,0,2,2,4,37,45K-50K,Yes,Home,10,ToWork,High,GoToWork,Skip,0,1,10564592,Car
Urban,Skip,1,NHB,0,2,2,4,37,45K-50K,Yes,GoToWork,10,Shopping,High,BuyGoods,Skip,0,1,10564592,Car
Urban,Skip,1,NHB,0,2,2,4,37,45K-50K,Yes,BuyGoods,10,ReturnWork,High,ReturnToWork,Skip,0,1,10564592,Car
Urban,Skip,1,HBW,0,2,2,4,37,45K-50K,Yes,ReturnToWork,10,ReturnHome,High,Home,Skip,0,1,10564592,Car
Urban,Skip,11,NHB,0,1,3,3,45,75K-80K,Yes,Skip,25,ToWork,High,GoToWork,SeveralWeek,3,2,10565160,PickupTruck
Urban,Skip,11,NHB,0,1,3,3,45,75K-80K,Yes,GoToWork,25,Shopping,High,BuyGoods,SeveralWeek,3,2,10565160,PickupTruck
Urban,Skip,11,HBSHOP,0,1,3,3,45,75K-80K,Yes,BuyGoods,25,ReturnHome,High,Home,SeveralWeek,3,2,10565160,PickupTruck
Urban,Skip,13,HBW,0,2,3,8,40,75K-80K,Yes,Home,20,ToWork,High,GoToWork,AlmostEveryday,0,2,10565160,Car
Urban,Skip,13,NHB,0,2,3,8,40,75K-80K,Yes,GoToWork,20,WorkRelated,High,OtherWorkRelated,AlmostEveryday,0,2,10565160,Car
Urban,Skip,13,NHB,0,2,3,8,40,75K-80K,Yes,OtherWorkRelated,20,EatMeal,High,CoffeeIcecreamSnacks,AlmostEveryday,0,2,10565160,Car
Urban,Skip,13,NHB,0,2,3,8,40,75K-80K,Yes,CoffeeIcecreamSnacks,20,ReturnWork,High,ReturnToWork,AlmostEveryday,0,2,10565160,Car
Urban,Skip,13,NHB,0,2,3,8,40,75K-80K,Yes,ReturnToWork,20,EatMeal,High,GetMeal,AlmostEveryday,0,2,10565160,Car
Urban,Skip,13,NHB,0,2,3,8,40,75K-80K,Yes,GetMeal,20,ReturnWork,High,ReturnToWork,AlmostEveryday,0,2,10565160,Car
Urban,Skip,13,NHB,0,2,3,8,40,75K-80K,Yes,ReturnToWork,20,Family,High,BuyService,AlmostEveryday,0,2,10565160,Car
Urban,Skip,13,HBSHOP,0,2,3,8,40,75K-80K,Yes,BuyService,20,ReturnHome,High,Home,AlmostEveryday,0,2,10565160,Car
Urban,Skip,-1,HBSOCREC,-1,3,3,10,8,75K-80K,Skip,Home,-1,SocialRecreation,High,VisitFriends,Skip,-1,2,10565160,Skip
Urban,Skip,-1,NHB,-1,3,3,10,8,75K-80K,Skip,VisitFriends,-1,SocialRecreation,High,VisitFriends,Skip,-1,2,10565160,Skip
Urban,Skip,-1,HBSOCREC,-1,3,3,10,8,75K-80K,Skip,VisitFriends,-1,ReturnHome,High,Home,Skip,-1,2,10565160,Skip
Urban,Skip,-1,HBSOCREC,-1,3,3,10,8,75K-80K,Skip,Home,-1,SocialRecreation,High,VisitFriends,Skip,-1,2,10565160,Skip
Urban,Skip,-1,NHB,-1,3,3,10,8,75K-80K,Skip,VisitFriends,-1,SocialRecreation,High,VisitFriends,Skip,-1,2,10565160,Skip
Urban,Skip,-1,HBSOCREC,-1,3,3,10,8,75K-80K,Skip,VisitFriends,-1,ReturnHome,High,Home,Skip,-1,2,10565160,Skip
Urban,Skip,-1,HBSOCREC,-1,3,3,10,8,75K-80K,Skip,Home,-1,SocialRecreation,High,VisitFriends,Skip,-1,2,10565160,Skip
Urban,Skip,-1,HBSOCREC,-1,3,3,10,8,75K-80K,Skip,VisitFriends,-1,ReturnHome,High,Home,Skip,-1,2,10565160,Skip
Urban,Skip,-1,HBSOCREC,-1,3,3,10,8,75K-80K,Skip,Home,-1,SocialRecreation,High,VisitFriends,Skip,-1,2,10565160,Skip
Urban,Skip,-1,HBSOCREC,-1,3,3,10,8,75K-80K,Skip,VisitFriends,-1,ReturnHome,High,Home,Skip,-1,2,10565160,Skip
Rural,Skip,0,HBW,0,1,1,4,53,15K-20K,Yes,Home,-1,ToWork,VeryLow,GoToWork,Skip,10,1,10571901,Skip
Rural,Skip,0,NHB,0,1,1,4,53,15K-20K,Yes,GoToWork,-1,Shopping,VeryLow,BuyGoods,Skip,10,1,10571901,Skip
Rural,Skip,0,NHB,0,1,1,4,53,15K-20K,Yes,BuyGoods,-1,Family,VeryLow,FamilyPersonalBusiness,Skip,10,1,10571901,Skip
Rural,Skip,0,HBO,0,1,1,4,53,15K-20K,Yes,FamilyPersonalBusiness,-1,ReturnHome,VeryLow,Home,Skip,10,1,10571901,Skip
Urban,Skip,-1,HBO,0,1,3,7,27,25K-30K,Yes,Home,-1,ServePassenger,Low,PickUpSomeone,AlmostEveryday,0,1,10572122,Skip
Urban,Skip,-1,HBO,0,1,3,7,27,25K-30K,Yes,PickUpSomeone,-1,ReturnHome,Low,Home,AlmostEveryday,0,1,10572122,Skip
Urban,Skip,-1,HBO,0,1,3,7,27,25K-30K,Yes,Home,-1,ServePassenger,Low,DropSomeoneOff,AlmostEveryday,0,1,10572122,Skip
Urban,Skip,-1,NHB,0,1,3,7,27,25K-30K,Yes,DropSomeoneOff,-1,SocialRecreation,Low,VisitFriends,AlmostEveryday,0,1,10572122,Skip
Urban,Skip,-1,HBSOCREC,0,1,3,7,27,25K-30K,Yes,VisitFriends,-1,ReturnHome,Low,Home,AlmostEveryday,0,1,10572122,Skip
Urban,Skip,-1,HBSHOP,0,1,3,7,27,25K-30K,Yes,Home,-1,Shopping,Low,BuyGoods,AlmostEveryday,0,1,10572122,Skip
Urban,Skip,-1,HBSHOP,0,1,3,7,27,25K-30K,Yes,BuyGoods,-1,ReturnHome,Low,Home,AlmostEveryday,0,1,10572122,Skip
Urban,Skip,7,HBSHOP,0,2,3,4,39,25K-30K,Yes,Home,24,Family,Low,BuyService,Skip,2,1,10572122,Car
Urban,Skip,7,HBSHOP,0,2,3,4,39,25K-30K,Yes,BuyService,24,ReturnHome,Low,Home,Skip,2,1,10572122,Car
Urban,Skip,7,HBW,0,2,3,4,39,25K-30K,Yes,Home,24,ToWork,Low,GoToWork,Skip,2,1,10572122,Car
Urban,Skip,7,HBW,0,2,3,4,39,25K-30K,Yes,GoToWork,24,ReturnHome,Low,Home,Skip,2,1,10572122,Car
Urban,Skip,-1,HBO,-1,3,3,7,2,25K-30K,Skip,Home,-1,ServePassenger,Low,PickUpSomeone,Skip,-1,1,10572122,Skip
Urban,Skip,-1,HBO,-1,3,3,7,2,25K-30K,Skip,PickUpSomeone,-1,ReturnHome,Low,Home,Skip,-1,1,10572122,Skip
Urban,Skip,-1,HBO,-1,3,3,7,2,25K-30K,Skip,Home,-1,ServePassenger,Low,DropSomeoneOff,Skip,-1,1,10572122,Skip
Urban,Skip,-1,NHB,-1,3,3,7,2,25K-30K,Skip,DropSomeoneOff,-1,SocialRecreation,Low,VisitFriends,Skip,-1,1,10572122,Skip
Urban,Skip,-1,HBSOCREC,-1,3,3,7,2,25K-30K,Skip,VisitFriends,-1,ReturnHome,Low,Home,Skip,-1,1,10572122,Skip
Urban,Skip,-1,HBSHOP,-1,3,3,7,2,25K-30K,Skip,Home,-1,Shopping,Low,BuyGoods,Skip,-1,1,10572122,Skip
Urban,Skip,-1,HBSHOP,-1,3,3,7,2,25K-30K,Skip,BuyGoods,-1,ReturnHome,Low,Home,Skip,-1,1,10572122,Skip
Urban,Skip,0,HBW,5,1,1,3,54,20K-25K,Yes,Home,5,ToWork,Low,GoToWork,Skip,4,1,10572636,SUV
Urban,Skip,0,NHB,5,1,1,3,54,20K-25K,Yes,GoToWork,5,Shopping,Low,BuyGoods,Skip,4,1,10572636,SUV
Urban,Skip,0,HBSHOP,5,1,1,3,54,20K-25K,Yes,BuyGoods,5,ReturnHome,Low,Home,Skip,4,1,10572636,SUV
Urban,Skip,16,HBO,0,1,2,8,44,30K-35K,Yes,Home,40,ServePassenger,Moderate,DropSomeoneOff,Skip,0,1,10573240,Car
Urban,Skip,16,HBO,0,1,2,8,44,30K-35K,Yes,DropSomeoneOff,40,ReturnHome,Moderate,Home,Skip,0,1,10573240,Car
Urban,Skip,16,HBSHOP,0,1,2,8,44,30K-35K,Yes,Home,40,Shopping,Moderate,BuyGas,Skip,0,1,10573240,Car
Urban,Skip,16,HBSHOP,0,1,2,8,44,30K-35K,Yes,BuyGas,40,ReturnHome,Moderate,Home,Skip,0,1,10573240,Car
