TIMETOWK,GCDWORK,TRIPPURP,WHYTO,WKFMHMXX,DRIVER,WRKTRANS,NWALKTRP,HHSIZE,WHYTRP1S,WHYFROM,NBIKETRP,R_AGE,CNTTDTR,WRKCOUNT,URBRUR,HHFAMINC,WEBUSE,WEBUSE.1,HOUSEID,PERSONID,HHFAMINC2
5,0.91,2,3,2,0,1,30,2,2,7,0,65,4,2,0,8,1,0,30381538,2,2
-1,-9.0,2,7,0,0,0,3,1,3,0,0,74,3,0,0,2,1,0,30382245,1,0
-1,-9.0,1,6,0,0,0,3,1,0,7,0,74,3,0,0,2,1,0,30382245,1,0
-1,-9.0,0,3,0,0,0,3,1,2,6,0,74,3,0,0,2,1,0,30382245,1,0
13,5.06,4,12,0,0,7,3,4,8,0,0,47,2,1,0,8,1,0,30382392,1,2
13,5.06,4,3,0,0,7,3,4,2,12,0,47,2,1,0,8,1,0,30382392,1,2
-1,-9.0,3,8,0,0,0,6,4,4,0,0,47,5,1,0,8,1,0,30382392,2,2
-1,-9.0,3,3,0,0,0,6,4,2,8,0,47,5,1,0,8,1,0,30382392,2,2
-1,-9.0,3,8,0,0,0,6,4,4,0,0,47,5,1,0,8,1,0,30382392,2,2
-1,-9.0,1,8,0,0,0,6,4,4,8,0,47,5,1,0,8,1,0,30382392,2,2
-1,-9.0,3,3,0,0,0,6,4,2,8,0,47,5,1,0,8,1,0,30382392,2,2
-1,-9.0,3,8,0,1,0,5,4,4,0,2,14,3,1,0,8,1,0,30382392,3,2
-1,-9.0,1,14,0,1,0,5,4,6,8,2,14,3,1,0,8,1,0,30382392,3,2
-1,-9.0,3,3,0,1,0,5,4,2,14,2,14,3,1,0,8,1,0,30382392,3,2
-1,-9.0,3,14,0,2,0,0,4,6,0,0,15,2,1,0,8,1,0,30382392,4,2
-1,-9.0,3,3,0,2,0,0,4,2,14,0,15,2,1,0,8,1,0,30382392,4,2
25,10.02,3,8,0,0,2,0,2,4,0,0,53,6,2,0,7,1,0,30382604,1,2
25,10.02,1,17,0,0,2,0,2,7,8,0,53,6,2,0,7,1,0,30382604,1,2
25,10.02,1,12,0,0,2,0,2,8,17,0,53,6,2,0,7,1,0,30382604,1,2
25,10.02,4,3,0,0,2,0,2,2,12,0,53,6,2,0,7,1,0,30382604,1,2
25,10.02,3,8,0,0,2,0,2,4,0,0,53,6,2,0,7,1,0,30382604,1,2
25,10.02,3,3,0,0,2,0,2,2,8,0,53,6,2,0,7,1,0,30382604,1,2
30,13.77,4,12,0,0,1,0,2,8,0,0,54,4,2,0,7,1,0,30382604,2,2
30,13.77,1,12,0,0,1,0,2,8,12,0,54,4,2,0,7,1,0,30382604,2,2
30,13.77,1,12,0,0,1,0,2,8,12,0,54,4,2,0,7,1,0,30382604,2,2
30,13.77,4,3,0,0,1,0,2,2,12,0,54,4,2,0,7,1,0,30382604,2,2
-1,-9.0,3,10,0,0,0,0,1,6,0,6,73,8,0,0,0,2,3,30382985,1,0
-1,-9.0,1,8,0,0,0,0,1,4,10,6,73,8,0,0,0,2,3,30382985,1,0
-1,-9.0,1,2,0,0,0,0,1,1,8,6,73,8,0,0,0,2,3,30382985,1,0
-1,-9.0,2,3,0,0,0,0,1,2,3,6,73,8,0,0,0,2,3,30382985,1,0
-1,-9.0,2,7,0,0,0,0,1,3,0,6,73,8,0,0,0,2,3,30382985,1,0
-1,-9.0,2,3,0,0,0,0,1,2,7,6,73,8,0,0,0,2,3,30382985,1,0
-1,-9.0,3,10,0,0,0,0,1,6,0,6,73,8,0,0,0,2,3,30382985,1,0
-1,-9.0,3,3,0,0,0,0,1,2,10,6,73,8,0,0,0,2,3,30382985,1,0
-1,-9.0,2,2,0,0,0,8,1,1,0,0,76,6,0,0,0,1,0,30383231,1,0
-1,-9.0,1,2,0,0,0,8,1,1,3,0,76,6,0,0,0,1,0,30383231,1,0
-1,-9.0,1,2,0,0,0,8,1,1,3,0,76,6,0,0,0,1,0,30383231,1,0
-1,-9.0,2,3,0,0,0,8,1,2,3,0,76,6,0,0,0,1,0,30383231,1,0
-1,-9.0,2,7,0,0,0,8,1,3,0,0,76,6,0,0,0,1,0,30383231,1,0
-1,-9.0,2,3,0,0,0,8,1,2,7,0,76,6,0,0,0,1,0,30383231,1,0
67,38.64,3,8,2,0,1,4,5,4,0,0,45,4,2,0,5,1,0,30384854,1,2
67,38.64,1,8,2,0,1,4,5,4,8,0,45,4,2,0,5,1,0,30384854,1,2
67,38.64,1,12,2,0,1,4,5,8,8,0,45,4,2,0,5,1,0,30384854,1,2
67,38.64,4,3,2,0,1,4,5,2,12,0,45,4,2,0,5,1,0,30384854,1,2
45,16.26,4,12,1,0,1,2,5,8,0,0,41,3,2,0,5,1,0,30384854,2,2
45,16.26,1,8,1,0,1,2,5,4,12,0,41,3,2,0,5,1,0,30384854,2,2
45,16.26,3,3,1,0,1,2,5,2,8,0,41,3,2,0,5,1,0,30384854,2,2
-1,-9.0,3,14,0,1,0,5,5,6,0,2,7,3,2,0,5,1,0,30384854,3,2
-1,-9.0,1,14,0,1,0,5,5,6,14,2,7,3,2,0,5,1,0,30384854,3,2
-1,-9.0,3,3,0,1,0,5,5,2,14,2,7,3,2,0,5,1,0,30384854,3,2
-1,-9.0,3,10,0,2,0,6,5,6,0,0,73,2,2,0,5,1,0,30384854,5,2
-1,-9.0,3,3,0,2,0,6,5,2,10,0,73,2,2,0,5,1,0,30384854,5,2
-1,-9.0,2,2,0,0,0,0,1,1,0,0,81,2,0,0,1,1,0,30385484,1,0
-1,-9.0,2,3,0,0,0,0,1,2,3,0,81,2,0,0,1,1,0,30385484,1,0
45,28.26,2,2,0,0,1,6,1,1,0,0,61,3,1,0,0,1,0,30386337,1,0
45,28.26,1,12,0,0,1,6,1,8,3,0,61,3,1,0,0,1,0,30386337,1,0
45,28.26,4,3,0,0,1,6,1,2,12,0,61,3,1,0,0,1,0,30386337,1,0
2,0.0,3,1,0,0,5,20,2,1,0,21,64,8,1,0,1,1,0,30387853,1,0
2,0.0,3,3,0,0,5,20,2,2,2,21,64,8,1,0,1,1,0,30387853,1,0
2,0.0,4,12,0,0,5,20,2,8,0,21,64,8,1,0,1,1,0,30387853,1,0
2,0.0,4,3,0,0,5,20,2,2,12,21,64,8,1,0,1,1,0,30387853,1,0
2,0.0,4,12,0,0,5,20,2,8,0,21,64,8,1,0,1,1,0,30387853,1,0
2,0.0,4,3,0,0,5,20,2,2,12,21,64,8,1,0,1,1,0,30387853,1,0
2,0.0,2,2,0,0,5,20,2,1,0,21,64,8,1,0,1,1,0,30387853,1,0
2,0.0,2,3,0,0,5,20,2,2,3,21,64,8,1,0,1,1,0,30387853,1,0
-1,-9.0,2,2,0,0,0,7,2,1,0,0,77,5,1,0,1,1,0,30387853,2,0
-1,-9.0,1,7,0,0,0,7,2,3,3,0,77,5,1,0,1,1,0,30387853,2,0
-1,-9.0,2,3,0,0,0,7,2,2,7,0,77,5,1,0,1,1,0,30387853,2,0
-1,-9.0,2,2,0,0,0,7,2,1,0,0,77,5,1,0,1,1,0,30387853,2,0
-1,-9.0,2,3,0,0,0,7,2,2,3,0,77,5,1,0,1,1,0,30387853,2,0
60,42.8,4,3,0,0,1,4,2,2,12,0,62,1,2,0,9,2,3,30387910,1,1
20,13.85,4,12,0,0,1,0,2,8,0,0,59,2,2,0,9,2,3,30387910,2,1
20,13.85,4,3,0,0,1,0,2,2,12,0,59,2,2,0,9,2,3,30387910,2,1
-1,-9.0,1,0,0,0,0,2,1,0,1,0,63,2,0,0,10,4,5,30388369,1,0
-1,-9.0,0,3,0,0,0,2,1,2,1,0,63,2,0,0,10,4,5,30388369,1,0
-1,-9.0,2,2,0,0,0,5,2,1,0,0,64,4,1,1,3,1,0,30388707,1,2
-1,-9.0,2,3,0,0,0,5,2,2,3,0,64,4,1,1,3,1,0,30388707,1,2
-1,-9.0,2,2,0,0,0,5,2,1,0,0,64,4,1,1,3,1,0,30388707,1,2
-1,-9.0,2,3,0,0,0,5,2,2,3,0,64,4,1,1,3,1,0,30388707,1,2
7,1.52,4,12,0,0,4,28,2,8,0,0,30,7,2,0,0,1,0,30388882,1,0
7,1.52,1,7,0,0,4,28,2,3,12,0,30,7,2,0,0,1,0,30388882,1,0
7,1.52,1,12,0,0,4,28,2,8,7,0,30,7,2,0,0,1,0,30388882,1,0
7,1.52,4,3,0,0,4,28,2,2,12,0,30,7,2,0,0,1,0,30388882,1,0
7,1.52,2,2,0,0,4,28,2,1,0,0,30,7,2,0,0,1,0,30388882,1,0
7,1.52,1,7,0,0,4,28,2,3,3,0,30,7,2,0,0,1,0,30388882,1,0
7,1.52,2,3,0,0,4,28,2,2,7,0,30,7,2,0,0,1,0,30388882,1,0
15,1.9,3,10,0,0,1,0,2,6,0,0,28,8,2,0,0,1,0,30388882,2,0
15,1.9,3,3,0,0,1,0,2,2,10,0,28,8,2,0,0,1,0,30388882,2,0
15,1.9,4,12,0,0,1,0,2,8,0,0,28,8,2,0,0,1,0,30388882,2,0
15,1.9,1,9,0,0,1,0,2,5,12,0,28,8,2,0,0,1,0,30388882,2,0
15,1.9,1,12,0,0,1,0,2,8,9,0,28,8,2,0,0,1,0,30388882,2,0
15,1.9,4,3,0,0,1,0,2,2,12,0,28,8,2,0,0,1,0,30388882,2,0
15,1.9,2,7,0,0,1,0,2,3,0,0,28,8,2,0,0,1,0,30388882,2,0
15,1.9,2,3,0,0,1,0,2,2,7,0,28,8,2,0,0,1,0,30388882,2,0
-1,-9.0,2,2,0,2,0,5,1,1,0,0,75,10,0,0,10,5,1,30390347,1,0
-1,-9.0,1,2,0,2,0,5,1,1,3,0,75,10,0,0,10,5,1,30390347,1,0
-1,-9.0,1,7,0,2,0,5,1,3,3,0,75,10,0,0,10,5,1,30390347,1,0
-1,-9.0,2,3,0,2,0,5,1,2,7,0,75,10,0,0,10,5,1,30390347,1,0
-1,-9.0,2,2,0,2,0,5,1,1,0,0,75,10,0,0,10,5,1,30390347,1,0
-1,-9.0,1,2,0,2,0,5,1,1,3,0,75,10,0,0,10,5,1,30390347,1,0
-1,-9.0,1,2,0,2,0,5,1,1,3,0,75,10,0,0,10,5,1,30390347,1,0
-1,-9.0,2,3,0,2,0,5,1,2,3,0,75,10,0,0,10,5,1,30390347,1,0
-1,-9.0,3,1,0,2,0,5,1,1,0,0,75,10,0,0,10,5,1,30390347,1,0
-1,-9.0,3,3,0,2,0,5,1,2,2,0,75,10,0,0,10,5,1,30390347,1,0
-1,-9.0,0,4,0,0,3,7,5,0,0,4,58,8,4,0,3,1,0,30391010,1,2
-1,-9.0,0,3,0,0,3,7,5,2,4,4,58,8,4,0,3,1,0,30391010,1,2
-1,-9.0,0,6,0,0,3,7,5,0,0,4,58,8,4,0,3,1,0,30391010,1,2
-1,-9.0,1,17,0,0,3,7,5,7,6,4,58,8,4,0,3,1,0,30391010,1,2
-1,-9.0,1,6,0,0,3,7,5,0,17,4,58,8,4,0,3,1,0,30391010,1,2
-1,-9.0,0,3,0,0,3,7,5,2,6,4,58,8,4,0,3,1,0,30391010,1,2
-1,-9.0,3,3,0,0,3,7,5,2,0,4,58,8,4,0,3,1,0,30391010,1,2
-1,-9.0,0,4,0,0,3,7,5,0,0,4,58,8,4,0,3,1,0,30391010,1,2
50,15.15,0,4,3,0,1,7,5,0,0,0,49,9,4,0,3,1,0,30391010,2,2
50,15.15,0,3,3,0,1,7,5,2,4,0,49,9,4,0,3,1,0,30391010,2,2
50,15.15,4,12,3,0,1,7,5,8,0,0,49,9,4,0,3,1,0,30391010,2,2
50,15.15,4,3,3,0,1,7,5,2,12,0,49,9,4,0,3,1,0,30391010,2,2
50,15.15,0,0,3,0,1,7,5,0,0,0,49,9,4,0,3,1,0,30391010,2,2
50,15.15,0,3,3,0,1,7,5,2,1,0,49,9,4,0,3,1,0,30391010,2,2
50,15.15,3,3,3,0,1,7,5,2,0,0,49,9,4,0,3,1,0,30391010,2,2
50,15.15,3,3,3,0,1,7,5,2,0,0,49,9,4,0,3,1,0,30391010,2,2
50,15.15,3,3,3,0,1,7,5,2,0,0,49,9,4,0,3,1,0,30391010,2,2
5,2.1,4,12,2,0,1,20,5,8,0,0,21,4,4,0,3,1,0,30391010,3,2
5,2.1,4,3,2,0,1,20,5,2,12,0,21,4,4,0,3,1,0,30391010,3,2
5,2.1,0,4,2,0,1,20,5,0,0,0,21,4,4,0,3,1,0,30391010,3,2
5,2.1,0,3,2,0,1,20,5,2,4,0,21,4,4,0,3,1,0,30391010,3,2
-1,-9.0,0,4,0,2,0,15,5,0,0,0,15,2,4,0,3,1,0,30391010,5,2
-1,-9.0,0,3,0,2,0,15,5,2,4,0,15,2,4,0,3,1,0,30391010,5,2
60,3.04,4,12,0,0,1,5,4,8,0,0,50,2,3,0,3,1,0,30393733,2,2
60,3.04,4,3,0,0,1,5,4,2,12,0,50,2,3,0,3,1,0,30393733,2,2
60,33.38,2,2,0,0,1,0,4,1,0,0,24,2,3,0,3,1,0,30393733,3,2
60,33.38,2,3,0,0,1,0,4,2,3,0,24,2,3,0,3,1,0,30393733,3,2
15,2.23,4,12,0,0,1,0,4,8,0,0,21,2,3,0,3,1,0,30393733,4,2
15,2.23,4,3,0,0,1,0,4,2,12,0,21,2,3,0,3,1,0,30393733,4,2
-1,-9.0,0,3,0,0,0,26,1,2,6,0,74,1,0,0,2,1,0,30393759,1,0
-1,-9.0,0,6,0,0,0,0,1,0,0,0,71,4,0,1,2,1,0,30393864,1,0
-1,-9.0,0,3,0,0,0,0,1,2,6,0,71,4,0,1,2,1,0,30393864,1,0
-1,-9.0,3,3,0,0,0,0,1,2,0,0,71,4,0,1,2,1,0,30393864,1,0
-1,-9.0,3,3,0,0,0,0,1,2,0,0,71,4,0,1,2,1,0,30393864,1,0
30,7.69,3,10,0,0,1,2,2,6,0,0,47,4,1,0,1,1,0,30394248,1,0
30,7.69,3,3,0,0,1,2,2,2,10,0,47,4,1,0,1,1,0,30394248,1,0
30,7.69,3,10,0,0,1,2,2,6,0,0,47,4,1,0,1,1,0,30394248,1,0
30,7.69,3,3,0,0,1,2,2,2,10,0,47,4,1,0,1,1,0,30394248,1,0
6,1.36,2,2,0,0,1,4,1,1,0,0,33,5,1,0,2,1,0,30394965,1,0
6,1.36,1,12,0,0,1,4,1,8,3,0,33,5,1,0,2,1,0,30394965,1,0
6,1.36,4,3,0,0,1,4,1,2,12,0,33,5,1,0,2,1,0,30394965,1,0
6,1.36,3,3,0,0,1,4,1,2,0,0,33,5,1,0,2,1,0,30394965,1,0
6,1.36,3,3,0,0,1,4,1,2,0,0,33,5,1,0,2,1,0,30394965,1,0
-1,-9.0,2,2,0,0,0,7,2,1,0,0,74,5,0,0,9,1,0,30395701,1,1
-1,-9.0,2,3,0,0,0,7,2,2,3,0,74,5,0,0,9,1,0,30395701,1,1
-1,-9.0,2,7,0,0,0,7,2,3,0,0,74,5,0,0,9,1,0,30395701,1,1
-1,-9.0,1,2,0,0,0,7,2,1,7,0,74,5,0,0,9,1,0,30395701,1,1
-1,-9.0,2,3,0,0,0,7,2,2,3,0,74,5,0,0,9,1,0,30395701,1,1
-1,-9.0,2,2,0,0,0,4,2,1,0,0,70,5,0,0,9,1,0,30395701,2,1
-1,-9.0,2,3,0,0,0,4,2,2,3,0,70,5,0,0,9,1,0,30395701,2,1
-1,-9.0,2,7,0,0,0,4,2,3,0,0,70,5,0,0,9,1,0,30395701,2,1
-1,-9.0,1,2,0,0,0,4,2,1,7,0,70,5,0,0,9,1,0,30395701,2,1
-1,-9.0,2,3,0,0,0,4,2,2,3,0,70,5,0,0,9,1,0,30395701,2,1
-1,-9.0,3,3,0,2,0,4,1,2,0,0,56,5,0,0,10,3,2,30395961,1,0
-1,-9.0,2,2,0,2,0,4,1,1,0,0,56,5,0,0,10,3,2,30395961,1,0
-1,-9.0,2,3,0,2,0,4,1,2,3,0,56,5,0,0,10,3,2,30395961,1,0
-1,-9.0,2,2,0,2,0,4,1,1,0,0,56,5,0,0,10,3,2,30395961,1,0
-1,-9.0,2,3,0,2,0,4,1,2,3,0,56,5,0,0,10,3,2,30395961,1,0
-1,-9.0,3,14,0,0,0,0,2,6,0,0,33,4,1,0,1,1,0,30396471,1,0
-1,-9.0,3,3,0,0,0,0,2,2,14,0,33,4,1,0,1,1,0,30396471,1,0
-1,-9.0,2,7,0,0,0,0,2,3,0,0,33,4,1,0,1,1,0,30396471,1,0
-1,-9.0,2,3,0,0,0,0,2,2,7,0,33,4,1,0,1,1,0,30396471,1,0
15,0.58,4,12,0,0,1,0,2,8,0,0,24,5,1,0,1,1,0,30396471,2,0
15,0.58,4,3,0,0,1,0,2,2,12,0,24,5,1,0,1,1,0,30396471,2,0
15,0.58,3,14,0,0,1,0,2,6,0,0,24,5,1,0,1,1,0,30396471,2,0
15,0.58,1,2,0,0,1,0,2,1,14,0,24,5,1,0,1,1,0,30396471,2,0
15,0.58,2,3,0,0,1,0,2,2,3,0,24,5,1,0,1,1,0,30396471,2,0
-1,-9.0,3,9,0,0,0,21,3,5,0,0,69,4,0,0,9,1,0,30399246,2,1
-1,-9.0,1,2,0,0,0,21,3,1,9,0,69,4,0,0,9,1,0,30399246,2,1
-1,-9.0,2,3,0,0,0,21,3,2,3,0,69,4,0,0,9,1,0,30399246,2,1
-1,-9.0,3,3,0,0,0,21,3,2,0,0,69,4,0,0,9,1,0,30399246,2,1
-1,-9.0,3,3,0,0,0,7,3,2,0,0,33,2,0,0,9,1,0,30399246,3,1
-1,-9.0,3,3,0,0,0,7,3,2,0,0,33,2,0,0,9,1,0,30399246,3,1
30,5.12,2,7,0,0,1,1,1,3,0,0,72,2,1,0,0,1,0,30401239,1,0
30,5.12,2,3,0,0,1,1,1,2,7,0,72,2,1,0,0,1,0,30401239,1,0
-1,-9.0,3,8,0,0,3,3,4,4,0,0,36,8,2,0,3,1,0,30401539,1,2
-1,-9.0,1,12,0,0,3,3,4,8,8,0,36,8,2,0,3,1,0,30401539,1,2
-1,-9.0,1,1,0,0,3,3,4,1,12,0,36,8,2,0,3,1,0,30401539,1,2
-1,-9.0,1,2,0,0,3,3,4,1,2,0,36,8,2,0,3,1,0,30401539,1,2
-1,-9.0,1,8,0,0,3,3,4,4,3,0,36,8,2,0,3,1,0,30401539,1,2
-1,-9.0,3,3,0,0,3,3,4,2,8,0,36,8,2,0,3,1,0,30401539,1,2
-1,-9.0,0,0,0,0,3,3,4,0,0,0,36,8,2,0,3,1,0,30401539,1,2
-1,-9.0,0,3,0,0,3,3,4,2,1,0,36,8,2,0,3,1,0,30401539,1,2
30,11.01,4,12,0,0,2,7,4,8,0,0,45,4,2,0,3,1,0,30401539,2,2
30,11.01,4,3,0,0,2,7,4,2,12,0,45,4,2,0,3,1,0,30401539,2,2
30,11.01,0,0,0,0,2,7,4,0,0,0,45,4,2,0,3,1,0,30401539,2,2
30,11.01,0,3,0,0,2,7,4,2,1,0,45,4,2,0,3,1,0,30401539,2,2
-1,-9.0,3,18,0,1,0,3,4,6,0,2,5,4,2,0,3,1,0,30401539,3,2
-1,-9.0,3,3,0,1,0,3,4,2,18,2,5,4,2,0,3,1,0,30401539,3,2
-1,-9.0,0,0,0,1,0,3,4,0,0,2,5,4,2,0,3,1,0,30401539,3,2
-1,-9.0,0,3,0,1,0,3,4,2,1,2,5,4,2,0,3,1,0,30401539,3,2
15,0.98,3,1,0,0,8,5,2,1,0,4,30,4,2,0,1,1,0,30402519,1,0
15,0.98,3,3,0,0,8,5,2,2,2,4,30,4,2,0,1,1,0,30402519,1,0
15,0.98,0,0,0,0,8,5,2,0,0,4,30,4,2,0,1,1,0,30402519,1,0
15,0.98,0,3,0,0,8,5,2,2,1,4,30,4,2,0,1,1,0,30402519,1,0
25,21.19,4,12,0,0,1,1,2,8,0,0,27,3,2,0,1,1,0,30402519,2,0
25,21.19,1,0,0,0,1,1,2,0,12,0,27,3,2,0,1,1,0,30402519,2,0
25,21.19,0,3,0,0,1,1,2,2,1,0,27,3,2,0,1,1,0,30402519,2,0
-1,-9.0,3,9,0,0,0,7,2,5,0,0,69,4,0,0,6,1,0,30403312,1,2
-1,-9.0,3,3,0,0,0,7,2,2,9,0,69,4,0,0,6,1,0,30403312,1,2
-1,-9.0,2,7,0,0,0,7,2,3,0,0,69,4,0,0,6,1,0,30403312,1,2
-1,-9.0,2,3,0,0,0,7,2,2,7,0,69,4,0,0,6,1,0,30403312,1,2
-1,-9.0,2,2,0,0,0,5,2,1,0,0,66,8,0,0,6,1,0,30403312,2,2
-1,-9.0,2,3,0,0,0,5,2,2,3,0,66,8,0,0,6,1,0,30403312,2,2
-1,-9.0,0,4,0,0,0,5,2,0,0,0,66,8,0,0,6,1,0,30403312,2,2
-1,-9.0,0,3,0,0,0,5,2,2,4,0,66,8,0,0,6,1,0,30403312,2,2
-1,-9.0,3,9,0,0,0,5,2,5,0,0,66,8,0,0,6,1,0,30403312,2,2
-1,-9.0,3,3,0,0,0,5,2,2,9,0,66,8,0,0,6,1,0,30403312,2,2
-1,-9.0,2,7,0,0,0,5,2,3,0,0,66,8,0,0,6,1,0,30403312,2,2
-1,-9.0,2,3,0,0,0,5,2,2,7,0,66,8,0,0,6,1,0,30403312,2,2
25,9.85,4,12,0,0,1,3,4,8,0,0,35,2,1,0,9,1,0,30404151,1,1
25,9.85,4,3,0,0,1,3,4,2,12,0,35,2,1,0,9,1,0,30404151,1,1
-1,-9.0,3,8,0,0,0,3,4,4,0,0,36,8,1,0,9,1,0,30404151,2,1
-1,-9.0,3,3,0,0,0,3,4,2,8,0,36,8,1,0,9,1,0,30404151,2,1
-1,-9.0,3,8,0,0,0,3,4,4,0,0,36,8,1,0,9,1,0,30404151,2,1
-1,-9.0,3,3,0,0,0,3,4,2,8,0,36,8,1,0,9,1,0,30404151,2,1
-1,-9.0,3,8,0,0,0,3,4,4,0,0,36,8,1,0,9,1,0,30404151,2,1
-1,-9.0,3,3,0,0,0,3,4,2,8,0,36,8,1,0,9,1,0,30404151,2,1
-1,-9.0,3,8,0,0,0,3,4,4,0,0,36,8,1,0,9,1,0,30404151,2,1
-1,-9.0,3,3,0,0,0,3,4,2,8,0,36,8,1,0,9,1,0,30404151,2,1
-1,-9.0,3,8,0,1,0,3,4,4,0,0,12,2,1,0,9,1,0,30404151,3,1
-1,-9.0,3,3,0,1,0,3,4,2,8,0,12,2,1,0,9,1,0,30404151,3,1
-1,-9.0,3,8,0,1,0,3,4,4,0,0,9,2,1,0,9,1,0,30404151,4,1
-1,-9.0,3,3,0,1,0,3,4,2,8,0,9,2,1,0,9,1,0,30404151,4,1
20,3.12,3,3,0,0,5,6,4,2,0,0,49,11,2,0,6,1,0,30405540,1,2
20,3.12,4,12,0,0,5,6,4,8,0,0,49,11,2,0,6,1,0,30405540,1,2
20,3.12,1,7,0,0,5,6,4,3,12,0,49,11,2,0,6,1,0,30405540,1,2
20,3.12,1,12,0,0,5,6,4,8,7,0,49,11,2,0,6,1,0,30405540,1,2
20,3.12,1,8,0,0,5,6,4,4,12,0,49,11,2,0,6,1,0,30405540,1,2
20,3.12,1,9,0,0,5,6,4,5,8,0,49,11,2,0,6,1,0,30405540,1,2
20,3.12,1,7,0,0,5,6,4,3,9,0,49,11,2,0,6,1,0,30405540,1,2
20,3.12,2,3,0,0,5,6,4,2,7,0,49,11,2,0,6,1,0,30405540,1,2
20,3.12,3,10,0,0,5,6,4,6,0,0,49,11,2,0,6,1,0,30405540,1,2
20,3.12,1,8,0,0,5,6,4,4,10,0,49,11,2,0,6,1,0,30405540,1,2
20,3.12,3,3,0,0,5,6,4,2,8,0,49,11,2,0,6,1,0,30405540,1,2
10,3.12,3,8,0,0,2,5,4,4,0,0,50,8,2,0,6,1,0,30405540,2,2
10,3.12,1,12,0,0,2,5,4,8,8,0,50,8,2,0,6,1,0,30405540,2,2
10,3.12,1,7,0,0,2,5,4,3,12,0,50,8,2,0,6,1,0,30405540,2,2
10,3.12,1,12,0,0,2,5,4,8,7,0,50,8,2,0,6,1,0,30405540,2,2
10,3.12,4,3,0,0,2,5,4,2,12,0,50,8,2,0,6,1,0,30405540,2,2
10,3.12,3,10,0,0,2,5,4,6,0,0,50,8,2,0,6,1,0,30405540,2,2
10,3.12,1,8,0,0,2,5,4,4,10,0,50,8,2,0,6,1,0,30405540,2,2
10,3.12,3,3,0,0,2,5,4,2,8,0,50,8,2,0,6,1,0,30405540,2,2
-1,-9.0,3,14,0,0,0,0,4,6,0,0,18,6,2,0,6,1,0,30405540,3,2
-1,-9.0,3,3,0,0,0,0,4,2,14,0,18,6,2,0,6,1,0,30405540,3,2
-1,-9.0,3,9,0,0,0,0,4,5,0,0,18,6,2,0,6,1,0,30405540,3,2
-1,-9.0,3,3,0,0,0,0,4,2,9,0,18,6,2,0,6,1,0,30405540,3,2
-1,-9.0,3,8,0,0,0,0,4,4,0,0,18,6,2,0,6,1,0,30405540,3,2
-1,-9.0,3,3,0,0,0,0,4,2,8,0,18,6,2,0,6,1,0,30405540,3,2
-1,-9.0,3,17,0,1,0,0,4,7,0,0,14,7,2,0,6,1,0,30405540,4,2
-1,-9.0,1,14,0,1,0,0,4,6,17,0,14,7,2,0,6,1,0,30405540,4,2
-1,-9.0,1,9,0,1,0,0,4,5,14,0,14,7,2,0,6,1,0,30405540,4,2
-1,-9.0,1,7,0,1,0,0,4,3,9,0,14,7,2,0,6,1,0,30405540,4,2
-1,-9.0,2,3,0,1,0,0,4,2,7,0,14,7,2,0,6,1,0,30405540,4,2
-1,-9.0,0,4,0,1,0,0,4,0,0,0,14,7,2,0,6,1,0,30405540,4,2
-1,-9.0,0,3,0,1,0,0,4,2,4,0,14,7,2,0,6,1,0,30405540,4,2
12,4.08,1,4,0,0,1,16,2,0,4,0,63,6,2,0,9,1,0,30405859,1,1
12,4.08,1,4,0,0,1,16,2,0,4,0,63,6,2,0,9,1,0,30405859,1,1
12,4.08,1,2,0,0,1,16,2,1,4,0,63,6,2,0,9,1,0,30405859,1,1
12,4.08,2,3,0,0,1,16,2,2,3,0,63,6,2,0,9,1,0,30405859,1,1
12,4.08,4,12,0,0,1,16,2,8,0,0,63,6,2,0,9,1,0,30405859,1,1
12,4.08,1,4,0,0,1,16,2,0,12,0,63,6,2,0,9,1,0,30405859,1,1
6,1.67,4,12,0,0,1,0,2,8,0,0,64,2,2,0,9,1,0,30405859,2,1
6,1.67,4,3,0,0,1,0,2,2,12,0,64,2,2,0,9,1,0,30405859,2,1
25,10.04,4,3,0,0,5,0,3,2,12,0,57,2,2,0,0,1,0,30406145,1,0
25,10.04,4,12,0,0,5,0,3,8,0,0,57,2,2,0,0,1,0,30406145,1,0
15,7.43,4,12,0,0,5,0,3,8,0,0,53,3,2,0,0,1,0,30406145,2,0
15,7.43,1,0,0,0,5,0,3,0,12,0,53,3,2,0,0,1,0,30406145,2,0
15,7.43,0,3,0,0,5,0,3,2,1,0,53,3,2,0,0,1,0,30406145,2,0
-1,-9.0,1,12,0,0,3,3,2,8,13,0,34,2,2,0,3,1,0,30408455,1,2
-1,-9.0,1,12,0,0,3,3,2,8,12,0,34,2,2,0,3,1,0,30408455,1,2
-1,-9.0,1,7,0,0,0,12,2,3,11,0,73,4,0,0,2,1,0,30408611,1,0
-1,-9.0,2,3,0,0,0,12,2,2,7,0,73,4,0,0,2,1,0,30408611,1,0
-1,-9.0,0,0,0,0,0,12,2,0,0,0,73,4,0,0,2,1,0,30408611,1,0
-1,-9.0,0,3,0,0,0,12,2,2,1,0,73,4,0,0,2,1,0,30408611,1,0
-1,-9.0,0,0,0,0,0,7,2,0,0,0,71,4,0,0,2,1,0,30408611,2,0
-1,-9.0,0,3,0,0,0,7,2,2,1,0,71,4,0,0,2,1,0,30408611,2,0
