TIMETOWK,GCDWORK,TRIPPURP,WHYTO,WKFMHMXX,DRIVER,WRKTRANS,NWALKTRP,HHSIZE,WHYTRP1S,WHYFROM,NBIKETRP,R_AGE,CNTTDTR,WRKCOUNT,URBRUR,HHFAMINC,WEBUSE,HOUSEID,PERSONID,HHFAMINC2
-1,-1,3,3,0,1,1,-1,5,3,22,-1,9,5,2,0,9,0,15022800,4,2
-1,-1,2,18,0,1,1,-1,5,9,0,-1,3,4,2,0,9,0,15022800,5,2
-1,-1,2,3,0,1,1,-1,5,3,18,-1,3,4,2,0,9,0,15022800,5,2
-1,-1,3,29,0,1,1,-1,5,6,0,-1,3,4,2,0,9,0,15022800,5,2
-1,-1,3,3,0,1,1,-1,5,3,34,-1,3,4,2,0,9,0,15022800,5,2
20,5,4,2,0,0,3,1,2,2,0,0,26,7,2,0,0,1,15029706,1,0
20,5,1,0,0,0,3,1,2,0,3,0,26,7,2,0,0,1,15029706,1,0
20,5,1,17,0,0,3,1,2,11,1,0,26,7,2,0,0,1,15029706,1,0
20,5,4,3,0,0,3,1,2,3,17,0,26,7,2,0,0,1,15029706,1,0
20,5,2,4,0,0,3,1,2,1,0,0,26,7,2,0,0,1,15029706,1,0
20,5,1,22,0,0,3,1,2,6,4,0,26,7,2,0,0,1,15029706,1,0
20,5,3,3,0,0,3,1,2,3,22,0,26,7,2,0,0,1,15029706,1,0
30,7,4,2,0,0,0,1,2,2,0,0,20,9,2,0,0,1,15029706,2,0
30,7,1,4,0,0,0,1,2,1,3,0,20,9,2,0,0,1,15029706,2,0
30,7,1,10,0,0,0,1,2,4,4,0,20,9,2,0,0,1,15029706,2,0
30,7,1,0,0,0,0,1,2,0,10,0,20,9,2,0,0,1,15029706,2,0
30,7,1,12,0,0,0,1,2,4,1,0,20,9,2,0,0,1,15029706,2,0
30,7,2,3,0,0,0,1,2,3,12,0,20,9,2,0,0,1,15029706,2,0
30,7,2,4,0,0,0,1,2,1,0,0,20,9,2,0,0,1,15029706,2,0
30,7,1,22,0,0,0,1,2,6,4,0,20,9,2,0,0,1,15029706,2,0
30,7,3,3,0,0,0,1,2,3,22,0,20,9,2,0,0,1,15029706,2,0
-1,-1,0,6,0,0,1,7,2,5,0,0,72,4,0,1,0,0,15031624,1,0
-1,-1,1,1,0,0,1,7,2,1,6,0,72,4,0,1,0,0,15031624,1,0
-1,-1,1,21,0,0,1,7,2,6,2,0,72,4,0,1,0,0,15031624,1,0
-1,-1,3,3,0,0,1,7,2,3,21,0,72,4,0,1,0,0,15031624,1,0
-1,-1,3,22,0,0,1,7,2,6,0,2,59,2,0,0,14,5,15034241,1,1
-1,-1,3,3,0,0,1,7,2,3,22,2,59,2,0,0,14,5,15034241,1,1
-1,-1,3,22,0,0,1,4,2,6,0,0,49,2,0,0,14,1,15034241,2,1
-1,-1,3,3,0,0,1,4,2,3,22,0,49,2,0,0,14,1,15034241,2,1
25,18,4,2,0,0,5,0,4,2,0,0,35,7,2,1,6,1,15038182,1,2
25,18,1,0,0,0,5,0,4,0,3,0,35,7,2,1,6,1,15038182,1,2
25,18,1,17,0,0,5,0,4,11,1,0,35,7,2,1,6,1,15038182,1,2
25,18,1,2,0,0,5,0,4,2,17,0,35,7,2,1,6,1,15038182,1,2
25,18,1,0,0,0,5,0,4,0,3,0,35,7,2,1,6,1,15038182,1,2
25,18,1,6,0,0,5,0,4,5,1,0,35,7,2,1,6,1,15038182,1,2
25,18,0,3,0,0,5,0,4,3,6,0,35,7,2,1,6,1,15038182,1,2
10,6,4,2,0,0,6,0,4,2,0,0,36,5,2,1,6,4,15038182,2,2
10,6,4,3,0,0,6,0,4,3,3,0,36,5,2,1,6,4,15038182,2,2
10,6,2,19,0,0,6,0,4,4,0,0,36,5,2,1,6,4,15038182,2,2
10,6,1,0,0,0,6,0,4,0,19,0,36,5,2,1,6,4,15038182,2,2
10,6,0,3,0,0,6,0,4,3,1,0,36,5,2,1,6,4,15038182,2,2
-1,-1,2,13,0,0,1,-1,4,8,0,-1,15,5,2,1,6,0,15038182,3,2
-1,-1,2,3,0,0,1,-1,4,3,13,-1,15,5,2,1,6,0,15038182,3,2
-1,-1,3,22,0,0,1,-1,4,6,0,-1,15,5,2,1,6,0,15038182,3,2
-1,-1,1,0,0,0,1,-1,4,0,22,-1,15,5,2,1,6,0,15038182,3,2
-1,-1,0,3,0,0,1,-1,4,3,1,-1,15,5,2,1,6,0,15038182,3,2
-1,-1,2,13,0,1,1,-1,4,8,0,-1,12,5,2,1,6,0,15038182,4,2
-1,-1,2,3,0,1,1,-1,4,3,13,-1,12,5,2,1,6,0,15038182,4,2
-1,-1,3,22,0,1,1,-1,4,6,0,-1,12,5,2,1,6,0,15038182,4,2
-1,-1,1,0,0,1,1,-1,4,0,22,-1,12,5,2,1,6,0,15038182,4,2
-1,-1,0,3,0,1,1,-1,4,3,1,-1,12,5,2,1,6,0,15038182,4,2
10,3,4,2,0,0,0,0,6,2,0,0,30,7,2,0,12,0,15041829,1,1
10,3,1,12,0,0,0,0,6,4,3,0,30,7,2,0,12,0,15041829,1,1
10,3,1,17,0,0,0,0,6,11,12,0,30,7,2,0,12,0,15041829,1,1
10,3,1,15,0,0,0,0,6,5,17,0,30,7,2,0,12,0,15041829,1,1
10,3,1,11,0,0,0,0,6,7,15,0,30,7,2,0,12,0,15041829,1,1
10,3,1,17,0,0,0,0,6,11,11,0,30,7,2,0,12,0,15041829,1,1
10,3,4,3,0,0,0,0,6,3,17,0,30,7,2,0,12,0,15041829,1,1
25,11,2,12,0,0,3,2,6,4,0,0,27,4,2,0,12,1,15041829,2,1
25,11,1,2,0,0,3,2,6,2,12,0,27,4,2,0,12,1,15041829,2,1
25,11,1,10,0,0,3,2,6,4,3,0,27,4,2,0,12,1,15041829,2,1
25,11,2,3,0,0,3,2,6,3,10,0,27,4,2,0,12,1,15041829,2,1
-1,-1,2,4,0,1,1,-1,6,1,0,-1,9,3,2,0,12,0,15041829,3,1
-1,-1,1,13,0,1,1,-1,6,8,4,-1,9,3,2,0,12,0,15041829,3,1
-1,-1,2,3,0,1,1,-1,6,3,13,-1,9,3,2,0,12,0,15041829,3,1
-1,-1,2,13,0,1,1,-1,6,8,0,-1,5,2,2,0,12,0,15041829,4,1
-1,-1,2,3,0,1,1,-1,6,3,13,-1,5,2,2,0,12,0,15041829,4,1
-1,-1,2,13,0,1,1,-1,6,8,0,-1,4,2,2,0,12,0,15041829,5,1
-1,-1,2,3,0,1,1,-1,6,3,13,-1,4,2,2,0,12,0,15041829,5,1
-1,-1,2,33,0,1,1,-1,6,1,0,-1,1,2,2,0,12,0,15041829,6,1
-1,-1,2,3,0,1,1,-1,6,3,33,-1,1,2,2,0,12,0,15041829,6,1
20,8,2,18,0,0,0,2,2,9,0,0,48,4,2,0,13,1,15046815,1,1
20,8,2,3,0,0,0,2,2,3,18,0,48,4,2,0,13,1,15046815,1,1
20,8,0,6,0,0,0,2,2,5,0,0,48,4,2,0,13,1,15046815,1,1
20,8,0,3,0,0,0,2,2,3,6,0,48,4,2,0,13,1,15046815,1,1
-8,-1,2,25,0,0,14,-8,2,12,0,0,47,2,2,0,13,3,15046815,2,1
-8,-1,2,3,0,0,14,-8,2,3,25,0,47,2,2,0,13,3,15046815,2,1
30,16,0,6,0,0,0,7,3,5,0,0,39,4,1,0,14,4,15062365,1,1
30,16,1,2,0,0,0,7,3,2,6,0,39,4,1,0,14,4,15062365,1,1
30,16,1,6,0,0,0,7,3,5,3,0,39,4,1,0,14,4,15062365,1,1
30,16,0,3,0,0,0,7,3,3,6,0,39,4,1,0,14,4,15062365,1,1
-1,-1,0,15,0,0,1,10,3,5,0,0,51,6,1,0,14,3,15062365,2,1
-1,-1,0,3,0,0,1,10,3,3,15,0,51,6,1,0,14,3,15062365,2,1
-1,-1,2,9,0,0,1,10,3,1,0,0,51,6,1,0,14,3,15062365,2,1
-1,-1,1,6,0,0,1,10,3,5,9,0,51,6,1,0,14,3,15062365,2,1
-1,-1,1,6,0,0,1,10,3,5,6,0,51,6,1,0,14,3,15062365,2,1
-1,-1,0,3,0,0,1,10,3,3,6,0,51,6,1,0,14,3,15062365,2,1
-1,-1,3,21,0,2,1,7,3,6,0,7,16,4,1,0,14,2,15062365,3,1
-1,-1,1,6,0,2,1,7,3,5,21,7,16,4,1,0,14,2,15062365,3,1
-1,-1,1,27,0,2,1,7,3,6,6,7,16,4,1,0,14,2,15062365,3,1
-1,-1,3,3,0,2,1,7,3,3,28,7,16,4,1,0,14,2,15062365,3,1
1,0,2,16,4,0,4,3,3,10,0,0,38,7,3,0,11,2,15068947,1,2
1,0,1,0,4,0,4,3,3,0,16,0,38,7,3,0,11,2,15068947,1,2
1,0,1,17,4,0,4,3,3,11,1,0,38,7,3,0,11,2,15068947,1,2
1,0,1,30,4,0,4,3,3,1,17,0,38,7,3,0,11,2,15068947,1,2
1,0,1,15,4,0,4,3,3,5,30,0,38,7,3,0,11,2,15068947,1,2
1,0,1,30,4,0,4,3,3,1,15,0,38,7,3,0,11,2,15068947,1,2
1,0,0,3,4,0,4,3,3,3,30,0,38,7,3,0,11,2,15068947,1,2
1,0,0,1,4,0,4,3,3,1,0,0,43,12,3,0,11,4,15068947,2,2
1,0,1,1,4,0,4,3,3,1,2,0,43,12,3,0,11,4,15068947,2,2
1,0,1,1,4,0,4,3,3,1,2,0,43,12,3,0,11,4,15068947,2,2
1,0,1,1,4,0,4,3,3,1,2,0,43,12,3,0,11,4,15068947,2,2
1,0,1,21,4,0,4,3,3,6,2,0,43,12,3,0,11,4,15068947,2,2
1,0,1,21,4,0,4,3,3,6,21,0,43,12,3,0,11,4,15068947,2,2
1,0,3,3,4,0,4,3,3,3,21,0,43,12,3,0,11,4,15068947,2,2
1,0,3,21,4,0,4,3,3,6,0,0,43,12,3,0,11,4,15068947,2,2
1,0,1,1,4,0,4,3,3,1,21,0,43,12,3,0,11,4,15068947,2,2
1,0,1,15,4,0,4,3,3,5,2,0,43,12,3,0,11,4,15068947,2,2
1,0,1,1,4,0,4,3,3,1,15,0,43,12,3,0,11,4,15068947,2,2
1,0,0,3,4,0,4,3,3,3,2,0,43,12,3,0,11,4,15068947,2,2
30,14,4,2,0,0,0,0,4,2,0,0,33,2,1,0,11,1,15073549,1,2
30,14,4,3,0,0,0,0,4,3,3,0,33,2,1,0,11,1,15073549,1,2
-1,-1,2,12,0,0,1,5,4,4,0,0,38,2,1,0,11,2,15073549,2,2
-1,-1,2,3,0,0,1,5,4,3,12,0,38,2,1,0,11,2,15073549,2,2
-1,-1,2,33,0,1,1,-1,4,1,0,-1,2,2,1,0,11,0,15073549,3,2
-1,-1,2,3,0,1,1,-1,4,3,33,-1,2,2,1,0,11,0,15073549,3,2
-1,-1,2,12,0,1,1,-1,4,4,0,-1,0,2,1,0,11,0,15073549,4,2
-1,-1,2,3,0,1,1,-1,4,3,12,-1,0,2,1,0,11,0,15073549,4,2
-1,-1,0,0,0,0,1,14,3,0,0,0,51,8,0,0,14,2,15074470,1,1
-1,-1,1,1,0,0,1,14,3,1,1,0,51,8,0,0,14,2,15074470,1,1
-1,-1,0,3,0,0,1,14,3,3,2,0,51,8,0,0,14,2,15074470,1,1
-1,-1,3,7,0,0,1,14,3,6,0,0,51,8,0,0,14,2,15074470,1,1
-1,-1,1,12,0,0,1,14,3,4,7,0,51,8,0,0,14,2,15074470,1,1
-1,-1,2,3,0,0,1,14,3,3,12,0,51,8,0,0,14,2,15074470,1,1
-1,-1,0,0,0,0,1,14,3,0,0,0,51,8,0,0,14,2,15074470,1,1
-1,-1,0,3,0,0,1,14,3,3,1,0,51,8,0,0,14,2,15074470,1,1
-1,-1,3,22,0,1,1,-1,3,6,0,-1,9,5,0,0,14,0,15074470,3,1
-1,-1,1,12,0,1,1,-1,3,4,22,-1,9,5,0,0,14,0,15074470,3,1
-1,-1,1,7,0,1,1,-1,3,6,12,-1,9,5,0,0,14,0,15074470,3,1
-1,-1,1,0,0,1,1,-1,3,0,7,-1,9,5,0,0,14,0,15074470,3,1
-1,-1,0,3,0,1,1,-1,3,3,1,-1,9,5,0,0,14,0,15074470,3,1
40,14,2,16,0,0,0,7,2,10,0,0,50,9,2,0,11,1,15079000,1,2
40,14,1,12,0,0,0,7,2,4,16,0,50,9,2,0,11,1,15079000,1,2
40,14,1,2,0,0,0,7,2,2,12,0,50,9,2,0,11,1,15079000,1,2
40,14,1,0,0,0,0,7,2,0,3,0,50,9,2,0,11,1,15079000,1,2
40,14,1,17,0,0,0,7,2,11,1,0,50,9,2,0,11,1,15079000,1,2
40,14,1,6,0,0,0,7,2,5,17,0,50,9,2,0,11,1,15079000,1,2
40,14,0,3,0,0,0,7,2,3,6,0,50,9,2,0,11,1,15079000,1,2
40,14,0,0,0,0,0,7,2,0,0,0,50,9,2,0,11,1,15079000,1,2
40,14,0,3,0,0,0,7,2,3,1,0,50,9,2,0,11,1,15079000,1,2
-1,0,0,1,0,0,1,7,2,1,0,0,50,7,2,0,11,1,15079000,2,2
-1,0,1,6,0,0,1,7,2,5,2,0,50,7,2,0,11,1,15079000,2,2
-1,0,0,3,0,0,1,7,2,3,6,0,50,7,2,0,11,1,15079000,2,2
-1,0,0,6,0,0,1,7,2,5,0,0,50,7,2,0,11,1,15079000,2,2
-1,0,0,3,0,0,1,7,2,3,6,0,50,7,2,0,11,1,15079000,2,2
-1,0,0,0,0,0,1,7,2,0,0,0,50,7,2,0,11,1,15079000,2,2
-1,0,0,3,0,0,1,7,2,3,1,0,50,7,2,0,11,1,15079000,2,2
-1,-1,0,6,0,0,1,0,1,5,0,0,88,6,0,0,2,0,15087733,1,0
-1,-1,1,1,0,0,1,0,1,1,6,0,88,6,0,0,2,0,15087733,1,0
-1,-1,1,1,0,0,1,0,1,1,2,0,88,6,0,0,2,0,15087733,1,0
-1,-1,1,21,0,0,1,0,1,6,2,0,88,6,0,0,2,0,15087733,1,0
-1,-1,1,23,0,0,1,0,1,1,21,0,88,6,0,0,2,0,15087733,1,0
-1,-1,2,3,0,0,1,0,1,3,23,0,88,6,0,0,2,0,15087733,1,0
25,12,3,22,0,0,6,0,1,6,0,0,49,4,1,0,1,1,15088422,1,2
25,12,3,3,0,0,6,0,1,3,22,0,49,4,1,0,1,1,15088422,1,2
25,12,4,2,0,0,6,0,1,2,0,0,49,4,1,0,1,1,15088422,1,2
25,12,4,3,0,0,6,0,1,3,3,0,49,4,1,0,1,1,15088422,1,2
30,17,2,25,0,0,3,0,3,12,0,0,32,2,2,0,9,4,15090452,1,2
30,17,2,3,0,0,3,0,3,3,25,0,32,2,2,0,9,4,15090452,1,2
15,6,2,25,0,0,0,0,3,12,0,0,31,4,2,0,9,5,15090452,2,2
15,6,2,3,0,0,0,0,3,3,25,0,31,4,2,0,9,5,15090452,2,2
15,6,0,6,0,0,0,0,3,5,0,0,31,4,2,0,9,5,15090452,2,2
15,6,0,3,0,0,0,0,3,3,6,0,31,4,2,0,9,5,15090452,2,2
-1,-1,2,25,0,1,1,-1,3,12,0,-1,8,4,2,0,9,0,15090452,3,2
-1,-1,2,3,0,1,1,-1,3,3,25,-1,8,4,2,0,9,0,15090452,3,2
-1,-1,0,6,0,1,1,-1,3,5,0,-1,8,4,2,0,9,0,15090452,3,2
-1,-1,0,3,0,1,1,-1,3,3,6,-1,8,4,2,0,9,0,15090452,3,2
30,11,4,2,0,0,0,7,6,2,0,0,40,5,1,0,15,1,15096687,1,2
30,11,1,30,0,0,0,7,6,1,3,0,40,5,1,0,15,1,15096687,1,2
30,11,1,30,0,0,0,7,6,1,30,0,40,5,1,0,15,1,15096687,1,2
30,11,1,17,0,0,0,7,6,11,30,0,40,5,1,0,15,1,15096687,1,2
30,11,4,3,0,0,0,7,6,3,17,0,40,5,1,0,15,1,15096687,1,2
-1,-1,2,12,0,0,1,7,6,4,0,0,36,10,1,0,15,1,15096687,2,2
-1,-1,2,3,0,0,1,7,6,3,12,0,36,10,1,0,15,1,15096687,2,2
-1,-1,2,12,0,0,1,7,6,4,0,0,36,10,1,0,15,1,15096687,2,2
-1,-1,1,12,0,0,1,7,6,4,12,0,36,10,1,0,15,1,15096687,2,2
-1,-1,2,3,0,0,1,7,6,3,12,0,36,10,1,0,15,1,15096687,2,2
-1,-1,0,6,0,0,1,7,6,5,0,0,36,10,1,0,15,1,15096687,2,2
-1,-1,0,3,0,0,1,7,6,3,6,0,36,10,1,0,15,1,15096687,2,2
-1,-1,2,10,0,0,1,7,6,4,0,0,36,10,1,0,15,1,15096687,2,2
-1,-1,1,1,0,0,1,7,6,1,10,0,36,10,1,0,15,1,15096687,2,2
-1,-1,0,3,0,0,1,7,6,3,2,0,36,10,1,0,15,1,15096687,2,2
-1,-1,2,13,0,1,1,-1,6,8,0,-1,9,3,1,0,15,0,15096687,3,2
-1,-1,1,1,0,1,1,-1,6,1,13,-1,9,3,1,0,15,0,15096687,3,2
-1,-1,0,3,0,1,1,-1,6,3,2,-1,9,3,1,0,15,0,15096687,3,2
-1,-1,2,13,0,1,1,-1,6,8,0,-1,6,3,1,0,15,0,15096687,4,2
-1,-1,1,1,0,1,1,-1,6,1,13,-1,6,3,1,0,15,0,15096687,4,2
-1,-1,0,3,0,1,1,-1,6,3,2,-1,6,3,1,0,15,0,15096687,4,2
-1,-1,2,13,0,1,1,-1,6,8,0,-1,3,6,1,0,15,0,15096687,5,2
-1,-1,2,3,0,1,1,-1,6,3,13,-1,3,6,1,0,15,0,15096687,5,2
-1,-1,2,11,0,1,1,-1,6,7,0,-1,3,6,1,0,15,0,15096687,5,2
-1,-1,1,13,0,1,1,-1,6,8,11,-1,3,6,1,0,15,0,15096687,5,2
-1,-1,1,1,0,1,1,-1,6,1,13,-1,3,6,1,0,15,0,15096687,5,2
-1,-1,0,3,0,1,1,-1,6,3,2,-1,3,6,1,0,15,0,15096687,5,2
-1,-1,2,19,0,1,1,-1,6,4,0,-1,0,10,1,0,15,0,15096687,6,2
-1,-1,2,3,0,1,1,-1,6,3,19,-1,0,10,1,0,15,0,15096687,6,2
-1,-1,2,19,0,1,1,-1,6,4,0,-1,0,10,1,0,15,0,15096687,6,2
-1,-1,1,19,0,1,1,-1,6,4,19,-1,0,10,1,0,15,0,15096687,6,2
-1,-1,2,3,0,1,1,-1,6,3,19,-1,0,10,1,0,15,0,15096687,6,2
-1,-1,0,6,0,1,1,-1,6,5,0,-1,0,10,1,0,15,0,15096687,6,2
-1,-1,0,3,0,1,1,-1,6,3,6,-1,0,10,1,0,15,0,15096687,6,2
-1,-1,2,19,0,1,1,-1,6,4,0,-1,0,10,1,0,15,0,15096687,6,2
-1,-1,1,1,0,1,1,-1,6,1,19,-1,0,10,1,0,15,0,15096687,6,2
-1,-1,0,3,0,1,1,-1,6,3,2,-1,0,10,1,0,15,0,15096687,6,2
-5,4,4,2,0,0,1,15,3,2,0,0,48,9,2,1,11,1,15097198,1,2
-5,4,1,10,0,0,1,15,3,4,3,0,48,9,2,1,11,1,15097198,1,2
-5,4,1,6,0,0,1,15,3,5,10,0,48,9,2,1,11,1,15097198,1,2
-5,4,1,11,0,0,1,15,3,7,6,0,48,9,2,1,11,1,15097198,1,2
-5,4,1,30,0,0,1,15,3,1,11,0,48,9,2,1,11,1,15097198,1,2
-5,4,1,0,0,0,1,15,3,0,30,0,48,9,2,1,11,1,15097198,1,2
-5,4,1,25,0,0,1,15,3,12,1,0,48,9,2,1,11,1,15097198,1,2
-5,4,1,12,0,0,1,15,3,4,25,0,48,9,2,1,11,1,15097198,1,2
-5,4,2,3,0,0,1,15,3,3,12,0,48,9,2,1,11,1,15097198,1,2
40,11,3,22,0,0,0,6,3,6,0,0,49,3,2,1,11,3,15097198,2,2
40,11,1,25,0,0,0,6,3,12,22,0,49,3,2,1,11,3,15097198,2,2
40,11,2,3,0,0,0,6,3,3,25,0,49,3,2,1,11,3,15097198,2,2
-1,-1,2,13,0,0,1,6,3,8,0,0,18,5,2,1,11,1,15097198,3,2
-1,-1,1,7,0,0,1,6,3,6,13,0,18,5,2,1,11,1,15097198,3,2
-1,-1,3,3,0,0,1,6,3,3,7,0,18,5,2,1,11,1,15097198,3,2
-1,-1,2,24,0,0,1,6,3,8,0,0,18,5,2,1,11,1,15097198,3,2
-1,-1,2,3,0,0,1,6,3,3,24,0,18,5,2,1,11,1,15097198,3,2
25,10,4,2,0,0,0,0,1,2,0,0,22,2,1,0,7,3,15098524,1,0
25,10,4,3,0,0,0,0,1,3,3,0,22,2,1,0,7,3,15098524,1,0
-1,0,2,14,0,0,1,3,1,9,0,1,39,9,1,0,1,3,15101022,1,2
-1,0,1,12,0,0,1,3,1,4,14,1,39,9,1,0,1,3,15101022,1,2
-1,0,2,3,0,0,1,3,1,3,12,1,39,9,1,0,1,3,15101022,1,2
-1,0,3,8,0,0,1,3,1,0,0,1,39,9,1,0,1,3,15101022,1,2
-1,0,3,3,0,0,1,3,1,3,8,1,39,9,1,0,1,3,15101022,1,2
-1,0,0,6,0,0,1,3,1,5,0,1,39,9,1,0,1,3,15101022,1,2
-1,0,0,3,0,0,1,3,1,3,6,1,39,9,1,0,1,3,15101022,1,2
-1,0,2,10,0,0,1,3,1,4,0,1,39,9,1,0,1,3,15101022,1,2
-1,0,2,3,0,0,1,3,1,3,10,1,39,9,1,0,1,3,15101022,1,2
60,33,4,2,0,0,0,0,2,2,0,0,32,11,2,0,6,1,15109411,1,2
60,33,1,30,0,0,0,0,2,1,3,0,32,11,2,0,6,1,15109411,1,2
60,33,1,0,0,0,0,0,2,0,30,0,32,11,2,0,6,1,15109411,1,2
60,33,1,21,0,0,0,0,2,6,1,0,32,11,2,0,6,1,15109411,1,2
60,33,3,3,0,0,0,0,2,3,21,0,32,11,2,0,6,1,15109411,1,2
60,33,0,6,0,0,0,0,2,5,0,0,32,11,2,0,6,1,15109411,1,2
60,33,1,21,0,0,0,0,2,6,6,0,32,11,2,0,6,1,15109411,1,2
60,33,1,25,0,0,0,0,2,12,21,0,32,11,2,0,6,1,15109411,1,2
60,33,1,15,0,0,0,0,2,5,25,0,32,11,2,0,6,1,15109411,1,2
60,33,1,6,0,0,0,0,2,5,15,0,32,11,2,0,6,1,15109411,1,2
60,33,0,3,0,0,0,0,2,3,6,0,32,11,2,0,6,1,15109411,1,2
25,6,4,2,0,0,0,2,2,2,0,0,32,8,2,0,6,4,15109411,2,2
25,6,4,3,0,0,0,2,2,3,3,0,32,8,2,0,6,4,15109411,2,2
25,6,0,6,0,0,0,2,2,5,0,0,32,8,2,0,6,4,15109411,2,2
25,6,1,21,0,0,0,2,2,6,6,0,32,8,2,0,6,4,15109411,2,2
25,6,1,25,0,0,0,2,2,12,21,0,32,8,2,0,6,4,15109411,2,2
25,6,1,15,0,0,0,2,2,5,25,0,32,8,2,0,6,4,15109411,2,2
25,6,1,6,0,0,0,2,2,5,15,0,32,8,2,0,6,4,15109411,2,2
25,6,0,3,0,0,0,2,2,3,6,0,32,8,2,0,6,4,15109411,2,2
-1,-1,2,10,0,0,1,3,3,4,0,0,40,2,2,0,9,1,15118299,1,2
-1,-1,2,3,0,0,1,3,3,3,10,0,40,2,2,0,9,1,15118299,1,2
40,4,0,15,0,0,0,3,3,5,0,0,54,4,2,0,9,4,15118299,2,2
40,4,1,12,0,0,0,3,3,4,15,0,54,4,2,0,9,4,15118299,2,2
40,4,1,2,0,0,0,3,3,2,12,0,54,4,2,0,9,4,15118299,2,2
40,4,4,3,0,0,0,3,3,3,3,0,54,4,2,0,9,4,15118299,2,2
50,4,2,19,0,0,7,7,3,4,0,0,20,4,2,0,9,1,15118299,3,2
50,4,1,13,0,0,7,7,3,8,19,0,20,4,2,0,9,1,15118299,3,2
50,4,2,3,0,0,7,7,3,3,13,0,20,4,2,0,9,1,15118299,3,2
50,4,4,2,0,0,7,7,3,2,0,0,20,4,2,0,9,1,15118299,3,2
25,15,2,11,0,0,0,3,4,7,0,2,22,3,4,0,4,1,15120247,1,2
25,15,1,2,0,0,0,3,4,2,11,2,22,3,4,0,4,1,15120247,1,2
25,15,4,3,0,0,0,3,4,3,3,2,22,3,4,0,4,1,15120247,1,2
-1,0,3,22,0,0,1,2,4,6,0,2,58,1,4,0,4,1,15120247,2,2
-1,0,2,25,0,0,1,0,4,12,0,3,53,4,4,0,4,2,15120247,3,2
-1,0,2,3,0,0,1,0,4,3,25,3,53,4,4,0,4,2,15120247,3,2
-1,0,3,22,0,0,1,0,4,6,0,3,53,4,4,0,4,2,15120247,3,2
-1,0,3,3,0,0,1,0,4,3,22,3,53,4,4,0,4,2,15120247,3,2
25,11,2,25,0,0,0,0,4,12,0,1,24,12,4,0,4,2,15120247,4,2
25,11,1,25,0,0,0,0,4,12,25,1,24,12,4,0,4,2,15120247,4,2
25,11,1,0,0,0,0,0,4,0,25,1,24,12,4,0,4,2,15120247,4,2
25,11,1,25,0,0,0,0,4,12,1,1,24,12,4,0,4,2,15120247,4,2
25,11,1,25,0,0,0,0,4,12,25,1,24,12,4,0,4,2,15120247,4,2
25,11,1,25,0,0,0,0,4,12,25,1,24,12,4,0,4,2,15120247,4,2
25,11,1,25,0,0,0,0,4,12,25,1,24,12,4,0,4,2,15120247,4,2
25,11,1,6,0,0,0,0,4,5,25,1,24,12,4,0,4,2,15120247,4,2
25,11,1,10,0,0,0,0,4,4,6,1,24,12,4,0,4,2,15120247,4,2
25,11,1,12,0,0,0,0,4,4,10,1,24,12,4,0,4,2,15120247,4,2
25,11,1,12,0,0,0,0,4,4,12,1,24,12,4,0,4,2,15120247,4,2
25,11,2,3,0,0,0,0,4,3,12,1,24,12,4,0,4,2,15120247,4,2
15,5,3,21,0,0,0,1,2,6,0,0,56,12,2,0,9,0,15130910,1,2
15,5,1,6,0,0,0,1,2,5,21,0,56,12,2,0,9,0,15130910,1,2
15,5,1,2,0,0,0,1,2,2,6,0,56,12,2,0,9,0,15130910,1,2
15,5,1,1,0,0,0,1,2,1,3,0,56,12,2,0,9,0,15130910,1,2
15,5,1,6,0,0,0,1,2,5,2,0,56,12,2,0,9,0,15130910,1,2
15,5,1,6,0,0,0,1,2,5,6,0,56,12,2,0,9,0,15130910,1,2
15,5,0,3,0,0,0,1,2,3,6,0,56,12,2,0,9,0,15130910,1,2
15,5,0,6,0,0,0,1,2,5,0,0,56,12,2,0,9,0,15130910,1,2
15,5,1,6,0,0,0,1,2,5,6,0,56,12,2,0,9,0,15130910,1,2
15,5,0,3,0,0,0,1,2,3,6,0,56,12,2,0,9,0,15130910,1,2
15,5,3,22,0,0,0,1,2,6,0,0,56,12,2,0,9,0,15130910,1,2
15,5,3,3,0,0,0,1,2,3,22,0,56,12,2,0,9,0,15130910,1,2
18,5,4,2,0,0,6,0,2,2,0,0,57,4,2,0,9,0,15130910,2,2
18,5,1,30,0,0,6,0,2,1,3,0,57,4,2,0,9,0,15130910,2,2
18,5,1,17,0,0,6,0,2,11,30,0,57,4,2,0,9,0,15130910,2,2
18,5,4,3,0,0,6,0,2,3,17,0,57,4,2,0,9,0,15130910,2,2
15,7,4,2,0,0,6,3,3,2,0,2,42,4,2,0,17,0,15137085,1,0
15,7,1,16,0,0,6,3,3,10,3,2,42,4,2,0,17,0,15137085,1,0
15,7,2,3,0,0,6,3,3,3,16,2,42,4,2,0,17,0,15137085,1,0
15,7,3,29,0,0,6,3,3,6,0,2,42,4,2,0,17,0,15137085,1,0
-1,-1,2,20,0,0,1,7,3,1,0,0,-7,7,2,0,17,0,15137085,2,0
-1,-1,1,6,0,0,1,7,3,5,20,0,-7,7,2,0,17,0,15137085,2,0
-1,-1,0,3,0,0,1,7,3,3,6,0,-7,7,2,0,17,0,15137085,2,0
-1,-1,2,10,0,0,1,7,3,4,0,0,-7,7,2,0,17,0,15137085,2,0
