TIMETOWK,GCDWORK,TRIPPURP,WHYTO,WKFMHMXX,DRIVER,WRKTRANS,NWALKTRP,HHSIZE,WHYTRP1S,WHYFROM,NBIKETRP,R_AGE,CNTTDTR,WRKCOUNT,URBRUR,HHFAMINC,WEBUSE,HOUSEID,PERSONID,HHFAMINC2
-1,-1,4,3,0,0,1,5,3,3,3,0,50,2,3,0,4,3,11004835,2,2
3,1,4,2,0,0,0,20,3,2,0,5,19,6,3,0,4,1,11004835,3,2
3,1,4,3,0,0,0,20,3,3,3,5,19,6,3,0,4,1,11004835,3,2
3,1,3,7,0,0,0,20,3,6,0,5,19,6,3,0,4,1,11004835,3,2
3,1,1,6,0,0,0,20,3,5,7,5,19,6,3,0,4,1,11004835,3,2
3,1,1,12,0,0,0,20,3,4,6,5,19,6,3,0,4,1,11004835,3,2
3,1,2,3,0,0,0,20,3,3,12,5,19,6,3,0,4,1,11004835,3,2
-1,-1,2,9,0,0,1,7,2,1,0,0,71,6,0,1,2,0,11007443,1,0
-1,-1,1,9,0,0,1,7,2,1,9,0,71,6,0,1,2,0,11007443,1,0
-1,-1,1,11,0,0,1,7,2,7,9,0,71,6,0,1,2,0,11007443,1,0
-1,-1,1,9,0,0,1,7,2,1,11,0,71,6,0,1,2,0,11007443,1,0
-1,-1,2,3,0,0,1,7,2,3,9,0,71,6,0,1,2,0,11007443,1,0
-1,-1,2,28,0,0,1,7,2,1,0,0,71,6,0,1,2,0,11007443,1,0
-1,-1,2,9,0,0,1,7,2,1,0,0,78,3,0,1,2,0,11007443,2,0
-1,-1,1,11,0,0,1,7,2,7,9,0,78,3,0,1,2,0,11007443,2,0
-1,-1,2,3,0,0,1,7,2,3,11,0,78,3,0,1,2,0,11007443,2,0
-1,-1,0,1,0,2,1,7,3,1,0,0,76,4,1,0,2,0,11007715,1,0
-1,-1,0,3,0,2,1,7,3,3,2,0,76,4,1,0,2,0,11007715,1,0
-1,-1,0,6,0,2,1,7,3,5,0,0,76,4,1,0,2,0,11007715,1,0
-1,-1,0,3,0,2,1,7,3,3,6,0,76,4,1,0,2,0,11007715,1,0
-1,-1,4,2,0,0,1,-8,3,2,0,7,40,4,1,0,2,0,11007715,2,0
-1,-1,4,3,0,0,1,-8,3,3,3,7,40,4,1,0,2,0,11007715,2,0
-1,-1,0,6,0,0,1,-8,3,5,0,7,40,4,1,0,2,0,11007715,2,0
-1,-1,0,3,0,0,1,-8,3,3,6,7,40,4,1,0,2,0,11007715,2,0
-1,-1,4,2,0,1,1,-1,3,2,0,-1,14,4,1,0,2,0,11007715,3,0
-1,-1,4,3,0,1,1,-1,3,3,3,-1,14,4,1,0,2,0,11007715,3,0
-1,-1,3,7,0,1,1,-1,3,6,0,-1,14,4,1,0,2,0,11007715,3,0
-1,-1,3,3,0,1,1,-1,3,3,7,-1,14,4,1,0,2,0,11007715,3,0
-5,8,1,21,0,0,1,10,2,6,35,0,53,2,2,0,4,1,11012018,1,2
-5,8,1,14,0,0,1,10,2,9,21,0,53,2,2,0,4,1,11012018,1,2
15,3,0,15,0,0,3,1,2,5,0,0,56,9,2,0,4,1,11012018,2,2
15,3,1,2,0,0,3,1,2,2,15,0,56,9,2,0,4,1,11012018,2,2
15,3,4,3,0,0,3,1,2,3,3,0,56,9,2,0,4,1,11012018,2,2
15,3,2,23,0,0,3,1,2,1,0,0,56,9,2,0,4,1,11012018,2,2
15,3,1,16,0,0,3,1,2,10,23,0,56,9,2,0,4,1,11012018,2,2
15,3,1,17,0,0,3,1,2,11,16,0,56,9,2,0,4,1,11012018,2,2
15,3,4,3,0,0,3,1,2,3,17,0,56,9,2,0,4,1,11012018,2,2
15,3,3,21,0,0,3,1,2,6,0,0,56,9,2,0,4,1,11012018,2,2
15,3,3,3,0,0,3,1,2,3,21,0,56,9,2,0,4,1,11012018,2,2
-1,-1,0,6,0,0,1,0,1,5,0,0,82,2,0,1,8,0,11013985,1,0
-1,-1,0,3,0,0,1,0,1,3,6,0,82,2,0,1,8,0,11013985,1,0
10,1,2,28,0,0,3,25,2,1,0,0,52,7,2,0,1,1,11015943,1,2
10,1,1,6,0,0,3,25,2,5,29,0,52,7,2,0,1,1,11015943,1,2
10,1,1,6,0,0,3,25,2,5,6,0,52,7,2,0,1,1,11015943,1,2
10,1,1,6,0,0,3,25,2,5,6,0,52,7,2,0,1,1,11015943,1,2
10,1,0,3,0,0,3,25,2,3,6,0,52,7,2,0,1,1,11015943,1,2
10,1,2,28,0,0,3,25,2,1,0,0,52,7,2,0,1,1,11015943,1,2
10,1,1,28,0,0,3,25,2,1,29,0,52,7,2,0,1,1,11015943,1,2
30,6,4,2,0,0,6,7,2,2,0,0,57,2,2,0,1,3,11015943,2,2
30,6,4,3,0,0,6,7,2,3,3,0,57,2,2,0,1,3,11015943,2,2
15,3,4,2,0,0,0,4,1,2,0,0,28,3,1,0,14,1,11018391,1,1
15,3,1,4,0,0,0,4,1,1,3,0,28,3,1,0,14,1,11018391,1,1
15,3,2,3,0,0,0,4,1,3,4,0,28,3,1,0,14,1,11018391,1,1
-1,0,0,6,0,0,1,2,4,5,0,1,50,4,2,0,9,1,11019419,1,2
-1,0,1,15,0,0,1,2,4,5,6,1,50,4,2,0,9,1,11019419,1,2
-1,0,1,21,0,0,1,2,4,6,15,1,50,4,2,0,9,1,11019419,1,2
-1,0,3,3,0,0,1,2,4,3,21,1,50,4,2,0,9,1,11019419,1,2
-1,-1,0,6,0,1,1,-1,4,5,0,-1,13,4,2,0,9,0,11019419,3,2
-1,-1,1,15,0,1,1,-1,4,5,6,-1,13,4,2,0,9,0,11019419,3,2
-1,-1,1,21,0,1,1,-1,4,6,15,-1,13,4,2,0,9,0,11019419,3,2
-1,-1,3,3,0,1,1,-1,4,3,21,-1,13,4,2,0,9,0,11019419,3,2
-1,-1,0,6,0,1,1,-1,4,5,0,-1,8,4,2,0,9,0,11019419,4,2
-1,-1,1,15,0,1,1,-1,4,5,6,-1,8,4,2,0,9,0,11019419,4,2
-1,-1,1,21,0,1,1,-1,4,6,15,-1,8,4,2,0,9,0,11019419,4,2
-1,-1,3,3,0,1,1,-1,4,3,21,-1,8,4,2,0,9,0,11019419,4,2
-5,4,1,26,3,0,1,1,2,10,35,0,66,6,2,0,4,1,11019763,1,2
-5,4,1,15,3,0,1,1,2,5,27,0,66,6,2,0,4,1,11019763,1,2
-5,4,1,0,3,0,1,1,2,0,15,0,66,6,2,0,4,1,11019763,1,2
-5,4,0,3,3,0,1,1,2,3,1,0,66,6,2,0,4,1,11019763,1,2
-5,4,3,35,3,0,1,1,2,6,0,0,66,6,2,0,4,1,11019763,1,2
-5,4,3,3,3,0,1,1,2,3,36,0,66,6,2,0,4,1,11019763,1,2
12,3,0,30,0,0,0,0,2,1,0,0,59,8,2,0,4,3,11019763,2,2
12,3,1,30,0,0,0,0,2,1,30,0,59,8,2,0,4,3,11019763,2,2
12,3,1,30,0,0,0,0,2,1,30,0,59,8,2,0,4,3,11019763,2,2
12,3,1,9,0,0,0,0,2,1,30,0,59,8,2,0,4,3,11019763,2,2
12,3,1,30,0,0,0,0,2,1,9,0,59,8,2,0,4,3,11019763,2,2
12,3,0,3,0,0,0,0,2,3,30,0,59,8,2,0,4,3,11019763,2,2
12,3,3,35,0,0,0,0,2,6,0,0,59,8,2,0,4,3,11019763,2,2
12,3,3,3,0,0,0,0,2,3,36,0,59,8,2,0,4,3,11019763,2,2
35,31,4,2,0,0,0,3,5,2,0,0,22,4,2,0,0,3,11020200,1,0
35,31,1,0,0,0,0,3,5,0,3,0,22,4,2,0,0,3,11020200,1,0
35,31,1,17,0,0,0,3,5,11,1,0,22,4,2,0,0,3,11020200,1,0
35,31,4,3,0,0,0,3,5,3,17,0,22,4,2,0,0,3,11020200,1,0
-1,-1,0,6,0,1,1,-1,5,5,0,-1,14,6,2,0,0,0,11020200,3,0
-1,-1,1,6,0,1,1,-1,5,5,6,-1,14,6,2,0,0,0,11020200,3,0
-1,-1,1,21,0,1,1,-1,5,6,6,-1,14,6,2,0,0,0,11020200,3,0
-1,-1,1,10,0,1,1,-1,5,4,21,-1,14,6,2,0,0,0,11020200,3,0
-1,-1,1,7,0,1,1,-1,5,6,10,-1,14,6,2,0,0,0,11020200,3,0
-1,-1,3,3,0,1,1,-1,5,3,7,-1,14,6,2,0,0,0,11020200,3,0
-1,-1,2,10,0,1,1,-1,5,4,0,-1,1,3,2,0,0,0,11020200,4,0
-1,-1,1,7,0,1,1,-1,5,6,10,-1,1,3,2,0,0,0,11020200,4,0
-1,-1,3,3,0,1,1,-1,5,3,7,-1,1,3,2,0,0,0,11020200,4,0
-1,-1,0,6,0,1,1,-1,5,5,0,-1,0,6,2,0,0,0,11020200,5,0
-1,-1,1,6,0,1,1,-1,5,5,6,-1,0,6,2,0,0,0,11020200,5,0
-1,-1,1,21,0,1,1,-1,5,6,6,-1,0,6,2,0,0,0,11020200,5,0
-1,-1,1,10,0,1,1,-1,5,4,21,-1,0,6,2,0,0,0,11020200,5,0
-1,-1,1,7,0,1,1,-1,5,6,10,-1,0,6,2,0,0,0,11020200,5,0
-1,-1,3,3,0,1,1,-1,5,3,7,-1,0,6,2,0,0,0,11020200,5,0
5,0,4,2,1,0,4,10,1,2,0,0,25,6,1,0,2,1,11023180,1,0
5,0,4,3,1,0,4,10,1,3,3,0,25,6,1,0,2,1,11023180,1,0
5,0,4,2,1,0,4,10,1,2,0,0,25,6,1,0,2,1,11023180,1,0
5,0,4,3,1,0,4,10,1,3,3,0,25,6,1,0,2,1,11023180,1,0
5,0,3,22,1,0,4,10,1,6,0,0,25,6,1,0,2,1,11023180,1,0
5,0,3,3,1,0,4,10,1,3,22,0,25,6,1,0,2,1,11023180,1,0
15,4,3,21,0,0,6,0,4,6,0,0,27,4,2,0,10,0,11027535,2,0
15,4,1,22,0,0,6,0,4,6,21,0,27,4,2,0,10,0,11027535,2,0
15,4,1,21,0,0,6,0,4,6,22,0,27,4,2,0,10,0,11027535,2,0
15,4,3,3,0,0,6,0,4,3,21,0,27,4,2,0,10,0,11027535,2,0
40,27,4,2,0,0,0,0,3,2,0,0,60,6,3,0,5,2,11028420,1,2
40,27,1,1,0,0,0,0,3,1,3,0,60,6,3,0,5,2,11028420,1,2
40,27,1,17,0,0,0,0,3,11,2,0,60,6,3,0,5,2,11028420,1,2
40,27,4,3,0,0,0,0,3,3,17,0,60,6,3,0,5,2,11028420,1,2
40,27,3,21,0,0,0,0,3,6,0,0,60,6,3,0,5,2,11028420,1,2
40,27,3,3,0,0,0,0,3,3,21,0,60,6,3,0,5,2,11028420,1,2
20,8,1,31,0,0,0,1,3,0,35,0,40,6,3,0,5,4,11028420,2,2
20,8,0,3,0,0,0,1,3,3,31,0,40,6,3,0,5,4,11028420,2,2
20,8,2,11,0,0,0,1,3,7,0,0,40,6,3,0,5,4,11028420,2,2
20,8,1,15,0,0,0,1,3,5,11,0,40,6,3,0,5,4,11028420,2,2
20,8,0,3,0,0,0,1,3,3,15,0,40,6,3,0,5,4,11028420,2,2
20,8,4,2,0,0,0,1,3,2,0,0,40,6,3,0,5,4,11028420,2,2
15,4,4,2,0,0,0,1,3,2,0,0,28,5,3,0,5,1,11028420,3,2
15,4,1,0,0,0,0,1,3,0,3,0,28,5,3,0,5,1,11028420,3,2
15,4,1,17,0,0,0,1,3,11,1,0,28,5,3,0,5,1,11028420,3,2
15,4,1,6,0,0,0,1,3,5,17,0,28,5,3,0,5,1,11028420,3,2
15,4,0,3,0,0,0,1,3,3,6,0,28,5,3,0,5,1,11028420,3,2
20,10,0,31,0,0,0,0,1,0,0,0,52,3,1,0,9,4,11029687,1,2
20,10,1,2,0,0,0,0,1,2,31,0,52,3,1,0,9,4,11029687,1,2
20,10,4,3,0,0,0,0,1,3,3,0,52,3,1,0,9,4,11029687,1,2
-1,-1,0,6,0,0,1,21,4,5,0,0,41,10,2,0,1,3,11030562,1,2
-1,-1,0,3,0,0,1,21,4,3,6,0,41,10,2,0,1,3,11030562,1,2
-1,-1,0,6,0,0,1,21,4,5,0,0,41,10,2,0,1,3,11030562,1,2
-1,-1,0,3,0,0,1,21,4,3,6,0,41,10,2,0,1,3,11030562,1,2
-1,-1,3,22,0,0,1,21,4,6,0,0,41,10,2,0,1,3,11030562,1,2
-1,-1,3,3,0,0,1,21,4,3,22,0,41,10,2,0,1,3,11030562,1,2
-1,-1,0,6,0,0,1,21,4,5,0,0,41,10,2,0,1,3,11030562,1,2
-1,-1,0,3,0,0,1,21,4,3,6,0,41,10,2,0,1,3,11030562,1,2
-1,-1,3,7,0,0,1,21,4,6,0,0,41,10,2,0,1,3,11030562,1,2
-1,-1,3,3,0,0,1,21,4,3,7,0,41,10,2,0,1,3,11030562,1,2
30,8,0,6,0,0,6,21,4,5,0,0,43,4,2,0,1,1,11030562,2,2
30,8,0,3,0,0,6,21,4,3,6,0,43,4,2,0,1,1,11030562,2,2
30,8,3,22,0,0,6,21,4,6,0,0,43,4,2,0,1,1,11030562,2,2
30,8,3,3,0,0,6,21,4,3,22,0,43,4,2,0,1,1,11030562,2,2
-1,-1,3,22,0,1,1,-1,4,6,0,-1,14,4,2,0,1,0,11030562,3,2
-1,-1,3,3,0,1,1,-1,4,3,22,-1,14,4,2,0,1,0,11030562,3,2
-1,-1,3,7,0,1,1,-1,4,6,0,-1,14,4,2,0,1,0,11030562,3,2
-1,-1,3,3,0,1,1,-1,4,3,7,-1,14,4,2,0,1,0,11030562,3,2
-1,-1,0,6,0,0,1,5,2,5,0,0,62,4,0,1,2,0,11036948,1,0
-1,-1,0,3,0,0,1,5,2,3,6,0,62,4,0,1,2,0,11036948,1,0
-1,-1,0,30,0,0,1,5,2,1,0,0,62,4,0,1,2,0,11036948,1,0
-1,-1,0,3,0,0,1,5,2,3,30,0,62,4,0,1,2,0,11036948,1,0
-1,-1,0,6,0,0,1,5,2,5,0,0,65,4,0,1,2,0,11036948,2,0
-1,-1,0,3,0,0,1,5,2,3,6,0,65,4,0,1,2,0,11036948,2,0
-1,-1,0,30,0,0,1,5,2,1,0,0,65,4,0,1,2,0,11036948,2,0
-1,-1,0,3,0,0,1,5,2,3,30,0,65,4,0,1,2,0,11036948,2,0
15,5,1,2,0,0,0,5,4,2,3,0,26,5,2,0,11,2,11037365,1,2
15,5,1,6,0,0,0,5,4,5,3,0,26,5,2,0,11,2,11037365,1,2
15,5,0,3,0,0,0,5,4,3,6,0,26,5,2,0,11,2,11037365,1,2
15,5,2,4,0,0,0,5,4,1,0,0,26,5,2,0,11,2,11037365,1,2
15,5,1,2,0,0,0,5,4,2,4,0,26,5,2,0,11,2,11037365,1,2
15,5,2,19,0,0,0,7,4,4,0,0,35,4,2,0,11,4,11037365,2,2
15,5,2,3,0,0,0,7,4,3,19,0,35,4,2,0,11,4,11037365,2,2
15,5,3,21,0,0,0,7,4,6,0,0,35,4,2,0,11,4,11037365,2,2
15,5,3,3,0,0,0,7,4,3,21,0,35,4,2,0,11,4,11037365,2,2
-1,-1,3,22,0,1,1,-1,4,6,0,-1,5,4,2,0,11,0,11037365,3,2
-1,-1,3,3,0,1,1,-1,4,3,22,-1,5,4,2,0,11,0,11037365,3,2
-1,-1,3,7,0,1,1,-1,4,6,0,-1,5,4,2,0,11,0,11037365,3,2
-1,-1,3,3,0,1,1,-1,4,3,7,-1,5,4,2,0,11,0,11037365,3,2
-1,-1,3,22,0,1,1,-1,4,6,0,-1,1,4,2,0,11,0,11037365,4,2
-1,-1,3,3,0,1,1,-1,4,3,22,-1,1,4,2,0,11,0,11037365,4,2
-1,-1,0,30,0,1,1,-1,4,1,0,-1,1,4,2,0,11,0,11037365,4,2
-1,-1,0,3,0,1,1,-1,4,3,30,-1,1,4,2,0,11,0,11037365,4,2
12,2,0,6,0,0,0,3,2,5,0,0,61,4,1,0,1,4,11037682,1,2
12,2,0,3,0,0,0,3,2,3,6,0,61,4,1,0,1,4,11037682,1,2
12,2,0,0,0,0,0,3,2,0,0,0,61,4,1,0,1,4,11037682,1,2
12,2,0,3,0,0,0,3,2,3,1,0,61,4,1,0,1,4,11037682,1,2
-1,-1,2,23,0,0,1,1,2,1,0,0,79,6,0,0,10,1,11037824,1,0
-1,-1,2,3,0,0,1,1,2,3,23,0,79,6,0,0,10,1,11037824,1,0
-1,-1,0,0,0,0,1,1,2,0,0,0,79,6,0,0,10,1,11037824,1,0
-1,-1,0,3,0,0,1,1,2,3,1,0,79,6,0,0,10,1,11037824,1,0
-1,-1,0,0,0,0,1,1,2,0,0,0,79,6,0,0,10,1,11037824,1,0
-1,-1,0,3,0,0,1,1,2,3,1,0,79,6,0,0,10,1,11037824,1,0
-1,-1,0,0,0,0,1,7,2,0,0,0,88,4,0,0,10,0,11037824,2,0
-1,-1,0,3,0,0,1,7,2,3,1,0,88,4,0,0,10,0,11037824,2,0
-1,-1,0,0,0,0,1,7,2,0,0,0,88,4,0,0,10,0,11037824,2,0
-1,-1,0,3,0,0,1,7,2,3,1,0,88,4,0,0,10,0,11037824,2,0
-1,-1,2,13,0,0,1,5,6,8,0,0,21,3,3,0,4,1,11038933,1,2
-1,-1,1,15,0,0,1,5,6,5,13,0,21,3,3,0,4,1,11038933,1,2
-1,-1,0,3,0,0,1,5,6,3,15,0,21,3,3,0,4,1,11038933,1,2
45,10,4,2,0,0,0,5,6,2,0,1,34,2,3,0,4,1,11038933,2,2
45,10,4,3,0,0,0,5,6,3,3,1,34,2,3,0,4,1,11038933,2,2
-1,-1,0,0,0,2,1,0,1,0,0,0,52,2,0,0,8,3,11038988,1,0
-1,-1,0,3,0,2,1,0,1,3,1,0,52,2,0,0,8,3,11038988,1,0
-1,-1,0,6,0,0,1,7,2,5,0,0,56,5,1,0,10,0,11798349,1,0
-1,-1,1,6,0,0,1,7,2,5,6,0,56,5,1,0,10,0,11798349,1,0
-1,-1,0,3,0,0,1,7,2,3,6,0,56,5,1,0,10,0,11798349,1,0
-1,-1,0,6,0,0,1,7,2,5,0,0,56,5,1,0,10,0,11798349,1,0
-1,-1,0,3,0,0,1,7,2,3,6,0,56,5,1,0,10,0,11798349,1,0
-1,-1,0,6,0,0,1,1,2,5,0,0,63,5,1,0,10,0,11798349,2,0
-1,-1,1,6,0,0,1,1,2,5,6,0,63,5,1,0,10,0,11798349,2,0
-1,-1,0,3,0,0,1,1,2,3,6,0,63,5,1,0,10,0,11798349,2,0
-1,-1,0,6,0,0,1,1,2,5,0,0,63,5,1,0,10,0,11798349,2,0
-1,-1,0,3,0,0,1,1,2,3,6,0,63,5,1,0,10,0,11798349,2,0
30,11,4,2,0,0,0,2,4,2,0,0,33,5,2,0,12,5,11801052,1,1
30,11,1,16,0,0,0,2,4,10,3,0,33,5,2,0,12,5,11801052,1,1
30,11,1,17,0,0,0,2,4,11,16,0,33,5,2,0,12,5,11801052,1,1
30,11,1,10,0,0,0,2,4,4,17,0,33,5,2,0,12,5,11801052,1,1
30,11,2,3,0,0,0,2,4,3,10,0,33,5,2,0,12,5,11801052,1,1
45,8,2,12,0,0,0,2,4,4,0,0,31,7,2,0,12,5,11801052,2,1
45,8,1,2,0,0,0,2,4,2,12,0,31,7,2,0,12,5,11801052,2,1
45,8,1,0,0,0,0,2,4,0,3,0,31,7,2,0,12,5,11801052,2,1
45,8,1,17,0,0,0,2,4,11,1,0,31,7,2,0,12,5,11801052,2,1
45,8,1,23,0,0,0,2,4,1,17,0,31,7,2,0,12,5,11801052,2,1
45,8,2,3,0,0,0,2,4,3,23,0,31,7,2,0,12,5,11801052,2,1
45,8,3,22,0,0,0,2,4,6,0,0,31,7,2,0,12,5,11801052,2,1
-1,-1,2,13,0,1,1,-1,4,8,0,-1,9,4,2,0,12,0,11801052,3,1
-1,-1,1,13,0,1,1,-1,4,8,13,-1,9,4,2,0,12,0,11801052,3,1
-1,-1,1,10,0,1,1,-1,4,4,13,-1,9,4,2,0,12,0,11801052,3,1
-1,-1,2,3,0,1,1,-1,4,3,10,-1,9,4,2,0,12,0,11801052,3,1
-1,-1,2,13,0,1,1,-1,4,8,0,-1,3,4,2,0,12,0,11801052,4,1
-1,-1,1,10,0,1,1,-1,4,4,13,-1,3,4,2,0,12,0,11801052,4,1
-1,-1,2,3,0,1,1,-1,4,3,10,-1,3,4,2,0,12,0,11801052,4,1
-1,-1,3,22,0,1,1,-1,4,6,0,-1,3,4,2,0,12,0,11801052,4,1
-1,-1,2,20,0,0,1,0,1,1,0,3,77,2,0,0,11,1,11801922,1,2
-1,-1,2,3,0,0,1,0,1,3,20,3,77,2,0,0,11,1,11801922,1,2
20,10,2,25,0,0,0,21,1,12,0,0,24,6,1,0,7,1,11807166,1,0
20,10,2,3,0,0,0,21,1,3,25,0,24,6,1,0,7,1,11807166,1,0
20,10,3,21,0,0,0,21,1,6,0,0,24,6,1,0,7,1,11807166,1,0
20,10,3,3,0,0,0,21,1,3,21,0,24,6,1,0,7,1,11807166,1,0
20,10,0,0,0,0,0,21,1,0,0,0,24,6,1,0,7,1,11807166,1,0
20,10,0,3,0,0,0,21,1,3,1,0,24,6,1,0,7,1,11807166,1,0
-1,-1,0,15,0,0,1,3,2,5,0,3,65,9,1,0,6,1,11807371,1,2
-1,-1,1,1,0,0,1,3,2,1,15,3,65,9,1,0,6,1,11807371,1,2
-1,-1,1,30,0,0,1,3,2,1,2,3,65,9,1,0,6,1,11807371,1,2
-1,-1,1,25,0,0,1,3,2,12,30,3,65,9,1,0,6,1,11807371,1,2
-1,-1,1,1,0,0,1,3,2,1,25,3,65,9,1,0,6,1,11807371,1,2
-1,-1,0,3,0,0,1,3,2,3,2,3,65,9,1,0,6,1,11807371,1,2
-1,-1,2,16,0,0,1,3,2,10,0,3,65,9,1,0,6,1,11807371,1,2
-1,-1,1,21,0,0,1,3,2,6,16,3,65,9,1,0,6,1,11807371,1,2
-1,-1,3,3,0,0,1,3,2,3,21,3,65,9,1,0,6,1,11807371,1,2
-1,0,3,27,0,0,1,0,2,6,0,0,66,4,1,0,6,0,11807371,2,2
-1,0,1,2,0,0,1,0,2,2,28,0,66,4,1,0,6,0,11807371,2,2
-1,0,1,0,0,0,1,0,2,0,3,0,66,4,1,0,6,0,11807371,2,2
-1,0,1,14,0,0,1,0,2,9,1,0,66,4,1,0,6,0,11807371,2,2
-1,-1,3,22,0,0,1,10,1,6,0,0,60,11,0,0,10,4,11807867,1,0
-1,-1,3,3,0,0,1,10,1,3,22,0,60,11,0,0,10,4,11807867,1,0
-1,-1,3,21,0,0,1,10,1,6,0,0,60,11,0,0,10,4,11807867,1,0
-1,-1,3,3,0,0,1,10,1,3,21,0,60,11,0,0,10,4,11807867,1,0
-1,-1,0,1,0,0,1,10,1,1,0,0,60,11,0,0,10,4,11807867,1,0
-1,-1,0,3,0,0,1,10,1,3,2,0,60,11,0,0,10,4,11807867,1,0
-1,-1,0,1,0,0,1,10,1,1,0,0,60,11,0,0,10,4,11807867,1,0
-1,-1,1,1,0,0,1,10,1,1,2,0,60,11,0,0,10,4,11807867,1,0
-1,-1,0,3,0,0,1,10,1,3,2,0,60,11,0,0,10,4,11807867,1,0
-1,-1,3,7,0,0,1,10,1,6,0,0,60,11,0,0,10,4,11807867,1,0
-1,-1,3,3,0,0,1,10,1,3,7,0,60,11,0,0,10,4,11807867,1,0
10,4,0,6,0,0,0,7,2,5,0,0,78,4,1,0,9,1,11808855,1,2
10,4,1,2,0,0,0,7,2,2,6,0,78,4,1,0,9,1,11808855,1,2
10,4,1,6,0,0,0,7,2,5,3,0,78,4,1,0,9,1,11808855,1,2
10,4,0,3,0,0,0,7,2,3,6,0,78,4,1,0,9,1,11808855,1,2
-1,-1,2,13,0,0,1,0,2,8,0,0,78,6,1,0,9,1,11808855,2,2
-1,-1,1,1,0,0,1,0,2,1,13,0,78,6,1,0,9,1,11808855,2,2
-1,-1,1,11,0,0,1,0,2,7,2,0,78,6,1,0,9,1,11808855,2,2
-1,-1,2,3,0,0,1,0,2,3,11,0,78,6,1,0,9,1,11808855,2,2
-1,-1,2,18,0,0,1,0,2,9,0,0,78,6,1,0,9,1,11808855,2,2
-1,-1,2,3,0,0,1,0,2,3,18,0,78,6,1,0,9,1,11808855,2,2
10,2,2,12,0,0,0,0,4,4,0,0,43,11,2,0,0,5,11809432,1,0
10,2,1,2,0,0,0,0,4,2,12,0,43,11,2,0,0,5,11809432,1,0
10,2,1,10,0,0,0,0,4,4,3,0,43,11,2,0,0,5,11809432,1,0
10,2,1,6,0,0,0,0,4,5,10,0,43,11,2,0,0,5,11809432,1,0
10,2,0,3,0,0,0,0,4,3,6,0,43,11,2,0,0,5,11809432,1,0
10,2,2,10,0,0,0,0,4,4,0,0,43,11,2,0,0,5,11809432,1,0
10,2,1,12,0,0,0,0,4,4,10,0,43,11,2,0,0,5,11809432,1,0
10,2,1,36,0,0,0,0,4,1,12,0,43,11,2,0,0,5,11809432,1,0
10,2,1,12,0,0,0,0,4,4,37,0,43,11,2,0,0,5,11809432,1,0
10,2,1,10,0,0,0,0,4,4,12,0,43,11,2,0,0,5,11809432,1,0
10,2,2,3,0,0,0,0,4,3,10,0,43,11,2,0,0,5,11809432,1,0
15,5,4,2,0,0,0,0,4,2,0,0,18,6,2,0,0,1,11809432,2,0
15,5,4,3,0,0,0,0,4,3,3,0,18,6,2,0,0,1,11809432,2,0
15,5,4,17,0,0,0,0,4,11,0,0,18,6,2,0,0,1,11809432,2,0
15,5,4,3,0,0,0,0,4,3,17,0,18,6,2,0,0,1,11809432,2,0
15,5,3,7,0,0,0,0,4,6,0,0,18,6,2,0,0,1,11809432,2,0
15,5,3,3,0,0,0,0,4,3,7,0,18,6,2,0,0,1,11809432,2,0
-1,-1,2,33,0,1,1,-1,4,1,0,-1,11,2,2,0,0,0,11809432,3,0
-1,-1,2,3,0,1,1,-1,4,3,33,-1,11,2,2,0,0,0,11809432,3,0
-1,-1,2,33,0,1,1,-1,4,1,0,-1,5,6,2,0,0,0,11809432,4,0
-1,-1,1,6,0,1,1,-1,4,5,33,-1,5,6,2,0,0,0,11809432,4,0
-1,-1,0,3,0,1,1,-1,4,3,6,-1,5,6,2,0,0,0,11809432,4,0
-1,-1,3,8,0,1,1,-1,4,0,0,-1,5,6,2,0,0,0,11809432,4,0
-1,-1,1,33,0,1,1,-1,4,1,8,-1,5,6,2,0,0,0,11809432,4,0
-1,-1,2,3,0,1,1,-1,4,3,33,-1,5,6,2,0,0,0,11809432,4,0
30,7,0,30,0,0,0,3,1,1,0,0,56,4,1,0,2,3,11811088,1,0
30,7,0,3,0,0,0,3,1,3,30,0,56,4,1,0,2,3,11811088,1,0
30,7,0,0,0,0,0,3,1,0,0,0,56,4,1,0,2,3,11811088,1,0
30,7,0,3,0,0,0,3,1,3,1,0,56,4,1,0,2,3,11811088,1,0
150,14,4,2,0,2,9,3,3,2,0,0,61,2,3,0,7,0,11815581,1,0
150,14,4,3,0,2,9,3,3,3,3,0,61,2,3,0,7,0,11815581,1,0
30,9,4,2,0,0,0,3,3,2,0,0,59,2,3,0,7,0,11815581,2,0
30,9,4,3,0,0,0,3,3,3,3,0,59,2,3,0,7,0,11815581,2,0
40,8,2,10,0,0,0,5,3,4,0,0,26,5,3,0,7,3,11815581,3,0
40,8,1,22,0,0,0,5,3,6,10,0,26,5,3,0,7,3,11815581,3,0
40,8,3,3,0,0,0,5,3,3,22,0,26,5,3,0,7,3,11815581,3,0
40,8,4,2,0,0,0,5,3,2,0,0,26,5,3,0,7,3,11815581,3,0
40,8,4,3,0,0,0,5,3,3,3,0,26,5,3,0,7,3,11815581,3,0
45,8,0,6,0,0,0,2,2,5,0,0,26,3,2,0,12,1,11817839,1,1
45,8,1,6,0,0,0,2,2,5,6,0,26,3,2,0,12,1,11817839,1,1
45,8,0,3,0,0,0,2,2,3,6,0,26,3,2,0,12,1,11817839,1,1
